target,raw_weight,episode_weight,target_loss
Q1,1.0,1.0,0.5672442532214891
Q2,0.0,0.0,0.6429986926145494
Q3,1.0,1.0,0.6201070944733457
S1,1.0,1.0,0.4735626967251589
S2,1.0,1.0,0.5298170542755056
S3,1.0,1.0,0.4952505073071246
S4,1.0,1.0,0.5973285057286343
