file,rows,keys_ok,nulls,min,max
submission_bigshot_01_public_minimax_r05.csv,250,True,0,0.0760248805044125,0.9773620281526956
submission_bigshot_02_public_minimax_r01.csv,250,True,0,0.075968147544219,0.9773666697808931
submission_bigshot_03_public_universe_u80.csv,250,True,0,0.0760001624684446,0.9773625056769296
submission_bigshot_04_public_universe_u65_maskrank.csv,250,True,0,0.0750554023666926,0.977345295161874
submission_bigshot_05_public_targetmask_noq2_g075.csv,250,True,0,0.0749648803295701,0.9770209739779644
submission_bigshot_06_public_entropy_exact_g100.csv,250,True,0,0.0812557148876598,0.9766101284071383
submission_bigshot_07_public_maskaware_t80_noq2.csv,250,True,0,0.0745890507676217,0.9768408517666484
submission_bigshot_08_public_consfront_t80.csv,250,True,0,0.073390725870589,0.977970499945272
submission_bigshot_09_hiddenblock_paretomix_w03.csv,250,True,0,0.062775942868766,0.9797786691643996
submission_bigshot_10_jepa_neural_episode_rawstack_balanced.csv,250,True,0,0.0790138754655462,0.981478776225575
submission_bigshot_11_jepa_multifeature_rawstack.csv,250,True,0,0.0950200454802707,0.9595621896581392
submission_bigshot_12_jepa_blockcanvas_aggressive_noq2.csv,250,True,0,0.0774114949792414,0.9735307995390085
submission_bigshot_hybrid_01_minimax_r01_multifeature_raw_prob_w0p3.csv,250,True,0,0.0846564246937365,0.9662483919452464
submission_bigshot_hybrid_02_minimax_r05_multifeature_raw_prob_w0p3.csv,250,True,0,0.0847057964037667,0.966245142805508
submission_bigshot_hybrid_03_u80_multifeature_raw_prob_w0p3.csv,250,True,0,0.084685135899303,0.966245477072472
submission_bigshot_hybrid_04_minimax_r01_multifeature_raw_logit_w0p4.csv,250,True,0,0.0858660452104508,0.96649724179312
submission_bigshot_hybrid_05_minimax_r05_multifeature_raw_logit_w0p4.csv,250,True,0,0.0859110594902175,0.9664931653742402
submission_bigshot_hybrid_06_u80_multifeature_raw_logit_w0p4.csv,250,True,0,0.0858922242258442,0.9664935847349412
submission_bigshot_hybrid_07_u65_maskrank_multifeature_raw_logit_w0p4.csv,250,True,0,0.0854704265337346,0.9664784727559452
submission_bigshot_hybrid_08_minimax_r01_blockcanvas_noq2_logit_w0p4.csv,250,True,0,0.0790825691369677,0.9716824485091878
