block_mode,family,k,context_variant,folds,train_blocks,val_blocks,mean_val_len,proto_logloss,proto_acc,proto_predictability,balance_entropy_norm,oracle_rate_r2,oracle_rate_cos,pred_rate_r2,pred_rate_cos,jepa_friendly_score,semantic_floor,nontrivial,balanced_jepa_score
fixed_8,modality_state,8,prior_all,3,42.666666666666664,9.0,8.0,0.0143019380667909,1.0,0.9931222216253132,0.9517894998324768,-0.4067485068082077,0.9568783442179362,-0.4027708100621046,0.9572005470593772,0.5012052895184552,0.0,True,0.5455261414792177
fixed_8,modality_state,8,prior_raw,3,42.666666666666664,9.0,8.0,0.0149757015424084,1.0,0.9927982098836448,0.9517894998324768,-0.4067485068082077,0.9568783442179362,-0.4019369812631601,0.9572380383809408,0.5012586511686602,0.0,True,0.5454289379567172
fixed_8,hybrid_raw,10,prior_all,1,44.0,8.0,8.0,0.0065327290686384,1.0,0.9971628718137212,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.3059950682063088,0.9610891342163086,0.5326730686924415,0.0,True,0.5450223632668525
fixed_8,hybrid_raw,10,prior_raw,1,44.0,8.0,8.0,0.0070235024217797,1.0,0.9969497316545868,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.3052395588427377,0.9611003398895264,0.5327495715094588,0.0,True,0.5449584212191121
fixed_8,hybrid_raw,10,full_strict,1,44.0,8.0,8.0,0.0070280694140889,1.0,0.9969477482350282,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.3058842227501306,0.9610631465911864,0.5326199445311346,0.0,True,0.5449578261932445
fixed_8,hybrid_raw,10,bidir_all,1,44.0,8.0,8.0,0.0222058062520824,1.0,0.990356140878508,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.2888137673883229,0.9612570405006408,0.5337269730287141,0.0,True,0.5429803439862885
fixed_8,modality_state,8,full_strict,3,42.666666666666664,9.0,8.0,0.0352320059993567,1.0,0.9830569865547192,0.9517894998324768,-0.4067485068082077,0.9568783442179362,-0.4114238099611082,0.957182784875234,0.4959518572639466,0.0,True,0.5425065709580396
fixed_8,hybrid_raw,10,bidir_raw,1,44.0,8.0,8.0,0.026243198277104,1.0,0.9886027238007608,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.2879403970333725,0.9613243341445924,0.5332879511224926,0.0,True,0.5424543188629644
fixed_8,hybrid_raw,10,past_raw,1,44.0,8.0,8.0,0.0450101566238742,1.0,0.9804523373486504,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.2592625473484848,0.96141254901886,0.5361708858012315,0.0,True,0.5400092029273312
fixed_8,modality_state,8,bidir_all,3,42.666666666666664,9.0,8.0,0.0672023043624115,1.0,0.9676825229200128,0.9517894998324768,-0.4067485068082077,0.9568783442179362,-0.3904512571251591,0.9581974744796752,0.4947653055589891,0.0,True,0.5378942318676276
fixed_8,modality_state,8,bidir_raw,3,42.666666666666664,9.0,8.0,0.0826522403002773,1.0,0.960252674266809,0.9517894998324768,-0.4067485068082077,0.9568783442179362,-0.3960764493778901,0.958190619945526,0.4910398200798217,0.0,True,0.5356652772716666
fixed_8,raw_mean,4,past_raw,4,43.0,8.75,8.0,0.0423553668668638,1.0,0.9694470611330714,0.8307050307160564,-0.5254395671166281,0.9577973932027816,-0.4720335681652395,0.9592185169458388,0.4491543257676384,0.0,True,0.5323693698757243
