variant,subject_id,test_rows,listener_sign,Q2_train_drift,Q3_train_drift,Q2_logit_step,Q3_logit_step,Q2_base_mean,Q2_new_mean,Q2_mean_prob_delta,Q2_mean_logit_delta,Q3_base_mean,Q3_new_mean,Q3_mean_prob_delta,Q3_mean_logit_delta
q2_dominant_forward_axis,id01,27,0,0.11904761904761907,-0.02857142857142858,0.0,0.0,0.5608667829275519,0.5608667829275519,0.0,0.0,0.5859727900968217,0.5859727900968217,2.05596856412066e-18,4.368933198756403e-18
q2_dominant_forward_axis,id02,32,-1,0.08333333333333337,0.125,-0.9,-0.25,0.6522037481438067,0.4368613750288832,-0.21534237311492344,-0.9,0.6622898172181109,0.605777581574594,-0.056512235643516706,-0.25
q2_dominant_forward_axis,id03,21,1,0.2536764705882353,-0.044117647058823484,0.9,0.25,0.7537737137163343,0.8817697096416814,0.12799599592534713,0.8999999999999999,0.7249103664641025,0.7711098270758092,0.046199460611706655,0.24999999999999994
q2_dominant_forward_axis,id04,27,1,0.333743842364532,0.11330049261083741,0.9,0.25,0.507288036950702,0.7147497120496369,0.20746167509893482,0.9,0.7765244231260624,0.8154588142298147,0.0389343911037523,0.24999999999996206
q2_dominant_forward_axis,id05,21,0,-0.40909090909090906,0.0,0.0,0.0,0.46874269125727286,0.46874269125727286,5.28677630773884e-18,1.4538634846281813e-17,0.6456899481238202,0.6456899481238202,0.0,0.0
q2_dominant_forward_axis,id06,24,1,0.5416666666666666,0.5833333333333333,0.9,0.25,0.6750024553961028,0.8337096806219056,0.1587072252258027,0.9,0.7482942714289179,0.7913897028638321,0.04309543143491423,0.25000000000000006
q2_dominant_forward_axis,id07,30,-1,-0.30666666666666664,0.1833333333333333,-0.9,-0.25,0.36203224081786006,0.1900562309794824,-0.17197600983837766,-0.8999999999999998,0.5377426893666066,0.4774022832602095,-0.060340406106397196,-0.25
q2_dominant_forward_axis,id08,19,-1,0.0,-0.17857142857142855,-0.9,-0.25,0.6766937506958763,0.46317380202581854,-0.21351994867005794,-0.9,0.30213328992029825,0.2542753561515303,-0.04785793376876796,-0.25
q2_dominant_forward_axis,id09,27,1,0.2714285714285714,-0.021428571428571463,0.9,0.25,0.4838238272115803,0.6914275970209142,0.20760376980933404,0.8999999999999999,0.4892258803509649,0.5502692229516121,0.0610433426006472,0.25
q2_dominant_forward_axis,id10,22,-1,-0.03308823529411764,-0.22058823529411764,-0.9,-0.25,0.3965937106793114,0.21293838130527584,-0.1836553293740356,-0.8999999999999997,0.5451895881330457,0.4846316776717133,-0.06055791046133245,-0.25
joint_forward_axis,id01,27,0,0.11904761904761907,-0.02857142857142858,0.0,0.0,0.5608667829275519,0.5608667829275519,0.0,0.0,0.5859727900968217,0.5859727900968217,2.05596856412066e-18,4.368933198756403e-18
joint_forward_axis,id02,32,-1,0.08333333333333337,0.125,-0.8625,-0.2875,0.6522037481438067,0.4459264585054371,-0.2062772896383696,-0.8625,0.6622898172181109,0.5970118797616811,-0.06527793745642962,-0.28750000000000003
joint_forward_axis,id03,21,1,0.2536764705882353,-0.044117647058823484,0.8625,0.2875,0.7537737137163343,0.8778350504717032,0.12406133675536891,0.8624999999999998,0.7249103664641025,0.7775567774149679,0.05264641095086531,0.2875000000000001
joint_forward_axis,id04,27,1,0.333743842364532,0.11330049261083741,0.8625,0.2875,0.507288036950702,0.7071219585093083,0.19983392155860627,0.8625000000000002,0.7765244231260624,0.8208391049019325,0.04431468177586991,0.28750000000008386
joint_forward_axis,id05,21,0,-0.40909090909090906,0.0,0.0,0.0,0.46874269125727286,0.46874269125727286,5.28677630773884e-18,1.4538634846281813e-17,0.6456899481238202,0.6456899481238202,0.0,0.0
joint_forward_axis,id06,24,1,0.5416666666666666,0.5833333333333333,0.8625,0.2875,0.6750024553961028,0.828532120270487,0.15352966487438405,0.8624999999999999,0.7482942714289179,0.7973689370376613,0.04907466560874341,0.28750000000000003
joint_forward_axis,id07,30,-1,-0.30666666666666664,0.1833333333333333,-0.8625,-0.2875,0.36203224081786006,0.19579999019476574,-0.16623225062309432,-0.8625000000000003,0.5377426893666066,0.4683690966991136,-0.06937359266749317,-0.2874999999999999
joint_forward_axis,id08,19,-1,0.0,-0.17857142857142855,-0.8625,-0.2875,0.6766937506958763,0.4723624923839063,-0.20433125831197016,-0.8625000000000002,0.30213328992029825,0.2475443500029282,-0.05458893991736997,-0.2874999999999999
joint_forward_axis,id09,27,1,0.2714285714285714,-0.021428571428571463,0.8625,0.2875,0.4838238272115803,0.6835981644021254,0.19977433719054535,0.8625000000000002,0.4892258803509649,0.5593414466464909,0.07011556629552597,0.2874999999999999
joint_forward_axis,id10,22,-1,-0.03308823529411764,-0.22058823529411764,-0.8625,-0.2875,0.3965937106793114,0.21921779065293928,-0.1773759200263721,-0.8625000000000003,0.5451895881330457,0.4755537514546941,-0.06963583667835169,-0.2875
q2_forward_q3_pullback_axis,id01,27,0,0.11904761904761907,-0.02857142857142858,0.0,0.0,0.5608667829275519,0.5608667829275519,0.0,0.0,0.5859727900968217,0.5859727900968217,2.05596856412066e-18,4.368933198756403e-18
q2_forward_q3_pullback_axis,id02,32,-1,0.08333333333333337,0.125,-0.9,-0.18,0.6522037481438067,0.4368613750288832,-0.21534237311492344,-0.9,0.6622898172181109,0.6219583891570956,-0.04033142806101525,-0.17999999999999994
q2_forward_q3_pullback_axis,id03,21,1,0.2536764705882353,-0.044117647058823484,0.9,0.18,0.7537737137163343,0.8817697096416814,0.12799599592534713,0.8999999999999999,0.7249103664641025,0.7587339393974141,0.03382357293331152,0.1799999999999999
q2_forward_q3_pullback_axis,id04,27,1,0.333743842364532,0.11330049261083741,0.9,0.18,0.507288036950702,0.7147497120496369,0.20746167509893482,0.9,0.7765244231260624,0.8050950192076706,0.028570596081608026,0.17999999999999544
q2_forward_q3_pullback_axis,id05,21,0,-0.40909090909090906,0.0,0.0,0.0,0.46874269125727286,0.46874269125727286,5.28677630773884e-18,1.4538634846281813e-17,0.6456899481238202,0.6456899481238202,0.0,0.0
q2_forward_q3_pullback_axis,id06,24,1,0.5416666666666666,0.5833333333333333,0.9,0.18,0.6750024553961028,0.8337096806219056,0.1587072252258027,0.9,0.7482942714289179,0.7798885738694654,0.031594302440547437,0.18000000000000002
q2_forward_q3_pullback_axis,id07,30,-1,-0.30666666666666664,0.1833333333333333,-0.9,-0.18,0.36203224081786006,0.1900562309794824,-0.17197600983837766,-0.8999999999999998,0.5377426893666066,0.4943014505809941,-0.043441238785612554,-0.18
q2_forward_q3_pullback_axis,id08,19,-1,0.0,-0.17857142857142855,-0.9,-0.18,0.6766937506958763,0.46317380202581854,-0.21351994867005794,-0.9,0.30213328992029825,0.26715834790124476,-0.03497494201905347,-0.1799999999999999
q2_forward_q3_pullback_axis,id09,27,1,0.2714285714285714,-0.021428571428571463,0.9,0.18,0.4838238272115803,0.6914275970209142,0.20760376980933404,0.8999999999999999,0.4892258803509649,0.5332501094614923,0.0440242291105274,0.17999999999999997
q2_forward_q3_pullback_axis,id10,22,-1,-0.03308823529411764,-0.22058823529411764,-0.9,-0.18,0.3965937106793114,0.21293838130527584,-0.1836553293740356,-0.8999999999999997,0.5451895881330457,0.5016064147395765,-0.04358317339346933,-0.18000000000000002
silent_subject_reentry_axis,id01,27,0,0.11904761904761907,-0.02857142857142858,0.0,0.0,0.5608667829275519,0.5608667829275519,0.0,0.0,0.5859727900968217,0.5859727900968217,2.05596856412066e-18,4.368933198756403e-18
silent_subject_reentry_axis,id02,32,-1,0.08333333333333337,0.125,-0.75,-0.25,0.6522037481438067,0.47331100614991883,-0.17889274199388783,-0.75,0.6622898172181109,0.605777581574594,-0.056512235643516706,-0.25
silent_subject_reentry_axis,id03,21,1,0.2536764705882353,-0.044117647058823484,0.75,0.25,0.7537737137163343,0.8653560984041936,0.11158238468785935,0.7500000000000002,0.7249103664641025,0.7711098270758092,0.046199460611706655,0.24999999999999994
silent_subject_reentry_axis,id04,27,1,0.333743842364532,0.11330049261083741,0.75,0.25,0.507288036950702,0.6835488904010466,0.17626085345034462,0.75,0.7765244231260624,0.8154588142298147,0.0389343911037523,0.24999999999996206
silent_subject_reentry_axis,id05,21,0,-0.40909090909090906,0.0,-0.5,0.0,0.46874269125727286,0.35017647234026633,-0.11856621891700667,-0.4999999999999999,0.6456899481238202,0.6456899481238202,0.0,0.0
silent_subject_reentry_axis,id06,24,1,0.5416666666666666,0.5833333333333333,0.75,0.25,0.6750024553961028,0.812247091154418,0.13724463575831505,0.75,0.7482942714289179,0.7913897028638321,0.04309543143491423,0.25000000000000006
silent_subject_reentry_axis,id07,30,-1,-0.30666666666666664,0.1833333333333333,-0.75,-0.25,0.36203224081786006,0.2138047387915399,-0.1482275020263202,-0.75,0.5377426893666066,0.4774022832602095,-0.060340406106397196,-0.25
silent_subject_reentry_axis,id08,19,-1,0.0,-0.17857142857142855,-0.75,-0.25,0.6766937506958763,0.5000143057506279,-0.1766794449452486,-0.75,0.30213328992029825,0.2542753561515303,-0.04785793376876796,-0.25
silent_subject_reentry_axis,id09,27,1,0.2714285714285714,-0.021428571428571463,0.75,0.25,0.4838238272115803,0.6595104779470807,0.17568665073550035,0.75,0.4892258803509649,0.5502692229516121,0.0610433426006472,0.25
silent_subject_reentry_axis,id10,22,-1,-0.03308823529411764,-0.22058823529411764,-0.75,-0.25,0.3965937106793114,0.23883767253710825,-0.1577560381422032,-0.75,0.5451895881330457,0.4846316776717133,-0.06055791046133245,-0.25
