baseline,all_gain_sum,all_positive_rate,responsibility_gain_sum,responsibility_positive_rate,responsibility_raw_rate
always_raw,-48.05372519809991,0.4980952380952381,-6.190934397292343,0.43333333333333335,1.0
always_inverse,-93.38607200230885,0.5019047619047619,1.2096655952389743,0.5666666666666667,0.0
oracle_direction,460.2568468558266,1.0,14.946064327430742,1.0,0.43333333333333335
