feature_family,feature_count,raw_better_rate,auc,ap,ap_lift_vs_rate,all_cells,all_gain_sum,all_positive_rate,all_raw_rate,responsibility_cells,responsibility_gain_sum,responsibility_positive_rate,responsibility_raw_rate,oracle_cells,oracle_gain_sum,oracle_positive_rate
listener_only_direction,14,0.4980952380952381,0.479213807688416,0.4702507001985151,-0.027844537896722976,3150,-63.998873368889164,0.49238095238095236,0.6273015873015872,120,-5.905395631422938,0.44166666666666665,0.9416666666666667,174,-2.4011680255838668,0.5114942528735632
human_context_direction,128,0.4980952380952381,0.5091901560476162,0.5029474135107145,0.00485217541547639,3150,-55.08071904495749,0.5174603174603175,0.5311111111111111,120,-1.9455157912395795,0.5,0.6666666666666666,174,2.3686872084651407,0.5747126436781609
masked_pretext_direction,48,0.4980952380952381,0.5312730162070379,0.5177233370263081,0.019628098931070037,3150,-51.466927965191665,0.5152380952380953,0.48507936507936505,120,-4.767804474196688,0.4583333333333333,0.625,174,-1.6885776133858648,0.5402298850574713
responsibility_weighted_pretext_direction,49,0.4980952380952381,0.5279707762954686,0.5141115721730213,0.01601633407778319,3150,-48.306963726108755,0.5190476190476191,0.4838095238095238,120,-1.226020318766885,0.5666666666666667,0.3333333333333333,174,-1.23296508724163,0.5517241379310345
human_plus_masked_pretext_direction,163,0.4980952380952381,0.5216128105058919,0.5097154216232394,0.01162018352800126,3150,-53.856580239967144,0.5174603174603175,0.4726984126984127,120,-0.8485111854923055,0.5166666666666667,0.5166666666666667,174,1.2648938791533773,0.5689655172413793
action_geometry_reference,20,0.4980952380952381,0.597807012769951,0.5863905473991409,0.08829530930390278,3150,-61.563409974956876,0.5615873015873016,0.47174603174603175,120,-1.239670462342533,0.575,0.525,174,-4.4625574759630835,0.5172413793103449
