row,subject_id,sleep_date,lifelog_date,row_gain_to_q061_nonq2,min_target_gain,positive_targets,nearest_seed_distance,episode_near,same_subject_has_seed,Q1_gain,Q3_gain,S1_gain,S2_gain,S3_gain,S4_gain,base_row_score
58,id02,2024-10-16,2024-10-15,0.022098089822744933,0.0005072737354778756,6,2.0,1.0,1.0,0.0005072737354778756,0.000871144580436467,0.003159841039381328,0.015602248966226157,0.0010252289649578805,0.0009323525362652241,1.3382926829268293
76,id03,2024-10-04,2024-10-03,0.021340751289396664,0.0004356244266318088,6,2.0,1.0,1.0,0.0004356244266318088,0.013718027315478054,0.002277586229578743,0.0005781230604299248,0.0007336628176467519,0.003597727439631382,1.3260975609756098
197,id08,2024-09-14,2024-09-13,0.017470266255727618,0.0004674268333753062,6,1.0,1.0,1.0,0.0004674268333753062,0.0010882130521853162,0.012202738900722265,0.0005617936768972376,0.0013690662348990745,0.001781027557648418,1.3126829268292683
64,id03,2024-08-23,2024-08-22,0.02157926799664117,0.00017969023499531112,6,3.0,1.0,1.0,0.01248090303683913,0.0023221597011453543,0.0011773591809376427,0.0019437654453383635,0.00017969023499531112,0.0034753903973853695,1.3017073170731708
249,id10,2024-09-27,2024-09-26,0.017983825420224253,0.00020903324497534292,6,7.0,0.0,1.0,0.005261786956752501,0.0013544403542384842,0.009115573531132237,0.00020903324497534292,0.0012848387584816212,0.0007581525746440665,1.2919512195121952
244,id10,2024-09-21,2024-09-20,0.019457348623661552,0.00013190699983500753,6,2.0,1.0,1.0,0.00013190699983500753,0.003402653599524741,0.005108552336033911,0.005097466487742897,0.00018627959542838468,0.005530489605096611,1.2821951219512195
195,id08,2024-09-10,2024-09-09,0.015442724070214464,0.00038754457100831363,6,1.0,1.0,1.0,0.007903157141818662,0.0004099593794101297,0.0011419207079770843,0.004045987395167039,0.0015541548748332357,0.00038754457100831363,1.278536585365854
18,id01,2024-09-07,2024-09-06,0.014853492356165371,0.00028939065053412705,6,8.0,0.0,1.0,0.0010553870616132888,0.0006260255002783488,0.010303730526214722,0.00028939065053412705,0.0008296305828899841,0.0017493280346349005,1.2639024390243905
228,id10,2024-08-05,2024-08-04,0.014179906790717234,0.00014875456381391317,6,7.0,0.0,1.0,0.0011885415792688425,0.00014875456381391317,0.0001621647489202238,0.00048163406176626733,0.0011529272683350467,0.01104588456861294,1.2309756097560978
162,id07,2024-07-24,2024-07-23,0.012885480252186277,0.0002489585738894018,6,1.0,1.0,1.0,0.0008796037055398553,0.006565541344305537,0.00044433886025840863,0.0013859824814070887,0.0002489585738894018,0.0033610552867859855,1.2297560975609758
117,id05,2024-10-17,2024-10-16,0.016598066710247744,6.26476289900535e-05,6,4.0,0.0,1.0,0.012360767532296008,0.0005504971810135206,0.0019055932773711648,0.00020288481118146962,6.26476289900535e-05,0.001515676279395528,1.2273170731707317
127,id05,2024-11-20,2024-11-19,0.01175414476085207,0.0003350366806499361,6,6.0,0.0,1.0,0.0003350366806499361,0.005963909731399708,0.0006609514761485302,0.0016942458812822525,0.0010841497850250237,0.0020158512063466194,1.2139024390243902
65,id03,2024-08-24,2024-08-23,0.011644270448079835,0.00040904313128120595,6,4.0,0.0,1.0,0.0016263265962676021,0.0013667257981836989,0.0004718692422158721,0.003237952212705064,0.00040904313128120595,0.004532353467426392,1.2126829268292685
87,id04,2024-09-20,2024-09-19,0.03516005591837834,1.722909980217402e-05,6,4.0,0.0,1.0,1.722909980217402e-05,0.030430446921116516,0.00016940275656629478,0.0019247717114470042,0.0022626891656754022,0.0003555162637709497,1.2102439024390246
219,id09,2024-09-10,2024-09-09,0.012462049714633383,0.00022883855448896373,6,3.0,1.0,1.0,0.0028978827557888387,0.00022883855448896373,0.0008804441501933935,0.004091200470948575,0.0016751559422525375,0.0026885278409610747,1.2078048780487807
66,id03,2024-08-25,2024-08-24,0.014102699742878979,8.347441313394377e-05,6,4.0,0.0,1.0,0.00569761273307773,8.347441313394377e-05,0.0023829433235995623,0.004354473854625174,0.00010994214871162811,0.0014742532697309407,1.2065853658536587
90,id04,2024-09-24,2024-09-23,0.012520238322589916,9.573985891919712e-05,6,1.0,1.0,1.0,9.573985891919712e-05,0.00862771968068593,0.0001363163371759235,0.0007434401889018227,0.00021964285860243127,0.0026973793983046113,1.1870731707317075
116,id05,2024-10-16,2024-10-15,0.010902734004953285,0.0002514903532346846,6,5.0,0.0,1.0,0.0003670413519497595,0.0006798471345429435,0.006656077466452026,0.0002514903532346846,0.0019981541675713754,0.0009501235312024958,1.1821951219512197
198,id08,2024-09-15,2024-09-14,0.013665019255016064,5.79747203318659e-05,6,2.0,1.0,1.0,5.79747203318659e-05,0.0011768593647152326,0.001333569223640918,0.00181455871823466,0.004686078854763354,0.004595978373330034,1.1785365853658538
26,id01,2024-09-15,2024-09-14,0.010625606593657133,0.0006143631128953109,6,16.0,0.0,1.0,0.0008211230912569256,0.0006143631128953109,0.0007246933765270303,0.006785113375513352,0.0010253297016249996,0.0006549839358395149,1.1785365853658538
115,id05,2024-10-14,2024-10-13,0.011393169999525887,0.00016250308819920622,6,5.0,0.0,1.0,0.00016250308819920622,0.00018053230524650576,0.0015763687185932351,0.004177102029027102,0.0017289536394389238,0.0035677102190209142,1.172439024390244
54,id02,2024-10-12,2024-10-11,0.016101695803248113,2.033795945660975e-05,6,2.0,1.0,1.0,6.140727864795137e-05,0.0009157660535688006,2.033795945660975e-05,0.009874224919396882,0.0009006677908586225,0.004329291801319246,1.171219512195122
248,id10,2024-09-26,2024-09-25,0.010773564840107941,0.00023263790316152555,6,6.0,0.0,1.0,0.0030449340551770288,0.00023263790316152555,0.0006573692587006352,0.0008108433357160161,0.003796666051331332,0.002231114236021403,1.1700000000000002
99,id04,2024-10-20,2024-10-19,0.01057227705568714,0.00027092854720844883,6,1.0,1.0,1.0,0.0004887720858324229,0.0022755038269098304,0.005825797184454529,0.0002929526563003604,0.00027092854720844883,0.0014183227549815491,1.1553658536585365
128,id06,2024-07-07,2024-07-06,0.0153504776432923,1.869494307915257e-05,6,7.0,0.0,1.0,0.00021577380553683412,0.0005876075270627723,1.869494307915257e-05,0.009672305022596826,0.003191786444231459,0.0016643099007852546,1.1529268292682928
16,id01,2024-09-04,2024-09-03,0.010306957718323295,0.0006238155100601328,6,6.0,0.0,1.0,0.002628238110343628,0.0012372974815628712,0.0037937609013329876,0.0011929552378988628,0.0006238155100601328,0.0008308904771248127,1.145609756097561
247,id10,2024-09-25,2024-09-24,0.01070748160806434,8.499396194017184e-05,6,5.0,0.0,1.0,0.00169077134787321,0.0009850963812931823,0.0008110513762606963,0.0044205719923038345,0.0027149965483932448,8.499396194017184e-05,1.124878048780488
205,id09,2024-08-10,2024-08-09,0.016697354714365238,5.003541931003497e-06,6,2.0,1.0,1.0,0.003270210466131962,5.003541931003497e-06,2.8517993227208515e-05,0.012027099290587068,0.001291602548082027,7.49208744059704e-05,1.12
214,id09,2024-08-21,2024-08-20,0.010565829046081054,0.00012247662740250131,6,2.0,1.0,1.0,0.00012247662740250131,0.0001356934426751666,0.0031163392173767512,0.0029491144830305904,0.0031905207224115495,0.0010516845531844954,1.12
38,id02,2024-09-06,2024-09-05,0.011530771261333644,3.785912978271355e-05,6,3.0,1.0,1.0,3.785912978271355e-05,0.00011715536841794272,0.00042219676232232994,0.0033764274146575457,0.007255246807769011,0.00032188577838410115,1.1187804878048782
