source,avg_log_loss,Q1,Q2,Q3,S1,S2,S3,S4
best_late_fusion_v1__absolute_plus_deviation__c0.3_b0.2,0.6229613176952576,0.6689861051722832,0.7020978592408005,0.6741574430886071,0.5709585946396454,0.5775006583045229,0.5239268911855993,0.6431016722353451
best_late_fusion_v1__absolute_plus_deviation__c0.1_b0.2,0.6237927803338889,0.6700346459207199,0.7010001209828194,0.6736543305290845,0.570926638022677,0.5773858608726387,0.530509557959145,0.6430383080501377
best_late_fusion_v1__deviation__c0.3_b0.2,0.6240101458125175,0.6684858700909789,0.7005359830135,0.6709453564867801,0.5722806991144583,0.5788038606570198,0.5319263483329497,0.6450929029919353
best_late_fusion_v1__absolute__c0.3_b0.2,0.6241173933055804,0.6684824693681113,0.6960139424354125,0.6715958320010429,0.5767896497254626,0.57712377584321,0.5353697319901312,0.6434463517756924
best_late_fusion_v1__absolute_plus_deviation__c0.3_b0.1,0.6246402437204839,0.6703870520810266,0.7028804579912902,0.6753899056246451,0.5725652829206151,0.5782982172544664,0.5283124809539718,0.644648309217372
best_late_fusion_v1__absolute__c0.1_b0.2,0.6248055077107109,0.6690211013852839,0.695985553273431,0.6722815756692752,0.5765698767452224,0.5785418448526426,0.5375898762311342,0.6436487258179873
best_late_fusion_v1__absolute__c0.3_b0.1,0.6249111866265454,0.6698847948479304,0.6995458522566016,0.6740936711983416,0.5753749930363661,0.5775081864713353,0.5334034961742707,0.6445673124009722
best_late_fusion_v1__deviation__c0.1_b0.2,0.6249596685358976,0.6693083850507102,0.6980632857197336,0.6714859185179932,0.5726232263945995,0.580821999862295,0.537460926778204,0.6449539374277473
best_late_fusion_v1__deviation__c0.3_b0.1,0.6250272612527505,0.6700725952765982,0.7019563241492567,0.6737967235018937,0.5730418893912356,0.5785956079132961,0.5321986578591992,0.6455290306777747
best_late_fusion_v1__absolute_plus_deviation__c0.03_b0.2,0.6251308923741101,0.6711863561957777,0.699155691025882,0.6737950473649815,0.5717664486284147,0.5791178682289152,0.536995556825799,0.6438992783490008
best_late_fusion_v1__absolute_plus_deviation__c0.1_b0.1,0.6251313543349591,0.6710154207922362,0.7024244028175395,0.6752788531759149,0.5726215122367455,0.5782056607878319,0.5316874047001796,0.644686225834266
best_late_fusion_v1__absolute__c0.1_b0.1,0.6253895211285249,0.670323671444731,0.6996653105993168,0.6745702392813397,0.5753595973773291,0.57826809942169,0.5347706379870129,0.6447690917882547
best_late_fusion_v1__deviation__c0.1_b0.1,0.6255366383561637,0.670572438895511,0.7007604579094759,0.6741728395956408,0.5732105619521617,0.579535880642171,0.5350263030847159,0.6454779864134697
best_late_fusion_v1__absolute__c0.03_b0.2,0.6257077290223743,0.6700688386963115,0.6963810094635928,0.6731048841639323,0.5763995269109055,0.5799160138070059,0.5400051630577211,0.6440786670571513
best_late_fusion_v1__absolute_plus_deviation__c0.03_b0.1,0.6258174224037262,0.6716520400406784,0.7015492939195868,0.6754458128079752,0.5731058069158241,0.5789370435559353,0.5349392489148066,0.6450927106712773
best_late_fusion_v1__absolute__c0.03_b0.1,0.6259634998926827,0.6709949787445867,0.7000193434731458,0.6750821945201467,0.5753631068988976,0.5790171701621872,0.5362190361732678,0.6450486692765475
best_late_fusion_v1__absolute_plus_deviation__c0.3_b0.05,0.625966786648379,0.6716004951990999,0.7037746361408089,0.6764359885314706,0.5739245330370073,0.5789808815091614,0.5312272191126154,0.645823753008489
best_late_fusion_v1__absolute__c0.3_b0.05,0.6260089952192024,0.6712762579539316,0.7020169352861555,0.6757822700377312,0.5752969634733803,0.5783998260635745,0.533579534181316,0.6457111795383271
best_late_fusion_v1__deviation__c0.03_b0.2,0.6260248794841653,0.6703921152095199,0.6969011217921236,0.6724725206122321,0.5734589801377143,0.5825987319463917,0.5411651501930895,0.6451855364980854
best_late_fusion_v1__deviation__c0.03_b0.1,0.6261148374922885,0.671198616046723,0.7002573547843557,0.6747450108424508,0.573680396482108,0.5804005621367095,0.5369336073670443,0.6455883147866275
best_late_fusion_v1__deviation__c0.3_b0.05,0.6261210082718552,0.6714223337636958,0.7032714026345714,0.6756401966591499,0.5741063423199426,0.5790237402907029,0.5331511207547722,0.6462319214801517
best_late_fusion_v1__absolute_plus_deviation__c0.1_b0.05,0.6262304929794089,0.6719401143187603,0.7035684766362955,0.6764152257207484,0.5739692904142253,0.5789195261105416,0.5329421867065959,0.6458586309486951
best_late_fusion_v1__absolute__c0.1_b0.05,0.6262859697521088,0.6715403710132142,0.7021126331993713,0.6760543729416308,0.5753144523835034,0.5787911112371787,0.5343509829181599,0.6458378645717037
best_late_fusion_v1__deviation__c0.1_b0.05,0.6263832461625212,0.6716946970050944,0.7026804570864684,0.6758548977216295,0.5741865152393848,0.5794701717778792,0.5345865659556387,0.6462094183515531
best_late_fusion_v1__absolute_plus_deviation__c0.03_b0.05,0.6265771932039367,0.6722729798955575,0.7031408854344362,0.6765223810617221,0.5742280477735316,0.5792432865643168,0.5345792523910046,0.6460535193069882
best_late_fusion_v1__absolute__c0.03_b0.05,0.6266087215628658,0.6719156018637686,0.7023321710580762,0.6763355109120953,0.5753420925084677,0.5791846132224812,0.5351569243149038,0.6459941370602681
best_late_fusion_v1__deviation__c0.03_b0.05,0.6266847773049857,0.672029836498654,0.7024474451325016,0.6761609634700438,0.5744352919565692,0.5798966556486077,0.5355615283089253,0.6462617201195988
subject_prior,0.6276539587598199,0.6731794431644589,0.7050100434092992,0.6777702303470193,0.5757019130502258,0.5798564530783497,0.5347876459944689,0.6472719822749171
