target,source_family,size
Q1,best_late_fusion,3
Q1,mobility_constriction,2
Q2,best_late_fusion,4
Q2,mobility_constriction,1
Q3,mobility_constriction,5
S1,best_late_fusion,5
S2,best_late_fusion,3
S2,mobility_constriction,2
S3,best_late_fusion,4
S3,mobility_constriction,1
S4,best_late_fusion,4
S4,mobility_constriction,1
