target,best_source,best_loss,base_loss,delta_vs_base,source_family
Q1,td_future__absolute__c0.3_b0.2,0.6669533032091237,0.6689861051722832,-0.0020328019631594696,future
Q2,td_trajectory__deviation__c0.3_b0.2,0.6922650046552091,0.7020978592408005,-0.009832854585591355,trajectory
Q3,td_trajectory__deviation__c0.03_b0.2,0.6671983653252536,0.6741574430886071,-0.006959077763353583,trajectory
S1,best__absolute_plus_deviation__c0.1_b0.2,0.570926638022677,0.5709585946396454,-3.195661696842045e-05,best_late_fusion
S2,td_future__absolute__c0.3_b0.2,0.5739648475136943,0.5775006583045229,-0.003535810790828653,future
S3,best__absolute_plus_deviation__c0.3_b0.2,0.5239268911855993,0.5239268911855993,0.0,best_late_fusion
S4,best__absolute_plus_deviation__c0.1_b0.2,0.6430383080501377,0.6431016722353451,-6.336418520735965e-05,best_late_fusion
