subject_id,cells,kept_cells,all_gain_sum,kept_gain_sum,positive_gain_rate
id04,6,6,0.38341558095407136,0.38341558095407136,0.5
id05,15,12,2.3770867709511516,2.9017069045108324,0.8
id06,13,13,0.14928200602034525,0.14928200602034536,0.5384615384615384
id07,1,1,-0.12200748448116266,-0.12200748448116266,0.0
id08,3,3,0.0962708981810767,0.0962708981810767,0.6666666666666666
id09,5,5,1.9337069364886443,1.9337069364886443,1.0
id10,1,1,0.20928907645291445,0.20928907645291445,1.0
