spec_name,start_name,target_mode,pool_cells,mean_cell_toxicity,max_cell_toxicity,ops,component_gain,rejected_component_gain
h132_nonh088_targetsplit,h132,q1q3,9,0.3670838575717813,0.5363344081142857,6,2.200014108915237e-05,2.200014108915237e-05
h131_targetsplit_from_scratch,h131,q1q3,12,0.37319815159788366,0.5363344081142857,9,0.0014745654439454448,
h132_q1_only_signature,h132,q1,5,0.3359928819923809,0.5363344081142857,4,0.0007622200879569545,
h132_h088_shadow_targetsplit,h132,q1q3,9,0.3670838575717813,0.5363344081142857,4,0.0003896288656884914,
