start_name,spec_name,route,h098,curv_marg,badw,badmax,h088,margin,start_cells,pool_cells
h132,h132_nonh088_targetsplit,-0.0007054311658533215,-3.208561093705469e-05,4.600772440746374e-05,0.0,0.0,-0.06963595977224678,0.17607584231061893,26,9
h131,h131_targetsplit_from_scratch,-0.0007011937196804381,-3.1279135700474346e-05,4.577449377362046e-05,0.0,0.0,-0.05281485048379421,0.16115201061150064,29,12
h132,h132_q1_only_signature,-0.0007054311658533215,-3.208561093705469e-05,4.600772440746374e-05,0.0,0.0,-0.06963595977224678,0.17607584231061893,26,5
h132,h132_h088_shadow_targetsplit,-0.0007054311658533215,-3.208561093705469e-05,4.600772440746374e-05,0.0,0.0,-0.06963595977224678,0.17607584231061893,26,9
