candidate_id,step,row,target_index,target,subject_id,sleep_date,old_move,new_move,state,h133_cell_toxicity,h133_witness,h133_row_bundle_contradiction,h133_row_bundle_sources,h133_route_view_score,h133_no_h088_view_score,h133_assignment_view_score,h133_stress_view_score,h133_non_h088_passes,h133_stress_passes,h133_step_score,after_route,after_h098,after_curv_marg,after_badw,after_badmax,after_h088,after_margin,delta_route,delta_h098,delta_curv_marg,delta_badw,delta_badmax,delta_h088,delta_margin
h133_h131_targetsplit_from_scratch_4dd12303,1,207,0,Q1,id09,2024-08-12,-0.08955908022168368,0.0,off,0.3409586975619047,1.0,0.3616459771428572,"h131_plus_qbundle_eraser,h131_plus_witness_q1_eraser",0.0009813866785952333,0.0007774987016688582,0.0006060529242824566,0.00021105445494422895,3.0,5.0,0.000741522527492371,-0.0007026654603262734,-3.2731310755003905e-05,4.605932012214276e-05,0.0,0.0,-0.060438468323451615,0.16812488327094807,-1.4717406458353115e-06,-1.4521750545295597e-06,2.8482634852229627e-07,0.0,0.0,-0.007623617839657405,0.006972872659447432
h133_h131_targetsplit_from_scratch_4dd12303,2,70,0,Q1,id03,2024-09-16,0.017190402881219313,0.0,off,0.3179766448190476,0.0,0.5304253085714286,"h131_plus_mixed_bundle_eraser,h131_plus_qbundle_eraser,h131_plus_witness_q1_eraser",0.0007975425097671874,0.0007304103194185677,0.00042926847050571426,-7.931957196479668e-05,3.0,4.0,0.0005926227504744476,-0.0007039101615837893,-3.278672552223293e-05,4.386829772841925e-05,0.0,0.0,-0.061931115990119724,0.1562963378247535,-1.2447012575158862e-06,-5.5414767229024393e-08,-2.191022393723506e-06,0.0,0.0,-0.0014926476666681093,-0.011828545446194577
h133_h131_targetsplit_from_scratch_4dd12303,3,131,0,Q1,id06,2024-07-10,0.0901350428933605,0.0,off,0.3302215633142857,1.0,0.3544827542857143,"h131_plus_qbundle_eraser,h131_plus_witness_q1_eraser",0.0006439408768487004,0.00047142079524387223,0.0005820106650307123,0.00023046154946491928,3.0,5.0,0.0005312846629241004,-0.0007053837158955797,-3.3075927536881425e-05,4.434406663729072e-05,0.0,0.0,-0.07098476249564692,0.16382899198412887,-1.473554311790361e-06,-2.8920201464849565e-07,4.7576890887146735e-07,0.0,0.0,-0.009053646505527195,0.007532654159375374
h133_h131_targetsplit_from_scratch_4dd12303,4,196,0,Q1,id08,2024-09-11,-0.03235929349068031,0.0,off,0.5034428401523809,1.0,0.5332608228571428,"h131_plus_qbundle_eraser,h131_plus_witness_q1_eraser",0.0005696331900249776,0.00041472147697708896,0.0007975772517388222,7.55859527440568e-05,3.0,5.0,0.0005299221741671608,-0.0007066758671108376,-3.2141025704283824e-05,4.375979014976223e-05,0.0,0.0,-0.07123301088701949,0.16362791221808504,-1.29215121525794e-06,9.349018325976012e-07,-5.842764875284897e-07,0.0,0.0,-0.0002482483913725658,-0.00020107976604383238
h133_h131_targetsplit_from_scratch_4dd12303,5,135,0,Q1,id06,2024-07-14,-0.060458895239622,0.0,off,0.5363344081142857,1.0,0.5682663885714285,"h131_plus_mixed_bundle_eraser,h131_plus_qbundle_eraser,h131_plus_witness_q1_eraser",0.00036179471689344947,0.00023626923823227234,0.0007928757989699792,7.551843805674998e-05,3.0,5.0,0.0004050800171781005,-0.0007073778347328311,-3.011490010463257e-05,4.2042184971957186e-05,0.0,0.0,-0.07213531717861217,0.16246501337839173,-7.019676219934684e-07,2.026125599651255e-06,-1.717605177805042e-06,0.0,0.0,-0.000902306291592686,-0.0011628988396933104
h133_h131_targetsplit_from_scratch_4dd12303,6,59,0,Q1,id03,2024-08-17,0.016589744640421955,0.0,off,0.19735190373333333,0.0,0.2259179695238095,h131_plus_qbundle_eraser,0.00044653085465653065,0.0004023467017682344,0.00026642507004,3.4351796694995786e-05,3.0,5.0,0.00034434651593582443,-0.0007086206585806154,-3.0186914885155887e-05,4.170027386882994e-05,0.0,0.0,-0.0722635762483394,0.16275388174820202,-1.2428238477843034e-06,-7.201478052331744e-08,-3.419111031272449e-07,0.0,0.0,-0.00012825906972722956,0.0002888683698102912
h133_h131_targetsplit_from_scratch_4dd12303,7,79,0,Q1,id03,2024-10-10,0.007936233543109239,0.0,off,0.20137177055238095,0.0,0.2354395542857143,h131_plus_qbundle_eraser,0.000437444993013187,0.00039407515800520237,0.0002718518902457143,3.129613961681656e-05,3.0,5.0,0.00033989755375145195,-0.0007098364479354412,-3.0283363653667815e-05,4.1449372758585326e-05,0.0,0.0,-0.07229302455984572,0.16282020599144337,-1.2157893548258008e-06,-9.644876851192842e-08,-2.509011102446151e-07,0.0,0.0,-2.94483115063221e-05,6.632424324135022e-05
h133_h131_targetsplit_from_scratch_4dd12303,8,70,2,Q3,id03,2024-09-16,0.048382440913285585,0.024191220456642792,half,0.5143527648190476,1.0,0.5304253085714286,"h131_plus_mixed_bundle_eraser,h131_plus_qbundle_eraser,h131_plus_witness_q1_eraser",0.00020330351215026756,9.057699592839122e-05,0.0007973783248087413,9.610193409777886e-05,3.0,5.0,0.00031097032044522145,-0.0007099122098349983,-2.901674348262397e-05,4.125698651695703e-05,0.0,0.0,-0.07301200134258172,0.16380014362040685,-7.576189955710473e-08,1.2666201710438436e-06,-1.9238624162829475e-07,0.0,0.0,-0.0007189767827359972,0.0009799376289634787
h133_h131_targetsplit_from_scratch_4dd12303,9,135,2,Q3,id06,2024-07-14,0.05442561738969953,0.027212808694849766,half,0.48242242335238095,1.0,0.5682663885714285,"h131_plus_mixed_bundle_eraser,h131_plus_qbundle_eraser,h131_plus_witness_q1_eraser",0.00016050224913693247,5.13672765428789e-05,0.0007524321030387085,9.606545885512703e-05,3.0,5.0,0.0002730371408931165,-0.0007099325823881057,-2.7709228627357174e-05,4.105532319556267e-05,0.0,0.0,-0.07385498491552411,0.16507283192231068,-2.0372553107385685e-08,1.3075148552667976e-06,-2.0166332139436027e-07,0.0,0.0,-0.0008429835729423935,0.0012726883019038293
h133_h132_q1_only_signature_0cb376b8,1,70,0,Q1,id03,2024-09-16,0.017190402881219313,0.0,off,0.3179766448190476,0.0,0.5304253085714286,"h131_plus_mixed_bundle_eraser,h131_plus_qbundle_eraser,h131_plus_witness_q1_eraser",0.0008057947300440673,0.0007380934210556593,0.00042926847050571426,-4.2304637328777766e-05,3.0,4.0,0.0006014235469505205,-0.0007066758671108376,-3.2141025704283824e-05,4.375979014976223e-05,0.0,0.0,-0.07123301088701949,0.16362791221808504,-1.244701257516103e-06,-5.5414767229132814e-08,-2.2479342577015095e-06,0.0,0.0,-0.0015970511147727073,-0.012447930092533893
h133_h132_q1_only_signature_0cb376b8,2,135,0,Q1,id06,2024-07-14,-0.060458895239622,-0.030229447619811,half,0.5363344081142857,1.0,0.5682663885714285,"h131_plus_mixed_bundle_eraser,h131_plus_qbundle_eraser,h131_plus_witness_q1_eraser",0.0002612783909965548,0.00014123208059739793,0.0008263187609981883,8.847696285314624e-05,3.0,5.0,0.0003524939250549085,-0.0007064314887213541,-3.11024554280763e-05,4.342626024652664e-05,0.0,0.0,-0.07209012407157324,0.16398842753417014,2.4437838948353045e-07,1.038570276207522e-06,-3.3352990323558783e-07,0.0,0.0,-0.0008571131845537538,0.00036051531608510823
h133_h132_q1_only_signature_0cb376b8,3,59,0,Q1,id03,2024-08-17,0.016589744640421955,0.0,off,0.19735190373333333,0.0,0.2259179695238095,h131_plus_qbundle_eraser,0.0004465809079951367,0.00040239330315245455,0.00026642507004,3.266827899335202e-05,3.0,5.0,0.0003442090936769644,-0.0007076743125691384,-3.117447020859951e-05,4.308400394796054e-05,0.0,0.0,-0.07221680699997576,0.16427660201703725,-1.2428238477843034e-06,-7.201478052320902e-08,-3.422562985661015e-07,0.0,0.0,-0.00012668292840252449,0.00028817448286710956
h133_h132_q1_only_signature_0cb376b8,4,79,0,Q1,id03,2024-10-10,0.007936233543109239,0.0,off,0.20137177055238095,0.0,0.2354395542857143,h131_plus_qbundle_eraser,0.00043746634764055574,0.00039409503989964805,0.0002718518902457143,3.090957667189122e-05,3.0,5.0,0.00033987209314394006,-0.0007088901019239644,-3.127091897711122e-05,4.283295556442362e-05,0.0,0.0,-0.07224589231747504,0.16434276441504206,-1.2157893548260176e-06,-9.644876851171158e-08,-2.5104838353691775e-07,0.0,0.0,-2.908531749927501e-05,6.616239800480428e-05
h133_h132_h088_shadow_targetsplit_298ff94b,1,135,0,Q1,id06,2024-07-14,-0.060458895239622,0.0,off,0.5363344081142857,1.0,0.5682663885714285,"h131_plus_mixed_bundle_eraser,h131_plus_qbundle_eraser,h131_plus_witness_q1_eraser",0.00035791676916317695,0.00023265873517305596,0.0007928757989699939,7.878025736338187e-05,3.0,5.0,0.0004030098948561311,-0.0007061331334753145,-3.005948533740376e-05,4.431686369676404e-05,0.0,0.0,-0.0704964404363901,0.1751968071592116,-7.019676219930347e-07,2.0261255996509298e-06,-1.6908607106996994e-06,0.0,0.0,-0.0008604806641433205,-0.0008790351514073313
h133_h132_h088_shadow_targetsplit_298ff94b,2,70,2,Q3,id03,2024-09-16,0.048382440913285585,0.0,off,0.5143527648190476,1.0,0.5304253085714286,"h131_plus_mixed_bundle_eraser,h131_plus_qbundle_eraser,h131_plus_witness_q1_eraser",0.0002874530120174093,0.00016244799131726804,0.0007426766726086925,0.00023376913610957022,3.0,5.0,0.00036044116955631384,-0.0007074754868117221,-2.7577272895247724e-05,4.302412492165485e-05,0.0,0.0,-0.07134694216936012,0.17608648566387172,-1.3423533364075382e-06,2.4822124421560376e-06,-1.2927387751091902e-06,0.0,0.0,-0.0008505017329700215,0.0008896785046601241
h133_h132_h088_shadow_targetsplit_298ff94b,3,59,0,Q1,id03,2024-08-17,0.016589744640421955,0.0,off,0.19735190373333333,0.0,0.2259179695238095,h131_plus_qbundle_eraser,0.0004460845976597053,0.00040193122111601765,0.00026642507004,7.027265687478142e-05,3.0,5.0,0.0003476628459061095,-0.0007087183106595064,-2.764928767577104e-05,4.268529145298847e-05,0.0,0.0,-0.07147724302923364,0.17640807226305133,-1.2428238477843034e-06,-7.201478052331744e-08,-3.388334686663802e-07,0.0,0.0,-0.00013030085987351947,0.0003215865991796074
