feature_set,alpha,n_features,loo_mae,loo_rmse,loo_spearman,loo_pair_acc
coords_plus_world,10.0,47,0.0006656467591208348,0.0010562653731297758,0.9246753246753248,0.9047619047619048
compact,1000.0,41,0.001013525028570059,0.0013486721957577967,0.9181818181818181,0.9095238095238095
compact,1.0,41,0.00103396752399544,0.003831282530563611,0.9545454545454546,0.9333333333333333
compact,100.0,41,0.0010632748087662305,0.002521628313738142,0.9506493506493506,0.919047619047619
coords_plus_world,100.0,47,0.0010654864787917326,0.00138020616798193,0.7753246753246753,0.8476190476190476
compact,10.0,41,0.0011150037203468317,0.0036906816796142,0.9792207792207792,0.9571428571428572
coords_plus_world,1000.0,47,0.0011927362464205413,0.0015475307306033663,0.5675324675324676,0.7238095238095238
compact,0.01,41,0.001196858061738017,0.004655609247157734,0.9805194805194805,0.9619047619047619
compact,0.1,41,0.0012169043297475908,0.00448461750189763,0.9584415584415583,0.9380952380952381
coords_plus_world,1.0,47,0.0012715495841874895,0.005188479187169758,0.7025974025974026,0.861904761904762
coords,1000.0,36,0.0012847300004253884,0.0016891930065367688,-0.24025974025974026,0.3952380952380952
coords_plus_world,0.01,47,0.0015561446112574606,0.006945891119661955,0.7246753246753247,0.8952380952380953
coords,100.0,36,0.0018062490303800485,0.003610792874020557,0.3896103896103896,0.6142857142857143
coords,10.0,36,0.002077265959964396,0.00502635517294451,0.3987012987012987,0.6190476190476191
coords_plus_world,0.1,47,0.00240851550133213,0.010721267489882886,0.7246753246753247,0.8952380952380953
coords,1.0,36,0.0029152528523005367,0.009055383303694417,0.41818181818181815,0.6238095238095238
coords,0.01,36,0.0033506104817698098,0.011014897508353293,0.2662337662337662,0.6095238095238096
coords,0.1,36,0.0037462577694038846,0.012888532776540996,0.2727272727272727,0.6047619047619047
coords_cos_compact,1000.0,115,0.004397607564979635,0.015870079029158452,0.5935064935064935,0.7714285714285715
coords_cos_compact,100.0,115,0.006168295964454328,0.025376097728940582,0.6376623376623376,0.7904761904761904
coords_cos_compact,10.0,115,0.0068991058442763094,0.029909699702222986,0.6831168831168831,0.8285714285714286
coords_cos_compact,1.0,115,0.007325054211317739,0.03272740560871955,0.6753246753246753,0.8333333333333334
coords_cos_compact,0.1,115,0.007732264091524299,0.0343833667671561,0.6818181818181818,0.8428571428571429
coords_cos_compact,0.01,115,0.008093663973555015,0.03631134429213953,0.6935064935064935,0.8476190476190476
