candidate_id,file,resolved_path,family,components,component_count,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012,pre_action_proxy_score
h042_joint_public_private_phase_support_k260_private_rollback_k120_0.24_0.1_c305_b8aab3f2,submission_h042_joint_public_private_phase_support_k260_private_rollback_k120_0.24_0.1_c305_b8aab3f2.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_private_phase_support_k260_private_rollback_k120_0.24_0.1_c305_b8aab3f2.csv,joint_public_private_phase_support_k260_private_rollback_k120_0.24_0.1,phase_support_k260:0.24+private_rollback_k120:0.1,2,305,152,0.001306150055758218,0.03160269782173364,0.014307161122095168,1.1232143337800897,-0.0005844665603655236,0.0008958487667177655,-0.00017664864308414413,-0.00041326291698343955,0.5948979591836736
h042_joint_public_private_phase_support_k260_private_rollback_k260_0.34_0.14_c404_0deb1169,submission_h042_joint_public_private_phase_support_k260_private_rollback_k260_0.34_0.14_c404_0deb1169.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_private_phase_support_k260_private_rollback_k260_0.34_0.14_c404_0deb1169.csv,joint_public_private_phase_support_k260_private_rollback_k260_0.34_0.14,phase_support_k260:0.34+private_rollback_k260:0.14,2,404,174,0.0019287742353984844,0.044279913960541206,0.020932650065760453,1.595624436336391,-0.0007448958571069256,0.001283621519005231,-0.00013703397024031902,-0.00041790030911161035,0.5983673469387756
h042_joint_public_exception_phase_support_k260_exception_world_k180_0.16_0.08_c287_6f5446bd,submission_h042_joint_public_exception_phase_support_k260_exception_world_k180_0.16_0.08_c287_6f5446bd.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_exception_phase_support_k260_exception_world_k180_0.16_0.08_c287_6f5446bd.csv,joint_public_exception_phase_support_k260_exception_world_k180_0.16_0.08,phase_support_k260:0.16+exception_world_k180:0.08,2,287,143,0.001002178199284135,0.03300347039281881,0.030986129031721727,1.4930649780127379,-0.00048557179541731336,0.0007420563792385139,-0.00022340566150659124,-0.0004744198704995355,0.6002040816326532
h042_joint_public_exception_phase_support_k120_exception_world_k340_0.24_0.12_c349_6c36ab70,submission_h042_joint_public_exception_phase_support_k120_exception_world_k340_0.24_0.12_c349_6c36ab70.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_exception_phase_support_k120_exception_world_k340_0.24_0.12_c349_6c36ab70.csv,joint_public_exception_phase_support_k120_exception_world_k340_0.24_0.12,phase_support_k120:0.24+exception_world_k340:0.12,2,349,155,0.0009182352851632015,0.048818921633491885,0.04302013707472501,2.239597467019106,-0.0003955929165585968,0.0008381054225855361,-0.00024059918357840286,-0.0005802927490907159,0.6042857142857143
h042_joint_public_exception_public_cell_k420_exception_world_k90_0.16_0.08_c420_93b21175,submission_h042_joint_public_exception_public_cell_k420_exception_world_k90_0.16_0.08_c420_93b21175.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_exception_public_cell_k420_exception_world_k90_0.16_0.08_c420_93b21175.csv,joint_public_exception_public_cell_k420_exception_world_k90_0.16_0.08,public_cell_k420:0.16+exception_world_k90:0.08,2,420,166,0.0014799022109767727,0.03535623225683565,0.031965185231205256,1.336781471963354,-0.0006823176861457165,0.0008007156961984136,-0.00018814690163008102,-0.00040208973605080766,0.6062244897959184
h042_exception_world_k340_s0.34_c340_a6cdf0df,submission_h042_exception_world_k340_s0.34_c340_a6cdf0df.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_exception_world_k340_s0.34_c340_a6cdf0df.csv,exception_world_k340_s0.34,exception_world_k340:0.34,1,340,154,0.0014299799591621495,0.05006724516908845,0.04197141322139895,2.4119527893497104,-0.00033093115976960615,0.0009772307822448565,-0.00024284304474441343,-0.0006896801877619088,0.6085714285714285
h042_public_cell_k700_s0.14_c700_c6d9bae1,submission_h042_public_cell_k700_s0.14_c700_c6d9bae1.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_public_cell_k700_s0.14_c700_c6d9bae1.csv,public_cell_k700_s0.14,public_cell_k700:0.14,1,700,207,0.002004415974330673,0.03096590634415841,0.024873684823621043,0.8933876693592717,-0.0007696101316393939,0.0008158436356396814,-0.00016912686698453415,-0.0003301925701652399,0.6091836734693877
h042_joint_public_exception_public_cell_k240_exception_world_k340_0.16_0.08_c398_2ec7eaab,submission_h042_joint_public_exception_public_cell_k240_exception_world_k340_0.16_0.08_c398_2ec7eaab.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_exception_public_cell_k240_exception_world_k340_0.16_0.08_c398_2ec7eaab.csv,joint_public_exception_public_cell_k240_exception_world_k340_0.16_0.08,public_cell_k240:0.16+exception_world_k340:0.08,2,398,157,0.0010773582701823167,0.02963139055130548,0.030028937041680543,1.336781471963354,-0.0004999252569840388,0.0007681027402755315,-0.000209770730263118,-0.00046276438616875957,0.6091836734693877
h042_joint_public_private_public_cell_k240_private_rollback_k120_0.34_0.14_c278_aa5a6e5e,submission_h042_joint_public_private_public_cell_k240_private_rollback_k120_0.34_0.14_c278_aa5a6e5e.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_private_public_cell_k240_private_rollback_k120_0.34_0.14_c278_aa5a6e5e.csv,joint_public_private_public_cell_k240_private_rollback_k120_0.34_0.14,public_cell_k240:0.34+private_rollback_k120:0.14,2,278,134,0.0016413511632042774,0.03826189976431804,0.021445655212755696,1.7997088360177704,-0.0007754958641356845,0.0012640890963075732,-0.00013175042943689707,-0.0003887043795786528,0.6191836734693877
h042_triple_phase_exception_private_phase_support_k520_exception_world_k90_private_memory_k120_0,submission_h042_triple_phase_exception_private_phase_support_k520_exception_world_k90_private_memory_k120_0.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_triple_phase_exception_private_phase_support_k520_exception_world_k90_private_memory_k120_0.csv,triple_phase_exception_private_phase_support_k520_exception_world_k90_private_memory_k120_0.18_0.1_0.06,phase_support_k520:0.18+exception_world_k90:0.1+private_memory_k120:0.06,3,555,214,0.001983151687164615,0.023853874151178234,0.025800096163096562,1.3858065293416164,-0.000599658216656274,0.0009301541800273024,-0.0001585237491997998,-0.0004705254172232358,0.6206122448979592
h042_triple_phase_exception_private_phase_support_k520_exception_world_k340_private_memory_k260,submission_h042_triple_phase_exception_private_phase_support_k520_exception_world_k340_private_memory_k260.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_triple_phase_exception_private_phase_support_k520_exception_world_k340_private_memory_k260.csv,triple_phase_exception_private_phase_support_k520_exception_world_k340_private_memory_k260_0.18_0.1_0.06,phase_support_k520:0.18+exception_world_k340:0.1+private_memory_k260:0.06,3,676,219,0.0027870105639809044,0.038443798488440706,0.03152445798714921,1.3858065293416164,-0.0006024899047484409,0.001202489797210749,-0.00015410339691200044,-0.0005224002228397362,0.6221428571428571
h042_phase_support_k520_s0.14_c520_ed4722b7,submission_h042_phase_support_k520_s0.14_c520_ed4722b7.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_phase_support_k520_s0.14_c520_ed4722b7.csv,phase_support_k520_s0.14,phase_support_k520:0.14,1,520,213,0.0013783712047533484,0.0186303840781068,0.022834171378290535,0.8098533403067929,-0.0005095253833281938,0.0006334048994418955,-0.00020404673091509865,-0.0003982833516442263,0.6303061224489795
h042_exception_world_k180_s0.5_c180_98a0d9ee,submission_h042_exception_world_k180_s0.5_c180_98a0d9ee.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_exception_world_k180_s0.5_c180_98a0d9ee.csv,exception_world_k180_s0.5,exception_world_k180:0.5,1,180,100,0.0009611863991960075,0.07205861051764761,0.05495473801498617,3.2,-0.00035778975754509123,0.0010965033016257322,-0.00022580635311604067,-0.0006631144087713019,0.6359183673469387
h042_joint_public_exception_public_cell_k120_exception_world_k340_0.24_0.12_c351_d1a30511,submission_h042_joint_public_exception_public_cell_k120_exception_world_k340_0.24_0.12_c351_d1a30511.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_exception_public_cell_k120_exception_world_k340_0.24_0.12_c351_d1a30511.csv,joint_public_exception_public_cell_k120_exception_world_k340_0.24_0.12,public_cell_k120:0.24+exception_world_k340:0.12,2,351,156,0.000878028107090416,0.04390247969975192,0.04065425045626926,2.00517220794503,-0.0003892014823040617,0.0008174296919869746,-0.00022173583073386934,-0.000539127301256176,0.643061224489796
h042_joint_public_exception_public_cell_k120_exception_world_k180_0.34_0.18_c191_ab1ef6f6,submission_h042_joint_public_exception_public_cell_k120_exception_world_k180_0.34_0.18_c191_ab1ef6f6.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_exception_public_cell_k120_exception_world_k180_0.34_0.18_c191_ab1ef6f6.csv,joint_public_exception_public_cell_k120_exception_world_k180_0.34_0.18,public_cell_k120:0.34+exception_world_k180:0.18,2,191,103,0.0008550929968321713,0.06256756299328115,0.056442858899270455,2.911600415844175,-0.00047908832151505017,0.001118507661376381,-0.00019743280309146092,-0.0005668616076320147,0.6473469387755102
h042_joint_public_private_phase_support_k520_private_rollback_k120_0.16_0.08_c551_5f165f24,submission_h042_joint_public_private_phase_support_k520_private_rollback_k120_0.16_0.08_c551_5f165f24.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_private_phase_support_k520_private_rollback_k120_0.16_0.08_c551_5f165f24.csv,joint_public_private_phase_support_k520_private_rollback_k120_0.16_0.08,phase_support_k520:0.16+private_rollback_k120:0.08,2,551,214,0.0015548450881893753,0.02124781529708042,0.014505520736069932,0.7135765146699482,-0.0005519119404919493,0.0007103380169632561,-0.00016711845480113204,-0.00037045954308157544,0.648061224489796
h042_triple_phase_exception_private_phase_support_k260_exception_world_k90_private_rollback_k120,submission_h042_triple_phase_exception_private_phase_support_k260_exception_world_k90_private_rollback_k120.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_triple_phase_exception_private_phase_support_k260_exception_world_k90_private_rollback_k120.csv,triple_phase_exception_private_phase_support_k260_exception_world_k90_private_rollback_k120_0.18_0.1_0.06,phase_support_k260:0.18+exception_world_k90:0.1+private_rollback_k120:0.06,3,309,152,0.001028833318889579,0.023853874151178234,0.023410328863193754,1.5212462347855702,-0.0004886287007098908,0.0007457744346619514,-0.0001887214288867864,-0.00042911923636164027,0.648265306122449
h042_joint_public_private_public_cell_k700_private_rollback_k120_0.16_0.08_c721_efcc6df5,submission_h042_joint_public_private_public_cell_k700_private_rollback_k120_0.16_0.08_c721_efcc6df5.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_private_public_cell_k700_private_rollback_k120_0.16_0.08_c721_efcc6df5.csv,joint_public_private_public_cell_k700_private_rollback_k120_0.16_0.08,public_cell_k700:0.16+private_rollback_k120:0.08,2,721,212,0.002280121325223641,0.03535623225683565,0.020208213702417335,0.8096162321670679,-0.0008465896154729216,0.0008929382158438629,-0.0001257946612647205,-0.0002906384925719331,0.6544897959183673
h042_triple_phase_exception_private_phase_support_k260_exception_world_k340_private_memory_k120,submission_h042_triple_phase_exception_private_phase_support_k260_exception_world_k340_private_memory_k120.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_triple_phase_exception_private_phase_support_k260_exception_world_k340_private_memory_k120.csv,triple_phase_exception_private_phase_support_k260_exception_world_k340_private_memory_k120_0.18_0.1_0.06,phase_support_k260:0.18+exception_world_k340:0.1+private_memory_k120:0.06,3,411,168,0.0014927053648964301,0.038443798488440706,0.02347939531830215,1.3858065293416164,-0.0004957661504065764,0.000906006668213786,-0.00015588226263016204,-0.0004956484312671174,0.6589795918367347
h042_joint_public_exception_phase_support_k260_exception_world_k90_0.16_0.08_c264_d18b4b42,submission_h042_joint_public_exception_phase_support_k260_exception_world_k90_0.16_0.08_c264_d18b4b42.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_exception_phase_support_k260_exception_world_k90_0.16_0.08_c264_d18b4b42.csv,joint_public_exception_phase_support_k260_exception_world_k90_0.16_0.08,phase_support_k260:0.16+exception_world_k90:0.08,2,264,139,0.0009024806114917599,0.02124781529708042,0.030183509096093224,1.4930649780127379,-0.0004518774592154948,0.0006727633961188925,-0.00020720144496192048,-0.0004295540434539649,0.660408163265306
h042_public_cell_k240_s0.22_c240_462812b7,submission_h042_public_cell_k240_s0.22_c240_462812b7.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_public_cell_k240_s0.22_c240_462812b7.csv,public_cell_k240_s0.22,public_cell_k240:0.22,1,240,119,0.0010516113167383277,0.0245712273622245,0.028147215524500186,1.4038949089931405,-0.0005587457508076567,0.0008411425656319468,-0.00018588634316732514,-0.00038040368747699154,0.6667346938775511
h042_joint_public_private_public_cell_k420_private_rollback_k260_0.34_0.14_c533_e6ab5488,submission_h042_joint_public_private_public_cell_k420_private_rollback_k260_0.34_0.14_c533_e6ab5488.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_private_public_cell_k420_private_rollback_k260_0.34_0.14_c533_e6ab5488.csv,joint_public_private_public_cell_k420_private_rollback_k260_0.34_0.14,public_cell_k420:0.34+private_rollback_k260:0.14,2,533,189,0.003139193115927878,0.07432520057082231,0.02940514280421698,1.7997088360177704,-0.0011985485765922163,0.0016225564435820039,-7.76579715257983e-05,-0.0003378062489757315,0.6705102040816326
h042_joint_public_exception_public_cell_k240_exception_world_k180_0.16_0.08_c248_afba96bf,submission_h042_joint_public_exception_public_cell_k240_exception_world_k180_0.16_0.08_c248_afba96bf.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_exception_public_cell_k240_exception_world_k180_0.16_0.08_c248_afba96bf.csv,joint_public_exception_public_cell_k240_exception_world_k180_0.16_0.08,public_cell_k240:0.16+exception_world_k180:0.08,2,248,119,0.0008981969159893813,0.02963139055130548,0.028989386588191488,1.336781471963354,-0.00047953881654447266,0.0007441910357157835,-0.00019521521849716962,-0.00041575173156414906,0.6743877551020409
h042_joint_public_exception_phase_support_k120_exception_world_k180_0.24_0.12_c189_0659f233,submission_h042_joint_public_exception_phase_support_k120_exception_world_k180_0.24_0.12_c189_0659f233.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_exception_phase_support_k120_exception_world_k180_0.24_0.12_c189_0659f233.csv,joint_public_exception_phase_support_k120_exception_world_k180_0.24_0.12,phase_support_k120:0.24+exception_world_k180:0.12,2,189,102,0.0006460072613501318,0.048818921633491885,0.041443421355007726,2.239597467019106,-0.0003658590276383144,0.0007956184498955599,-0.0002194476546278943,-0.0005109153188944081,0.6746938775510204
h042_phase_support_k120_s0.5_c120_cc6db900,submission_h042_phase_support_k120_s0.5_c120_cc6db900.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_phase_support_k120_s0.5_c120_cc6db900.csv,phase_support_k120_s0.5,phase_support_k120:0.5,1,120,75,0.0008556562344077958,0.06391994374629129,0.05921597015316752,2.8923333582385453,-0.000498013665796439,0.0012684263083517452,-0.0001794751467593465,-0.0005277512437402567,0.6776530612244899
h042_triple_phase_exception_private_phase_support_k520_exception_world_k180_private_memory_k260,submission_h042_triple_phase_exception_private_phase_support_k520_exception_world_k180_private_memory_k260.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_triple_phase_exception_private_phase_support_k520_exception_world_k180_private_memory_k260.csv,triple_phase_exception_private_phase_support_k520_exception_world_k180_private_memory_k260_0.18_0.1_0.06,phase_support_k520:0.18+exception_world_k180:0.1+private_memory_k260:0.06,3,635,219,0.0026796451649424274,0.038443798488440706,0.031064727030935598,1.3858065293416164,-0.0005791968676925362,0.001182898258242978,-0.0001357876446245814,-0.00046431664154701,0.6840816326530612
h042_joint_public_private_public_cell_k420_private_rollback_k260_0.24_0.1_c533_c917118a,submission_h042_joint_public_private_public_cell_k420_private_rollback_k260_0.24_0.1_c533_c917118a.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_private_public_cell_k420_private_rollback_k260_0.24_0.1_c533_c917118a.csv,joint_public_private_public_cell_k420_private_rollback_k260_0.24_0.1,public_cell_k420:0.24+private_rollback_k260:0.1,2,533,189,0.0022268237185189854,0.05280733168377738,0.020962531113576634,1.2672739100257697,-0.0008841112721365863,0.0011536970205920315,-9.61261933131695e-05,-0.0002876858708501003,0.6973469387755102
h042_joint_public_exception_phase_support_k120_exception_world_k90_0.34_0.18_c124_a29cf5f5,submission_h042_joint_public_exception_phase_support_k120_exception_world_k90_0.34_0.18_c124_a29cf5f5.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_exception_phase_support_k120_exception_world_k90_0.34_0.18_c124_a29cf5f5.csv,joint_public_exception_phase_support_k120_exception_world_k90_0.34_0.18,phase_support_k120:0.34+exception_world_k90:0.18,2,124,75,0.0006731773008022976,0.044279913960541206,0.05787912658649614,3.2,-0.0004144516702490186,0.001006266147693139,-0.00019455406561990024,-0.0005283840357132081,0.7010204081632653
h042_route_row_top3_r70_s0.5_c210_6a35de32,submission_h042_route_row_top3_r70_s0.5_c210_6a35de32.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_route_row_top3_r70_s0.5_c210_6a35de32.csv,route_row_top3_r70_s0.5,route_row_top3_r70:0.5,1,210,70,0.0015279831909851198,0.04014893742012948,0.05537042751534406,2.8923333582385453,-0.0006229179886164283,0.0013732831424432958,-0.00013151279770770764,-0.00048629785765773694,0.7053061224489796
h042_public_cell_k420_s0.14_c420_e13ea66d,submission_h042_public_cell_k420_s0.14_c420_e13ea66d.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_public_cell_k420_s0.14_c420_e13ea66d.csv,public_cell_k420_s0.14,public_cell_k420:0.14,1,420,166,0.0012633069950400422,0.03096590634415841,0.02111061043057171,0.8933876693592717,-0.0005794757560218962,0.000658769992167669,-0.0001560234289290001,-0.00030465237363942515,0.7086734693877551
h042_joint_public_private_phase_support_k260_private_rollback_k260_0.24_0.1_c404_c73a5b42,submission_h042_joint_public_private_phase_support_k260_private_rollback_k260_0.24_0.1_c404_c73a5b42.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_private_phase_support_k260_private_rollback_k260_0.24_0.1_c404_c73a5b42.csv,joint_public_private_phase_support_k260_private_rollback_k260_0.24_0.1,phase_support_k260:0.24+private_rollback_k260:0.1,2,404,174,0.0013709010468404288,0.03160269782173364,0.014553967319117098,1.1232143337800897,-0.0005506441270624415,0.0009030831521697321,-0.00013237637520791242,-0.000338709759798435,0.7092857142857143
h042_joint_public_private_public_cell_k240_private_rollback_k120_0.24_0.1_c278_356f9997,submission_h042_joint_public_private_public_cell_k240_private_rollback_k120_0.24_0.1_c278_356f9997.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_private_public_cell_k240_private_rollback_k120_0.24_0.1_c278_356f9997.csv,joint_public_private_public_cell_k240_private_rollback_k120_0.24_0.1,public_cell_k240:0.24+private_rollback_k120:0.1,2,278,134,0.0011674441275636254,0.02683972875863666,0.01534080377983182,1.2672739100257697,-0.0005741988052237758,0.0008937047853713822,-0.00013167886497355533,-0.00032120576651856013,0.713265306122449
h042_triple_phase_exception_private_phase_support_k260_exception_world_k180_private_memory_k120,submission_h042_triple_phase_exception_private_phase_support_k260_exception_world_k180_private_memory_k120.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_triple_phase_exception_private_phase_support_k260_exception_world_k180_private_memory_k120.csv,triple_phase_exception_private_phase_support_k260_exception_world_k180_private_memory_k120_0.18_0.1_0.06,phase_support_k260:0.18+exception_world_k180:0.1+private_memory_k120:0.06,3,323,155,0.0013164132240923243,0.038443798488440706,0.02253125966912808,1.3858065293416164,-0.00047316309941068907,0.0008681954894793622,-0.00013889968635940423,-0.00044009049318496425,0.7148979591836735
h042_joint_public_private_public_cell_k700_private_rollback_k260_0.46_0.18_c780_15266dee,submission_h042_joint_public_private_public_cell_k700_private_rollback_k260_0.46_0.18_c780_15266dee.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_private_public_cell_k700_private_rollback_k260_0.46_0.18_c780_15266dee.csv,joint_public_private_public_cell_k700_private_rollback_k260_0.46_0.18,public_cell_k700:0.46+private_rollback_k260:0.18,2,780,217,0.006511656952248119,0.09961232146944521,0.049133504102795184,2.4597705719182397,-0.002101576122664086,0.0025550649836285403,-4.7655283904339284e-05,-0.00041840895062307255,0.7155102040816327
h042_phase_support_k120_s0.34_c120_dead1cb0,submission_h042_phase_support_k120_s0.34_c120_dead1cb0.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_phase_support_k120_s0.34_c120_dead1cb0.csv,phase_support_k120_s0.34,phase_support_k120:0.34,1,120,75,0.0006004903503385699,0.044279913960541206,0.04026685970415392,1.966786683602212,-0.0003733150048550747,0.0008583772989489385,-0.00020046015744874985,-0.0004533777426342863,0.7237755102040817
h042_joint_public_exception_public_cell_k120_exception_world_k180_0.24_0.12_c191_b6398eaf,submission_h042_joint_public_exception_public_cell_k120_exception_world_k180_0.24_0.12_c191_b6398eaf.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_exception_public_cell_k120_exception_world_k180_0.24_0.12_c191_b6398eaf.csv,joint_public_exception_public_cell_k120_exception_world_k180_0.24_0.12,public_cell_k120:0.24+exception_world_k180:0.12,2,191,103,0.0006058000832773463,0.04390247969975192,0.039077534736551976,2.00517220794503,-0.0003594675933837907,0.0007771761384001212,-0.00020058430178336077,-0.00046974987105986805,0.7258163265306123
h042_joint_public_exception_public_cell_k240_exception_world_k90_0.16_0.08_c240_fb1804ef,submission_h042_joint_public_exception_public_cell_k240_exception_world_k90_0.16_0.08_c240_fb1804ef.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_exception_public_cell_k240_exception_world_k90_0.16_0.08_c240_fb1804ef.csv,joint_public_exception_public_cell_k240_exception_world_k90_0.16_0.08,public_cell_k240:0.16+exception_world_k90:0.08,2,240,119,0.0008083740368902521,0.017806731710657164,0.028309475510188375,1.336781471963354,-0.00044525526802024644,0.00066193228877055,-0.00017816823202825767,-0.0003697841377573776,0.7433673469387755
h042_route_row_all_r70_s0.22_c490_7c3224ee,submission_h042_route_row_all_r70_s0.22_c490_7c3224ee.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_route_row_all_r70_s0.22_c490_7c3224ee.csv,route_row_all_r70_s0.22,route_row_all_r70:0.22,1,490,70,0.0012129060453875534,0.017366022894523714,0.027499110978599074,1.2726266776249604,-0.0004136513102810655,0.0007211322617023944,-0.00017495051428496845,-0.00039836075388931057,0.7435714285714287
h042_joint_public_private_phase_support_k520_private_rollback_k260_0.16_0.08_c624_0900df31,submission_h042_joint_public_private_phase_support_k520_private_rollback_k260_0.16_0.08_c624_0900df31.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_private_phase_support_k520_private_rollback_k260_0.16_0.08_c624_0900df31.csv,joint_public_private_phase_support_k520_private_rollback_k260_0.16_0.08,phase_support_k520:0.16+private_rollback_k260:0.08,2,624,219,0.0015504490910909605,0.02124781529708042,0.014148674927768196,0.7135765146699482,-0.0005242568856257238,0.0007061007915701157,-0.00013004504615108346,-0.0003086924704286933,0.7466326530612245
h042_joint_public_private_public_cell_k700_private_rollback_k260_0.16_0.08_c780_1ae9ea2a,submission_h042_joint_public_private_public_cell_k700_private_rollback_k260_0.16_0.08_c780_1ae9ea2a.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_private_public_cell_k700_private_rollback_k260_0.16_0.08_c780_1ae9ea2a.csv,joint_public_private_public_cell_k700_private_rollback_k260_0.16_0.08,public_cell_k700:0.16+private_rollback_k260:0.08,2,780,217,0.0022976161414160817,0.03535623225683565,0.020084902616910354,0.8096162321670679,-0.0008175468722387208,0.0009016771321195828,-8.721625528951347e-05,-0.0002269883934856364,0.7569387755102042
h042_joint_public_private_public_cell_k420_private_rollback_k120_0.16_0.08_c451_24178a7f,submission_h042_joint_public_private_public_cell_k420_private_rollback_k120_0.16_0.08_c451_24178a7f.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_joint_public_private_public_cell_k420_private_rollback_k120_0.16_0.08_c451_24178a7f.csv,joint_public_private_public_cell_k420_private_rollback_k120_0.16_0.08,public_cell_k420:0.16+private_rollback_k120:0.08,2,451,175,0.001451860917313186,0.03535623225683565,0.01610936904323483,0.8096162321670679,-0.0006303149177969913,0.0007525750771204772,-0.00011068971232722952,-0.00026163818063827524,0.7575510204081634
h042_route_row_top3_r70_s0.34_c210_d4e27448,submission_h042_route_row_top3_r70_s0.34_c210_d4e27448.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_route_row_top3_r70_s0.34_c210_d4e27448.csv,route_row_top3_r70_s0.34,route_row_top3_r70:0.34,1,210,70,0.0010538260325974442,0.027040612905427364,0.03765189071043397,1.966786683602212,-0.00046143243274490665,0.0009360104694186153,-0.00015804647868056297,-0.00041217042431616993,0.7576530612244898
h042_triple_phase_exception_private_phase_support_k120_exception_world_k340_private_rollback_k12,submission_h042_triple_phase_exception_private_phase_support_k120_exception_world_k340_private_rollback_k12.csv,/Users/kbsoo/Downloads/cl2/hitl/h042_action_coupled_equation_solver_jepa/submission_h042_triple_phase_exception_private_phase_support_k120_exception_world_k340_private_rollback_k12.csv,triple_phase_exception_private_phase_support_k120_exception_world_k340_private_rollback_k120_0.18_0.1_0.06,phase_support_k120:0.18+exception_world_k340:0.1+private_rollback_k120:0.06,3,378,164,0.0007354808862095118,0.038443798488440706,0.021753523420718165,1.5212462347855702,-0.000303912709653533,0.0006244624897545738,-0.000186967879998174,-0.00045231429531823237,0.7583673469387755
