target,surprise_score,low_rate,high_rate,shift,abs_shift,direction
Q1,masked_surprise_energy_disagreement_rank,0.504424778761062,0.4778761061946903,-0.026548672566371667,0.026548672566371667,-1
Q1,masked_surprise_energy_max_rank,0.5486725663716814,0.45132743362831856,-0.09734513274336282,0.09734513274336282,-1
Q1,masked_surprise_energy_mean_rank,0.5575221238938053,0.46017699115044247,-0.09734513274336282,0.09734513274336282,-1
Q1,surprise_app_social_context_rank,0.48672566371681414,0.48672566371681414,0.0,0.0,1
Q1,surprise_body_sleep_activity_rank,0.5221238938053098,0.504424778761062,-0.017699115044247815,0.017699115044247815,-1
Q1,surprise_calendar_rhythm_rank,0.49557522123893805,0.45132743362831856,-0.04424778761061948,0.04424778761061948,-1
Q1,surprise_mobility_environment_rank,0.5486725663716814,0.5132743362831859,-0.03539823008849552,0.03539823008849552,-1
Q1,surprise_phone_device_rank,0.584070796460177,0.4690265486725664,-0.11504424778761063,0.11504424778761063,-1
Q2,masked_surprise_energy_disagreement_rank,0.5752212389380531,0.6017699115044248,0.026548672566371723,0.026548672566371723,1
Q2,masked_surprise_energy_max_rank,0.4690265486725664,0.6017699115044248,0.13274336283185845,0.13274336283185845,1
Q2,masked_surprise_energy_mean_rank,0.48672566371681414,0.5929203539823009,0.10619469026548678,0.10619469026548678,1
Q2,surprise_app_social_context_rank,0.45132743362831856,0.6194690265486725,0.16814159292035397,0.16814159292035397,1
Q2,surprise_body_sleep_activity_rank,0.5929203539823009,0.5575221238938053,-0.03539823008849563,0.03539823008849563,-1
Q2,surprise_calendar_rhythm_rank,0.5132743362831859,0.584070796460177,0.07079646017699115,0.07079646017699115,1
Q2,surprise_mobility_environment_rank,0.5398230088495575,0.6283185840707964,0.08849557522123896,0.08849557522123896,1
Q2,surprise_phone_device_rank,0.5486725663716814,0.5398230088495575,-0.008849557522123908,0.008849557522123908,-1
Q3,masked_surprise_energy_disagreement_rank,0.584070796460177,0.6460176991150443,0.06194690265486724,0.06194690265486724,1
Q3,masked_surprise_energy_max_rank,0.6017699115044248,0.6106194690265486,0.008849557522123797,0.008849557522123797,1
Q3,masked_surprise_energy_mean_rank,0.6371681415929203,0.5929203539823009,-0.04424778761061943,0.04424778761061943,-1
Q3,surprise_app_social_context_rank,0.5929203539823009,0.6106194690265486,0.017699115044247704,0.017699115044247704,1
Q3,surprise_body_sleep_activity_rank,0.6283185840707964,0.584070796460177,-0.04424778761061943,0.04424778761061943,-1
Q3,surprise_calendar_rhythm_rank,0.5398230088495575,0.6106194690265486,0.07079646017699115,0.07079646017699115,1
Q3,surprise_mobility_environment_rank,0.6017699115044248,0.5575221238938053,-0.04424778761061954,0.04424778761061954,-1
Q3,surprise_phone_device_rank,0.7079646017699115,0.5309734513274337,-0.17699115044247782,0.17699115044247782,-1
S1,masked_surprise_energy_disagreement_rank,0.6637168141592921,0.6991150442477876,0.03539823008849552,0.03539823008849552,1
S1,masked_surprise_energy_max_rank,0.7256637168141593,0.6637168141592921,-0.06194690265486724,0.06194690265486724,-1
S1,masked_surprise_energy_mean_rank,0.7787610619469026,0.6548672566371682,-0.12389380530973448,0.12389380530973448,-1
S1,surprise_app_social_context_rank,0.7610619469026548,0.6637168141592921,-0.09734513274336276,0.09734513274336276,-1
S1,surprise_body_sleep_activity_rank,0.6902654867256637,0.6902654867256637,0.0,0.0,1
S1,surprise_calendar_rhythm_rank,0.6814159292035398,0.6548672566371682,-0.02654867256637161,0.02654867256637161,-1
S1,surprise_mobility_environment_rank,0.7610619469026548,0.6460176991150443,-0.11504424778761058,0.11504424778761058,-1
S1,surprise_phone_device_rank,0.7256637168141593,0.6548672566371682,-0.07079646017699115,0.07079646017699115,-1
S2,masked_surprise_energy_disagreement_rank,0.6548672566371682,0.7256637168141593,0.07079646017699115,0.07079646017699115,1
S2,masked_surprise_energy_max_rank,0.6814159292035398,0.6283185840707964,-0.053097345132743334,0.053097345132743334,-1
S2,masked_surprise_energy_mean_rank,0.6991150442477876,0.6637168141592921,-0.03539823008849552,0.03539823008849552,-1
S2,surprise_app_social_context_rank,0.6991150442477876,0.6460176991150443,-0.053097345132743334,0.053097345132743334,-1
S2,surprise_body_sleep_activity_rank,0.6371681415929203,0.6814159292035398,0.04424778761061943,0.04424778761061943,1
S2,surprise_calendar_rhythm_rank,0.6637168141592921,0.6371681415929203,-0.026548672566371723,0.026548672566371723,-1
S2,surprise_mobility_environment_rank,0.6283185840707964,0.6902654867256637,0.06194690265486724,0.06194690265486724,1
S2,surprise_phone_device_rank,0.672566371681416,0.6637168141592921,-0.008849557522123908,0.008849557522123908,-1
S3,masked_surprise_energy_disagreement_rank,0.6460176991150443,0.6106194690265486,-0.03539823008849563,0.03539823008849563,-1
S3,masked_surprise_energy_max_rank,0.6017699115044248,0.672566371681416,0.07079646017699115,0.07079646017699115,1
S3,masked_surprise_energy_mean_rank,0.6106194690265486,0.7256637168141593,0.11504424778761069,0.11504424778761069,1
S3,surprise_app_social_context_rank,0.6460176991150443,0.7256637168141593,0.07964601769911506,0.07964601769911506,1
S3,surprise_body_sleep_activity_rank,0.6194690265486725,0.7699115044247787,0.1504424778761062,0.1504424778761062,1
S3,surprise_calendar_rhythm_rank,0.6637168141592921,0.7168141592920354,0.053097345132743334,0.053097345132743334,1
