split,feature_set,target,fold,pretext_cross_entropy,prior_cross_entropy,uniform_cross_entropy,ce_lift_vs_prior,ce_lift_vs_uniform,top1_match_rate,train_rows,validation_rows,uses_public_score,uses_train_labels_for_pretext,teacher_source,responsibility_blend
subject_heldout,learned_semantic_open_loop,Q1,0.0,1.0742587041973597,1.0489403085595441,1.6094379124341003,-0.02531839563781557,0.5351792082367406,0.6,360.0,90.0,False,False,transported_prototype_reliability,1.0
subject_heldout,learned_semantic_open_loop,Q1,1.0,1.0655542721554716,1.0450117680881066,1.6094379124341003,-0.02054250406736502,0.5438836402786287,0.6966292134831461,361.0,89.0,False,False,transported_prototype_reliability,1.0
subject_heldout,learned_semantic_open_loop,Q1,2.0,5.476788142321629,1.0691355018624573,1.6094379124341003,-4.407652640459172,-3.8673502298875286,0.37777777777777777,360.0,90.0,False,False,transported_prototype_reliability,1.0
subject_heldout,learned_semantic_open_loop,Q1,3.0,1.0387170604757487,1.0450921675253593,1.6094379124341003,0.006375107049610529,0.5707208519583515,0.6195652173913043,358.0,92.0,False,False,transported_prototype_reliability,1.0
subject_heldout,learned_semantic_open_loop,Q1,4.0,1.02884192607791,1.0481410385716894,1.6094379124341003,0.019299112493779358,0.5805959863561903,0.7191011235955056,361.0,89.0,False,False,transported_prototype_reliability,1.0
subject_heldout,learned_semantic_open_loop,Q2,0.0,1.019699154128321,1.037979359586293,1.6094379124341003,0.018280205457972043,0.5897387583057794,0.5666666666666667,360.0,90.0,False,False,transported_prototype_reliability,1.0
subject_heldout,learned_semantic_open_loop,Q2,1.0,1.0744503550573132,1.0667459376359456,1.6094379124341003,-0.007704417421367626,0.534987557376787,0.7752808988764045,361.0,89.0,False,False,transported_prototype_reliability,1.0
subject_heldout,learned_semantic_open_loop,Q2,2.0,5.385297258983875,1.0787254099730463,1.6094379124341003,-4.306571849010829,-3.7758593465497743,0.6444444444444445,360.0,90.0,False,False,transported_prototype_reliability,1.0
subject_heldout,learned_semantic_open_loop,Q2,3.0,0.9855166426215476,1.037511005172554,1.6094379124341003,0.05199436255100642,0.6239212698125527,0.6630434782608695,358.0,92.0,False,False,transported_prototype_reliability,1.0
subject_heldout,learned_semantic_open_loop,Q2,4.0,1.038671465498181,1.0435248808318935,1.6094379124341003,0.00485341533371253,0.5707664469359193,0.797752808988764,361.0,89.0,False,False,transported_prototype_reliability,1.0
