held_fold,target,rank,source,source_family,selector_loss,held_loss
1,Q1,1,td_future__absolute__c0.3_b0.2,future,0.6700521022227919,0.6552408148507501
1,Q1,2,td_future__absolute__c0.1_b0.2,future,0.6704684700723963,0.6569590090066098
1,Q1,3,td_future__absolute__c0.03_b0.2,future,0.6711358108688229,0.6593477322994116
1,Q1,4,td_future__absolute__c0.3_b0.1,future,0.6718936275888621,0.6590806139969083
1,Q1,5,td_future__absolute__c0.1_b0.1,future,0.6721670102747498,0.6600526801842477
1,Q2,1,td_recovery__absolute__c0.3_b0.2,recovery,0.6859013119128003,0.7214844852804926
1,Q2,2,td_recovery__absolute__c0.1_b0.2,recovery,0.6862391642180302,0.7211148189794022
1,Q2,3,td_recovery__absolute__c0.03_b0.2,recovery,0.6868889359143224,0.7210128710837674
1,Q2,4,td_trajectory__deviation__c0.3_b0.2,trajectory,0.6869801629548503,0.7116442834919113
1,Q2,5,td_recovery__deviation__c0.3_b0.2,recovery,0.6870928192268666,0.7246449225845569
1,Q3,1,td_trajectory__deviation__c0.03_b0.2,trajectory,0.6670505722834602,0.6674738648910964
1,Q3,2,td_trajectory__deviation__c0.1_b0.2,trajectory,0.6674993085623171,0.666909179635701
1,Q3,3,td_trajectory__absolute_plus_deviation__c0.03_b0.2,trajectory,0.6680101529328751,0.6663387220084998
1,Q3,4,td_trajectory__absolute__c0.03_b0.2,trajectory,0.6680114935997004,0.6685116503925348
1,Q3,5,td_trajectory__deviation__c0.3_b0.2,trajectory,0.6680497622183327,0.6668235996606083
1,S1,1,best__absolute_plus_deviation__c0.3_b0.2,best_late_fusion,0.5739749657354346,0.5585774309855461
1,S1,2,best__absolute_plus_deviation__c0.1_b0.2,best_late_fusion,0.5742068638631281,0.5577170344446953
1,S1,3,best__absolute_plus_deviation__c0.3_b0.1,best_late_fusion,0.5752078945579424,0.5614652736960578
1,S1,4,best__deviation__c0.3_b0.2,best_late_fusion,0.5753212947086876,0.5600679852928967
1,S1,5,best__absolute_plus_deviation__c0.03_b0.2,best_late_fusion,0.5753213801475513,0.5577025966852159
1,S2,1,td_future__absolute__c0.3_b0.2,future,0.5692845293335803,0.5950614193601631
1,S2,2,td_future__absolute_plus_deviation__c0.3_b0.2,future,0.5702395986627975,0.5951054030712736
1,S2,3,td_future__absolute__c0.1_b0.2,future,0.5704297331017585,0.5949153229174621
1,S2,4,td_future__absolute__c0.3_b0.1,future,0.5704504590834889,0.5979446018082606
1,S2,5,td_future__absolute__c0.1_b0.1,future,0.5712180090596914,0.5979050799769765
1,S3,1,best__absolute_plus_deviation__c0.3_b0.2,best_late_fusion,0.5374680051668604,0.4757292551240594
1,S3,2,best__absolute_plus_deviation__c0.3_b0.1,best_late_fusion,0.5407725582187567,0.4838918268516036
1,S3,3,best__absolute_plus_deviation__c0.3_b0.05,best_late_fusion,0.5431319100531465,0.4887430392059224
1,S3,4,best__deviation__c0.3_b0.2,best_late_fusion,0.5437788592575875,0.4892711241137413
1,S3,5,best__deviation__c0.3_b0.1,best_late_fusion,0.5438075941343788,0.4905554168458357
1,S4,1,best__absolute_plus_deviation__c0.3_b0.1,best_late_fusion,0.6380156575638214,0.6715881401487505
