action_id,route_id,row,subject_id,sleep_date,route_name,route_targets,mode,route_group,route_n_cells,action_cells,action_q2_cells,changed_cells,model_pred_delta_vs_h057,posterior_delta_vs_h057,hard_diag_delta_vs_h057,anti_h088_direction_rate,h057_positive_align_rate,selected_conflict_rate,selected_toxic_mean,selected_safe_cell_mean,mean_bad_same_rank,mean_h098_frontier_cell_score,max_h098_frontier_cell_score,assignment_route_score,h071_route_score,h071_route_rank,h071_novelty_rank,h071_shortcut_avoid_rank,Q1_cells,Q2_cells,Q3_cells,S1_cells,S2_cells,S3_cells,S4_cells,h099_route_score,basis_spec,basis_id,basis_alpha,basis_cap,basis_norm_l2,basis_norm_l1,h100_route_basis_pred_delta,h100_action_score,h102_bad_max_pos,h102_bad_mean_pos,h102_bad_weighted_pos,h102_h088_axis_cos,h102_good_max_cos,h102_good_mean_cos,h102_good_bad_margin,h102_shadow_ratio,h102_axis_score,h105_seed_priority,h106_vote_weight
r035_full_state_conflict_invert,r035_full_state,35,id02,2024-09-03,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,1,0,1,-2.278801603930892e-06,1.204682367785427e-07,4.0619232808089216e-07,1.0,1.0,1.0,0.7718571428571429,-0.0347169142857142,0.1785714285714285,0.25910259428571436,0.25910259428571436,0.2635597826086956,0.5051824019784064,0.0982789855072463,0.9891304347826086,0.0846920289855072,0,0,0,0,1,0,0,0.4829512946375296,basis_conflict_a052,basis_conflict_a052__r035_full_state_conflict_invert,0.52,0.68,0.05723925183989927,0.05723925183989927,3.0764008749583054e-06,0.708080601678404,0.002427087055101538,0.0001213543527550769,0.00011749267570680883,-0.003680830258833136,0.00932813917132714,0.009288785900428644,0.00921064649562033,79.39269169350337,0.7907808470363875,0.9300515264717248,1.1329469767296372
r143_nonq2_full_conflict_invert,r143_nonq2_full,143,id06,2024-08-13,nonq2_full,"Q1,Q3,S1,S2,S3,S4",conflict_invert,conflict,6,2,0,2,1.4984890798031914e-06,1.9450406571062052e-07,7.100373389125858e-07,1.0,1.0,1.0,0.8200714285714287,0.05652142857142855,0.29899999999999993,0.3928021428571429,0.46207152000000007,0.6149230072463768,1.4943025782267945,0.6793478260869565,0.9026268115942028,0.3917572463768116,1,0,1,0,0,0,0,0.5011976494916105,basis_conflict_a052,basis_conflict_a052__r143_nonq2_full_conflict_invert,0.52,0.68,0.06149087166077254,0.07583440732073052,4.377918889678176e-06,0.7209905615077569,0.0,0.0,0.0,-0.0014439318219446255,0.011427874801847922,0.011379663229892223,0.011427874801847922,11427874.801847922,0.8193280250309438,0.9274596212804327,1.1395146387129025
r078_q_subjective_conflict_invert,r078_q_subjective,78,id03,2024-10-06,q_subjective,"Q1,Q2,Q3",conflict_invert,conflict,3,1,0,1,-2.180315096233349e-06,3.269773327914684e-08,2.6477272750006766e-08,1.0,1.0,1.0,0.4491428571428572,-0.0359851428571428,0.6982857142857143,0.24309862857142855,0.24309862857142855,0.629447463768116,1.3642141756895494,0.6096014492753623,0.5849184782608695,0.7124094202898551,0,0,1,0,0,0,0,0.43484677195380794,basis_conflict_a052,basis_conflict_a052__r078_q_subjective_conflict_invert,0.52,0.68,0.02574091923510007,0.02574091923510007,2.1348303170095825e-06,0.6721368073108918,0.0,0.0,0.0,-0.004007794808448122,0.01839331842178125,0.0183157212473309,0.01839331842178125,18393318.42178125,0.8644468426734396,0.9255438155352311,1.1510942144929404
r143_q3_quality_hybrid_route,r143_q3_quality,143,id06,2024-08-13,q3_quality,Q3,hybrid_route,tail,1,1,0,1,-2.4153102630478616e-06,1.1002021545129735e-08,6.443952718591811e-08,1.0,1.0,1.0,0.7860285714285715,0.0492705142857143,0.4194285714285714,0.32353276571428574,0.32353276571428574,0.2226177536231883,0.7781543982509939,0.2359601449275362,0.1526268115942029,0.452445652173913,0,0,1,0,0,0,0,0.459209372018253,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r143_q3_quality_hybrid_route,0.44,0.58,0.014077416854375939,0.014077416854375939,1.7862571432987733e-06,0.6859708830948364,0.0008884470142378232,4.442235071189116e-05,4.2861509781692976e-05,-0.00046135163174894844,0.011079095167007821,0.011032355016007757,0.011036233657226129,258.47985158675465,0.763244141863018,0.9234610434110523,1.121611933597724
r151_q3_quality_frontier_descent,r151_q3_quality,151,id06,2024-08-25,q3_quality,Q3,frontier_descent,objective,1,1,0,1,-9.861841095912325e-06,1.281452773540265e-06,2.001321820943687e-06,1.0,1.0,1.0,0.4653428571428571,0.0054983999999999,0.9222857142857144,0.4528153828571429,0.4528153828571429,0.0922599637681159,0.4870279411081368,0.0878623188405797,0.1526268115942029,0.0221920289855072,0,0,1,0,0,0,0,0.5937378323207058,basis_objective_a042,basis_objective_a042__r151_q3_quality_frontier_descent,0.42,0.56,0.15872922046917298,0.15872922046917298,-0.00040026352492498216,0.6823251214171862,0.0,0.0,0.0,-0.002540876971384429,0.011915112864661771,0.011864845747529723,0.011915112864661771,11915112.86466177,0.815549926307344,0.9230070436686847,1.4875104667895633
r144_q1q3_subjective_conflict_invert,r144_q1q3_subjective,144,id06,2024-08-14,q1q3_subjective,"Q1,Q3",conflict_invert,conflict,2,1,0,1,-7.910834850896825e-06,1.326388282291774e-06,2.0200320326771523e-06,1.0,1.0,1.0,0.8645428571428572,0.1008794285714285,0.4182857142857142,0.7304870285714288,0.7304870285714288,0.2414221014492753,0.7718183936486954,0.2309782608695652,0.46875,0.1526268115942029,0,0,1,0,0,0,0,0.667479241605784,basis_conflict_a052,basis_conflict_a052__r144_q1q3_subjective_conflict_invert,0.52,0.68,0.1547787814335089,0.1547787814335089,-5.602327380920598e-05,0.7708075505803007,0.006406430973327159,0.0004052772497575545,0.00039209910244702545,-0.0012208052232461416,0.011757912557137712,0.011708308631899958,0.011365813454690687,29.987017304404453,0.7523077122778621,0.9227860157155738,1.2824779962509605
r144_q_subjective_conflict_invert,r144_q_subjective,144,id06,2024-08-14,q_subjective,"Q1,Q2,Q3",conflict_invert,conflict,3,1,0,1,-7.910834850896825e-06,1.326388282291774e-06,2.0200320326771523e-06,1.0,1.0,1.0,0.8645428571428572,0.1008794285714285,0.4182857142857142,0.7304870285714288,0.7304870285714288,0.545552536231884,1.2282623331720486,0.5321557971014492,0.5849184782608695,0.3120471014492754,0,0,1,0,0,0,0,0.6948509807362188,basis_conflict_a052,basis_conflict_a052__r144_q_subjective_conflict_invert,0.52,0.68,0.1547787814335089,0.1547787814335089,-5.602327380920598e-05,0.8026247360587969,0.0010857904589576671,0.0006384012684585816,0.0006418643710622339,-0.005470564302649466,0.008215401779787357,0.008180742891680958,0.007573537408725123,12.799260016460382,0.7799153219536373,0.9221548164369445,1.2907469238896478
r144_q3_quality_conflict_invert,r144_q3_quality,144,id06,2024-08-14,q3_quality,Q3,conflict_invert,conflict,1,1,0,1,-7.910834850896825e-06,1.326388282291774e-06,2.0200320326771523e-06,1.0,1.0,1.0,0.8645428571428572,0.1008794285714285,0.4182857142857142,0.7304870285714288,0.7304870285714288,0.1986231884057971,0.7375129125367084,0.2105978260869565,0.1526268115942029,0.3826992753623188,0,0,1,0,0,0,0,0.6636273394318709,basis_conflict_a052,basis_conflict_a052__r144_q3_quality_conflict_invert,0.52,0.68,0.1547787814335089,0.1547787814335089,-5.602327380920598e-05,0.7657293183793363,0.006406430973327159,0.0004052772497575545,0.00039209910244702545,-0.0012208052232461416,0.011757912557137712,0.011708308631899958,0.011365813454690687,29.987017304404453,0.7486577215890317,0.9208202808192708,1.2801224664748205
r164_q1q3_subjective_conflict_invert,r164_q1q3_subjective,164,id07,2024-07-26,q1q3_subjective,"Q1,Q3",conflict_invert,conflict,2,2,0,2,-1.2528259239508372e-05,1.0272514693902945e-05,1.6397868494738883e-05,1.0,1.0,1.0,0.8621571428571428,0.08647651428571415,0.5595714285714286,0.6359089085714287,0.6744735314285715,0.2576132246376811,0.7953458976446404,0.2472826086956521,0.46875,0.1616847826086956,1,0,1,0,0,0,0,0.6814741319566417,basis_conflict_a052,basis_conflict_a052__r164_q1q3_subjective_conflict_invert,0.52,0.68,0.3579754254297741,0.40939825455717915,-0.0009947102754284203,0.7672198881846133,0.006406430973327159,0.0004052772497575545,0.00039209910244702545,-0.0012208052232461416,0.011757912557137712,0.011708308631899958,0.011365813454690687,29.987017304404453,0.7491317577961792,0.9187509674095066,1.652078315169138
r000_full_state_counter_h088,r000_full_state,0,id01,2024-07-31,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",counter_h088,q2_route,7,2,0,2,-3.6955542465365353e-06,2.3255814178241388e-07,7.258061154226598e-07,1.0,1.0,1.0,0.6109,-0.01864222857142855,0.534142857142857,0.47113109142857146,0.57472224,0.2596422101449275,0.4514015233581314,0.0738224637681159,0.9891304347826086,0.0951086956521739,0,0,0,1,0,0,1,0.6423286399537117,basis_q2_counter_a050,basis_q2_counter_a050__r000_full_state_counter_h088,0.5,0.62,0.04638978398927299,0.06536990423151348,3.709805789726354e-06,0.7159858279268982,0.0,0.0,0.0,-0.0014439318219446255,0.011427874801847922,0.011379663229892223,0.011427874801847922,11427874.801847922,0.80585723980952,0.917052160247327,1.1300187152826957
r078_q3_quality_conflict_invert,r078_q3_quality,78,id03,2024-10-06,q3_quality,Q3,conflict_invert,conflict,1,1,0,1,-2.180315096233349e-06,3.269773327914684e-08,2.6477272750006766e-08,1.0,1.0,1.0,0.4491428571428572,-0.0359851428571428,0.6982857142857143,0.24309862857142855,0.24309862857142855,0.1195335144927536,0.5371918268224226,0.1114130434782608,0.1526268115942029,0.2178442028985507,0,0,1,0,0,0,0,0.3889545165190253,basis_conflict_a052,basis_conflict_a052__r078_q3_quality_conflict_invert,0.52,0.68,0.02574091923510007,0.02574091923510007,2.1348303170095825e-06,0.5974257962404014,0.0,0.0,0.0,-0.01234051912700259,0.03215247617038978,0.0311337860173988,0.03215247617038978,32152476.170389775,0.857540012930624,0.9128567100347804,1.1421823941397042
r196_q_subjective_counter_h088,r196_q_subjective,196,id08,2024-09-11,q_subjective,"Q1,Q2,Q3",counter_h088,q2_route,3,1,0,1,-3.994129202209156e-06,2.612340611489034e-07,8.157239080421564e-07,1.0,1.0,1.0,0.4917428571428572,-0.0122389714285714,0.8971428571428571,0.4509399885714287,0.4509399885714287,0.430919384057971,1.041468842082381,0.3958333333333333,0.5849184782608695,0.3048007246376811,1,0,0,0,0,0,0,0.6110091009373189,basis_q2_counter_a050,basis_q2_counter_a050__r196_q_subjective_counter_h088,0.5,0.62,0.04910422229902966,0.04910422229902966,2.83319238192554e-06,0.6995404788372518,0.0,0.0,0.0,-0.011545494529263874,0.031774914181327,0.03164086313614129,0.031774914181327,31774914.181327,0.8774482090308541,0.9124756408604919,1.1475471010019098
r151_q3_s_stage_conflict_invert,r151_q3_s_stage,151,id06,2024-08-25,q3_s_stage,"Q3,S1,S2,S3,S4",conflict_invert,conflict,5,1,0,1,-1.646981676997237e-05,4.17712685577664e-06,5.543055591762064e-06,1.0,1.0,1.0,0.4653428571428571,0.0054983999999999,0.9222857142857144,0.4528153828571429,0.4528153828571429,0.4600588768115942,1.1285999413521148,0.4610507246376811,0.9026268115942028,0.1163949275362318,0,0,1,0,0,0,0,0.6123422281991527,basis_conflict_a052,basis_conflict_a052__r151_q3_s_stage_conflict_invert,0.52,0.68,0.3011836725881524,0.3011836725881524,-0.0007607060907815687,0.7259288144920573,0.0008884470142378232,4.442235071189116e-05,4.2861509781692976e-05,-0.00046135163174894844,0.011079095167007821,0.011032355016007757,0.011036233657226129,258.47985158675465,0.7891778250214226,0.911924987762463,1.6604319583883957
r151_q3_quality_hybrid_route,r151_q3_quality,151,id06,2024-08-25,q3_quality,Q3,hybrid_route,tail,1,1,0,1,-1.4320538003975095e-05,3.0640816145728264e-06,4.219867468099009e-06,1.0,1.0,1.0,0.4653428571428571,0.0054983999999999,0.9222857142857144,0.4528153828571429,0.4528153828571429,0.0922599637681159,0.4870279411081368,0.0878623188405797,0.1526268115942029,0.0221920289855072,0,0,1,0,0,0,0,0.6137930765147259,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r151_q3_quality_hybrid_route,0.44,0.58,0.2548477229592058,0.2548477229592058,-0.0006434661812467084,0.6918951083983946,0.0016948319157960054,8.474159578980027e-05,8.204499144009439e-05,-0.004289300529943512,0.02496170743978539,0.023264265711697554,0.024879662448345295,304.24042663938184,0.8068664276599139,0.9114380626046631,1.6084065773168523
r164_q1q3_subjective_hybrid_route,r164_q1q3_subjective,164,id07,2024-07-26,q1q3_subjective,"Q1,Q3",hybrid_route,tail,2,2,0,2,-9.818027072549585e-06,5.629280658800807e-06,1.0125790858658152e-05,1.0,1.0,1.0,0.8621571428571428,0.08647651428571415,0.5595714285714286,0.6359089085714287,0.6744735314285715,0.2576132246376811,0.7953458976446404,0.2472826086956521,0.46875,0.1616847826086956,1,0,1,0,0,0,0,0.6772865142864746,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r164_q1q3_subjective_hybrid_route,0.44,0.58,0.2595307170269341,0.3024139077022285,-0.0007205699360783641,0.7634337795584613,0.005327525766908637,0.0006514936689290482,0.000642519426416024,-0.0013250361624347394,0.010300051773482083,0.010256598227146037,0.00965753234706606,16.030699336573196,0.7311876640180006,0.903484961999227,1.6212255856632978
r110_q1q3_subjective_hybrid_route,r110_q1q3_subjective,110,id05,2024-10-02,q1q3_subjective,"Q1,Q3",hybrid_route,tail,2,1,0,1,-2.8152895369137378e-06,9.097799909753101e-07,1.8656789470879857e-06,1.0,1.0,1.0,0.7383428571428572,-0.0382115428571428,0.1785714285714285,0.28291313142857144,0.28291313142857144,0.2219067028985507,0.673030710834959,0.1766304347826087,0.46875,0.2857789855072464,1,0,0,0,0,0,0,0.45684328246295475,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r110_q1q3_subjective_hybrid_route,0.44,0.58,0.1087486168809463,0.1087486168809463,4.6168394419494755e-06,0.6699881285147271,0.00012304916725789432,6.152458362894716e-06,5.956677933836958e-06,-0.0011946966056098098,0.006405575309057712,0.006378551662029277,0.006399618631123875,1075.1798570172612,0.7663730846420309,0.9026214092490017,1.1110262387867198
r070_s23_core_frontier_descent,r070_s23_core,70,id03,2024-09-16,s23_core,"S2,S3",frontier_descent,objective,2,1,0,1,-2.836193168033528e-06,1.1574607369404772e-07,4.038030116139671e-08,1.0,1.0,1.0,0.4573714285714285,0.081622857142857,0.8954285714285715,0.38928577142857146,0.38928577142857146,0.1916757246376811,0.6619099370596006,0.1698369565217391,0.46875,0.024909420289855,0,0,0,0,0,1,0,0.4939262643460171,basis_objective_a042,basis_objective_a042__r070_s23_core_frontier_descent,0.42,0.56,0.034611265184908334,0.034611265184908334,2.399956896519096e-06,0.6462187716053417,0.0,0.0,0.0,-0.002259197427829763,0.023921306627275207,0.02382038814367853,0.023921306627275207,23921306.627275206,0.8175241590907817,0.9024324410665979,1.1252446071320479
r146_s_stage_conflict_invert,r146_s_stage,146,id06,2024-08-20,s_stage,"S1,S2,S3,S4",conflict_invert,conflict,4,1,0,1,-2.599711601117163e-06,9.262889783924012e-09,5.011701972953649e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4137862318840579,1.0514400022901715,0.4089673913043478,0.8054800724637681,0.0760869565217391,0,0,0,1,0,0,0,0.5842623138853644,basis_conflict_a052,basis_conflict_a052__r146_s_stage_conflict_invert,0.52,0.68,0.013462857975587465,0.013462857975587465,-2.558191160147833e-05,0.7865788217689764,0.009371404295081098,0.0023161032286859113,0.0023869435823465597,-0.005254122393292096,0.008691016902785868,0.003953161273622712,0.006304073320439308,3.6410635450287225,0.7662330376255257,0.9024320494654129,1.2579416587470142
r098_full_state_counter_h088,r098_full_state,98,id04,2024-10-19,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",counter_h088,q2_route,7,2,0,2,-4.069129556688285e-06,3.3268281645048434e-07,6.696694049958469e-07,1.0,1.0,1.0,0.6215714285714286,-0.049386171428571456,0.6877142857142857,0.5023742971428572,0.5486207771428572,0.4241440217391304,0.8326246859747435,0.2694746376811594,0.9685235507246376,0.1381340579710145,0,0,0,1,0,0,1,0.6476585685829995,basis_q2_counter_a050,basis_q2_counter_a050__r098_full_state_counter_h088,0.5,0.62,0.058270574295594485,0.0817355361663934,4.046249028010081e-06,0.7121461913222724,0.0,0.0,0.0,-0.0014439318219446255,0.011427874801847922,0.011379663229892223,0.011427874801847922,11427874.801847922,0.8033329283067953,0.9000053999742366,1.1199361899117328
r164_s14_edge_frontier_descent,r164_s14_edge,164,id07,2024-07-26,s14_edge,"S1,S4",frontier_descent,objective,2,2,0,2,9.319559579222189e-07,1.968358824485104e-07,-9.042056144987377e-08,1.0,1.0,1.0,0.47674285714285713,0.0625157714285713,0.966,0.3922026628571429,0.3923701142857143,0.1131793478260869,0.3593673432974166,0.0398550724637681,0.46875,0.0108695652173913,0,0,0,1,0,0,1,0.3941919720945159,basis_objective_a042,basis_objective_a042__r164_s14_edge_frontier_descent,0.42,0.56,0.05696711003985893,0.0796180373833056,-3.7966989453914915e-05,0.5901206258462289,0.0,0.0,0.0,-0.008300687800235306,0.024969597039383902,0.024864256059959244,0.024969597039383902,24969597.0393839,0.8287526487994891,0.8997894319206491,1.2825781742570646
r216_nonq2_full_conflict_invert,r216_nonq2_full,216,id09,2024-09-07,nonq2_full,"Q1,Q3,S1,S2,S3,S4",conflict_invert,conflict,6,1,0,1,-1.8231101508046823e-06,2.056175948744197e-07,9.529739416959663e-08,1.0,1.0,1.0,0.4528285714285714,0.0221749714285713,0.5434285714285715,0.26142321142857144,0.26142321142857144,0.4088813405797101,1.0151125753069907,0.3768115942028985,0.9685235507246376,0.061141304347826,0,0,1,0,0,0,0,0.44530071221214457,basis_conflict_a052,basis_conflict_a052__r216_nonq2_full_conflict_invert,0.52,0.68,0.05133703194706661,0.05133703194706661,2.8999433527169063e-06,0.6724296073180422,0.0028600451776786555,0.00017625014215968499,0.00017404760275429063,-0.0035351813538278694,0.011620265594291301,0.01157124236988978,0.01144621799153701,66.76448653078796,0.7989470481534481,0.897490547468762,1.1173249745907847
r216_q3_s_stage_conflict_invert,r216_q3_s_stage,216,id09,2024-09-07,q3_s_stage,"Q3,S1,S2,S3,S4",conflict_invert,conflict,5,1,0,1,-1.8231101508046823e-06,2.056175948744197e-07,9.529739416959663e-08,1.0,1.0,1.0,0.4528285714285714,0.0221749714285713,0.5434285714285715,0.26142321142857144,0.26142321142857144,0.3544384057971014,0.9114610360938376,0.3106884057971014,0.9026268115942028,0.0548007246376811,0,0,1,0,0,0,0,0.4404008480817097,basis_conflict_a052,basis_conflict_a052__r216_q3_s_stage_conflict_invert,0.52,0.68,0.05133703194706661,0.05133703194706661,2.8999433527169063e-06,0.664157335613216,0.0030566730436566575,0.00015283365218283286,0.00014797025673439279,-0.0009231284709091302,0.011604496202595705,0.011555539505626064,0.011456525945861312,78.42398894689178,0.7781241149880426,0.8958764807419811,1.1106068166047416
r143_full_state_conflict_invert,r143_full_state,143,id06,2024-08-13,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",conflict_invert,conflict,7,2,0,2,1.4984890798031914e-06,1.9450406571062052e-07,7.100373389125858e-07,1.0,1.0,1.0,0.8200714285714287,0.05652142857142855,0.29899999999999993,0.3928021428571429,0.46207152000000007,0.7249320652173913,1.6604979830903963,0.7640398550724637,0.9402173913043478,0.4678442028985507,1,0,1,0,0,0,0,0.5110984647090019,basis_conflict_a052,basis_conflict_a052__r143_full_state_conflict_invert,0.52,0.68,0.06149087166077254,0.07583440732073052,4.377918889678176e-06,0.7325775805123438,0.0030076537474868843,0.0002920243493846063,0.00029541788992496794,-0.0035804040430788757,0.011487666671068103,0.011439202850986199,0.011192248781143135,38.8860261237384,0.7840620220709721,0.8913189540126241,1.1097627908868157
r164_q3_quality_hybrid_route,r164_q3_quality,164,id07,2024-07-26,q3_quality,Q3,hybrid_route,tail,1,1,0,1,-3.1419583196388295e-06,1.8402147752571284e-07,6.989391062992892e-07,1.0,1.0,1.0,0.8331428571428572,0.1454114285714285,0.1785714285714285,0.5973442857142858,0.5973442857142858,0.2346059782608695,0.8203553125367085,0.2631340579710144,0.1526268115942029,0.3958333333333333,0,0,1,0,0,0,0,0.6206346356720317,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r164_q3_quality_hybrid_route,0.44,0.58,0.0472139077022285,0.0472139077022285,-2.0324801920044858e-05,0.7790800434012184,0.009371404295081098,0.0023161032286859113,0.0023869435823465597,-0.005254122393292096,0.008691016902785868,0.003953161273622712,0.006304073320439308,3.6410635450287225,0.7224996435082247,0.8909261883292542,1.2343130337272163
r216_q1q3_subjective_conflict_invert,r216_q1q3_subjective,216,id09,2024-09-07,q1q3_subjective,"Q1,Q3",conflict_invert,conflict,2,1,0,1,-1.8231101508046823e-06,2.056175948744197e-07,9.529739416959663e-08,1.0,1.0,1.0,0.4528285714285714,0.0221749714285713,0.5434285714285715,0.26142321142857144,0.26142321142857144,0.2736684782608696,0.8425115964513713,0.2730978260869565,0.46875,0.171195652173913,0,0,1,0,0,0,0,0.43313155460344893,basis_conflict_a052,basis_conflict_a052__r216_q1q3_subjective_conflict_invert,0.52,0.68,0.05133703194706661,0.05133703194706661,2.8999433527169063e-06,0.6515228482666053,0.001098753611238305,0.00011454327483366921,0.00012283659638946066,-0.0020542864709571992,0.006579217121252254,0.006551460919407785,0.006456380524862793,53.560288662704124,0.7681561880464186,0.8870036223109622,1.1029357249240266
r078_q3_s_stage_frontier_descent,r078_q3_s_stage,78,id03,2024-10-06,q3_s_stage,"Q3,S1,S2,S3,S4",frontier_descent,objective,5,1,0,1,-3.6110520926896893e-06,3.9460058405616834e-07,4.540702454215933e-07,1.0,1.0,1.0,0.4697142857142857,-0.0016505142857142,0.7331428571428571,0.4015159200000001,0.4015159200000001,0.3277038043478261,0.8272548675684591,0.2658514492753623,0.9026268115942028,0.1308876811594203,0,0,0,0,1,0,0,0.5417679096276024,basis_objective_a042,basis_objective_a042__r078_q3_s_stage_frontier_descent,0.42,0.56,0.06770482659255975,0.06770482659255975,3.3893155347787703e-06,0.6752358438120206,0.000482715370409968,2.4135768520498398e-05,2.336773225956568e-05,-0.0021232097726497563,0.011384047756650107,0.011336021080904755,0.011360680024390541,487.14870923262,0.7910180649219541,0.8863530799948474,1.1089792521753132
r146_full_state_counter_h088,r146_full_state,146,id06,2024-08-20,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",counter_h088,q2_route,7,1,0,1,-2.616700703188279e-06,1.1762308294115846e-08,5.94401777339135e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4921784420289855,1.1487463490143184,0.4759963768115942,0.9977355072463768,0.0615942028985507,0,0,0,1,0,0,0,0.6853828576558092,basis_q2_counter_a050,basis_q2_counter_a050__r146_full_state_counter_h088,0.5,0.62,0.015711517677710493,0.015711517677710493,-3.0082865840617696e-05,0.8231559912017526,0.09881098050964032,0.09289742191018603,0.09188362314704748,-0.16231873168139746,0.19084260001244951,0.19003747903394308,0.09895897686540203,2.077003402772091,0.7923071743821023,0.886291382197604,1.2585955699958675
r098_recovery_route_conflict_invert,r098_recovery_route,98,id04,2024-10-19,recovery_route,"Q1,S2,S3,S4",conflict_invert,conflict,4,1,0,1,-4.203011557423896e-06,5.916842737616223e-07,1.080316514862322e-06,1.0,1.0,1.0,0.7487428571428572,-0.0963236571428572,0.56,0.5486207771428572,0.5486207771428572,0.2111865942028985,0.5436796594368288,0.1123188405797101,0.7373188405797102,0.0638586956521739,0,0,0,0,0,0,1,0.5822608834956888,basis_conflict_a052,basis_conflict_a052__r098_recovery_route_conflict_invert,0.52,0.68,0.08868604865169963,0.08868604865169963,4.016747544578997e-06,0.6823282325615614,0.0009831041589165718,4.915520794582859e-05,4.7591015693818e-05,-0.0018293531621057597,0.011097941677425779,0.0110511220173386,0.011050350661731961,233.18914981084427,0.7581438139698344,0.8834957619477006,1.098202936982789
r078_s_stage_frontier_descent,r078_s_stage,78,id03,2024-10-06,s_stage,"S1,S2,S3,S4",frontier_descent,objective,4,1,0,1,-3.6110520926896893e-06,3.9460058405616834e-07,4.540702454215933e-07,1.0,1.0,1.0,0.4697142857142857,-0.0016505142857142,0.7331428571428571,0.4015159200000001,0.4015159200000001,0.3144701086956521,0.8410144451473142,0.2721920289855072,0.8054800724637681,0.1114130434782608,0,0,0,0,1,0,0,0.5405768770189068,basis_objective_a042,basis_objective_a042__r078_s_stage_frontier_descent,0.42,0.56,0.06770482659255975,0.06770482659255975,3.3893155347787703e-06,0.6732783549364179,0.00012304916725789432,6.152458362894716e-06,5.956677933836958e-06,-0.0011946966056098098,0.006405575309057712,0.006378551662029277,0.006399618631123875,1075.1798570172612,0.7727488402973413,0.8803116011851089,1.1005410559350657
r146_q3_s_stage_hybrid_route,r146_q3_s_stage,146,id06,2024-08-20,q3_s_stage,"Q3,S1,S2,S3,S4",hybrid_route,tail,5,1,0,1,-2.584063001168221e-06,7.202596444402532e-09,4.1771475629243015e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4257382246376812,1.049812054628568,0.4067028985507246,0.9026268115942028,0.056159420289855,0,0,0,1,0,0,0,0.590551600656397,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r146_q3_s_stage_hybrid_route,0.44,0.58,0.011391649056266316,0.011391649056266316,-2.143614433604236e-05,0.7875284570160654,0.059132047413850856,0.055262329544896426,0.054611932614664085,-0.10858120593357952,0.14041730000769082,0.13982491175698553,0.08580536739302673,2.5711834522919506,0.7839384349184256,0.8801777663274506,1.2475566684431845
r000_q3_s_stage_frontier_descent,r000_q3_s_stage,0,id01,2024-07-31,q3_s_stage,"Q3,S1,S2,S3,S4",frontier_descent,objective,5,2,0,2,-5.57773708590207e-06,1.3022090621324972e-06,2.578468888134575e-06,1.0,1.0,1.0,0.6109,-0.01864222857142855,0.534142857142857,0.47113109142857146,0.57472224,0.2420697463768116,0.5887938044026807,0.1304347826086956,0.8591485507246377,0.1019021739130434,0,0,0,1,0,0,1,0.6115219383766871,basis_objective_a042,basis_objective_a042__r000_q3_s_stage_frontier_descent,0.42,0.56,0.12704840178985488,0.16914794766955635,6.1608256595000344e-06,0.6701142255200598,0.0,0.0,0.0,-0.0025178167379819295,0.02340737815180399,0.02330862781408788,0.02340737815180399,23407378.15180399,0.8030265168707188,0.8743921061445317,1.1057630831032939
r078_s23_core_frontier_descent,r078_s23_core,78,id03,2024-10-06,s23_core,"S2,S3",frontier_descent,objective,2,1,0,1,-3.6110520926896893e-06,3.9460058405616834e-07,4.540702454215933e-07,1.0,1.0,1.0,0.4697142857142857,-0.0016505142857142,0.7331428571428571,0.4015159200000001,0.4015159200000001,0.1911096014492753,0.6377568775418198,0.1557971014492753,0.46875,0.1494565217391304,0,0,0,0,1,0,0,0.5294744313667328,basis_objective_a042,basis_objective_a042__r078_s23_core_frontier_descent,0.42,0.56,0.06770482659255975,0.06770482659255975,3.3893155347787703e-06,0.6572705891760383,0.00012304916725789432,6.152458362894716e-06,5.956677933836958e-06,-0.0011946966056098098,0.006405575309057712,0.006378551662029277,0.006399618631123875,1075.1798570172612,0.7610189862376714,0.8739094370732964,1.093735506536861
