candidate_id,spec_name,target_group,max_cells,max_rows,q2_cap,min_sources,min_families,min_action_gain,min_posterior_conflict,max_bad_same_rank,h079_mode,outside_h069,alpha,selected_cells,changed_cells_vs_h057,changed_rows_vs_h057,public_action_pred_delta_vs_h057,posterior_delta_vs_h057,responsibility_weighted_delta_vs_h057,max_positive_bad_cosine,mean_abs_prob_move_vs_h057,max_abs_prob_move_vs_h057,mean_source_count,mean_family_count,mean_source_action_delta,sum_source_action_delta,mean_source_posterior_delta,sum_source_posterior_delta,mean_conflict_score,mean_bad_same_rank,mean_bad_opp_rank,h079_cell_overlap,h079_row_overlap,outside_h069_cells,selected_subjects,selected_rows,target_templates,bad_cos_submission_h010_objectiv,bad_cos_submission_e216_maskfam_,bad_cos_submission_e323_5508f966,bad_cos_submission_jepa_latent_q,bad_cos_submission_jepa_latent_r,bad_cos_submission_lejepa_target,bad_cos_submission_ordinal_q_con,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,hash,action_rank,conflict_rank,responsibility_rank,bad_avoid_rank,scale_rank,h079_rank,h081_score,file,resolved_path
h081_top80_h079_tail_3ace5fca,top80_h079_tail,all,80,42,30,3,1,7e-05,0.003,0.8,row,False,1.0,16,16,15,-0.004365276228162552,9.854312511095771e-05,6.628184714244759e-05,0.0032831761928357314,0.0007453789701226524,0.09618954117190065,3.8125,1.1875,-0.0002814403166822625,-0.0045030450669162,0.01105693349630628,0.1769109359409005,0.41821500000000006,0.6069285714285715,0.20753571428571427,16,16,14,6,"4,12,60,69,80,82,86,94,100,122,158,164,172,177,200",Q2:7;S1:3;S2:3;S3:3,0.0010786891459900426,0.0009921970298469272,0.0012052639164686723,0.0032831761928357314,0.0012631846269015598,0.002453931837037022,0.0027517987376766175,0,7,0,3,3,3,0,3ace5fca,1.0,0.75,0.16666666666666666,0.3333333333333333,0.75,0.75,0.6666666666666666,submission_h081_top80_h079_tail_3ace5fca.csv,/Users/kbsoo/Downloads/cl2/hitl/h081_conflict_ridge_jepa/submission_h081_top80_h079_tail_3ace5fca.csv
h081_q2stage_conflict_c180_2062042e,q2stage_conflict_c180,q2stage,180,110,65,2,1,1.8e-05,0.002,0.84,any,False,0.95,16,16,15,-0.0038570453581873443,8.717942374316186e-05,5.899358162109001e-05,0.003283176192835729,0.000708620873068689,0.09137558564175352,3.8125,1.1875,-0.0002814403166822625,-0.0045030450669162,0.01105693349630628,0.1769109359409005,0.41821500000000006,0.6069285714285715,0.20753571428571427,16,16,14,6,"4,12,60,69,80,82,86,94,100,122,158,164,172,177,200",Q2:7;S1:3;S2:3;S3:3,0.0010786891459900424,0.0009921970298469268,0.0012052639164686723,0.003283176192835729,0.0012631846269015594,0.0024539318370370195,0.0027517987376766157,0,7,0,3,3,3,0,2062042e,0.8333333333333334,0.75,0.3333333333333333,0.5,0.75,0.75,0.6633333333333333,submission_h081_q2stage_conflict_c180_2062042e.csv,/Users/kbsoo/Downloads/cl2/hitl/h081_conflict_ridge_jepa/submission_h081_q2stage_conflict_c180_2062042e.csv
h081_top260_conflict_all_8fdc296f,top260_conflict_all,all,260,145,80,2,1,1.8e-05,0.0024,0.84,any,False,0.92,16,16,15,-0.0035665647966276453,8.068320770145064e-05,5.482259961141443e-05,0.003283176192835728,0.0006865263574607028,0.08848479905611145,3.8125,1.1875,-0.0002814403166822625,-0.0045030450669162,0.01105693349630628,0.1769109359409005,0.41821500000000006,0.6069285714285715,0.20753571428571427,16,16,14,6,"4,12,60,69,80,82,86,94,100,122,158,164,172,177,200",Q2:7;S1:3;S2:3;S3:3,0.0010786891459900424,0.0009921970298469264,0.0012052639164686714,0.003283176192835728,0.001263184626901559,0.0024539318370370203,0.0027517987376766153,0,7,0,3,3,3,0,8fdc296f,0.6666666666666666,0.75,0.5,0.6666666666666666,0.75,0.75,0.6599999999999999,submission_h081_top260_conflict_all_8fdc296f.csv,/Users/kbsoo/Downloads/cl2/hitl/h081_conflict_ridge_jepa/submission_h081_top260_conflict_all_8fdc296f.csv
h081_top340_conflict_all_e8f2b53a,top340_conflict_all,all,340,175,95,2,1,1.2e-05,0.0018,0.86,any,False,0.82,16,16,15,-0.002676861414264129,6.077786090272538e-05,4.201252512356237e-05,0.0032831761928357227,0.0006126773766187712,0.07888572842796282,3.8125,1.1875,-0.0002814403166822625,-0.0045030450669162,0.01105693349630628,0.1769109359409005,0.41821500000000006,0.6069285714285715,0.20753571428571427,16,16,14,6,"4,12,60,69,80,82,86,94,100,122,158,164,172,177,200",Q2:7;S1:3;S2:3;S3:3,0.0010786891459900402,0.000992197029846926,0.00120526391646867,0.0032831761928357227,0.0012631846269015557,0.0024539318370370156,0.00275179873767661,0,7,0,3,3,3,0,e8f2b53a,0.3333333333333333,0.75,0.8333333333333334,0.8333333333333334,0.75,0.75,0.6316666666666666,submission_h081_top340_conflict_all_e8f2b53a.csv,/Users/kbsoo/Downloads/cl2/hitl/h081_conflict_ridge_jepa/submission_h081_top340_conflict_all_e8f2b53a.csv
h081_outside_conflict_c260_c9c9f99a,outside_conflict_c260,all,260,150,75,2,1,1.2e-05,0.0016,0.84,any,True,0.9,14,14,14,-0.002776248384200035,6.538208664179123e-05,5.0170712414881044e-05,0.0030525741649998716,0.0005769503685719937,0.0865567213932536,3.857142857142857,1.2142857142857142,-0.00026643469206748575,-0.0037300856889448007,0.010849656750294914,0.1518951945041288,0.42781551020408176,0.6150612244897958,0.20938775510204083,14,14,14,6,"4,12,69,80,82,86,94,100,122,158,164,172,177,200",Q2:6;S1:3;S2:2;S3:3,0.0011581760314776318,0.0009131616588591132,0.0012940778951637804,0.0030525741649998716,0.0012802044238232836,0.002497408931533827,0.00262603457282043,0,6,0,3,2,3,0,c9c9f99a,0.5,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.545,submission_h081_outside_conflict_c260_c9c9f99a.csv,/Users/kbsoo/Downloads/cl2/hitl/h081_conflict_ridge_jepa/submission_h081_outside_conflict_c260_c9c9f99a.csv
h081_nonq2_conflict_c260_f9ffadd9,nonq2_conflict_c260,nonq2,260,150,0,2,1,1.2e-05,0.0016,0.86,any,False,0.88,9,9,9,-0.0017389863266725628,3.05403491771723e-05,3.1777863664932266e-05,0.0036309714215209342,0.0003260234845058273,0.07895720988538013,4.0,1.3333333333333333,-0.00028128040386954443,-0.0025315236348259,0.008718468289068033,0.0784662146016123,0.43440952380952386,0.6262222222222222,0.22514285714285714,9,9,8,4,"12,60,69,80,100,158,164,172,177",S1:3;S2:3;S3:3,0.0009877278456883998,0.0008612893059009002,0.0011574264466055262,0.0021792860152847733,0.00048336450773962613,0.0012784840198882092,0.0036309714215209342,0,0,0,3,3,3,0,f9ffadd9,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.33333333333333337,submission_h081_nonq2_conflict_c260_f9ffadd9.csv,/Users/kbsoo/Downloads/cl2/hitl/h081_conflict_ridge_jepa/submission_h081_nonq2_conflict_c260_f9ffadd9.csv
