candidate_id,family,k_rows,alpha,mode,target_rule,max_per_subject,max_abs_seed_distance,selected_rows,selected_row_count,changed_cells_vs_h057,changed_rows_vs_h057,q2_changed_vs_h057,posterior_delta_vs_h057,mean_h065_row_score,mean_h064_row_score,mean_phase_route_gain,pre_rows,post_rows,phase_balance,episode_near_rate,selected_subjects,h050_null_rows_selected,h062_overlap_rows,h063_overlap_rows,h064_overlap_rows,mean_targets_per_row,target_specificity,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,file,resolved_path,posterior_rank,h065_rank,context_rank,overlap_strength,size_score,family_penalty,h065_score
h065_phase_near_union_r24_phase_top3_a0p75_prob_cf7e6c90,phase_near_union,24,0.75,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159",24,72,24,0,-8.034480127177478e-05,0.9859633333333333,0.6626167021643766,0.008421464987156785,10,14,0.4166666666666667,1.0,10,0,14,21,24,3.0,0.75,0,0,10,0,24,14,24,submission_h065_phase_near_union_r24_phase_top3_a0p75_prob_cf7e6c90.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r24_phase_top3_a0p75_prob_cf7e6c90.csv,0.037037037037037035,0.8356481481481481,0.8356481481481481,0.8194444444444445,0.5333333333333333,0.0,0.6001666666666666
h065_phase_near_union_r39_phase_top4_a1p0_logit_3f2a2f90,phase_near_union,48,1.0,logit,phase_top4,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,156,39,0,-0.000159605992218012,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,4.0,1.0,24,0,15,0,39,39,39,submission_h065_phase_near_union_r39_phase_top4_a1p0_logit_3f2a2f90.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_top4_a1p0_logit_3f2a2f90.csv,0.7777777777777778,0.16898148148148148,0.16898148148148148,0.641025641025641,0.7666666666666666,0.0,0.5967749287749288
h065_phase_near_union_r39_phase_top4_a1p0_prob_3f2a2f90,phase_near_union,48,1.0,prob,phase_top4,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,156,39,0,-0.00015960599221801194,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,4.0,1.0,24,0,15,0,39,39,39,submission_h065_phase_near_union_r39_phase_top4_a1p0_prob_3f2a2f90.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_top4_a1p0_prob_3f2a2f90.csv,0.7731481481481481,0.16898148148148148,0.16898148148148148,0.641025641025641,0.7666666666666666,0.0,0.5957564102564102
h065_phase_h064_core_r25_phase_weighted_a0p75_logit_363830dd,phase_h064_core,36,0.75,logit,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92",25,150,25,0,-0.00012426324720347834,0.9802976,0.6592361665904783,0.008461544966243904,10,15,0.4,1.0,10,0,15,21,25,6.0,0.5,25,0,25,25,25,25,25,submission_h065_phase_h064_core_r25_phase_weighted_a0p75_logit_363830dd.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_h064_core_r25_phase_weighted_a0p75_logit_363830dd.csv,0.48842592592592593,0.6134259259259259,0.6134259259259259,0.8133333333333334,0.75,0.0,0.5930833333333334
h065_phase_h064_core_r25_phase_weighted_gainpos_a0p75_logit_363830dd,phase_h064_core,36,0.75,logit,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92",25,150,25,0,-0.00012426324720347834,0.9802976,0.6592361665904783,0.008461544966243904,10,15,0.4,1.0,10,0,15,21,25,6.0,0.5,25,0,25,25,25,25,25,submission_h065_phase_h064_core_r25_phase_weighted_gainpos_a0p75_logit_363830dd.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_h064_core_r25_phase_weighted_gainpos_a0p75_logit_363830dd.csv,0.48842592592592593,0.6134259259259259,0.6134259259259259,0.8133333333333334,0.75,0.0,0.5930833333333334
h065_phase_near_union_r39_phase_top4_a1p15_logit_68369e48,phase_near_union,48,1.15,logit,phase_top4,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,156,39,0,-0.00015630761512795723,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,4.0,1.0,24,0,15,0,39,39,39,submission_h065_phase_near_union_r39_phase_top4_a1p15_logit_68369e48.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_top4_a1p15_logit_68369e48.csv,0.7546296296296297,0.16898148148148148,0.16898148148148148,0.641025641025641,0.7666666666666666,0.0,0.5916823361823362
h065_phase_graph_near_r39_phase_weighted_gainpos_a1p15_logit_cea27183,phase_graph_near,48,1.15,logit,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,234,39,0,-0.00019502492565543538,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_graph_near_r39_phase_weighted_gainpos_a1p15_logit_cea27183.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_weighted_gainpos_a1p15_logit_cea27183.csv,0.9976851851851852,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.9833333333333333,0.0,0.5906930199430199
h065_phase_graph_near_r39_phase_weighted_a1p15_logit_cea27183,phase_graph_near,48,1.15,logit,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,234,39,0,-0.00019502492565543538,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_graph_near_r39_phase_weighted_a1p15_logit_cea27183.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_weighted_a1p15_logit_cea27183.csv,0.9976851851851852,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.9833333333333333,0.0,0.5906930199430199
h065_phase_near_union_r36_phase_weighted_gainpos_a0p75_logit_e1b1526c,phase_near_union,36,0.75,logit,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5",36,216,36,0,-0.0001624959809852329,0.8971933333333332,0.6197340113556433,0.007684510032744263,14,22,0.3888888888888889,1.0,10,0,17,30,25,6.0,0.5,36,0,36,36,36,36,36,submission_h065_phase_near_union_r36_phase_weighted_gainpos_a0p75_logit_e1b1526c.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r36_phase_weighted_gainpos_a0p75_logit_e1b1526c.csv,0.8032407407407407,0.3912037037037037,0.3912037037037037,0.6666666666666666,0.9333333333333333,0.0,0.5898981481481482
h065_phase_near_union_r36_phase_weighted_a0p75_logit_e1b1526c,phase_near_union,36,0.75,logit,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5",36,216,36,0,-0.0001624959809852329,0.8971933333333332,0.6197340113556433,0.007684510032744263,14,22,0.3888888888888889,1.0,10,0,17,30,25,6.0,0.5,36,0,36,36,36,36,36,submission_h065_phase_near_union_r36_phase_weighted_a0p75_logit_e1b1526c.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r36_phase_weighted_a0p75_logit_e1b1526c.csv,0.8032407407407407,0.3912037037037037,0.3912037037037037,0.6666666666666666,0.9333333333333333,0.0,0.5898981481481482
h065_phase_graph_near_r39_phase_weighted_gainpos_a1p15_prob_2410c5d4,phase_graph_near,48,1.15,prob,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,234,39,0,-0.0001943030766646279,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_graph_near_r39_phase_weighted_gainpos_a1p15_prob_2410c5d4.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_weighted_gainpos_a1p15_prob_2410c5d4.csv,0.9884259259259259,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.9833333333333333,0.0,0.5886559829059829
h065_phase_graph_near_r39_phase_weighted_a1p15_prob_2410c5d4,phase_graph_near,48,1.15,prob,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,234,39,0,-0.0001943030766646279,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_graph_near_r39_phase_weighted_a1p15_prob_2410c5d4.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_weighted_a1p15_prob_2410c5d4.csv,0.9884259259259259,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.9833333333333333,0.0,0.5886559829059829
h065_phase_near_union_r39_phase_top4_a1p15_prob_61170291,phase_near_union,48,1.15,prob,phase_top4,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,156,39,0,-0.00015219662403767847,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,4.0,1.0,24,0,15,0,39,39,39,submission_h065_phase_near_union_r39_phase_top4_a1p15_prob_61170291.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_top4_a1p15_prob_61170291.csv,0.7222222222222222,0.16898148148148148,0.16898148148148148,0.641025641025641,0.7666666666666666,0.0,0.5845527065527066
h065_phase_h064_core_r25_phase_weighted_gainpos_a0p75_prob_e5339afa,phase_h064_core,36,0.75,prob,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92",25,150,25,0,-0.00012121762859647342,0.9802976,0.6592361665904783,0.008461544966243904,10,15,0.4,1.0,10,0,15,21,25,6.0,0.5,25,0,25,25,25,25,25,submission_h065_phase_h064_core_r25_phase_weighted_gainpos_a0p75_prob_e5339afa.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_h064_core_r25_phase_weighted_gainpos_a0p75_prob_e5339afa.csv,0.44675925925925924,0.6134259259259259,0.6134259259259259,0.8133333333333334,0.75,0.0,0.5839166666666666
h065_phase_h064_core_r25_phase_weighted_a0p75_prob_e5339afa,phase_h064_core,36,0.75,prob,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92",25,150,25,0,-0.00012121762859647342,0.9802976,0.6592361665904783,0.008461544966243904,10,15,0.4,1.0,10,0,15,21,25,6.0,0.5,25,0,25,25,25,25,25,submission_h065_phase_h064_core_r25_phase_weighted_a0p75_prob_e5339afa.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_h064_core_r25_phase_weighted_a0p75_prob_e5339afa.csv,0.44675925925925924,0.6134259259259259,0.6134259259259259,0.8133333333333334,0.75,0.0,0.5839166666666666
h065_phase_graph_near_r39_phase_weighted_gainpos_a1p0_logit_7a0afd5d,phase_graph_near,48,1.0,logit,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,234,39,0,-0.0001909436787262331,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_graph_near_r39_phase_weighted_gainpos_a1p0_logit_7a0afd5d.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_weighted_gainpos_a1p0_logit_7a0afd5d.csv,0.9606481481481481,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.9833333333333333,0.0,0.5825448717948718
h065_phase_graph_near_r39_phase_weighted_a1p0_logit_7a0afd5d,phase_graph_near,48,1.0,logit,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,234,39,0,-0.0001909436787262331,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_graph_near_r39_phase_weighted_a1p0_logit_7a0afd5d.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_weighted_a1p0_logit_7a0afd5d.csv,0.9606481481481481,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.9833333333333333,0.0,0.5825448717948718
h065_phase_near_union_r36_phase_weighted_a0p75_prob_1299e33d,phase_near_union,36,0.75,prob,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5",36,216,36,0,-0.00015910834620504703,0.8971933333333332,0.6197340113556433,0.007684510032744263,14,22,0.3888888888888889,1.0,10,0,17,30,25,6.0,0.5,36,0,36,36,36,36,36,submission_h065_phase_near_union_r36_phase_weighted_a0p75_prob_1299e33d.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r36_phase_weighted_a0p75_prob_1299e33d.csv,0.7662037037037037,0.3912037037037037,0.3912037037037037,0.6666666666666666,0.9333333333333333,0.0,0.58175
h065_phase_near_union_r36_phase_weighted_gainpos_a0p75_prob_1299e33d,phase_near_union,36,0.75,prob,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5",36,216,36,0,-0.00015910834620504703,0.8971933333333332,0.6197340113556433,0.007684510032744263,14,22,0.3888888888888889,1.0,10,0,17,30,25,6.0,0.5,36,0,36,36,36,36,36,submission_h065_phase_near_union_r36_phase_weighted_gainpos_a0p75_prob_1299e33d.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r36_phase_weighted_gainpos_a0p75_prob_1299e33d.csv,0.7662037037037037,0.3912037037037037,0.3912037037037037,0.6666666666666666,0.9333333333333333,0.0,0.58175
h065_phase_graph_near_r39_phase_weighted_a1p0_prob_c7aac89e,phase_graph_near,48,1.0,prob,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,234,39,0,-0.00018999192103086844,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_graph_near_r39_phase_weighted_a1p0_prob_c7aac89e.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_weighted_a1p0_prob_c7aac89e.csv,0.9513888888888888,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.9833333333333333,0.0,0.5805078347578347
h065_phase_graph_near_r39_phase_weighted_gainpos_a1p0_prob_c7aac89e,phase_graph_near,48,1.0,prob,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,234,39,0,-0.00018999192103086844,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_graph_near_r39_phase_weighted_gainpos_a1p0_prob_c7aac89e.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_weighted_gainpos_a1p0_prob_c7aac89e.csv,0.9513888888888888,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.9833333333333333,0.0,0.5805078347578347
h065_phase_near_union_r39_phase_top4_a0p75_logit_cb833279,phase_near_union,48,0.75,logit,phase_top4,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,156,39,0,-0.00015024405069506073,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,4.0,1.0,24,0,15,0,39,39,39,submission_h065_phase_near_union_r39_phase_top4_a0p75_logit_cb833279.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_top4_a0p75_logit_cb833279.csv,0.7037037037037037,0.16898148148148148,0.16898148148148148,0.641025641025641,0.7666666666666666,0.0,0.5804786324786325
h065_phase_near_union_r39_phase_top4_a0p75_prob_4c9eca44,phase_near_union,48,0.75,prob,phase_top4,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,156,39,0,-0.0001479553314829914,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,4.0,1.0,24,0,15,0,39,39,39,submission_h065_phase_near_union_r39_phase_top4_a0p75_prob_4c9eca44.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_top4_a0p75_prob_4c9eca44.csv,0.6990740740740741,0.16898148148148148,0.16898148148148148,0.641025641025641,0.7666666666666666,0.0,0.579460113960114
h065_phase_graph_near_r36_phase_top3_a1p0_logit_78c53455,phase_graph_near,36,1.0,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107",36,108,36,0,-0.00012383483954673646,0.8999599999999999,0.6234957116706983,0.007728434191372045,14,22,0.3888888888888889,1.0,10,0,17,28,25,3.0,0.75,0,0,14,0,36,22,36,submission_h065_phase_graph_near_r36_phase_top3_a1p0_logit_78c53455.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r36_phase_top3_a1p0_logit_78c53455.csv,0.48148148148148145,0.5023148148148148,0.5023148148148148,0.6481481481481481,0.6333333333333333,0.0,0.5788148148148149
h065_phase_graph_near_r36_phase_top3_a1p0_prob_78c53455,phase_graph_near,36,1.0,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107",36,108,36,0,-0.0001238348395467363,0.8999599999999999,0.6234957116706983,0.007728434191372045,14,22,0.3888888888888889,1.0,10,0,17,28,25,3.0,0.75,0,0,14,0,36,22,36,submission_h065_phase_graph_near_r36_phase_top3_a1p0_prob_78c53455.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r36_phase_top3_a1p0_prob_78c53455.csv,0.47685185185185186,0.5023148148148148,0.5023148148148148,0.6481481481481481,0.6333333333333333,0.0,0.5777962962962964
h065_phase_graph_near_r36_phase_top3_a1p15_logit_fdf53c33,phase_graph_near,36,1.15,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107",36,108,36,0,-0.00012128649393235651,0.8999599999999999,0.6234957116706983,0.007728434191372045,14,22,0.3888888888888889,1.0,10,0,17,28,25,3.0,0.75,0,0,14,0,36,22,36,submission_h065_phase_graph_near_r36_phase_top3_a1p15_logit_fdf53c33.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r36_phase_top3_a1p15_logit_fdf53c33.csv,0.4537037037037037,0.5023148148148148,0.5023148148148148,0.6481481481481481,0.6333333333333333,0.0,0.5727037037037037
h065_phase_near_union_r39_phase_weighted_a1p15_logit_faf8699c,phase_near_union,48,1.15,logit,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,234,39,0,-0.00019297106383517944,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_near_union_r39_phase_weighted_a1p15_logit_faf8699c.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_weighted_a1p15_logit_faf8699c.csv,0.9791666666666666,0.16898148148148148,0.16898148148148148,0.641025641025641,0.9833333333333333,0.0,0.5584138176638177
h065_phase_near_union_r39_phase_weighted_gainpos_a1p15_logit_faf8699c,phase_near_union,48,1.15,logit,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,234,39,0,-0.00019297106383517944,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_near_union_r39_phase_weighted_gainpos_a1p15_logit_faf8699c.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_weighted_gainpos_a1p15_logit_faf8699c.csv,0.9791666666666666,0.16898148148148148,0.16898148148148148,0.641025641025641,0.9833333333333333,0.0,0.5584138176638177
h065_phase_graph_near_r39_phase_weighted_gainpos_a0p75_logit_4da4481c,phase_graph_near,48,0.75,logit,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,234,39,0,-0.00017064472375167067,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_graph_near_r39_phase_weighted_gainpos_a0p75_logit_4da4481c.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_weighted_gainpos_a0p75_logit_4da4481c.csv,0.8495370370370371,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.9833333333333333,0.0,0.5581004273504274
h065_phase_graph_near_r39_phase_weighted_a0p75_logit_4da4481c,phase_graph_near,48,0.75,logit,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,234,39,0,-0.00017064472375167067,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_graph_near_r39_phase_weighted_a0p75_logit_4da4481c.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_weighted_a0p75_logit_4da4481c.csv,0.8495370370370371,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.9833333333333333,0.0,0.5581004273504274
h065_phase_near_union_r39_phase_weighted_gainpos_a1p15_prob_8d6a6852,phase_near_union,48,1.15,prob,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,234,39,0,-0.00019224690381833035,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_near_union_r39_phase_weighted_gainpos_a1p15_prob_8d6a6852.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_weighted_gainpos_a1p15_prob_8d6a6852.csv,0.9699074074074074,0.16898148148148148,0.16898148148148148,0.641025641025641,0.9833333333333333,0.0,0.5563767806267806
h065_phase_near_union_r39_phase_weighted_a1p15_prob_8d6a6852,phase_near_union,48,1.15,prob,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,234,39,0,-0.00019224690381833035,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_near_union_r39_phase_weighted_a1p15_prob_8d6a6852.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_weighted_a1p15_prob_8d6a6852.csv,0.9699074074074074,0.16898148148148148,0.16898148148148148,0.641025641025641,0.9833333333333333,0.0,0.5563767806267806
h065_phase_graph_near_r36_phase_top3_a1p15_prob_15077b98,phase_graph_near,36,1.15,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107",36,108,36,0,-0.0001180826404496082,0.8999599999999999,0.6234957116706983,0.007728434191372045,14,22,0.3888888888888889,1.0,10,0,17,28,25,3.0,0.75,0,0,14,0,36,22,36,submission_h065_phase_graph_near_r36_phase_top3_a1p15_prob_15077b98.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r36_phase_top3_a1p15_prob_15077b98.csv,0.375,0.5023148148148148,0.5023148148148148,0.6481481481481481,0.6333333333333333,0.0,0.5553888888888889
