candidate_id,family,k_rows,alpha,mode,target_rule,max_per_subject,max_abs_seed_distance,selected_rows,selected_row_count,changed_cells_vs_h057,changed_rows_vs_h057,q2_changed_vs_h057,posterior_delta_vs_h057,mean_h065_row_score,mean_h064_row_score,mean_phase_route_gain,pre_rows,post_rows,phase_balance,episode_near_rate,selected_subjects,h050_null_rows_selected,h062_overlap_rows,h063_overlap_rows,h064_overlap_rows,mean_targets_per_row,target_specificity,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,file,resolved_path,posterior_rank,h065_rank,context_rank,overlap_strength,size_score,family_penalty,h065_score
h065_phase_graph_near_r39_phase_weighted_a0p75_prob_1260a6dc,phase_graph_near,48,0.75,prob,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,234,39,0,-0.00016734879676354246,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_graph_near_r39_phase_weighted_a0p75_prob_1260a6dc.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_weighted_a0p75_prob_1260a6dc.csv,0.8310185185185185,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.9833333333333333,0.0,0.5540263532763533
h065_phase_graph_near_r39_phase_weighted_gainpos_a0p75_prob_1260a6dc,phase_graph_near,48,0.75,prob,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,234,39,0,-0.00016734879676354246,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_graph_near_r39_phase_weighted_gainpos_a0p75_prob_1260a6dc.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_weighted_gainpos_a0p75_prob_1260a6dc.csv,0.8310185185185185,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.9833333333333333,0.0,0.5540263532763533
h065_phase_h064_core_r25_phase_top3_a1p0_logit_a7da803c,phase_h064_core,36,1.0,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92",25,75,25,0,-9.192743031264911e-05,0.9802976,0.6592361665904783,0.008461544966243904,10,15,0.4,1.0,10,0,15,21,25,3.0,0.75,0,0,10,0,25,15,25,submission_h065_phase_h064_core_r25_phase_top3_a1p0_logit_a7da803c.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_h064_core_r25_phase_top3_a1p0_logit_a7da803c.csv,0.14814814814814814,0.6134259259259259,0.6134259259259259,0.8133333333333334,0.5416666666666667,0.0,0.5515555555555556
h065_phase_h064_core_r25_phase_top3_a1p0_prob_a7da803c,phase_h064_core,36,1.0,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92",25,75,25,0,-9.192743031264896e-05,0.9802976,0.6592361665904783,0.008461544966243904,10,15,0.4,1.0,10,0,15,21,25,3.0,0.75,0,0,10,0,25,15,25,submission_h065_phase_h064_core_r25_phase_top3_a1p0_prob_a7da803c.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_h064_core_r25_phase_top3_a1p0_prob_a7da803c.csv,0.14351851851851852,0.6134259259259259,0.6134259259259259,0.8133333333333334,0.5416666666666667,0.0,0.550537037037037
h065_phase_graph_near_r36_phase_top3_a0p75_logit_abdf39af,phase_graph_near,36,0.75,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107",36,108,36,0,-0.00011659256826866929,0.8999599999999999,0.6234957116706983,0.007728434191372045,14,22,0.3888888888888889,1.0,10,0,17,28,25,3.0,0.75,0,0,14,0,36,22,36,submission_h065_phase_graph_near_r36_phase_top3_a0p75_logit_abdf39af.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r36_phase_top3_a0p75_logit_abdf39af.csv,0.35185185185185186,0.5023148148148148,0.5023148148148148,0.6481481481481481,0.6333333333333333,0.0,0.5502962962962964
h065_phase_near_union_r39_phase_weighted_gainpos_a1p0_logit_8c2855c8,phase_near_union,48,1.0,logit,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,234,39,0,-0.00018873366032105428,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_near_union_r39_phase_weighted_gainpos_a1p0_logit_8c2855c8.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_weighted_gainpos_a1p0_logit_8c2855c8.csv,0.9421296296296297,0.16898148148148148,0.16898148148148148,0.641025641025641,0.9833333333333333,0.0,0.5502656695156696
h065_phase_near_union_r39_phase_weighted_a1p0_logit_8c2855c8,phase_near_union,48,1.0,logit,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,234,39,0,-0.00018873366032105428,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_near_union_r39_phase_weighted_a1p0_logit_8c2855c8.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_weighted_a1p0_logit_8c2855c8.csv,0.9421296296296297,0.16898148148148148,0.16898148148148148,0.641025641025641,0.9833333333333333,0.0,0.5502656695156696
h065_phase_h064_core_r25_phase_top3_a1p15_logit_6105ff48,phase_h064_core,36,1.15,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92",25,75,25,0,-9.007761448975977e-05,0.9802976,0.6592361665904783,0.008461544966243904,10,15,0.4,1.0,10,0,15,21,25,3.0,0.75,0,0,10,0,25,15,25,submission_h065_phase_h064_core_r25_phase_top3_a1p15_logit_6105ff48.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_h064_core_r25_phase_top3_a1p15_logit_6105ff48.csv,0.13425925925925927,0.6134259259259259,0.6134259259259259,0.8133333333333334,0.5416666666666667,0.0,0.5485
h065_phase_near_union_r39_phase_weighted_a1p0_prob_3375cca6,phase_near_union,48,1.0,prob,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,234,39,0,-0.00018777708891717758,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_near_union_r39_phase_weighted_a1p0_prob_3375cca6.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_weighted_a1p0_prob_3375cca6.csv,0.9328703703703703,0.16898148148148148,0.16898148148148148,0.641025641025641,0.9833333333333333,0.0,0.5482286324786325
h065_phase_near_union_r39_phase_weighted_gainpos_a1p0_prob_3375cca6,phase_near_union,48,1.0,prob,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,234,39,0,-0.00018777708891717758,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_near_union_r39_phase_weighted_gainpos_a1p0_prob_3375cca6.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_weighted_gainpos_a1p0_prob_3375cca6.csv,0.9328703703703703,0.16898148148148148,0.16898148148148148,0.641025641025641,0.9833333333333333,0.0,0.5482286324786325
h065_phase_near_union_r36_phase_top3_a1p0_logit_3230ea05,phase_near_union,36,1.0,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5",36,108,36,0,-0.00012219940359094243,0.8971933333333332,0.6197340113556433,0.007684510032744263,14,22,0.3888888888888889,1.0,10,0,17,30,25,3.0,0.75,0,0,14,0,36,22,36,submission_h065_phase_near_union_r36_phase_top3_a1p0_logit_3230ea05.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r36_phase_top3_a1p0_logit_3230ea05.csv,0.46296296296296297,0.3912037037037037,0.3912037037037037,0.6666666666666666,0.6333333333333333,0.0,0.5410370370370371
h065_phase_h064_core_r25_phase_top3_a1p15_prob_953539a9,phase_h064_core,36,1.15,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92",25,75,25,0,-8.695134204206458e-05,0.9802976,0.6592361665904783,0.008461544966243904,10,15,0.4,1.0,10,0,15,21,25,3.0,0.75,0,0,10,0,25,15,25,submission_h065_phase_h064_core_r25_phase_top3_a1p15_prob_953539a9.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_h064_core_r25_phase_top3_a1p15_prob_953539a9.csv,0.09722222222222222,0.6134259259259259,0.6134259259259259,0.8133333333333334,0.5416666666666667,0.0,0.5403518518518519
h065_phase_near_union_r36_phase_top3_a1p0_prob_3230ea05,phase_near_union,36,1.0,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5",36,108,36,0,-0.00012219940359094227,0.8971933333333332,0.6197340113556433,0.007684510032744263,14,22,0.3888888888888889,1.0,10,0,17,30,25,3.0,0.75,0,0,14,0,36,22,36,submission_h065_phase_near_union_r36_phase_top3_a1p0_prob_3230ea05.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r36_phase_top3_a1p0_prob_3230ea05.csv,0.4583333333333333,0.3912037037037037,0.3912037037037037,0.6666666666666666,0.6333333333333333,0.0,0.5400185185185186
h065_phase_h064_core_r25_phase_top3_a0p75_logit_a2af81ba,phase_h064_core,36,0.75,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92",25,75,25,0,-8.664272190598294e-05,0.9802976,0.6592361665904783,0.008461544966243904,10,15,0.4,1.0,10,0,15,21,25,3.0,0.75,0,0,10,0,25,15,25,submission_h065_phase_h064_core_r25_phase_top3_a0p75_logit_a2af81ba.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_h064_core_r25_phase_top3_a0p75_logit_a2af81ba.csv,0.09259259259259259,0.6134259259259259,0.6134259259259259,0.8133333333333334,0.5416666666666667,0.0,0.5393333333333333
h065_phase_graph_near_r36_phase_top3_a0p75_prob_d66cebb7,phase_graph_near,36,0.75,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107",36,108,36,0,-0.00011474207594696758,0.8999599999999999,0.6234957116706983,0.007728434191372045,14,22,0.3888888888888889,1.0,10,0,17,28,25,3.0,0.75,0,0,14,0,36,22,36,submission_h065_phase_graph_near_r36_phase_top3_a0p75_prob_d66cebb7.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r36_phase_top3_a0p75_prob_d66cebb7.csv,0.2962962962962963,0.5023148148148148,0.5023148148148148,0.6481481481481481,0.6333333333333333,0.0,0.5380740740740741
h065_phase_h064_core_r25_phase_top3_a0p75_prob_8d918305,phase_h064_core,36,0.75,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92",25,75,25,0,-8.49113386116548e-05,0.9802976,0.6592361665904783,0.008461544966243904,10,15,0.4,1.0,10,0,15,21,25,3.0,0.75,0,0,10,0,25,15,25,submission_h065_phase_h064_core_r25_phase_top3_a0p75_prob_8d918305.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_h064_core_r25_phase_top3_a0p75_prob_8d918305.csv,0.07407407407407407,0.6134259259259259,0.6134259259259259,0.8133333333333334,0.5416666666666667,0.0,0.5352592592592593
h065_phase_near_union_r36_phase_top3_a1p15_logit_7b5fb4f5,phase_near_union,36,1.15,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5",36,108,36,0,-0.0001196889280525448,0.8971933333333332,0.6197340113556433,0.007684510032744263,14,22,0.3888888888888889,1.0,10,0,17,30,25,3.0,0.75,0,0,14,0,36,22,36,submission_h065_phase_near_union_r36_phase_top3_a1p15_logit_7b5fb4f5.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r36_phase_top3_a1p15_logit_7b5fb4f5.csv,0.42592592592592593,0.3912037037037037,0.3912037037037037,0.6666666666666666,0.6333333333333333,0.0,0.5328888888888889
h065_phase_near_union_r39_phase_weighted_a0p75_logit_a83c8d67,phase_near_union,48,0.75,logit,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,234,39,0,-0.0001684686023999385,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_near_union_r39_phase_weighted_a0p75_logit_a83c8d67.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_weighted_a0p75_logit_a83c8d67.csv,0.8402777777777778,0.16898148148148148,0.16898148148148148,0.641025641025641,0.9833333333333333,0.0,0.5278582621082621
h065_phase_near_union_r39_phase_weighted_gainpos_a0p75_logit_a83c8d67,phase_near_union,48,0.75,logit,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,234,39,0,-0.0001684686023999385,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_near_union_r39_phase_weighted_gainpos_a0p75_logit_a83c8d67.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_weighted_gainpos_a0p75_logit_a83c8d67.csv,0.8402777777777778,0.16898148148148148,0.16898148148148148,0.641025641025641,0.9833333333333333,0.0,0.5278582621082621
h065_phase_near_union_r39_phase_weighted_a0p75_prob_f42692b8,phase_near_union,48,0.75,prob,phase_weighted,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,234,39,0,-0.0001651321140734481,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_near_union_r39_phase_weighted_a0p75_prob_f42692b8.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_weighted_a0p75_prob_f42692b8.csv,0.8217592592592593,0.16898148148148148,0.16898148148148148,0.641025641025641,0.9833333333333333,0.0,0.523784188034188
h065_phase_near_union_r39_phase_weighted_gainpos_a0p75_prob_f42692b8,phase_near_union,48,0.75,prob,phase_weighted_gainpos,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,234,39,0,-0.0001651321140734481,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,6.0,0.5,39,0,39,39,39,39,39,submission_h065_phase_near_union_r39_phase_weighted_gainpos_a0p75_prob_f42692b8.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_weighted_gainpos_a0p75_prob_f42692b8.csv,0.8217592592592593,0.16898148148148148,0.16898148148148148,0.641025641025641,0.9833333333333333,0.0,0.523784188034188
h065_phase_near_union_r36_phase_top3_a1p15_prob_d2be29d9,phase_near_union,36,1.15,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5",36,108,36,0,-0.0001164819543306504,0.8971933333333332,0.6197340113556433,0.007684510032744263,14,22,0.3888888888888889,1.0,10,0,17,30,25,3.0,0.75,0,0,14,0,36,22,36,submission_h065_phase_near_union_r36_phase_top3_a1p15_prob_d2be29d9.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r36_phase_top3_a1p15_prob_d2be29d9.csv,0.3472222222222222,0.3912037037037037,0.3912037037037037,0.6666666666666666,0.6333333333333333,0.0,0.5155740740740741
h065_phase_graph_near_r39_phase_top3_a1p0_logit_0fa03a9a,phase_graph_near,48,1.0,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,117,39,0,-0.00013033498127686891,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,3.0,0.75,0,0,14,0,39,25,39,submission_h065_phase_graph_near_r39_phase_top3_a1p0_logit_0fa03a9a.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_top3_a1p0_logit_0fa03a9a.csv,0.5185185185185185,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.6583333333333333,0.0,0.5092763532763533
h065_phase_graph_near_r39_phase_top3_a1p0_prob_0fa03a9a,phase_graph_near,48,1.0,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,117,39,0,-0.00013033498127686875,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,3.0,0.75,0,0,14,0,39,25,39,submission_h065_phase_graph_near_r39_phase_top3_a1p0_prob_0fa03a9a.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_top3_a1p0_prob_0fa03a9a.csv,0.5138888888888888,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.6583333333333333,0.0,0.5082578347578348
h065_phase_graph_near_r39_phase_top3_a1p15_logit_86eebd45,phase_graph_near,48,1.15,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,117,39,0,-0.00012763791437952451,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,3.0,0.75,0,0,14,0,39,25,39,submission_h065_phase_graph_near_r39_phase_top3_a1p15_logit_86eebd45.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_top3_a1p15_logit_86eebd45.csv,0.5092592592592593,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.6583333333333333,0.0,0.5072393162393163
h065_phase_near_union_r36_phase_top3_a0p75_logit_b1043846,phase_near_union,36,0.75,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5",36,108,36,0,-0.00011506130186840168,0.8971933333333332,0.6197340113556433,0.007684510032744263,14,22,0.3888888888888889,1.0,10,0,17,30,25,3.0,0.75,0,0,14,0,36,22,36,submission_h065_phase_near_union_r36_phase_top3_a0p75_logit_b1043846.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r36_phase_top3_a0p75_logit_b1043846.csv,0.30092592592592593,0.3912037037037037,0.3912037037037037,0.6666666666666666,0.6333333333333333,0.0,0.5053888888888889
h065_phase_graph_near_r39_phase_top3_a1p15_prob_eda83b6f,phase_graph_near,48,1.15,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,117,39,0,-0.00012443979228460582,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,3.0,0.75,0,0,14,0,39,25,39,submission_h065_phase_graph_near_r39_phase_top3_a1p15_prob_eda83b6f.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_top3_a1p15_prob_eda83b6f.csv,0.49537037037037035,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.6583333333333333,0.0,0.5041837606837607
h065_phase_near_union_r36_phase_top3_a0p75_prob_3df3b217,phase_near_union,36,0.75,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5",36,108,36,0,-0.00011320495516932396,0.8971933333333332,0.6197340113556433,0.007684510032744263,14,22,0.3888888888888889,1.0,10,0,17,30,25,3.0,0.75,0,0,14,0,36,22,36,submission_h065_phase_near_union_r36_phase_top3_a0p75_prob_3df3b217.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r36_phase_top3_a0p75_prob_3df3b217.csv,0.28703703703703703,0.3912037037037037,0.3912037037037037,0.6666666666666666,0.6333333333333333,0.0,0.5023333333333333
h065_phase_graph_near_r39_phase_top3_a0p75_logit_765f7cb2,phase_graph_near,48,0.75,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,117,39,0,-0.00012268213629635884,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,3.0,0.75,0,0,14,0,39,25,39,submission_h065_phase_graph_near_r39_phase_top3_a0p75_logit_765f7cb2.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_top3_a0p75_logit_765f7cb2.csv,0.4675925925925926,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.6583333333333333,0.0,0.49807264957264963
h065_phase_graph_near_r39_phase_top3_a0p75_prob_54a7c32f,phase_graph_near,48,0.75,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,73,192,89,55,122,107,153,137,104",39,117,39,0,-0.00012084361317797001,0.8796943589743589,0.615467298756763,0.007458051255351973,14,25,0.358974358974359,1.0,10,0,17,28,25,3.0,0.75,0,0,14,0,39,25,39,submission_h065_phase_graph_near_r39_phase_top3_a0p75_prob_54a7c32f.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_graph_near_r39_phase_top3_a0p75_prob_54a7c32f.csv,0.4398148148148148,0.2800925925925926,0.2800925925925926,0.5982905982905983,0.6583333333333333,0.0,0.49196153846153845
h065_phase_near_union_r39_phase_top3_a1p0_logit_1c365df3,phase_near_union,48,1.0,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,117,39,0,-0.0001254402030980102,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,3.0,0.75,0,0,15,0,39,24,39,submission_h065_phase_near_union_r39_phase_top3_a1p0_logit_1c365df3.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_top3_a1p0_logit_1c365df3.csv,0.5046296296296297,0.16898148148148148,0.16898148148148148,0.641025641025641,0.6583333333333333,0.0,0.47801566951566954
h065_phase_near_union_r39_phase_top3_a1p0_prob_1c365df3,phase_near_union,48,1.0,prob,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,117,39,0,-0.00012544020309801008,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,3.0,0.75,0,0,15,0,39,24,39,submission_h065_phase_near_union_r39_phase_top3_a1p0_prob_1c365df3.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_top3_a1p0_prob_1c365df3.csv,0.5,0.16898148148148148,0.16898148148148148,0.641025641025641,0.6583333333333333,0.0,0.476997150997151
h065_phase_near_union_r39_phase_top3_a1p15_logit_30a38c16,phase_near_union,48,1.15,logit,phase_top3,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159,92,113,245,38,219,6,192,55,122,107,239,5,8,12,57",39,117,39,0,-0.00012285502858533178,0.8723897435897435,0.6072402750998451,0.007344897932075276,15,24,0.38461538461538464,1.0,10,0,17,33,25,3.0,0.75,0,0,15,0,39,24,39,submission_h065_phase_near_union_r39_phase_top3_a1p15_logit_30a38c16.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_near_union_r39_phase_top3_a1p15_logit_30a38c16.csv,0.4722222222222222,0.16898148148148148,0.16898148148148148,0.641025641025641,0.6583333333333333,0.0,0.47088603988603994
