candidate_id,family,k_rows,alpha,mode,target_rule,max_per_subject,max_abs_seed_distance,selected_rows,selected_row_count,changed_cells_vs_h057,changed_rows_vs_h057,q2_changed_vs_h057,posterior_delta_vs_h057,mean_h065_row_score,mean_h064_row_score,mean_phase_route_gain,pre_rows,post_rows,phase_balance,episode_near_rate,selected_subjects,h050_null_rows_selected,h062_overlap_rows,h063_overlap_rows,h064_overlap_rows,mean_targets_per_row,target_specificity,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,file,resolved_path,posterior_rank,h065_rank,context_rank,overlap_strength,size_score,family_penalty,h065_score,path,rows,keys_match,duplicate_keys,nan_cells,min_prob,max_prob,q2_changed_vs_h057_validation,upload_safe,root_uploadsafe_path,decision,worldview
h065_phase_h064_core_r24_phase_top4_a1p0_prob_75d5575d,phase_h064_core,24,1.0,prob,phase_top4,8,3,"138,205,236,99,195,147,132,71,214,140,133,53,244,145,54,162,75,222,2,62,142,154,124,159",24,96,24,0,-0.00011115849412673493,0.9859633333333333,0.6626167021643766,0.008421464987156785,10,14,0.4166666666666667,1.0,10,0,14,21,24,4.0,1.0,14,0,10,0,24,24,24,submission_h065_phase_h064_core_r24_phase_top4_a1p0_prob_75d5575d.csv,/Users/kbsoo/Downloads/cl2/hitl/h065_state_transition_phase_jepa/submission_h065_phase_h064_core_r24_phase_top4_a1p0_prob_75d5575d.csv,0.2777777777777778,0.8356481481481481,0.8356481481481481,0.8194444444444445,0.6,0.0,0.7084629629629631,/Users/kbsoo/Downloads/cl2/submission_h065_state_transition_phase_75d5575d_uploadsafe.csv,250,True,0,0,4.939277944527429e-06,0.999999,0,True,/Users/kbsoo/Downloads/cl2/submission_h065_state_transition_phase_75d5575d_uploadsafe.csv,promote_state_transition_phase_sensor,"H057 seed-neighbor rows are transition phases with phase-specific target routes, not copies of the seed full-vector state"
