n,mae,rmse,pred_min,pred_median,pred_max,target_min,target_median,target_max
4262,0.0009387872773329896,0.0011657574330657017,0.011126054958137422,0.01637922993011255,0.03254831580835735,0.0098117989617297,0.016231420030176698,0.0331738932994953
