decision,n_generated_candidates,selected_candidate_id,selected_file,selected_q_loss_delta_vs_h012,selected_route_mean_margin_pred,selected_pre_state_margin_vs_h012_pred,promoted_path
diagnostic_only_h012_basin_locked_no_swap_clears_stress,585,swap_support_count_drop_memory_conflict_to_add_no_h012_k7_a0.58,hitl/h035_basin_boundary_solver_jepa/submission_h035_swap_support_count_drop_memory_conflict_to_add_no_h012_k7_a0.58_63c6a3d9.csv,0.000512107957789185,0.01729233590999809,0.012214437268075029,
