decision,n_route_training_rows,n_generated_candidates,best_route_model,selected_candidate_id,selected_file,selected_route_mean_margin_pred,selected_pre_state_margin_vs_h012_pred,promoted_path
diagnostic_only_no_rowroute_action_clears_stress,4262,349,et_route,row_rollback_support_rollback_memory_conflict_changed_r1_a0.08,hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_memory_conflict_changed_r1_a0.08_4ef55026.csv,0.032224275202901206,-0.003998719141622531,
