file,resolved_path,candidate_id,family,op,row_score,target_mask,k_rows,alpha,changed_cells_vs_h012,changed_rows_vs_h012,max_abs_prob_vs_h012,mean_abs_prob_vs_h012,route_ridge_margin_pred,route_et_margin_pred,route_mean_margin_pred,touched_rows
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_joint_vector_all_r21_a0.28_5af02ea0.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_joint_vector_all_r21_a0.28_5af02ea0.csv,row_combo_route_rollback_add_joint_vector_all_r21_a0.28,row_combo_route,rollback_add,joint_vector,all,21,0.28,147,21,0.03775625707146435,0.0007407581917405595,0.03597841504795849,0.027477448566254503,0.031727931807106494,"249,65,162,219,244,66,64,198,158,223,247,235,138,150,106,12,146,16,173,114,63"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_lock_cost_high_changed_r34_a0.08_b9d6645d.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_lock_cost_high_changed_r34_a0.08_b9d6645d.csv,row_rollback_support_rollback_lock_cost_high_changed_r34_a0.08,row_rollback_support,rollback,lock_cost_high,changed,34,0.08,144,34,0.006957080018945738,0.00021403191757994236,0.03644086376505974,0.027049124741474674,0.03174499425326721,"178,157,204,202,208,126,6,120,86,96,80,220,165,11,156,205,33,169,89,2,7,216,67,243,49,154,217,201,3,240,100,166,152,218"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_joint_vector_all_r21_a0.16_e9824c5e.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_joint_vector_all_r21_a0.16_e9824c5e.csv,row_combo_route_rollback_add_joint_vector_all_r21_a0.16,row_combo_route,rollback_add,joint_vector,all,21,0.16,147,21,0.02159256359442774,0.000420370547613081,0.036049935448632,0.02744530455945644,0.03174762000404422,"249,65,162,219,244,66,64,198,158,223,247,235,138,150,106,12,146,16,173,114,63"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r3_a0.08_2ad1a667.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r3_a0.08_2ad1a667.csv,row_combo_route_rollback_add_neg_total_all_r3_a0.08,row_combo_route,rollback_add,neg_total,all,3,0.08,21,3,0.002886688572061258,1.5217650223940251e-05,0.03627296307904436,0.02724208601082022,0.03175752454493229,"176,234,32"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_memory_conflict_changed_r3_a0.16_daf6b483.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_memory_conflict_changed_r3_a0.16_daf6b483.csv,row_rollback_support_rollback_memory_conflict_changed_r3_a0.16,row_rollback_support,rollback,memory_conflict,changed,3,0.16,21,3,0.010600348653501679,3.974062445269115e-05,0.036545236010904134,0.02697290931024398,0.03175907266057405,"144,143,44"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_memory_conflict_all_r5_a0.18_1b6be93f.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_memory_conflict_all_r5_a0.18_1b6be93f.csv,row_whole_q_whole_q_memory_conflict_all_r5_a0.18,row_whole_q,whole_q,memory_conflict,all,5,0.18,35,5,0.0050142146721470215,3.522951802337543e-05,0.03630322750663938,0.027224284061117994,0.03176375578387869,"144,143,44,135,147"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_joint_vector_all_r13_a0.18_c20e1e0e.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_joint_vector_all_r13_a0.18_c20e1e0e.csv,row_whole_q_whole_q_joint_vector_all_r13_a0.18,row_whole_q,whole_q,joint_vector,all,13,0.18,91,13,0.010406039421253455,0.00014459389853339392,0.0364383751432156,0.027104953999635605,0.031771664571425606,"249,65,162,219,244,66,64,198,158,223,247,235,138"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_joint_vector_all_r13_a0.1_10bea9d3.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_joint_vector_all_r13_a0.1_10bea9d3.csv,row_whole_q_whole_q_joint_vector_all_r13_a0.1,row_whole_q,whole_q,joint_vector,all,13,0.1,91,13,0.005782483803955685,8.047043229509749e-05,0.03645570916622354,0.027098298824856912,0.031777003995540225,"249,65,162,219,244,66,64,198,158,223,247,235,138"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_rollback_relief_changed_r3_a0.16_7c9cc1fe.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_rollback_relief_changed_r3_a0.16_7c9cc1fe.csv,row_rollback_support_rollback_rollback_relief_changed_r3_a0.16,row_rollback_support,rollback,rollback_relief,changed,3,0.16,17,3,0.010376441238331813,3.697134373899593e-05,0.03636413602906424,0.027194679283177738,0.031779407656120987,"50,225,203"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_joint_vector_all_r13_a0.05_24b0971a.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_joint_vector_all_r13_a0.05_24b0971a.csv,row_whole_q_whole_q_joint_vector_all_r13_a0.05,row_whole_q,whole_q,joint_vector,all,13,0.05,91,13,0.0028915803309313426,4.0279387602923605e-05,0.0364666435354299,0.027094913398774113,0.031780778467102005,"249,65,162,219,244,66,64,198,158,223,247,235,138"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_memory_conflict_all_r5_a0.1_b0af2667.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_memory_conflict_all_r5_a0.1_b0af2667.csv,row_whole_q_whole_q_memory_conflict_all_r5_a0.1,row_whole_q,whole_q,memory_conflict,all,5,0.1,35,5,0.0027934988659449322,1.9647486925346377e-05,0.036350828888610534,0.027224284061117997,0.03178755647486427,"144,143,44,135,147"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r5_a0.08_c3c1edfb.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r5_a0.08_c3c1edfb.csv,row_combo_route_rollback_add_neg_total_all_r5_a0.08,row_combo_route,rollback_add,neg_total,all,5,0.08,35,5,0.003985566864430745,2.6637512542258766e-05,0.03630314691238462,0.02727422156863348,0.03178868424050905,"176,234,32,13,193"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_add_relief_outside_r2_a0.45_38d0d8cb.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_add_relief_outside_r2_a0.45_38d0d8cb.csv,row_add_complement_add_add_relief_outside_r2_a0.45,row_add_complement,add,add_relief,outside,2,0.45,4,2,0.004350375037744381,3.1554240849740138e-06,0.03632962771913133,0.027254758371354448,0.03179219304524289,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_rollback_relief_changed_r3_a0.08_f07dfef7.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_rollback_relief_changed_r3_a0.08_f07dfef7.csv,row_rollback_support_rollback_rollback_relief_changed_r3_a0.08,row_rollback_support,rollback,rollback_relief,changed,3,0.08,17,3,0.005118519855984438,1.8416968277606018e-05,0.03640454731337181,0.027227298063703515,0.03181592268853766,"50,225,203"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_public_row_subset_outside_r5_a0.28_cdf9d095.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_public_row_subset_outside_r5_a0.28_cdf9d095.csv,row_add_complement_add_public_row_subset_outside_r5_a0.28,row_add_complement,add,public_row_subset,outside,5,0.28,11,5,0.004854970383836643,1.47017898769602e-05,0.036306438392622285,0.02734456161517244,0.03182550000389736,"188,140,205,43,70"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_public_row_subset_outside_r5_a0.45_090f1dd1.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_public_row_subset_outside_r5_a0.45_090f1dd1.csv,row_add_complement_add_public_row_subset_outside_r5_a0.45,row_add_complement,add,public_row_subset,outside,5,0.45,11,5,0.00779378161811739,2.3619839323361537e-05,0.03628667663612321,0.027364600613928928,0.03182563862502607,"188,140,205,43,70"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_public_row_subset_outside_r5_a0.08_062e6144.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_public_row_subset_outside_r5_a0.08_062e6144.csv,row_add_complement_add_public_row_subset_outside_r5_a0.08,row_add_complement,add,public_row_subset,outside,5,0.08,11,5,0.0013889457491768065,4.202133696633057e-06,0.036329745845597325,0.027322261552141795,0.03182600369886956,"188,140,205,43,70"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_memory_conflict_all_r5_a0.05_b9622603.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_memory_conflict_all_r5_a0.05_b9622603.csv,row_whole_q_whole_q_memory_conflict_all_r5_a0.05,row_whole_q,whole_q,memory_conflict,all,5,0.05,35,5,0.0013991896451702734,9.847950793245733e-06,0.03638062040540874,0.0272786257223832,0.031829623063895966,"144,143,44,135,147"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_public_row_subset_outside_r5_a0.16_c13b6ef2.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_public_row_subset_outside_r5_a0.16_c13b6ef2.csv,row_add_complement_add_public_row_subset_outside_r5_a0.16,row_add_complement,add,public_row_subset,outside,5,0.16,11,5,0.002776452703457166,8.402984811723461e-06,0.03632041533110632,0.02734284921840296,0.03183163227475464,"188,140,205,43,70"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_memory_conflict_changed_r2_a0.16_cd409853.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_memory_conflict_changed_r2_a0.16_cd409853.csv,row_rollback_support_rollback_memory_conflict_changed_r2_a0.16,row_rollback_support,rollback,memory_conflict,changed,2,0.16,14,2,0.010600348653501679,2.643608562594626e-05,0.03672972725211622,0.0269802477493843,0.03185498750075026,"144,143"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r2_a0.28_b3facf6a.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r2_a0.28_b3facf6a.csv,row_combo_route_rollback_add_neg_total_all_r2_a0.28,row_combo_route,rollback_add,neg_total,all,2,0.28,14,2,0.010114830263370844,3.9718277926277277e-05,0.03638016242988184,0.027336363220681947,0.0318582628252819,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_add_relief_outside_r2_a0.28_d4b4d3a0.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_add_relief_outside_r2_a0.28_d4b4d3a0.csv,row_add_complement_add_add_relief_outside_r2_a0.28,row_add_complement,add,add_relief,outside,2,0.28,4,2,0.002706369934375008,1.9633205999741563e-06,0.036466491903985286,0.027254758371354448,0.031860625137669865,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_joint_vector_outside_r21_a0.45_d9212d9e.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_joint_vector_outside_r21_a0.45_d9212d9e.csv,row_add_complement_add_joint_vector_outside_r21_a0.45,row_add_complement,add,joint_vector,outside,21,0.45,37,18,0.007732877436344543,7.603731579950947e-05,0.036284486773872374,0.027440317471086183,0.031862402122479275,"249,65,162,219,244,66,64,198,158,223,247,235,138,150,106,12,146,16,173,114,63"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_add_relief_all_r2_a0.18_9d9d0f6b.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_add_relief_all_r2_a0.18_9d9d0f6b.csv,row_whole_q_whole_q_add_relief_all_r2_a0.18,row_whole_q,whole_q,add_relief,all,2,0.18,14,2,0.0027808507210732025,1.1585406846919095e-05,0.036472170235214096,0.02725475837135445,0.031863464303284274,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_rollback_relief_changed_r2_a0.45_0f5f73d6.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_rollback_relief_changed_r2_a0.45_0f5f73d6.csv,row_rollback_support_rollback_rollback_relief_changed_r2_a0.45,row_rollback_support,rollback,rollback_relief,changed,2,0.45,10,2,0.016761618934862277,5.743115140523907e-05,0.036639092716818394,0.027114037525126443,0.03187656512097242,"50,225"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_memory_conflict_changed_r3_a0.08_76e51653.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_memory_conflict_changed_r3_a0.08_76e51653.csv,row_rollback_support_rollback_memory_conflict_changed_r3_a0.08,row_rollback_support,rollback,memory_conflict,changed,3,0.08,21,3,0.0052665650104424255,1.9589509075853194e-05,0.036677543503974806,0.027084805922023378,0.03188117471299909,"144,143,44"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r2_a0.16_016cf437.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r2_a0.16_016cf437.csv,row_combo_route_rollback_add_neg_total_all_r2_a0.16,row_combo_route,rollback_add,neg_total,all,2,0.16,14,2,0.005776083426064893,2.264060476702185e-05,0.036478987597041004,0.027289233696583027,0.031884110646812014,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_add_relief_all_r2_a0.1_2d9261ab.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_add_relief_all_r2_a0.1_2d9261ab.csv,row_whole_q_whole_q_add_relief_all_r2_a0.1,row_whole_q,whole_q,add_relief,all,2,0.1,14,2,0.0015452606102279165,6.44043715990396e-06,0.03654196162132536,0.027254586979444516,0.031898274300384936,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r2_a0.08_2007c8f8.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r2_a0.08_2007c8f8.csv,row_combo_route_rollback_add_neg_total_all_r2_a0.08,row_combo_route,rollback_add,neg_total,all,2,0.08,14,2,0.002886688572061258,1.1302000266025728e-05,0.03654493762783694,0.027257872481321062,0.031901405054579,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_add_relief_outside_r2_a0.16_c1707f40.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_add_relief_outside_r2_a0.16_c1707f40.csv,row_add_complement_add_add_relief_outside_r2_a0.16,row_add_complement,add,add_relief,outside,2,0.16,4,2,0.0015462766043564669,1.1218717254668814e-06,0.036563102603287795,0.027254758371354448,0.03190893048732112,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_add_relief_outside_r1_a0.45_2ac8c74f.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_add_relief_outside_r1_a0.45_2ac8c74f.csv,row_add_complement_add_add_relief_outside_r1_a0.45,row_add_complement,add,add_relief,outside,1,0.45,3,1,0.004350375037744381,3.0977824818584515e-06,0.036551659924282706,0.027270177819076435,0.03191091887167957,176
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_add_relief_all_r2_a0.05_0f0a3013.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_whole_q_whole_q_add_relief_all_r2_a0.05_0f0a3013.csv,row_whole_q_whole_q_add_relief_all_r2_a0.05,row_whole_q,whole_q,add_relief,all,2,0.05,14,2,0.0007727360771652148,3.2215038392813573e-06,0.036585585971272344,0.027254586979444512,0.031920086475358427,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_neg_total_changed_r2_a0.08_688dff47.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_neg_total_changed_r2_a0.08_688dff47.csv,row_rollback_support_rollback_neg_total_changed_r2_a0.08,row_rollback_support,rollback,neg_total,changed,2,0.08,10,2,0.002886688572061258,1.0741073868154404e-05,0.036607816618824604,0.02725313735032208,0.03193047698457334,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r1_a0.28_abff88df.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r1_a0.28_abff88df.csv,row_combo_route_rollback_add_neg_total_all_r1_a0.28,row_combo_route,rollback_add,neg_total,all,1,0.28,7,1,0.009639980871987475,2.1384898023088628e-05,0.03660921522308041,0.02725198313371937,0.03193059917839989,176
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_rollback_relief_changed_r2_a0.28_e1a706dd.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_rollback_relief_changed_r2_a0.28_e1a706dd.csv,row_rollback_support_rollback_rollback_relief_changed_r2_a0.28,row_rollback_support,rollback,rollback_relief,changed,2,0.28,10,2,0.01034916029242361,3.551377981815267e-05,0.0366873247989576,0.027193275177202422,0.03194029998808001,"50,225"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_add_relief_outside_r2_a0.08_7e30f4cd.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_add_relief_outside_r2_a0.08_7e30f4cd.csv,row_add_complement_add_add_relief_outside_r2_a0.08,row_add_complement,add,add_relief,outside,2,0.08,4,2,0.0007730632667354298,5.609263978822047e-07,0.036627510036343826,0.027254586979444512,0.03194104850789417,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_lock_cost_high_changed_r21_a0.45_d1f9d4f1.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_lock_cost_high_changed_r21_a0.45_d1f9d4f1.csv,row_rollback_support_rollback_lock_cost_high_changed_r21_a0.45,row_rollback_support,rollback,lock_cost_high,changed,21,0.45,81,21,0.04235153588543006,0.0006890443228521997,0.036882743386445205,0.02700237306419282,0.03194255822531901,"178,157,204,202,208,126,6,120,86,96,80,220,165,11,156,205,33,169,89,2,7"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_neg_total_changed_r2_a0.16_dff9f94c.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_neg_total_changed_r2_a0.16_dff9f94c.csv,row_rollback_support_rollback_neg_total_changed_r2_a0.16,row_rollback_support,rollback,neg_total,changed,2,0.16,10,2,0.005776083426064893,2.151873304156585e-05,0.03660451154044381,0.027284327173674107,0.031944419357058954,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_memory_conflict_outside_r13_a0.08_e89942b7.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_memory_conflict_outside_r13_a0.08_e89942b7.csv,row_add_complement_add_memory_conflict_outside_r13_a0.08,row_add_complement,add,memory_conflict,outside,13,0.08,9,8,0.0005261984530217645,1.674969609311096e-06,0.036551078402598525,0.02734802937412891,0.03194955388836372,"144,143,44,135,147,148,150,128,233,208,142,1,124"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_neg_total_changed_r2_a0.45_c0892b5f.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_neg_total_changed_r2_a0.45_c0892b5f.csv,row_rollback_support_rollback_neg_total_changed_r2_a0.45,row_rollback_support,rollback,neg_total,changed,2,0.45,10,2,0.016269804759376283,6.090265216398184e-05,0.0365929787156568,0.027318610752490445,0.031955794734073624,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_memory_conflict_outside_r13_a0.16_180c8f87.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_memory_conflict_outside_r13_a0.16_180c8f87.csv,row_add_complement_add_memory_conflict_outside_r13_a0.16,row_add_complement,add,memory_conflict,outside,13,0.16,9,8,0.001052090943015005,3.34977924216657e-06,0.03656394914651763,0.027348029374128904,0.03195598926032327,"144,143,44,135,147,148,150,128,233,208,142,1,124"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_joint_vector_outside_r34_a0.45_74f881f8.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_joint_vector_outside_r34_a0.45_74f881f8.csv,row_add_complement_add_joint_vector_outside_r34_a0.45,row_add_complement,add,joint_vector,outside,34,0.45,67,31,0.007732877436344543,0.000151688042110828,0.0364528763881217,0.02747402758964282,0.03196345198888226,"249,65,162,219,244,66,64,198,158,223,247,235,138,150,106,12,146,16,173,114,63,58,156,121,226,76,18,229,195,128,77,248,84,104"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_neg_total_changed_r2_a0.28_42c27366.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_neg_total_changed_r2_a0.28_42c27366.csv,row_rollback_support_rollback_neg_total_changed_r2_a0.28,row_rollback_support,rollback,neg_total,changed,2,0.28,10,2,0.010114830263370844,3.7754957326314004e-05,0.036599652728605575,0.027331456697773038,0.031965554713189306,"176,234"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_add_relief_outside_r1_a0.28_8324dd84.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_add_relief_outside_r1_a0.28_8324dd84.csv,row_add_complement_add_add_relief_outside_r1_a0.28,row_add_complement,add,add_relief,outside,1,0.28,3,1,0.002706369934375008,1.9274547259839585e-06,0.03666115999614039,0.02727017781907643,0.03196566890760841,176
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_memory_conflict_outside_r13_a0.28_a92f889f.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_memory_conflict_outside_r13_a0.28_a92f889f.csv,row_add_complement_add_memory_conflict_outside_r13_a0.28,row_add_complement,add,memory_conflict,outside,13,0.28,9,8,0.0018403536612911497,5.861690904010596e-06,0.036583258771231655,0.027356069761883987,0.03196966426655782,"144,143,44,135,147,148,150,128,233,208,142,1,124"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_memory_conflict_changed_r1_a0.45_d5d4526b.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_memory_conflict_changed_r1_a0.45_d5d4526b.csv,row_rollback_support_rollback_memory_conflict_changed_r1_a0.45,row_rollback_support,rollback,memory_conflict,changed,1,0.45,7,1,0.021461383111329835,3.402112191959733e-05,0.03698731260769815,0.026957687377226553,0.03197249999246235,144
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_rollback_relief_changed_r2_a0.16_eb663b2b.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_rollback_relief_changed_r2_a0.16_eb663b2b.csv,row_rollback_support_rollback_rollback_relief_changed_r2_a0.16,row_rollback_support,rollback,rollback_relief,changed,2,0.16,10,2,0.005881209970381884,2.0204329704207697e-05,0.036721399232484186,0.027225782996428548,0.03197359111445637,"50,225"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_memory_conflict_changed_r2_a0.08_cceecb91.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_memory_conflict_changed_r2_a0.08_cceecb91.csv,row_rollback_support_rollback_memory_conflict_changed_r2_a0.08,row_rollback_support,rollback,memory_conflict,changed,2,0.08,14,2,0.0052665650104424255,1.3004032474579605e-05,0.03684787863268463,0.027102236854864726,0.031975057743774675,"144,143"
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_neg_total_changed_r1_a0.45_90cc463c.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_rollback_support_rollback_neg_total_changed_r1_a0.45_90cc463c.csv,row_rollback_support_rollback_neg_total_changed_r1_a0.45,row_rollback_support,rollback,neg_total,changed,1,0.45,4,1,0.015529938055708015,3.151302643911394e-05,0.03672352325391304,0.027227138441228187,0.031975330847570614,176
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r1_a0.16_64952e8b.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_combo_route_rollback_add_neg_total_all_r1_a0.16_64952e8b.csv,row_combo_route_rollback_add_neg_total_all_r1_a0.16,row_combo_route,rollback_add,neg_total,all,1,0.16,7,1,0.00550804266532634,1.2160364854574533e-05,0.036709046779604765,0.027247748989571184,0.03197839788458798,176
hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_joint_vector_outside_r21_a0.28_588738ba.csv,/Users/kbsoo/Downloads/cl2/hitl/h034_rowvector_route_translator_jepa/submission_h034_row_add_complement_add_joint_vector_outside_r21_a0.28_588738ba.csv,row_add_complement_add_joint_vector_outside_r21_a0.28,row_add_complement,add,joint_vector,outside,21,0.28,37,18,0.004805986682733687,4.730560557079977e-05,0.03653070737495838,0.027426848777133032,0.031978778076045704,"249,65,162,219,244,66,64,198,158,223,247,235,138,150,106,12,146,16,173,114,63"
