fold,source,latent,feature_view,c,blend,target,loss
1,previous_combo__absolute__c0.03_b0.05,previous_combo,absolute,0.03,0.05,Q1,0.664707822307202
1,previous_combo__absolute__c0.03_b0.05,previous_combo,absolute,0.03,0.05,Q2,0.7314777197236916
1,previous_combo__absolute__c0.03_b0.05,previous_combo,absolute,0.03,0.05,Q3,0.6880240613491472
1,previous_combo__absolute__c0.03_b0.05,previous_combo,absolute,0.03,0.05,S1,0.5656339521480375
1,previous_combo__absolute__c0.03_b0.05,previous_combo,absolute,0.03,0.05,S2,0.5997758021385795
1,previous_combo__absolute__c0.03_b0.05,previous_combo,absolute,0.03,0.05,S3,0.49350227572253463
1,previous_combo__absolute__c0.03_b0.05,previous_combo,absolute,0.03,0.05,S4,0.6766492155879622
1,previous_combo__absolute__c0.03_b0.1,previous_combo,absolute,0.03,0.1,Q1,0.6649696445640098
1,previous_combo__absolute__c0.03_b0.1,previous_combo,absolute,0.03,0.1,Q2,0.7275788756113024
1,previous_combo__absolute__c0.03_b0.1,previous_combo,absolute,0.03,0.1,Q3,0.6870337473107834
1,previous_combo__absolute__c0.03_b0.1,previous_combo,absolute,0.03,0.1,S1,0.5641708897283936
1,previous_combo__absolute__c0.03_b0.1,previous_combo,absolute,0.03,0.1,S2,0.5965840514632952
1,previous_combo__absolute__c0.03_b0.1,previous_combo,absolute,0.03,0.1,S3,0.49373894849276906
1,previous_combo__absolute__c0.03_b0.1,previous_combo,absolute,0.03,0.1,S4,0.6729288855492771
1,previous_combo__absolute__c0.03_b0.2,previous_combo,absolute,0.03,0.2,Q1,0.6660794389404868
1,previous_combo__absolute__c0.03_b0.2,previous_combo,absolute,0.03,0.2,Q2,0.7204927937454257
1,previous_combo__absolute__c0.03_b0.2,previous_combo,absolute,0.03,0.2,Q3,0.6854182200725603
1,previous_combo__absolute__c0.03_b0.2,previous_combo,absolute,0.03,0.2,S1,0.5624299199775046
