route_id,row,subject_id,route_name,targets,value_mode,value_head,h094_value_score,h057_transfer_score,known_basin_score,h057_cell_overlap_ratio,value_h057_echo_oof,value_h057_echo,value_overall,posterior_delta_sum,hard_delta_sum,source_proxy_sum,dual_pareto
r195_full_state,195,id08,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",triad_consensus,known_private,0.6090394886902297,0.0,1.0,0.0,0.0,0.0,0.6124987568543508,-0.01574025448098154,-0.004135722011315068,-1.0421423531835915e-05,1.0
r140_full_state,140,id06,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_source_bridge,known_private,0.6090394115198765,0.0,1.0,0.0,0.0,0.0,0.6140329402699607,-0.011578987095817003,-0.012023687364471753,-7.5125390145513786e-06,1.0
r138_nonq2_full,138,id06,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_source_bridge,known_private,0.6090283409081448,0.0,1.0,0.0,0.0,0.0,0.5880852161865919,-0.016585267000602907,-0.008772458307037843,-9.06111783718754e-06,1.0
r244_q3_s_stage,244,id10,q3_s_stage,"Q3,S1,S2,S3,S4",hard_source_bridge,known_private,0.6086353349701163,0.0,1.0,0.0,0.0,0.0,0.6201055993686952,-0.017247683250205093,-0.0043517344157199545,-7.608469461945151e-06,1.0
r066_full_state,66,id03,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",h085_hard_bridge,known_private,0.608632416305766,0.0,1.0,0.0,0.0,0.0,0.6129957397322661,-0.016409592199840388,-0.0034877751313268437,-1.666536236804314e-05,1.0
r138_nonq2_full,138,id06,nonq2_full,"Q1,Q3,S1,S2,S3,S4",h085_q,known_private,0.6081741145090592,0.0,1.0,0.0,0.0,0.0,0.5898148949964845,-0.017583949936823794,-0.006513453592085494,-1.1410582841403783e-05,1.0
r138_nonq2_full,138,id06,nonq2_full,"Q1,Q3,S1,S2,S3,S4",q_source_bridge,known_private,0.6081592518604328,0.0,1.0,0.0,0.0,0.0,0.5898148949964845,-0.017583532633842873,-0.006476272489968321,-1.1472769853472236e-05,1.0
r138_nonq2_full,138,id06,nonq2_full,"Q1,Q3,S1,S2,S3,S4",source_mean,known_private,0.6081464392323066,0.0,1.0,0.0,0.0,0.0,0.5898148949964845,-0.017581889000529198,-0.006429695324377066,-1.1548776201555899e-05,1.0
r244_q3_s_stage,244,id10,q3_s_stage,"Q3,S1,S2,S3,S4",h085_hard_bridge,known_private,0.6074369510833479,0.0,1.0,0.0,0.0,0.0,0.6198690368031838,-0.01806810379947399,-0.0035376575929148557,-8.475050153123214e-06,1.0
r244_full_state,244,id10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_source_bridge,known_private,0.6073211796435041,0.0,1.0,0.0,0.0,0.0,0.6060520214443288,-0.017622756186771227,-0.004477094721880903,-9.72438657753825e-06,1.0
r195_full_state,195,id08,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_q,known_private,0.6072584974543321,0.0,1.0,0.0,0.0,0.0,0.6128986436267899,-0.012180314704381634,-0.006148488589281631,-6.7158197714908945e-06,1.0
r066_full_state,66,id03,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_q,known_private,0.6071658864617232,0.0,1.0,0.0,0.0,0.0,0.6137749774878324,-0.010835526406259972,-0.005796566635817249,-7.235947853303254e-06,1.0
r099_q3_s_stage,99,id04,q3_s_stage,"Q3,S1,S2,S3,S4",triad_consensus,known_private,0.6070802860847463,0.0,1.0,0.0,0.0,0.0,0.6238001491605755,-0.009925100206086612,-0.005978024227826062,-8.019031051609753e-06,1.0
r138_nonq2_full,138,id06,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_q,known_private,0.6069669099036439,0.0,1.0,0.0,0.0,0.0,0.5880814600870783,-0.014301123666933254,-0.00939740950168902,-7.0767626858086545e-06,1.0
r099_q3_s_stage,99,id04,q3_s_stage,"Q3,S1,S2,S3,S4",h085_hard_bridge,known_private,0.6069121844037295,0.0,1.0,0.0,0.0,0.0,0.6238001491605755,-0.009795858347581454,-0.006194449042557504,-7.974385066885882e-06,1.0
r099_full_state,99,id04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",triad_consensus,known_private,0.6062819886476788,0.0,1.0,0.0,0.0,0.0,0.6117406017247867,-0.010415026804031169,-0.006140505490336234,-8.598274957784912e-06,1.0
r099_full_state,99,id04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",h085_hard_bridge,known_private,0.6062259187661168,0.0,1.0,0.0,0.0,0.0,0.611676401054372,-0.01030441738071669,-0.0063434442609291986,-8.607745183690542e-06,1.0
r195_nonq2_full,195,id08,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_source_bridge,known_private,0.60619087583951,0.0,1.0,0.0,0.0,0.0,0.5904433831536006,-0.014287309489512512,-0.004335575820305859,-8.209191257361506e-06,1.0
r099_full_state,99,id04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",q061,known_private,0.6060328571081611,0.0,1.0,0.0,0.0,0.0,0.6116564986358767,-0.010711138862390446,-0.004984397511945293,-1.000677205204887e-05,1.0
r099_full_state,99,id04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",h085_q,known_private,0.6060169694492845,0.0,1.0,0.0,0.0,0.0,0.6116564986358767,-0.010711327088672729,-0.004971146727703046,-1.0038897700188095e-05,1.0
r099_full_state,99,id04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",q_source_bridge,known_private,0.6059903191827818,0.0,1.0,0.0,0.0,0.0,0.6116564986358767,-0.01066108310847036,-0.005309682831196649,-9.357818185923864e-06,1.0
r066_nonq2_full,66,id03,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_source_bridge,known_private,0.6058476611884898,0.0,1.0,0.0,0.0,0.0,0.5913335010759251,-0.013291902227119937,-0.004693884058065909,-7.258471717570124e-06,1.0
r195_nonq2_full,195,id08,nonq2_full,"Q1,Q3,S1,S2,S3,S4",h085_hard_bridge,known_private,0.6057793236213311,0.0,1.0,0.0,0.0,0.0,0.590335205433321,-0.014730976127736661,-0.003891601842805459,-8.820981570214918e-06,1.0
r099_q3_s_stage,99,id04,q3_s_stage,"Q3,S1,S2,S3,S4",hard_source_bridge,known_private,0.6056611593934794,0.0,1.0,0.0,0.0,0.0,0.6238001491605755,-0.009353691339912595,-0.006511107636997249,-7.127091555403823e-06,1.0
r099_full_state,99,id04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",source_mean,known_private,0.6055582773623637,0.0,1.0,0.0,0.0,0.0,0.6116564986358767,-0.010463857512612307,-0.005587632893189531,-8.5253876684898e-06,1.0
r066_nonq2_full,66,id03,nonq2_full,"Q1,Q3,S1,S2,S3,S4",h085_hard_bridge,known_private,0.6054780414123401,0.0,1.0,0.0,0.0,0.0,0.5911226081722251,-0.014045699036805965,-0.0038685662777517074,-8.1005791216455e-06,1.0
r140_full_state,140,id06,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_q,known_private,0.6053794262125416,0.0,1.0,0.0,0.0,0.0,0.613537924150885,-0.009678972379540143,-0.01252600246843062,-6.488025730663154e-06,1.0
r099_q3_s_stage,99,id04,q3_s_stage,"Q3,S1,S2,S3,S4",h085_q,known_private,0.6053770988535072,0.0,1.0,0.0,0.0,0.0,0.6238001491605755,-0.010168147601244959,-0.004921910281256325,-9.17852933318872e-06,1.0
r099_q3_s_stage,99,id04,q3_s_stage,"Q3,S1,S2,S3,S4",q061,known_private,0.6053729988125068,0.0,1.0,0.0,0.0,0.0,0.6238001491605755,-0.010167959433667939,-0.004935179740362228,-9.146355592010397e-06,1.0
r099_q3_s_stage,99,id04,q3_s_stage,"Q3,S1,S2,S3,S4",q_source_bridge,known_private,0.6053304608871276,0.0,1.0,0.0,0.0,0.0,0.6238001491605755,-0.010132117863877022,-0.005189794541515802,-8.64342617712311e-06,1.0
r244_full_state,244,id10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",h085_hard_bridge,known_private,0.6051544616481825,0.0,1.0,0.0,0.0,0.0,0.6060604741800453,-0.018722646361677864,-0.0032862935642782864,-1.1280192421813184e-05,1.0
r099_nonq2_full,99,id04,nonq2_full,"Q1,Q3,S1,S2,S3,S4",triad_consensus,known_private,0.6050749980910005,0.0,1.0,0.0,0.0,0.0,0.5909511428054939,-0.010391104643656779,-0.006145100509951262,-8.552740881546094e-06,1.0
r099_nonq2_full,99,id04,nonq2_full,"Q1,Q3,S1,S2,S3,S4",h085_hard_bridge,known_private,0.6049760846018656,0.0,1.0,0.0,0.0,0.0,0.5909511428054939,-0.010269425855399084,-0.0063540802235946825,-8.534890661708436e-06,1.0
r140_q3_s_stage,140,id06,q3_s_stage,"Q3,S1,S2,S3,S4",triad_consensus,known_private,0.604840140023393,0.0,1.0,0.0,0.0,0.0,0.6201209776182047,-0.009834509073675437,-0.010178721787160326,-5.498562073364022e-06,1.0
r099_q3_s_stage,99,id04,q3_s_stage,"Q3,S1,S2,S3,S4",source_mean,known_private,0.6048184682672014,0.0,1.0,0.0,0.0,0.0,0.6238001491605755,-0.009990702387552786,-0.005419829506736584,-7.989411208598475e-06,1.0
r244_nonq2_full,244,id10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_source_bridge,known_private,0.6048136571438602,0.0,1.0,0.0,0.0,0.0,0.5885314860635069,-0.017101242654697812,-0.004503895455583662,-7.453113403824496e-06,1.0
r066_full_state,66,id03,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_binary_edge,known_private,0.6047578858358755,0.0,1.0,0.0,0.0,0.0,0.6134038014658165,-0.010283472387055313,-0.004448600035640453,-7.269604664686899e-06,1.0
r099_full_state,99,id04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_source_bridge,known_private,0.60462873276364,0.0,1.0,0.0,0.0,0.0,0.6113862167359101,-0.009776700785265602,-0.0066924778629461334,-7.558793635207445e-06,1.0
r140_q3_s_stage,140,id06,q3_s_stage,"Q3,S1,S2,S3,S4",h085_hard_bridge,known_private,0.6041603240099995,0.0,1.0,0.0,0.0,0.0,0.6200755192047063,-0.009573937883480202,-0.010614477571291513,-5.307731009189584e-06,1.0
r195_nonq2_full,195,id08,nonq2_full,"Q1,Q3,S1,S2,S3,S4",triad_consensus,known_private,0.604125048930296,0.0,1.0,0.0,0.0,0.0,0.5901476460004288,-0.015177477445079857,-0.0031047215311069687,-9.70456616445278e-06,1.0
r128_s_stage,128,id06,s_stage,"S1,S2,S3,S4",hard_source_bridge,known_private,0.603744505973324,0.0,1.0,0.0,0.0,0.0,0.6200400240303097,-0.013500757623790804,-0.003217874303550047,-8.423547638763805e-06,1.0
r140_q3_s_stage,140,id06,q3_s_stage,"Q3,S1,S2,S3,S4",q_source_bridge,known_private,0.6037287908042381,0.0,1.0,0.0,0.0,0.0,0.620060038019612,-0.010039616250155056,-0.008999352399655563,-5.844396936354488e-06,1.0
r244_q3_s_stage,244,id10,q3_s_stage,"Q3,S1,S2,S3,S4",hard_q,known_private,0.6037192271126501,0.0,1.0,0.0,0.0,0.0,0.6194387952322878,-0.012713513553158973,-0.0056291647471904405,-4.5059210035108875e-06,1.0
r140_q3_s_stage,140,id06,q3_s_stage,"Q3,S1,S2,S3,S4",h085_q,known_private,0.6036918904352344,0.0,1.0,0.0,0.0,0.0,0.620060038019612,-0.010040012994454691,-0.009007926528623993,-5.808569670996074e-06,1.0
r138_full_state,138,id06,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_binary_edge,known_private,0.6036691771318571,9.750000000000001e-05,1.0,0.0,0.000125,9.750000000000001e-05,0.6087482576604024,-0.01140201021153698,-0.0063116277228153425,-5.0643208635580845e-06,1.0
r099_nonq2_full,99,id04,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_source_bridge,known_private,0.6035663770175035,0.0,1.0,0.0,0.0,0.0,0.5907781899705535,-0.009778115383754837,-0.006692426611801028,-7.561134193040505e-06,1.0
r140_q3_s_stage,140,id06,q3_s_stage,"Q3,S1,S2,S3,S4",source_mean,known_private,0.6035360888772189,0.0,1.0,0.0,0.0,0.0,0.620060038019612,-0.009929955574476255,-0.009026284729404765,-5.824635407149841e-06,1.0
r128_s_stage,128,id06,s_stage,"S1,S2,S3,S4",hard_binary_edge,known_private,0.603405153859164,0.0,1.0,0.0,0.0,0.0,0.6205098209460262,-0.011977835874424225,-0.003920297364656411,-6.839516263161575e-06,1.0
r140_q3_s_stage,140,id06,q3_s_stage,"Q3,S1,S2,S3,S4",q061,known_private,0.6032743434200609,0.0,1.0,0.0,0.0,0.0,0.6200241831334963,-0.009910292981089513,-0.009031218139831248,-5.700262618061492e-06,1.0
r244_nonq2_full,244,id10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",h085_hard_bridge,known_private,0.6032679047072522,0.0,1.0,0.0,0.0,0.0,0.5885114409552394,-0.018151838254612307,-0.0033598298081333744,-8.611135404286144e-06,1.0
r195_nonq2_full,195,id08,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hard_q,known_private,0.6032424434301581,0.0,1.0,0.0,0.0,0.0,0.5901879507570096,-0.011689223627174283,-0.0050789852040386,-5.830261541883946e-06,1.0
r099_nonq2_full,99,id04,nonq2_full,"Q1,Q3,S1,S2,S3,S4",h085_q,known_private,0.6032410339475078,0.0,1.0,0.0,0.0,0.0,0.5909742138359652,-0.010656664524319015,-0.005030552883307227,-9.85676139523283e-06,1.0
r099_nonq2_full,99,id04,nonq2_full,"Q1,Q3,S1,S2,S3,S4",q_source_bridge,known_private,0.6032087461246296,0.0,1.0,0.0,0.0,0.0,0.5909742138359652,-0.010610045432908333,-0.0053433290436487035,-9.222601358227123e-06,1.0
r066_nonq2_full,66,id03,nonq2_full,"Q1,Q3,S1,S2,S3,S4",triad_consensus,known_private,0.6031867412784527,0.0,1.0,0.0,0.0,0.0,0.5908366097354749,-0.01459582964434995,-0.0028801378433439932,-9.11283664379279e-06,1.0
r140_full_state,140,id06,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_binary_edge,known_private,0.6030233709700377,0.0,1.0,0.0,0.0,0.0,0.6133648000751243,-0.009371617669596233,-0.0071033137131075366,-5.43657466824378e-06,1.0
r205_s_stage,205,id09,s_stage,"S1,S2,S3,S4",q061,known_private,0.6029777557529162,0.0,1.0,0.0,0.0,0.0,0.6223869800954519,-0.013625059160611993,-0.004896144766573353,-5.197347616973692e-06,1.0
r205_s_stage,205,id09,s_stage,"S1,S2,S3,S4",h085_q,known_private,0.6029629070277703,0.0,1.0,0.0,0.0,0.0,0.622474834773008,-0.013626105323855305,-0.004829983581277038,-5.216094476509101e-06,1.0
r205_s_stage,205,id09,s_stage,"S1,S2,S3,S4",q_source_bridge,known_private,0.6029572842626454,0.0,1.0,0.0,0.0,0.0,0.6224359474216399,-0.01362489572412215,-0.004915098786895557,-5.171758229764168e-06,1.0
r071_q3_s_stage,71,id03,q3_s_stage,"Q3,S1,S2,S3,S4",h085_hard_bridge,known_private,0.6029530474512116,0.0,1.0,0.0,0.0,0.0,0.6231093281595537,-0.009537427710302193,-0.004647464826356196,-6.426187640234164e-06,1.0
r205_s_stage,205,id09,s_stage,"S1,S2,S3,S4",triad_consensus,known_private,0.6029499885933991,0.0,1.0,0.0,0.0,0.0,0.6211369040285278,-0.013403234769860191,-0.005930292435881142,-3.985145290845742e-06,1.0
r071_q3_s_stage,71,id03,q3_s_stage,"Q3,S1,S2,S3,S4",triad_consensus,known_private,0.6029386285701114,0.0,1.0,0.0,0.0,0.0,0.6230969619020035,-0.009865068216849626,-0.004037720306987014,-6.956672753988645e-06,1.0
r205_s_stage,205,id09,s_stage,"S1,S2,S3,S4",source_mean,known_private,0.6029148715961137,0.0,1.0,0.0,0.0,0.0,0.6224220757895587,-0.013620117305945314,-0.005015828464148777,-5.117569483742582e-06,1.0
r099_q3_s_stage,99,id04,q3_s_stage,"Q3,S1,S2,S3,S4",hard_q,known_private,0.6028171468963662,0.0,1.0,0.0,0.0,0.0,0.623472420476893,-0.00833536023734821,-0.006744296283947293,-6.5026531858490755e-06,1.0
r099_nonq2_full,99,id04,nonq2_full,"Q1,Q3,S1,S2,S3,S4",source_mean,known_private,0.6027940362475535,0.0,1.0,0.0,0.0,0.0,0.5909394439261882,-0.010427101072414569,-0.005599645546407905,-8.44751686855348e-06,1.0
r140_q3_s_stage,140,id06,q3_s_stage,"Q3,S1,S2,S3,S4",hard_source_bridge,known_private,0.6027447998389378,0.0,1.0,0.0,0.0,0.0,0.6198647704979182,-0.009097074922098266,-0.010949762674449432,-5.100663119959095e-06,1.0
r071_full_state,71,id03,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",triad_consensus,known_private,0.6026118839672007,0.0,1.0,0.0,0.0,0.0,0.6107170703733713,-0.01016516793259098,-0.004069585694154165,-7.270368256709069e-06,1.0
r128_q3_s_stage,128,id06,q3_s_stage,"Q3,S1,S2,S3,S4",hard_source_bridge,known_private,0.602554991895087,0.0,1.0,0.0,0.0,0.0,0.6178230763188409,-0.01335909695779317,-0.003260340114967694,-8.416612533231373e-06,1.0
r066_full_state,66,id03,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",triad_consensus,known_private,0.60233541441002,0.0,1.0,0.0,0.0,0.0,0.611369874930398,-0.017166771448094125,-0.0021534332748431133,-1.940313717278605e-05,1.0
r071_full_state,71,id03,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",h085_hard_bridge,known_private,0.6023219919875359,0.0,1.0,0.0,0.0,0.0,0.6109385745342957,-0.009827626521226984,-0.0046959061442559125,-6.712916387194134e-06,1.0
r128_q3_s_stage,128,id06,q3_s_stage,"Q3,S1,S2,S3,S4",hard_binary_edge,known_private,0.6021464676562922,0.0,1.0,0.0,0.0,0.0,0.6180708223649238,-0.011885072247961847,-0.003950284723137553,-6.834892859473288e-06,1.0
r162_q3_s_stage,162,id07,q3_s_stage,"Q3,S1,S2,S3,S4",h085_hard_bridge,known_private,0.6020364707243537,0.0,1.0,0.0,0.0,0.0,0.612555755717397,-0.011428212164995455,-0.004260042644768147,-1.6413599929636988e-05,1.0
r244_full_state,244,id10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_q,known_private,0.6020338753329714,0.0,1.0,0.0,0.0,0.0,0.6052696717436924,-0.012292765860601462,-0.005965695650556491,-4.9741802842801415e-06,1.0
r140_nonq2_full,140,id06,nonq2_full,"Q1,Q3,S1,S2,S3,S4",triad_consensus,known_private,0.6020195926903187,0.0,1.0,0.0,0.0,0.0,0.5909505896397069,-0.009831552962868742,-0.010272137878817799,-5.557173991586969e-06,1.0
r162_q3_s_stage,162,id07,q3_s_stage,"Q3,S1,S2,S3,S4",hard_source_bridge,known_private,0.6019483379102267,0.0,1.0,0.0,0.0,0.0,0.612607547041818,-0.01042205111494987,-0.005166105154527256,-1.4076322081162258e-05,1.0
r099_full_state,99,id04,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hard_q,known_private,0.6018785645295952,0.0,1.0,0.0,0.0,0.0,0.6110579829156608,-0.008745560623308946,-0.006926037390427242,-6.9114690168461995e-06,1.0
r162_q3_s_stage,162,id07,q3_s_stage,"Q3,S1,S2,S3,S4",triad_consensus,known_private,0.6017868807284538,0.0,1.0,0.0,0.0,0.0,0.612555755717397,-0.011508016215698413,-0.004096460738581387,-1.753748163091714e-05,1.0
r244_s_stage,244,id10,s_stage,"S1,S2,S3,S4",hard_source_bridge,known_private,0.6015883948797204,0.0,1.0,0.0,0.0,0.0,0.6196178165897899,-0.014016463637329779,-0.0032588736712581556,-5.563515850736559e-06,1.0
r071_s_stage,71,id03,s_stage,"S1,S2,S3,S4",triad_consensus,known_private,0.6015585627312008,0.0,1.0,0.0,0.0,0.0,0.6238997282256518,-0.009684741047266687,-0.00414527744163018,-6.800548300533829e-06,1.0
r128_s_stage,128,id06,s_stage,"S1,S2,S3,S4",hard_q,known_private,0.6015454113973082,0.0,1.0,0.0,0.0,0.0,0.6203781809260038,-0.010775997850598523,-0.004061382425791979,-5.7005285078377385e-06,1.0
r244_q3_s_stage,244,id10,q3_s_stage,"Q3,S1,S2,S3,S4",triad_consensus,known_private,0.6014418539288987,0.0,1.0,0.0,0.0,0.0,0.6182987929747366,-0.018839500719946334,-0.002188665472399931,-9.608666426785884e-06,1.0
r140_q3_s_stage,140,id06,q3_s_stage,"Q3,S1,S2,S3,S4",hard_binary_edge,known_private,0.6013956852727022,0.0,1.0,0.0,0.0,0.0,0.6199046982497561,-0.008890184776111663,-0.006600799714420588,-5.002058024737595e-06,1.0
