head,target_mean,pred_mean,pred_std,spearman_oof,auc_top25_oof,auc_top10_oof
h057_echo,0.16000207686600676,0.15938279115900572,0.29899620621699574,0.778953787092173,,0.9989707034446811
known_public,0.5800212280965072,0.5790327885653714,0.20134206579654418,0.9849254906069144,0.992923976151064,0.9929141071361888
known_private,0.561530043184658,0.5613441339449569,0.2276715037623148,0.9845800106904681,0.9909990455651447,0.9820204264535644
known_objective,0.5578378007428885,0.5581409538323919,0.18301812337844953,0.9735217254975888,0.9970766335037957,0.9891516702686807
known_q2,0.5020635268894356,0.5015801484967409,0.15516987991280112,0.9815123205151363,0.9911909775787658,0.9911581544773891
overall,0.46006548355444277,0.4597793830491641,0.09758282388810507,0.9780877378033633,0.9884450161639788,0.9831956710482095
