target,modality,offset_day,window,mean_auc_absdir,max_auc_absdir,mean_abs_diff
Q2,activity,0,day12_17,0.5054547260138947,0.5124173357332094,0.5842295007099464
Q2,m_light,1,morning06_11,0.5071607453120364,0.5121868843231072,0.045106114614589465
Q2,screen,-1,late22_23,0.507972780794981,0.511928519593614,0.9329139160697331
Q2,w_light,0,day12_17,0.5067302078802586,0.5118308491920642,0.47707758839713676
Q2,ac,1,evening18_21,0.5064552526344723,0.5116819827346143,0.9345462134431255
Q2,ambience,0,late22_23,0.5083986441124211,0.5116076551102369,0.36682546931160864
Q2,ac,0,morning06_11,0.5071206603122757,0.5114639927838728,0.4387436398216771
Q2,m_light,0,night00_05,0.5058316007910743,0.5104910714285715,0.08446482860873832
Q2,ambience,1,late22_23,0.5058609508892314,0.5099852071005917,0.48171305504450324
Q2,activity,1,evening18_21,0.5064549672864929,0.5098739495798319,0.9229129844874624
Q2,m_light,-1,late22_23,0.5058655016620628,0.5095246734397678,0.0700446337999594
Q2,ac,0,late22_23,0.5083466919959808,0.5093681647476374,0.5592887515019811
Q2,ble,1,late22_23,0.505400637838203,0.5093166818388711,0.03664350355526835
Q2,ambience,1,morning06_11,0.5035067908227493,0.509146087968737,0.26288657699137313
Q2,m_light,1,night00_05,0.5049063050792854,0.509026188660056,0.06750234478505475
Q2,activity,1,morning06_11,0.5054702166994621,0.5087390937236138,0.30851169349399515
Q2,hr,0,evening18_21,0.506135211472496,0.5087342935948513,0.6458996256319685
Q2,screen,1,morning06_11,0.5044155759962675,0.5086744639376218,0.38713287948929914
Q2,activity,-1,morning06_11,0.5059566431478343,0.5086691086691086,0.39515068762874367
Q2,wifi,1,late22_23,0.5045960958347837,0.5085059171597633,0.12106537881424773
Q2,activity,1,late22_23,0.5054853424073316,0.5084916932180246,0.7107448452753857
Q2,ambience,-1,late22_23,0.5043273620019664,0.5081558125380401,0.38837336329728167
Q2,hr,0,late22_23,0.505801437844015,0.507898942709614,0.5859501786128938
Q2,activity,0,late22_23,0.5045443464270526,0.5074379149250061,0.4900615073585257
Q2,m_light,-1,day12_17,0.5044263379526894,0.5056279620853081,0.03136475422438734
Q2,m_light,0,late22_23,0.5030342335654112,0.5048697948908423,0.04606464582548364
Q2,hr,-1,late22_23,0.5013475486524026,0.5020712385099177,0.8295304867581192
Q3,wifi,1,late22_23,0.5932148086147672,0.6119565217391304,0.7944807232554689
Q3,usage,-1,day12_17,0.5876455544116327,0.6089348659003831,0.6192037427998021
Q3,gps,1,late22_23,0.6065473638136778,0.6084202898550725,8.422182052739082
Q3,wifi,0,late22_23,0.601159603601286,0.6056263939738248,0.8410783690198573
Q3,gps,0,late22_23,0.5990274042649149,0.6046427814288744,7.866384001130665
Q3,wifi,1,evening18_21,0.5854814046033266,0.5992039280629885,0.7804902479105837
Q3,wifi,0,evening18_21,0.5777338981447042,0.5982620039557295,0.7103626460004293
Q3,usage,0,morning06_11,0.5355925757617985,0.595927939452084,0.22722215493437256
Q3,gps,0,evening18_21,0.5729571976329147,0.5956108235492151,7.719794353354063
Q3,wifi,-1,morning06_11,0.5689191518805056,0.5938332698896078,0.6171912545700096
Q3,gps,1,evening18_21,0.5841940936337564,0.5927104215694821,7.840513688749299
Q3,wifi,1,morning06_11,0.5608633993455273,0.591912502508529,0.5410566035112013
Q3,usage,1,evening18_21,0.5650818949201184,0.5911036828524513,0.47549388892817956
Q3,gps,1,morning06_11,0.5709699180074684,0.5909812409812409,6.390279352687389
Q3,gps,-1,morning06_11,0.5728360912780793,0.585672175358274,6.837443433294442
Q3,gps,-1,late22_23,0.5682329280962093,0.5796547202797203,4.59229485791986
Q3,gps,1,day12_17,0.5544894340728522,0.5796278776411226,4.905043658197851
Q3,wifi,1,day12_17,0.5461892025138361,0.5795705398354405,0.4697418431490748
Q3,usage,-1,evening18_21,0.5510187307044667,0.5779579689018465,0.35512897267543797
Q3,ble,-1,day12_17,0.5467906965042296,0.5771141975308642,0.29593604204133767
Q3,usage,1,day12_17,0.5496524077671333,0.5759118762766269,0.36496730542689737
Q3,gps,-1,night00_05,0.5623794386962827,0.5757030739045128,6.0125003454230175
Q3,gps,0,night00_05,0.5441136800029445,0.5750339092344297,4.017595292788812
Q3,hr,-1,day12_17,0.5332323911897666,0.5733641975308641,3.141953632027525
Q3,usage,-1,morning06_11,0.5476640407493234,0.5720781460691774,0.3363225165993537
Q3,gps,-1,day12_17,0.5612165817050533,0.5713227513227513,5.0351804122031965
Q3,gps,-1,evening18_21,0.5509475266753638,0.5700672645739909,4.53659636385888
Q3,hr,0,evening18_21,0.5495608487148651,0.5691200605984092,5.274226230126126
Q3,wifi,-1,evening18_21,0.5505729212448297,0.5676736153193553,0.47716084945652915
Q3,ble,0,morning06_11,0.5317751589988949,0.5670642122547749,0.17407523320890173
Q3,wifi,0,day12_17,0.5436583829751519,0.5662440106291716,0.4663526174201628
Q3,w_light,-1,day12_17,0.532164816350733,0.5652777777777778,2.961551773008052
Q3,usage,0,day12_17,0.5568395810259251,0.5652738260887624,0.4174394255628056
Q3,gps,0,day12_17,0.5554534673033303,0.5646224342476931,5.163880824759794
Q3,gps,0,morning06_11,0.5578044764629052,0.5639590661976335,5.299388142712897
Q3,wifi,-1,day12_17,0.5480105871561664,0.5634467120181406,0.46334602327521024
Q3,usage,0,evening18_21,0.551875956071971,0.5627553572917535,0.3692007759832435
Q3,usage,1,late22_23,0.5310658163500377,0.5601594202898551,0.20811051556524807
Q3,wifi,-1,late22_23,0.5533437374257686,0.5584232390873015,0.4809149184149182
Q3,wifi,0,morning06_11,0.5390694118079491,0.5576057989553352,0.37296311892186385
Q3,ble,0,evening18_21,0.5376872495792908,0.5566847620249968,0.22630858949868077
Q3,gps,1,night00_05,0.540132072930541,0.5539327485380117,4.032403763505563
Q3,ac,1,evening18_21,0.527215468456779,0.5512256626788646,2.8812572780338197
Q3,hr,0,morning06_11,0.5317974419395167,0.5502533692722372,2.6483323292519745
Q3,ac,1,late22_23,0.5284000839566088,0.5499710144927537,2.4327847485653145
Q3,hr,0,late22_23,0.5451620126103766,0.5489205908344906,3.7995371351847926
Q3,screen,1,day12_17,0.5259083003019829,0.5467532467532468,0.7077623754359538
Q3,wifi,1,night00_05,0.5151698553611822,0.5463142437591777,0.13183609846731406
Q3,usage,0,night00_05,0.5231028918329456,0.5460971985490144,0.10749236794672175
Q3,usage,1,morning06_11,0.5241700654142012,0.5459151632792876,0.21437044458352053
Q3,w_light,0,night00_05,0.5277115218054261,0.5455089690003483,2.3329540591025193
Q3,usage,0,late22_23,0.5331444397068854,0.5453751630686361,0.19436788919510994
Q3,usage,1,night00_05,0.5173135049875862,0.5452422907488987,0.12480701617601021
Q3,hr,-1,night00_05,0.5225567308903268,0.5415140614780902,1.4098898770928106
Q3,m_light,0,late22_23,0.5366024277475924,0.5411066355734577,0.26652886721786473
Q3,pedo,-1,day12_17,0.5202967138126308,0.5404670796890183,1.7562093400578622
Q3,wifi,-1,night00_05,0.5287873406580693,0.5394473173884938,0.2535711757850942
Q3,ble,-1,morning06_11,0.5252737568296643,0.5388221643827025,0.1499012301185884
Q3,pedo,1,day12_17,0.5175295106681383,0.537768115942029,1.1009565709018254
Q3,ble,0,day12_17,0.523988417151251,0.5377562252081992,0.13256713930332206
Q3,ac,-1,night00_05,0.5164275260595076,0.5374987965726388,1.8807055060253752
Q3,usage,-1,late22_23,0.5263995986652237,0.5367683531746033,0.15664543789543783
Q3,ambience,1,evening18_21,0.527356822960808,0.5367258972554539,1.6260487266920602
Q3,ac,0,morning06_11,0.516262576833319,0.5364673275770174,0.23101580670532584
Q3,m_light,1,late22_23,0.5296697126533871,0.536382903567644,0.23106745196811662
Q3,hr,1,late22_23,0.5357412011938221,0.5361739130434783,2.763751785357763
Q3,screen,-1,night00_05,0.5214551073473198,0.5357498154744713,1.8403906383057465
Q3,activity,1,evening18_21,0.5268688147374809,0.53527445460943,2.9240075948735527
Q3,pedo,0,day12_17,0.5208552896151732,0.5348795848764463,1.7897719398694545
Q3,ble,1,day12_17,0.5173176595965955,0.5348695652173913,0.11220792474049275
Q3,ac,1,day12_17,0.5152142651956585,0.5347101449275362,0.4574179303621264
Q3,hr,0,day12_17,0.5157904404690473,0.5346685602105176,1.3056764623958788
Q3,pedo,1,night00_05,0.5111899555589235,0.5336988304093567,1.1078769055843363
Q3,ac,-1,morning06_11,0.5169779487323143,0.5335934526075371,1.3041857949208822
Q3,ble,-1,night00_05,0.5183786986832161,0.5335022890778287,0.11456987166146994
Q3,w_light,-1,morning06_11,0.5156422437975843,0.5330541809415048,1.583735823864896
Q3,screen,-1,evening18_21,0.5232946507123486,0.5329960004847898,1.1057369434929125
Q3,activity,0,late22_23,0.5283005171350101,0.5326663300088372,2.6062610416225027
Q3,screen,0,morning06_11,0.5201378903163726,0.5324204851752021,0.5263064064722004
Q3,screen,1,night00_05,0.513332608697241,0.5323317620521125,0.4819425895464337
Q3,ble,0,night00_05,0.5188629274442152,0.5323167014977359,0.0832602789168635
Q3,screen,1,late22_23,0.5259126876865347,0.5319855072463768,2.2670604180424796
Q3,m_light,0,night00_05,0.5176269604834629,0.5318886539816772,0.14130064332403633
Q3,pedo,0,morning06_11,0.5187505306475709,0.5315579514824798,1.85188807257074
Q3,pedo,1,evening18_21,0.5153034652624366,0.5308378923121221,1.1347805803498918
Q3,screen,0,evening18_21,0.5221192625580495,0.5306463830324454,0.8622614713451782
Q3,ac,1,night00_05,0.508376942906038,0.5304824561403509,0.567808369893187
Q3,ac,0,late22_23,0.5294802288955638,0.5304359718890712,2.4371457847501965
Q3,w_light,0,morning06_11,0.5217217529927162,0.5302820917785382,1.6712903590072947
Q3,pedo,-1,evening18_21,0.5238136021481142,0.5302539086171374,3.0666393018263225
Q3,ac,1,morning06_11,0.5125986454286232,0.5299422799422799,0.5774596096676703
Q3,screen,1,evening18_21,0.5164125665300453,0.529879193056533,2.5753003633499603
Q3,m_light,1,evening18_21,0.5223556630795405,0.5298091170574393,0.28778459138418433
Q3,activity,-1,late22_23,0.5248024544899544,0.529265873015873,1.0142028110778085
Q3,hr,1,evening18_21,0.5165183946494994,0.529213515790697,1.5970841431146257
Q3,hr,1,morning06_11,0.5165770936986821,0.5289140245313585,1.236426983553245
Q3,activity,1,late22_23,0.5264892776148132,0.5288115942028986,2.3906242736985455
Q3,screen,0,night00_05,0.5151053492567105,0.5287682863113896,0.5485078527111185
Q3,m_light,-1,night00_05,0.521460700754062,0.5278940483976455,0.19984623509758345
Q3,ble,1,late22_23,0.5244899559227805,0.5275652173913044,0.1441671913954714
Q3,ac,-1,evening18_21,0.5140364835720099,0.5272381756756757,0.7677145097237688
Q3,hr,-1,late22_23,0.5262518514471639,0.5270510739260739,3.614493145743146
Q3,ambience,1,late22_23,0.5252981688244538,0.5267826086956521,1.3603882481224954
Q3,ambience,0,late22_23,0.5253072598196499,0.5267222152085175,1.5427425623630846
Q3,wifi,0,night00_05,0.5191285298765757,0.5263940274841438,0.1817969435692869
Q3,pedo,1,morning06_11,0.5174033993553006,0.5262893839052779,1.3908355798099745
Q3,ble,0,late22_23,0.5140421648051235,0.526017337878214,0.0995583350999929
Q3,ble,1,morning06_11,0.5185373756926999,0.5257951561132186,0.06771230523804043
Q3,screen,1,morning06_11,0.5113460864608471,0.5256306410553112,0.5076314771290621
Q3,ble,1,night00_05,0.5102374682044212,0.525593568350733,0.06393842498817115
Q3,w_light,-1,night00_05,0.5085762215722328,0.5252424046541694,0.6977957807972395
Q3,m_light,-1,day12_17,0.5162639370350098,0.525079365079365,0.11447774128808626
Q3,m_light,0,evening18_21,0.5131530725339406,0.5249126793754997,0.15204751538897088
Q3,activity,-1,night00_05,0.5177689517842677,0.5234588106928533,1.9371926510834392
Q3,activity,-1,evening18_21,0.5138987418537146,0.5233220443349753,0.8122533646590888
Q3,usage,-1,night00_05,0.5084964546158169,0.5231850882930019,0.07062060863575349
Q3,w_light,1,morning06_11,0.5150836812139177,0.5230503539620919,0.8137542737258094
Q3,pedo,0,late22_23,0.5122045013692604,0.5228296090560955,1.3176418627658855
Q3,ac,0,evening18_21,0.5113936977315026,0.5224298278836847,1.076610993585211
Q3,w_light,1,evening18_21,0.5117431706945467,0.5223150014396776,0.7345456948344182
Q3,w_light,0,evening18_21,0.5070744103078141,0.5222930606404915,0.6058022766713798
Q3,ac,-1,day12_17,0.5118273961564191,0.5221617535903249,0.7748399829280382
Q3,m_light,-1,late22_23,0.5190959214396713,0.5219468031968031,0.08735882173382192
Q3,pedo,-1,late22_23,0.5128098897630148,0.5218375374625375,1.008148101898101
Q3,ambience,-1,late22_23,0.5201849474310412,0.5217478918650793,0.93193611943612
Q3,screen,-1,morning06_11,0.5128053891347546,0.5210258491508492,1.085191846872797
Q3,w_light,-1,evening18_21,0.5098084113112106,0.5209823051751303,1.2589419862950368
Q3,ambience,-1,night00_05,0.5185199021012222,0.5209219858156028,1.0664045758863014
Q3,pedo,-1,night00_05,0.5121911410117891,0.5207652060170045,1.1351410962118134
Q3,ambience,-1,morning06_11,0.5119525814007547,0.5203303483846471,0.6065933986480498
Q3,activity,-1,day12_17,0.5073143095132598,0.5201965230536659,0.911012849584278
Q3,ambience,-1,day12_17,0.5099124187928532,0.5200302343159486,0.5983000364896925
Q3,screen,0,day12_17,0.5131486304834025,0.5191894962757228,0.34873200855268277
Q3,w_light,1,late22_23,0.5146087161293955,0.5189420699399505,1.755118588709884
Q3,ac,0,night00_05,0.5104132055716565,0.5188958551027516,0.6840595859172064
Q3,pedo,0,evening18_21,0.5117547135719054,0.5187998242420437,0.7347495894140508
Q3,screen,-1,day12_17,0.5105924844060351,0.5185030864197531,0.6749783831156991
Q3,hr,0,night00_05,0.5075939890814155,0.5184888711004381,0.4976227029839264
Q3,m_light,-1,morning06_11,0.5114593992606448,0.5178117846279281,0.1324425975311271
Q3,w_light,1,day12_17,0.5082813963974334,0.5177200577200577,1.0495162909764157
Q3,pedo,-1,morning06_11,0.5097128398632175,0.5176073926073926,0.7701047571235264
Q3,pedo,0,night00_05,0.5076886519368028,0.5173175722744688,0.704821428788596
Q3,pedo,1,late22_23,0.5142523740778852,0.517304347826087,0.6991565432402176
Q3,w_light,0,late22_23,0.510317589815783,0.5172431931995118,0.4022295244152332
Q3,activity,0,night00_05,0.5066679723536764,0.517143044447358,0.5322260814398613
Q3,hr,1,day12_17,0.5078192553436293,0.5170434782608695,0.6470523714426774
Q3,m_light,1,day12_17,0.505727033293077,0.5164846191336258,0.028903965140441763
Q3,m_light,1,night00_05,0.5137385898405448,0.5164261546025044,0.07094341101449093
Q3,w_light,0,day12_17,0.5095672781097412,0.5164153544129318,0.9359065275070625
Q3,ambience,0,evening18_21,0.5061094325311993,0.5163279047258342,0.36409124892142053
Q3,activity,0,morning06_11,0.5093655670696561,0.5161617250673854,0.27059005616936815
Q3,hr,-1,morning06_11,0.5095297868020136,0.5154441970585468,0.9916687927830301
Q3,w_light,-1,late22_23,0.5111710121475745,0.5149119543650793,0.27003552003552045
Q3,activity,1,day12_17,0.5059226362095223,0.5147931538660016,0.28664324901888943
Q3,ambience,1,day12_17,0.5056325031049852,0.5145351337404318,0.2026078436886607
Q3,ac,-1,late22_23,0.5082806733197358,0.5142982017982017,0.9200868575868562
Q3,ac,0,day12_17,0.5061592978222009,0.5142803339401167,0.5370679384046516
Q3,activity,-1,morning06_11,0.5102755705947019,0.5139227288548555,1.2757919594271374
Q3,ambience,0,morning06_11,0.5064300376356092,0.5137681940700809,0.24356181501034868
Q3,activity,0,evening18_21,0.5082102909960322,0.5136451626478139,1.0528953218965729
Q3,w_light,1,night00_05,0.506943121192338,0.5130281384655426,0.6287902534298825
Q3,m_light,0,day12_17,0.5071041068250394,0.5129307639194023,0.07443796565792038
Q3,ble,1,evening18_21,0.5111271843857682,0.5125221534617508,0.052138106449761856
Q3,ambience,1,morning06_11,0.5064935966587424,0.5124890574846805,0.2711151317529552
Q3,ambience,0,day12_17,0.505652901775136,0.5121407229726886,0.30083512642073096
Q3,activity,0,day12_17,0.5062447764661292,0.512024996843833,0.6281885589784402
Q3,m_light,0,morning06_11,0.5048946173639156,0.5119047619047619,0.02104676947433637
Q3,ambience,-1,evening18_21,0.5068189541024374,0.5115226833976834,0.38508099360172565
Q3,m_light,-1,evening18_21,0.5075613850177036,0.5114224137931034,0.07331589406467498
Q3,ble,-1,evening18_21,0.508854932517809,0.511418853255588,0.07858427243750943
Q3,m_light,1,morning06_11,0.5075393655396515,0.5105358217941,0.06718124370777427
Q3,hr,1,night00_05,0.5044543968105946,0.5104992657856093,0.45132720156179956
Q3,ambience,0,night00_05,0.5072138771222422,0.5103173014920064,0.41034249099030085
Q3,screen,-1,late22_23,0.5074591207403708,0.509833916083916,0.47253961316461357
Q3,screen,0,late22_23,0.5055996757286378,0.5091583633665465,2.039294042823826
Q3,hr,-1,evening18_21,0.5058358602580113,0.5082358374384237,0.8033727744986745
Q3,ambience,1,night00_05,0.5034294708815695,0.5081407790855721,0.2764974510249634
Q3,activity,1,night00_05,0.5026840950709371,0.5071575233523237,0.6196227373611549
Q3,ble,-1,late22_23,0.505687346507659,0.5062593656343657,0.01115897990897985
Q3,activity,1,morning06_11,0.5024080124272362,0.5057911183738999,0.5300545478647992
S1,usage,1,night00_05,0.5744893737261701,0.622900641025641,0.46247540515666374
S1,gps,-1,night00_05,0.5820161109217793,0.6013525764223809,8.481073474104202
S1,gps,-1,evening18_21,0.5849871652713925,0.5989058105234273,6.949310460626823
S1,w_light,1,day12_17,0.5688896225912338,0.5972909154727337,3.0155183416337437
S1,ble,1,night00_05,0.5538473462863365,0.595448717948718,0.37581190915664237
S1,usage,1,morning06_11,0.5537745373692836,0.5918734096692112,0.37892946993874604
S1,gps,0,late22_23,0.570733632323891,0.5902728852566812,5.945554745619884
S1,usage,0,night00_05,0.5409904438497491,0.5864525655223329,0.27317906265315056
S1,gps,0,night00_05,0.5686409314941875,0.5843607727328657,6.1559665359865505
S1,w_light,0,evening18_21,0.5632753260906878,0.584044886151549,6.212900124129716
S1,gps,-1,late22_23,0.5819916596283784,0.5830078125,7.6401700249356495
S1,wifi,0,night00_05,0.5532253475223398,0.5818283582089553,0.4576508109509216
S1,wifi,-1,late22_23,0.5731038568562983,0.5803420608108109,0.6709901866151866
S1,hr,1,day12_17,0.5456941157340297,0.5801078528351256,2.584036479111935
S1,gps,-1,morning06_11,0.5645325331128243,0.5792294270555141,6.10415360370578
S1,wifi,-1,night00_05,0.5655125916195545,0.5782717481959604,0.6064784920650491
S1,gps,0,day12_17,0.5516849703134941,0.57567473243369,4.921015224591092
S1,pedo,1,night00_05,0.5549402298873424,0.5729890604890604,5.9168035332878
S1,w_light,0,day12_17,0.5557663945148958,0.5729433779194677,3.3972894914589227
S1,wifi,1,day12_17,0.541816537762262,0.5726824268050484,0.4557649176005958
S1,gps,1,night00_05,0.5585277448644046,0.5717530255345382,5.337356641717108
S1,gps,-1,day12_17,0.5598274614499438,0.5708647965285133,5.2738012582522495
S1,wifi,-1,evening18_21,0.5583996276307348,0.5702819510187281,0.5568803754109855
S1,ble,0,night00_05,0.535819508605862,0.5690373003506038,0.2472806852777719
S1,gps,0,evening18_21,0.5483693033290536,0.5686042738608446,4.515776790617604
S1,gps,0,morning06_11,0.5502671945556109,0.5685240056852401,4.7434257721980115
S1,wifi,-1,morning06_11,0.5492692782623328,0.5667129580173058,0.4561564987225093
S1,pedo,1,morning06_11,0.5322513496730458,0.5666655975367246,2.793407072881479
S1,gps,1,day12_17,0.5453008466012402,0.5655551284515343,5.047254708908132
S1,usage,-1,late22_23,0.5382546678933398,0.5641043526785714,0.2822755791505791
S1,usage,-1,night00_05,0.5332539041307915,0.5640828575611184,0.2077360003080758
S1,ble,1,morning06_11,0.5311935483098758,0.5623886768447837,0.25659808579845306
S1,gps,1,morning06_11,0.5374808087334543,0.5615508365508366,4.3659131776213895
S1,screen,1,evening18_21,0.5284442461930798,0.5610737179487179,1.522850804587648
S1,usage,1,evening18_21,0.53610146362379,0.5608643418403793,0.24839082496115317
S1,wifi,-1,day12_17,0.5390049090479097,0.5601359893395291,0.41346923429006627
S1,pedo,0,morning06_11,0.5276357210052973,0.5595591702027346,2.598221540450375
S1,w_light,-1,evening18_21,0.5259742566306274,0.5582267926625903,2.2439726641705207
S1,wifi,0,day12_17,0.5364329049325988,0.5577594229874361,0.416006848580688
S1,wifi,1,morning06_11,0.5305974699052363,0.5567245817245818,0.3376893008301094
S1,pedo,-1,morning06_11,0.5279015187766724,0.5560496344206974,2.5230661847345695
S1,pedo,1,day12_17,0.5336452112122813,0.555967195465628,2.9189299051422695
S1,ac,-1,late22_23,0.5380637071921253,0.5557163783482143,1.3403389438545688
S1,pedo,0,night00_05,0.5305095515722834,0.5556600547195623,3.1048438137964034
S1,pedo,0,evening18_21,0.5465206114505518,0.5554396699578177,5.046298981480437
S1,hr,1,late22_23,0.5472236838020736,0.5544794188861986,4.462418912207047
S1,screen,-1,day12_17,0.5233037148105555,0.5533194382751905,0.999830200012172
S1,wifi,1,evening18_21,0.5363477433785231,0.5528605753620366,0.4379202397391364
S1,wifi,1,late22_23,0.5504968153220272,0.5516185897435898,0.4637711654660812
S1,gps,1,evening18_21,0.5394348865886951,0.5515865384615384,4.140817797012945
S1,wifi,0,evening18_21,0.5367487484066195,0.5509940704569237,0.4424032088434906
S1,gps,1,late22_23,0.5462984319181353,0.5494077612721681,5.1651212163924
S1,wifi,1,night00_05,0.5308809574068148,0.5493941762751613,0.23965476672385014
S1,usage,1,day12_17,0.523692573608736,0.5493793675611858,0.17771252422050696
S1,pedo,1,evening18_21,0.537949792093112,0.5484284693811287,4.204319735068477
S1,pedo,0,day12_17,0.5321373003690105,0.5480928102723881,2.4267119377469215
S1,wifi,0,late22_23,0.5442755539745494,0.5477314358179513,0.43531746765051293
S1,pedo,-1,night00_05,0.5267885793050068,0.5476736566186107,2.2734014611446276
S1,ble,1,late22_23,0.5307680315466332,0.5469046528368563,0.1630590778895864
S1,screen,-1,evening18_21,0.5257459569897639,0.5465188993885491,1.510300672775104
S1,w_light,1,night00_05,0.531887365459649,0.5462179487179487,2.2162214399047517
S1,w_light,-1,day12_17,0.5309739521023694,0.5460485696645401,1.1365741634288338
S1,ble,-1,morning06_11,0.5232439093039151,0.5458731721034871,0.12641605187483443
S1,hr,1,evening18_21,0.5258430461225349,0.5456134774316592,1.9580491972777683
S1,hr,1,morning06_11,0.5252525866223332,0.5452883443453718,2.4135682762943595
S1,hr,0,day12_17,0.5326459825120379,0.5446820563659539,1.8940696052373245
S1,hr,1,night00_05,0.5237205286008907,0.5441185897435898,2.692458487448228
S1,w_light,0,morning06_11,0.525759554096838,0.5428571428571429,1.85630943974218
S1,screen,-1,morning06_11,0.5211328561705848,0.5423209771035858,0.6110714486316375
S1,ac,-1,day12_17,0.5176944384629739,0.542146444801312,0.9380964976197923
S1,ac,1,evening18_21,0.5297598919496129,0.5419262555626191,1.6714505964676682
S1,wifi,0,morning06_11,0.5286358123302922,0.5417128091546697,0.3238613038993248
S1,w_light,1,evening18_21,0.5270990940144432,0.5416304452815609,2.949125476798315
S1,pedo,-1,evening18_21,0.5239706671899202,0.5403522790439133,1.4845884384743542
S1,ble,0,evening18_21,0.5215927218368872,0.5403050108932461,0.2493944416337937
S1,ac,0,day12_17,0.5216308062861338,0.5398324802233596,0.7117014436515573
S1,usage,-1,morning06_11,0.5268059699364656,0.5396859309902788,0.22483384290971845
S1,ac,-1,night00_05,0.5181062764459315,0.5396344780070348,0.7659711267391707
S1,screen,0,morning06_11,0.5161016975799245,0.539271402550091,0.24039249796223436
S1,hr,-1,night00_05,0.5220541556195805,0.5391048162787294,1.3086751505689385
S1,pedo,0,late22_23,0.5350947349744926,0.5389014137428961,3.5693223142850314
S1,w_light,0,late22_23,0.5307691153159569,0.5388056206088994,4.001891036630031
S1,screen,0,late22_23,0.5236425009764877,0.5387252829834203,0.3251719399198585
S1,hr,-1,morning06_11,0.5182930775275753,0.5383928571428571,2.130652779011364
S1,screen,1,night00_05,0.5152320463411557,0.5382206936828786,0.9917394433639283
S1,w_light,-1,morning06_11,0.5249325593177583,0.5380077030812325,1.7294812875822092
S1,ble,1,day12_17,0.5164662016606684,0.5373017645744919,0.1078143791364613
S1,ble,-1,late22_23,0.5199798623260538,0.5371268136160714,0.19709720881595882
S1,screen,1,morning06_11,0.5161771978235842,0.5367609663064209,0.825426000324164
S1,w_light,1,morning06_11,0.5259841024479902,0.5361325611325611,1.7940770875959149
S1,ble,-1,day12_17,0.521561897054761,0.5351387188902488,0.14384110430242947
S1,hr,0,evening18_21,0.5266438365361381,0.5345511384845092,2.136560333406762
S1,ac,-1,evening18_21,0.5260850516273661,0.5337617299061608,1.543135454326805
S1,usage,0,morning06_11,0.5212963689102744,0.5336778203367782,0.13263971758892565
S1,usage,0,evening18_21,0.5177439453449725,0.5331967213114754,0.12120638941635187
S1,ac,0,late22_23,0.5174205629650555,0.5314921797942793,0.18658297471955976
S1,ble,-1,evening18_21,0.513339502238625,0.5313477492180062,0.1763295960502062
S1,w_light,0,night00_05,0.5200730172602884,0.531067393844955,1.554898339684333
S1,screen,-1,late22_23,0.5182308948178089,0.5309860641891893,1.0672106258043748
S1,usage,-1,evening18_21,0.5122711176887498,0.5309563010221582,0.05259595669684236
S1,pedo,-1,late22_23,0.5226221268701737,0.5306222098214286,2.4064209298584274
S1,activity,-1,late22_23,0.522341302309564,0.5304652622767857,0.9949902469433738
S1,screen,0,day12_17,0.5160529251510729,0.5301656989095029,0.465725902826365
S1,screen,0,night00_05,0.5170124581420952,0.5299743006820204,0.4156715600557869
S1,ac,1,day12_17,0.5081467796985039,0.5290845518118246,0.6713874603318359
S1,ambience,1,evening18_21,0.521137040610128,0.5290384615384616,0.9166159635141788
S1,ac,1,night00_05,0.5161373826775307,0.5287929125138427,1.059645776472043
S1,ambience,-1,late22_23,0.5209149491986407,0.5287562779017857,1.109216638513514
S1,usage,-1,day12_17,0.5164003720981,0.52828409805154,0.08981129510857315
S1,ac,1,morning06_11,0.5154722493947964,0.5282581055308329,0.7152066796103185
S1,ac,0,evening18_21,0.5240901350476592,0.528007185516984,0.34963610933147393
S1,usage,0,day12_17,0.5161839276917536,0.5276407631456491,0.08588612095926511
S1,screen,0,evening18_21,0.5162846508132398,0.5273419203747072,0.4353342601581467
S1,activity,-1,day12_17,0.5144327225230424,0.5269928588512659,0.8953982353858881
S1,hr,-1,day12_17,0.5197454508009308,0.5266557867537061,1.6724729703033663
S1,ambience,-1,day12_17,0.5141054873219556,0.5265828407421328,0.6188282199076068
S1,activity,-1,evening18_21,0.5202578399790364,0.5261621953716977,1.3982475405405523
S1,activity,1,evening18_21,0.5173545941926323,0.5260897435897437,1.4306817111455512
S1,hr,0,night00_05,0.5214710233042125,0.5256746070969656,2.234049460980384
S1,ac,0,morning06_11,0.5084723648141308,0.5253430479659988,0.368005486713912
S1,usage,0,late22_23,0.5241594019946857,0.5253278688524591,0.14948526094906334
S1,ble,1,evening18_21,0.5143124409930296,0.5250812968865708,0.15404490132859883
S1,ambience,-1,evening18_21,0.5149965411462495,0.5247518019855841,0.7640873516201063
S1,ac,1,late22_23,0.5238988839836297,0.5246153846153845,1.7683345876142482
S1,m_light,-1,evening18_21,0.5148439300188944,0.5245750563178374,0.1276147540392938
S1,ambience,0,day12_17,0.5127138005576728,0.5242682560584009,0.5746863893576896
S1,ble,0,day12_17,0.5133860257669379,0.5242529386772412,0.13322450991791512
S1,w_light,-1,night00_05,0.5165511380417277,0.5241553808067569,1.2241747086257224
S1,screen,1,late22_23,0.517548137225044,0.5241185897435897,1.6500314618958676
S1,activity,0,day12_17,0.5122186306326704,0.5239217316977384,0.4189147049701714
