family,target,candidate,mode,mean_delta,std_delta,mean_coverage,mean_move
mirror_v1,S1,nn_semantic_app,top30_w060,0.007321635913811149,0.012217072502626467,0.29949238578680204,0.10641384327408705
mirror_v1,Q3,nn_identity_token,top50_w050,0.007402907061300423,0.007288861402142467,0.5025380710659898,0.07545441343997655
hole_v1,Q3,nn_semantic_app,top50_w050,0.007419500830043983,0.013411591703524921,0.5045045045045045,0.07643115273736927
chrono_tail,S4,near_date_peer_w7,blend_all_w025,0.007490332007907237,0.002925414108150137,1.0,0.042475829166757906
mirror_v1,Q1,nn_identity_token,top10_w090,0.007521864443898796,0.014467479797780633,0.10152284263959392,0.2169954645308311
chrono_tail,Q2,near_date_peer_w3,top30_w060,0.007692703796776927,0.023774071122461674,0.3216712694324635,0.1669530815125433
chrono_tail,S2,nn_identity_token,top50_w050,0.007724076845221546,0.009887893800767001,0.5033330033330033,0.061744338091346225
chrono_tail,Q2,nn_hour_transition,blend_all_w025,0.00775307962034492,0.005799426597154353,1.0,0.035347268944309944
chrono_tail,S4,nn_hour_transition,top50_w050,0.0078701813620801,0.0023238707857256378,0.5033330033330033,0.09036939067729617
mirror_v1,S2,nn_semantic_app,top50_w050,0.007891467008937244,0.01885121790982188,0.5025380710659898,0.07029579822578691
chrono_tail,S2,nn_hour_transition,top10_w090,0.007974212731871341,0.004672429843829417,0.10749194331283884,0.1330246677217195
chrono_tail,Q3,same_date_peer_w0,blend_all_w025,0.008032175675060168,0.012029114954662043,1.0,0.06393845457492493
chrono_tail,S3,near_date_peer_w7,top30_w060,0.0080988300417566,0.003658978205641928,0.3041686922283937,0.2462408939308337
chrono_tail,Q3,nn_rest_boundary,top30_w060,0.008136314358268634,0.009651855865854807,0.3041686922283937,0.12475650226224648
chrono_tail,Q3,near_date_peer_w7,blend_all_w025,0.008168595016219618,0.003984495379332717,1.0,0.03974927589423996
chrono_tail,S4,nn_hour_transition,top20_w075,0.00827134242912364,0.01658719386355056,0.2058303177706163,0.1698929992262347
mirror_v1,S1,nn_semantic_app,top50_w050,0.00827307499104494,0.019124725555022253,0.5025380710659898,0.08616509364345154
hole_v1,Q3,nn_rest_boundary,top30_w060,0.008404785170589069,0.013324276550570389,0.3063063063063063,0.11351544653252683
hole_v1,S2,nn_hour_transition,top50_w050,0.008465503414469056,0.013396981604800323,0.5045045045045045,0.06704334127738587
mirror_v1,S3,nn_hour_transition,blend_all_w025,0.008479247999439702,0.008170934090064272,1.0,0.03729191005794205
mirror_v1,Q3,same_date_peer_w0,blend_all_w025,0.008499894285878088,0.0061658404098624536,1.0,0.06406369586491335
mirror_v1,S4,nn_identity_token,top50_w050,0.008526692122845217,0.006320386777620238,0.5042301184433163,0.11900065498599488
hole_v1,S4,near_date_peer_w7,top50_w050,0.008577345178828466,0.007151768924537773,0.5045045045045045,0.08310360821868763
hole_v1,Q2,near_date_peer_w7,blend_all_w025,0.00858273989320868,0.004510521217291598,1.0,0.03130149699376617
mirror_v1,Q3,nn_identity_token,top30_w060,0.008634189264127365,0.01390910736713747,0.29949238578680204,0.10267055335509719
hole_v1,S4,nn_rest_boundary,blend_all_w025,0.008661423842561189,0.004685800220315461,1.0,0.03868383491078315
chrono_tail,S3,near_date_peer_w7,top20_w075,0.008689369940893235,0.01139848362694055,0.23512646646975002,0.3295221618505982
chrono_tail,S3,nn_hour_transition,blend_all_w025,0.008722929196952722,0.0023590810343190804,1.0,0.03691921727327222
mirror_v1,S1,nn_semantic_app,blend_all_w025,0.008884501576508849,0.007935126661557212,1.0,0.037611919608840444
mirror_v1,S2,nn_rest_boundary,blend_all_w025,0.008921492198058045,0.0014580586122014151,1.0,0.035726022597577047
hole_v1,Q3,nn_rest_boundary,top50_w050,0.00894361883499147,0.015990758217792892,0.5045045045045045,0.08135331901473199
chrono_tail,Q1,near_date_peer_w3,blend_all_w025,0.009053275051975729,0.003533220304122037,1.0,0.04886229359513189
mirror_v1,Q1,nn_rest_boundary,top30_w060,0.009064505814721402,0.007679415400599009,0.29949238578680204,0.14667930541832838
chrono_tail,Q3,nn_semantic_app,blend_all_w025,0.009127764931228318,0.005400826320596241,1.0,0.0379282575481282
mirror_v1,Q3,near_date_peer_w7,top30_w060,0.009179282129111788,0.013904496792811267,0.3062605752961083,0.12719492996981194
hole_v1,S3,near_date_peer_w7,top10_w090,0.009185476142899255,0.009681382945747968,0.10810810810810811,0.12899738060270535
mirror_v1,S4,nn_semantic_app,top50_w050,0.009247514441702206,0.006821315339994055,0.5025380710659898,0.08130940471314214
chrono_tail,S4,near_date_peer_w3,blend_all_w025,0.009261284362789538,0.004314476882265264,1.0,0.04261725338959932
mirror_v1,Q2,nn_identity_token,top30_w060,0.00927123250199191,0.005528484985767182,0.29949238578680204,0.10255042011077718
hole_v1,Q3,near_date_peer_w7,top50_w050,0.009367059322959115,0.008694830328968436,0.5045045045045045,0.05401397749934353
chrono_tail,S3,nn_semantic_app,top30_w060,0.00937513916083077,0.007154287083320514,0.3041686922283937,0.08279830365538775
hole_v1,S3,nn_identity_token,top50_w050,0.00939015333014174,0.007127193580249746,0.5045045045045045,0.07357579042260469
mirror_v1,Q1,nn_semantic_app,top50_w050,0.009402537483018706,0.0222217265963959,0.5025380710659898,0.12501381111426216
hole_v1,S1,nn_identity_token,top30_w060,0.0094831663492471,0.006612306361459234,0.4234234234234234,0.0747971664774366
mirror_v1,Q1,near_date_peer_w7,blend_all_w025,0.009601921285932772,0.007752441592618892,1.0,0.0397021245489174
hole_v1,S3,nn_rest_boundary,top20_w075,0.009620933602815795,0.0064203453334004835,0.2072072072072072,0.09015069275060404
mirror_v1,Q1,same_date_peer_w0,blend_all_w025,0.009655899571075635,0.011226701715606401,1.0,0.06138205897181295
mirror_v1,Q3,near_date_peer_w3,top50_w050,0.00976365326259169,0.010467627418474772,0.5025380710659898,0.11710970825152987
mirror_v1,S2,nn_hour_transition,top30_w060,0.009764135222179707,0.007436931601090899,0.29949238578680204,0.0894373689080844
hole_v1,Q1,nn_identity_token,top10_w090,0.0098870805926445,0.023749504021345246,0.12312312312312312,0.21719105843839878
hole_v1,S1,nn_identity_token,top20_w075,0.00989053126049566,0.009900609800487339,0.3603603603603604,0.09636857724736214
chrono_tail,Q3,nn_rest_boundary,top20_w075,0.009959856994873414,0.010308970410983683,0.2058303177706163,0.1438290079374753
chrono_tail,S2,near_date_peer_w3,blend_all_w025,0.009974468150239316,0.005223751490875488,1.0,0.06062762152289316
mirror_v1,S2,nn_rest_boundary,top10_w090,0.01019797697380446,0.010725184017875537,0.10152284263959392,0.14376986868397637
mirror_v1,Q3,nn_hour_transition,top10_w090,0.010205540189668572,0.01721880915055307,0.10152284263959392,0.20030446360047638
chrono_tail,S2,nn_rest_boundary,top20_w075,0.010221296578795594,0.01220996659870216,0.2058303177706163,0.09614117669602469
chrono_tail,S2,nn_identity_token,top30_w060,0.010303293868275443,0.0038156872846609228,0.36277675083645233,0.0731210747650869
chrono_tail,S2,nn_rest_boundary,top10_w090,0.01031825786822175,0.007943606426769358,0.10749194331283884,0.1278857924395409
mirror_v1,S3,nn_rest_boundary,top20_w075,0.01035675784249194,0.0010057935237584687,0.20304568527918784,0.10155399303550393
hole_v1,S3,nn_identity_token,top10_w090,0.010375471272348244,0.02059987347655219,0.11111111111111112,0.18717235962373424
chrono_tail,Q2,nn_rest_boundary,top30_w060,0.010417958570824023,0.017045420401946662,0.3041686922283937,0.13582876563421453
mirror_v1,S2,nn_hour_transition,top50_w050,0.010449508360584447,0.005491693814811804,0.5025380710659898,0.06678163908133565
hole_v1,Q2,near_date_peer_w3,top30_w060,0.010489910313526418,0.011557938191669052,0.33933933933933935,0.12833473453289723
mirror_v1,S3,nn_identity_token,top30_w060,0.010513788036914532,0.012735133831140782,0.29949238578680204,0.08154795404312233
mirror_v1,Q2,near_date_peer_w3,top30_w060,0.010524764816243795,0.008074510781124904,0.30118443316412863,0.1874099560433442
hole_v1,Q1,near_date_peer_w3,top50_w050,0.010533734420464383,0.013959750974520528,0.5135135135135135,0.08722778396859916
mirror_v1,Q3,near_date_peer_w3,top30_w060,0.010547470559565694,0.022661700619027177,0.3062605752961083,0.15253878180921435
mirror_v1,Q1,nn_identity_token,top30_w060,0.010569034508227918,0.0173661774789488,0.29949238578680204,0.11194684770998253
chrono_tail,Q3,nn_identity_token,top10_w090,0.010656357197654454,0.008671852943126716,0.10749194331283884,0.2029468741023983
chrono_tail,S2,nn_rest_boundary,blend_all_w025,0.01074814641482702,0.004114317669914379,1.0,0.03570630548846513
mirror_v1,S4,nn_hour_transition,top10_w090,0.010777537885201638,0.026114255520464476,0.10152284263959392,0.2731488673160614
hole_v1,S3,nn_semantic_app,top30_w060,0.010877830352806503,0.017523148634661603,0.3063063063063063,0.09777590512791927
mirror_v1,S3,nn_identity_token,top50_w050,0.010907250363733337,0.007106813074428532,0.5025380710659898,0.060482501810643546
mirror_v1,Q2,near_date_peer_w3,top50_w050,0.010933909799467068,0.014899245078124804,0.5076142131979695,0.14056001396356607
hole_v1,Q1,nn_rest_boundary,top30_w060,0.01096883054063861,0.02217684542694988,0.3063063063063063,0.16792986459101533
chrono_tail,S4,same_date_peer_w0,top10_w090,0.01098574644747056,0.0691564940232943,0.15813738948067305,0.39954975189670483
hole_v1,S1,nn_identity_token,top50_w050,0.011022297891407148,0.006650718570650193,0.6336336336336337,0.0636771388514863
hole_v1,S4,same_date_peer_w0,blend_all_w025,0.01104170988519367,0.03263238944351623,1.0,0.08323227766346974
chrono_tail,S4,near_date_peer_w7,top10_w090,0.011041888561623914,0.005104470221289416,0.12593576026411846,0.28202357285601987
chrono_tail,S1,nn_hour_transition,top20_w075,0.011048324537453968,0.004227250137210316,0.2058303177706163,0.1304451613334325
mirror_v1,S2,nn_identity_token,top50_w050,0.011173956327605575,0.0020829923971764064,0.5025380710659898,0.06067145186174706
hole_v1,S4,near_date_peer_w3,blend_all_w025,0.011186966241304108,0.007419138850405306,1.0,0.03716580356377069
hole_v1,S1,nn_semantic_app,top30_w060,0.011222738188129059,0.012205621238803747,0.3063063063063063,0.0929401100226559
chrono_tail,S4,near_date_peer_w3,top20_w075,0.011295252091327831,0.008194918453930444,0.211320882962674,0.18507266126043143
hole_v1,Q3,near_date_peer_w7,top10_w090,0.011450158203790584,0.009232179561085605,0.11111111111111112,0.13523547085308757
hole_v1,S4,nn_hour_transition,top10_w090,0.011516684079635797,0.037478329150089286,0.10810810810810811,0.21418085368520565
mirror_v1,Q1,nn_identity_token,top20_w075,0.011567115856330893,0.013537436480592501,0.20304568527918784,0.14992428040122543
hole_v1,S3,nn_rest_boundary,top30_w060,0.011685232041814375,0.005092244156373334,0.3063063063063063,0.07992763486541353
mirror_v1,Q2,nn_hour_transition,top20_w075,0.011721663616955777,0.009048083413907615,0.20304568527918784,0.15085523689145286
mirror_v1,S3,nn_identity_token,top20_w075,0.011800088746509285,0.017149677990708947,0.20304568527918784,0.1143672179264247
hole_v1,Q3,nn_semantic_app,top30_w060,0.012041888764850942,0.013764813836519318,0.3063063063063063,0.09973852238753811
mirror_v1,S1,nn_identity_token,top50_w050,0.012105078906932428,0.006334113673173694,0.5025380710659898,0.07134221318005207
hole_v1,Q3,nn_identity_token,top10_w090,0.012134425957561312,0.02020427690796504,0.10810810810810811,0.17043802324696652
chrono_tail,Q2,nn_semantic_app,blend_all_w025,0.012321155580093427,0.0024029497714623876,1.0,0.04563154959784977
hole_v1,Q2,same_date_peer_w0,blend_all_w025,0.012335459551504132,0.003512974294032337,1.0,0.07351929788682654
mirror_v1,S4,nn_rest_boundary,top10_w090,0.0123718379048439,0.006872787620714632,0.10152284263959392,0.211748145011825
mirror_v1,S4,nn_semantic_app,top30_w060,0.012475080991309858,0.008364093814834795,0.29949238578680204,0.11156020557915376
mirror_v1,S3,near_date_peer_w3,top20_w075,0.012647508270584362,0.009889048707806289,0.2081218274111675,0.24463466960047728
mirror_v1,S2,nn_hour_transition,top20_w075,0.012707344423558623,0.009995718978514312,0.20304568527918784,0.11716655086946708
hole_v1,S2,nn_rest_boundary,top30_w060,0.012758616758388889,0.009664857237724702,0.3063063063063063,0.09761445848685406
chrono_tail,Q3,nn_hour_transition,top50_w050,0.012794290744018574,0.012468808546994788,0.5033330033330033,0.08815722253363185
mirror_v1,Q1,nn_rest_boundary,top10_w090,0.012841564905628822,0.013382867557391523,0.10152284263959392,0.2390196961288388
mirror_v1,Q3,nn_hour_transition,top20_w075,0.012842954339810938,0.009974748381984663,0.20304568527918784,0.15767182416176606
mirror_v1,S3,same_date_peer_w0,blend_all_w025,0.012908675160559935,0.009165976424718773,1.0,0.06823244760279568
mirror_v1,Q3,near_date_peer_w7,top20_w075,0.012915539115492073,0.01765858245001284,0.20473773265651438,0.1657244518886208
mirror_v1,Q2,nn_identity_token,top20_w075,0.012948659509573432,0.00651247013928818,0.20304568527918784,0.14141700413970407
mirror_v1,S4,same_date_peer_w0,blend_all_w025,0.013022055637791982,0.0031749724721235185,1.0,0.07150862292145911
mirror_v1,Q3,nn_identity_token,top20_w075,0.013077974877087542,0.012139326555385238,0.20304568527918784,0.1440853208049868
mirror_v1,S1,nn_semantic_app,top10_w090,0.013106423240257273,0.015781499598895674,0.10152284263959392,0.17094439661115568
hole_v1,S1,nn_semantic_app,top10_w090,0.013125816378436425,0.00718405465114494,0.10810810810810811,0.15426085771023842
chrono_tail,S1,nn_hour_transition,top10_w090,0.01324561807491272,0.009965135437798117,0.10749194331283884,0.17084021060798016
hole_v1,S1,nn_semantic_app,top50_w050,0.013308416795800674,0.010535543665507937,0.5045045045045045,0.07400681747635755
chrono_tail,S2,near_date_peer_w7,blend_all_w025,0.013327454602053979,0.004106933066552426,1.0,0.058173381620336
mirror_v1,S2,nn_hour_transition,top10_w090,0.013361729886758397,0.010878300428887594,0.10152284263959392,0.15957212710619062
mirror_v1,S4,nn_rest_boundary,top50_w050,0.013372563456281683,0.006163999064772471,0.5025380710659898,0.09448220568915411
chrono_tail,S4,nn_hour_transition,top10_w090,0.013395307154231503,0.021657439455680758,0.10749194331283884,0.2515298969859529
mirror_v1,Q3,near_date_peer_w3,top20_w075,0.013497891116219055,0.015995213190774977,0.20304568527918784,0.20875296054723258
hole_v1,S4,nn_semantic_app,blend_all_w025,0.01359931740001393,0.01255462893351226,1.0,0.03753858714842301
mirror_v1,S3,nn_hour_transition,top20_w075,0.01369648276887625,0.022260386576092132,0.20304568527918784,0.14277819852654414
mirror_v1,S1,nn_identity_token,top30_w060,0.013812773306222992,0.002351071212802264,0.32487309644670054,0.08414169550541822
hole_v1,Q1,same_date_peer_w0,blend_all_w025,0.013848114636403194,0.010512458614101756,1.0,0.07047222814396613
mirror_v1,S3,near_date_peer_w3,top10_w090,0.013896297729560247,0.01692610834259375,0.10490693739424704,0.30793996919180494
mirror_v1,S3,nn_rest_boundary,top30_w060,0.013975536738405644,0.007840925191074996,0.29949238578680204,0.08842888708790227
chrono_tail,S4,nn_semantic_app,top10_w090,0.014000317358001557,0.020477477301715934,0.10749194331283884,0.1870820785120401
mirror_v1,S3,nn_hour_transition,top30_w060,0.01405007137394887,0.018050054134232867,0.29949238578680204,0.10069528158315955
hole_v1,Q2,nn_hour_transition,top20_w075,0.014083002646673948,0.033664607336593426,0.2072072072072072,0.19023414805098413
mirror_v1,S4,nn_identity_token,top30_w060,0.014145023338247964,0.0027897903443886256,0.30118443316412863,0.14406728699403962
mirror_v1,Q1,nn_hour_transition,top20_w075,0.014161203459298055,0.013259002546293608,0.20304568527918784,0.17198298910224938
hole_v1,Q1,nn_hour_transition,top20_w075,0.014289365388441019,0.025489736646539033,0.2072072072072072,0.15776508706879264
mirror_v1,S3,nn_rest_boundary,top10_w090,0.014298686902095495,0.006950147859067522,0.10152284263959392,0.12680736666732723
mirror_v1,Q3,nn_semantic_app,top50_w050,0.01431103606455971,0.014193173594002653,0.5025380710659898,0.08580104286899588
mirror_v1,Q2,nn_identity_token,top50_w050,0.014347701982385367,0.005252226233170577,0.5025380710659898,0.07465378692366031
mirror_v1,S1,nn_rest_boundary,top20_w075,0.014368463853148902,0.011839200766772591,0.20304568527918784,0.12901931957014376
hole_v1,Q2,nn_semantic_app,top30_w060,0.01438418210979712,0.022240092707993802,0.3063063063063063,0.13565541876849882
mirror_v1,S3,nn_hour_transition,top50_w050,0.014459319891236869,0.01680188484421371,0.5025380710659898,0.0743761126938252
mirror_v1,S4,nn_rest_boundary,top30_w060,0.014481748962423565,0.013485338511502363,0.29949238578680204,0.1218647459842339
mirror_v1,S1,near_date_peer_w7,blend_all_w025,0.01448792098446905,0.0045552616655140064,1.0,0.03661982554944557
mirror_v1,S4,near_date_peer_w7,blend_all_w025,0.014587102402897659,0.004877799246925607,1.0,0.03998017827294461
mirror_v1,S3,nn_identity_token,top10_w090,0.014715295587584035,0.016745579811031707,0.10152284263959392,0.1581020480754559
hole_v1,S4,near_date_peer_w7,top10_w090,0.014828473197700124,0.008634327124194813,0.1171171171171171,0.2533344183504538
mirror_v1,S1,near_date_peer_w3,blend_all_w025,0.014878600161844871,0.003522269713743322,1.0,0.03830074191477725
hole_v1,S2,nn_semantic_app,top10_w090,0.014941416943987873,0.01965298983126864,0.10810810810810811,0.16067779790079553
hole_v1,S2,nn_rest_boundary,blend_all_w025,0.01498958304351942,0.008205506416016565,1.0,0.03884058234135163
chrono_tail,S2,nn_rest_boundary,top30_w060,0.015009842593929382,0.010775081108188766,0.3041686922283937,0.07332456852687175
mirror_v1,Q1,near_date_peer_w3,blend_all_w025,0.015021417858832783,0.009535334797027287,1.0,0.04234911816042979
mirror_v1,S3,nn_rest_boundary,blend_all_w025,0.01505532770954221,0.001900985594445579,1.0,0.040595766200601374
chrono_tail,S2,same_date_peer_w0,top20_w075,0.015074949988886846,0.008448118895443175,0.2361494674927511,0.3530135882306021
mirror_v1,Q1,nn_rest_boundary,top20_w075,0.015338489618857717,0.013836740077591546,0.20304568527918784,0.2041868241138888
hole_v1,S1,nn_rest_boundary,top10_w090,0.015347305560445834,0.010758439115909568,0.10810810810810811,0.16735526666477663
hole_v1,Q2,nn_semantic_app,top50_w050,0.01534764039464461,0.021434129908287365,0.5045045045045045,0.09869742203376865
hole_v1,S1,nn_hour_transition,blend_all_w025,0.01538794153434179,0.011211592318738205,1.0,0.033080997617179385
hole_v1,S4,near_date_peer_w7,top30_w060,0.01542488484343559,0.004004125271396781,0.3093093093093093,0.12138634246816482
hole_v1,Q2,near_date_peer_w3,top20_w075,0.015475921997658312,0.007532067973111408,0.2132132132132132,0.18477036926977208
mirror_v1,Q3,nn_identity_token,top10_w090,0.015505887114014313,0.003469041839767445,0.10152284263959392,0.20120189375443012
chrono_tail,S2,nn_rest_boundary,top50_w050,0.015549212113602903,0.010167416573394556,0.5033330033330033,0.062341223379411115
hole_v1,S2,nn_identity_token,top30_w060,0.01558307908196858,0.0021228758279165467,0.3063063063063063,0.07970945111383791
chrono_tail,S3,nn_rest_boundary,top50_w050,0.015635511843075694,0.005756960578160542,0.5033330033330033,0.0740087775292572
chrono_tail,Q3,nn_semantic_app,top50_w050,0.01563950733280965,0.008432905052692712,0.5033330033330033,0.0925659360251635
hole_v1,S2,nn_semantic_app,top30_w060,0.01574230493322652,0.018442480333490822,0.3063063063063063,0.09724459954218558
mirror_v1,S4,nn_semantic_app,top20_w075,0.015747274276636653,0.01364132033613794,0.20304568527918784,0.15059073561311087
chrono_tail,Q2,nn_hour_transition,top50_w050,0.015901954992417682,0.0052072436305855676,0.5033330033330033,0.08982072030729531
hole_v1,Q1,nn_rest_boundary,top20_w075,0.01597213422877482,0.031198044758249287,0.2072072072072072,0.2249170221044926
hole_v1,S2,nn_identity_token,top20_w075,0.01601898977609025,0.0035997652150576718,0.2072072072072072,0.11552330974837167
mirror_v1,S3,nn_semantic_app,top50_w050,0.01603107008883205,0.014161464370764588,0.5025380710659898,0.07707442004122422
hole_v1,S4,nn_identity_token,top50_w050,0.0163252396746368,0.012464363922881794,0.5045045045045045,0.11629611879317743
hole_v1,Q1,nn_hour_transition,top30_w060,0.016351776319455318,0.008125758708427144,0.3063063063063063,0.12459877802317972
hole_v1,S4,nn_hour_transition,top30_w060,0.01651757259574112,0.02709330047627574,0.3063063063063063,0.12865646985615614
mirror_v1,S2,nn_rest_boundary,top20_w075,0.01651893153744947,0.007645818908875195,0.20304568527918784,0.10143378839437833
hole_v1,S2,nn_rest_boundary,top20_w075,0.016669455502307955,0.010233733042124962,0.2072072072072072,0.13539198586069998
chrono_tail,Q2,same_date_peer_w0,top50_w050,0.0167342325106401,0.009826384863822491,0.5137986929031705,0.1948369963637553
hole_v1,S2,nn_hour_transition,top10_w090,0.016759628551669608,0.00817999965921038,0.10810810810810811,0.13274382168531307
hole_v1,Q1,nn_semantic_app,top50_w050,0.016828811254182896,0.015457503202266791,0.5045045045045045,0.12222663084413243
mirror_v1,S4,near_date_peer_w7,top30_w060,0.01685524674556656,0.009024122949390445,0.3096446700507614,0.1406994033691982
mirror_v1,Q3,near_date_peer_w7,top10_w090,0.016954631445186275,0.018931877647291175,0.10152284263959392,0.22639172392269433
chrono_tail,Q3,nn_semantic_app,top30_w060,0.016962986556366706,0.0035494843451069334,0.3041686922283937,0.13579609280849522
chrono_tail,S3,nn_hour_transition,top10_w090,0.01697917294037606,0.013570044274919197,0.10749194331283884,0.20198069704825894
hole_v1,Q2,nn_semantic_app,top20_w075,0.016981418288393908,0.024996864718765156,0.2072072072072072,0.184350395354247
hole_v1,S3,near_date_peer_w7,blend_all_w025,0.01704826658209117,0.002518419335582905,1.0,0.03150151507814851
chrono_tail,S4,nn_semantic_app,top50_w050,0.01707470793653565,0.006843381299676404,0.5033330033330033,0.08329560487319379
mirror_v1,S2,nn_identity_token,top30_w060,0.017096644965398384,0.008496198064366618,0.3079526226734349,0.07375376000809232
mirror_v1,S1,nn_semantic_app,top20_w075,0.01716960482985863,0.017271540141866236,0.20304568527918784,0.12996042927278376
chrono_tail,S2,nn_semantic_app,top50_w050,0.01722628013135019,0.005014333284350463,0.5033330033330033,0.07209430222353506
mirror_v1,S2,near_date_peer_w3,blend_all_w025,0.017269706968429593,0.007994374049609359,1.0,0.048969739369697236
hole_v1,S4,nn_hour_transition,top50_w050,0.0173072866448003,0.00974662157543133,0.5045045045045045,0.0963312115660243
mirror_v1,Q3,near_date_peer_w3,top10_w090,0.01731470797596372,0.013538546818508159,0.10321489001692047,0.2750347993029178
mirror_v1,S4,nn_rest_boundary,top20_w075,0.017341006495090405,0.013960722358664837,0.20304568527918784,0.16209348026384438
hole_v1,S3,near_date_peer_w7,top30_w060,0.017432097360221444,0.007136319892058639,0.3093093093093093,0.08903870658611061
chrono_tail,Q3,nn_rest_boundary,top10_w090,0.017493572700588673,0.012783131430373547,0.10749194331283884,0.1736605469845515
mirror_v1,Q2,nn_identity_token,top10_w090,0.017544328488908856,0.010421453163653088,0.10152284263959392,0.21101291338996533
hole_v1,Q2,near_date_peer_w3,top50_w050,0.017583880974011645,0.009722751446227381,0.5105105105105104,0.09475654498878298
hole_v1,S3,near_date_peer_w7,top50_w050,0.017625419911652746,0.0074644112601727165,0.5105105105105104,0.06922119843273443
hole_v1,S3,nn_semantic_app,top10_w090,0.017626236225584086,0.00810245731424858,0.10810810810810811,0.17590296790338342
mirror_v1,S2,near_date_peer_w7,blend_all_w025,0.018170033698790444,0.009088639744063083,1.0,0.04471220378634131
hole_v1,S1,near_date_peer_w7,blend_all_w025,0.018188876543035287,0.012090103391307382,1.0,0.03641667410015149
chrono_tail,S3,nn_rest_boundary,top30_w060,0.018282936612508054,0.003797429325363208,0.3041686922283937,0.09373984916841467
chrono_tail,S3,nn_rest_boundary,top10_w090,0.01842964337874098,0.009242416793616847,0.10749194331283884,0.14325602904315016
mirror_v1,Q2,nn_semantic_app,top50_w050,0.01843229739077386,0.013588227925175009,0.5025380710659898,0.11261281543038243
mirror_v1,S1,nn_identity_token,top20_w075,0.01849328715883858,0.005009892209305585,0.20304568527918784,0.1192973842688914
hole_v1,Q3,nn_hour_transition,top20_w075,0.018556847113868253,0.018602206027743227,0.2072072072072072,0.14983324994305006
mirror_v1,S1,nn_identity_token,top10_w090,0.01870260214583293,0.009562978387647997,0.1269035532994924,0.13078904638502536
hole_v1,S2,nn_identity_token,top10_w090,0.01879412691243232,0.008136704487723807,0.12612612612612614,0.1683530566948018
chrono_tail,Q1,nn_identity_token,top20_w075,0.018811537971325953,0.005756514893830636,0.2058303177706163,0.15161984384346708
chrono_tail,S3,near_date_peer_w7,top10_w090,0.018818372552816376,0.004453197474897091,0.12696664189201504,0.4314893527109809
chrono_tail,S1,nn_identity_token,top50_w050,0.018883868213401194,0.012943432438844812,0.5381588739797695,0.07597487280685339
mirror_v1,S2,nn_rest_boundary,top30_w060,0.0190667667885982,0.003525089484206214,0.29949238578680204,0.08006643101839432
chrono_tail,S2,near_date_peer_w3,top30_w060,0.019132946130568373,0.00734204934732305,0.3138377018974034,0.20665252101081577
chrono_tail,S1,nn_identity_token,top30_w060,0.019142219227595403,0.011263883675721892,0.3041686922283937,0.09567484111439672
mirror_v1,S4,near_date_peer_w7,top20_w075,0.019177493878577995,0.01063850708726283,0.20642978003384096,0.17948102488460418
mirror_v1,S4,nn_identity_token,top20_w075,0.01921615930621297,0.005722129008194458,0.20304568527918784,0.200998780053385
hole_v1,Q3,nn_hour_transition,top30_w060,0.019234589002494418,0.025015009527249384,0.3063063063063063,0.12475441232809985
mirror_v1,S2,same_date_peer_w0,blend_all_w025,0.01926880079025417,0.01206774628483657,1.0,0.0698973994673816
chrono_tail,S4,near_date_peer_w3,top50_w050,0.0193630748894897,0.005811323504977871,0.515770814278277,0.11719201819532694
mirror_v1,S2,near_date_peer_w3,top20_w075,0.019374624362362775,0.013393752166065441,0.20304568527918784,0.2682210796803326
mirror_v1,S4,nn_identity_token,top10_w090,0.0194884405490147,0.016604865814348647,0.10490693739424704,0.29009237668608706
chrono_tail,S3,nn_semantic_app,top20_w075,0.01950116096760135,0.007623089218229449,0.2058303177706163,0.1105761655221937
chrono_tail,S1,same_date_peer_w0,blend_all_w025,0.019641707675684666,0.010844937825201767,1.0,0.07115784533447424
mirror_v1,S2,nn_rest_boundary,top50_w050,0.019642602549222603,0.006750241942081584,0.5025380710659898,0.0696108775284865
chrono_tail,Q1,near_date_peer_w3,top50_w050,0.019655532162660732,0.00436328385452123,0.5407518392593019,0.1317581274213949
chrono_tail,S2,nn_semantic_app,top30_w060,0.019732471522130462,0.009389843089100968,0.3041686922283937,0.09333021934010999
mirror_v1,Q2,nn_hour_transition,top10_w090,0.019925863854343546,0.015606469500618423,0.10152284263959392,0.2051128701363756
hole_v1,S2,near_date_peer_w7,blend_all_w025,0.01998105524630493,0.005976090349067736,1.0,0.03952243678403197
hole_v1,Q1,nn_semantic_app,top10_w090,0.020067248828662065,0.008470215563708248,0.10810810810810811,0.31453907307944223
mirror_v1,Q1,nn_semantic_app,top20_w075,0.020111110760834716,0.03320946624482243,0.20304568527918784,0.2363144480998625
hole_v1,S2,nn_semantic_app,top20_w075,0.020274242544936483,0.016559901163590122,0.2072072072072072,0.13401343635851704
chrono_tail,S4,same_date_peer_w0,top20_w075,0.02030046820286994,0.011979109815581835,0.24413547547875905,0.3610633907539349
hole_v1,Q1,nn_hour_transition,top50_w050,0.020353461118481537,0.009092427471999382,0.5045045045045045,0.09978718452369928
chrono_tail,Q2,nn_semantic_app,top20_w075,0.02036758398120664,0.01718818540113094,0.2058303177706163,0.2004394013772605
mirror_v1,S2,near_date_peer_w3,top30_w060,0.020392054037315626,0.006213990421585112,0.30287648054145516,0.19586027557566824
hole_v1,Q2,near_date_peer_w7,top10_w090,0.020547432766130136,0.008452921962689104,0.11111111111111112,0.2064132679089794
