name,posterior_old_bce,posterior_refit_bce,robust_posterior,selection_score,entropy,drift_v83,max_drift_v83,drift_v76,mean_Q1,mean_Q2,mean_Q3,mean_S1,mean_S2,mean_S3,mean_S4
anchor_v83_cl_q1_s1_w006,0.5978312718507558,0.5998328466987476,0.5998328466987476,0.5998703321856985,0.6010005187444558,0.001017143631857333,0.015415069916228985,0.01902180091772472,0.510438516717408,0.5693183150564601,0.6119867616611984,0.6827331616174661,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_s1_w004_q1s1_w004,0.5978319350284008,0.5998443406095547,0.5998443406095547,0.599871832429723,0.6009719654107912,0.0009729258451685338,0.019467097536901012,0.01904776568197354,0.5104154093480955,0.5693183150564601,0.6119867616611984,0.6827697185285644,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_s1_w008_q1s1_w002,0.5978356067674354,0.5998588430817516,0.5998588430817516,0.5998755362391894,0.6009411120887043,0.0009288596142836436,0.024391468083893808,0.01909601736785119,0.5103919662879176,0.5693183150564601,0.6119867616611984,0.6828044356887517,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_cl_family_guarded_w006,0.5978491378238455,0.5998566585903591,0.5998566585903591,0.5998787642515563,0.6009565763851596,0.0015850171865190025,0.015415069916228985,0.01910843125243873,0.510438516717408,0.5693183150564601,0.6119867616611984,0.6827331616174661,0.643889824833638,0.6586408208969556,0.5529353937120755
anchor_v83_v83_minus_v76_w008,0.5977796690698428,0.5998870718646476,0.5998870718646476,0.5998870718646476,0.6001449691982345,0.0014794474067687745,0.01061997852044727,0.0204823120646428,0.510358817350496,0.569222704881796,0.6117562828744838,0.6822260121863176,0.6434203155330409,0.6583133347651958,0.5529081976466181
anchor_v83_cl_q1_s1_w008,0.597843284232214,0.5998616177348266,0.5998616177348266,0.5999099885573714,0.6010316197032955,0.0013565049682848504,0.02056293942534193,0.01907520000347185,0.5104612791654943,0.5693183150564601,0.6119867616611984,0.6827697185285644,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_s1_w008_q1s1_w004,0.5978466555509281,0.5998866505198652,0.5998866505198652,0.5999145776378249,0.6009732091187666,0.0012679837453517173,0.029337093305371265,0.019121067110507706,0.5104154093480955,0.5693183150564601,0.6119867616611984,0.6828373198891288,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_cl_s1_only_w015,0.5978566449196494,0.5999114040079649,0.5999114040079649,0.599915991944527,0.6009065257433449,0.0011062604524096364,0.03679336201936523,0.01923465237321936,0.510368196901956,0.5693183150564601,0.6119867616611984,0.6828832246842347,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_s1_w012_q1s1_w002,0.5978528557077389,0.5999036814098381,0.5999036814098381,0.5999201783756741,0.6009405515412707,0.0012239353022697338,0.034303051070984414,0.019181551678677935,0.5103919662879176,0.5693183150564601,0.6119867616611984,0.682868378099358,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_v83_minus_v76_w010,0.5977743365455074,0.5999207653179811,0.5999207653179811,0.5999207653179811,0.599956307143975,0.0018483182253614073,0.013245430788826451,0.020851182883235432,0.5103565158903061,0.5691982977221178,0.6116975088527605,0.6821289104600506,0.6432936097955485,0.6582311799691233,0.5528815135147646
anchor_v83_cl_family_guarded_w008,0.5978688345746684,0.5998950959686433,0.5998950959686433,0.5999225069993478,0.6009717345837517,0.002113648192543689,0.02056293942534193,0.019211566739464024,0.5104612791654943,0.5693183150564601,0.6119867616611984,0.6827697185285644,0.6438773590753945,0.6586408208969556,0.5529087640000625
anchor_v83_to_cl_sleep_prob_w008,0.5977201431822252,0.5988275405895991,0.5988275405895991,0.5999379345197845,0.6040659714394117,0.006732572534509263,0.04334545198184647,0.018808312967559682,0.510397892921078,0.5664640406570863,0.612133835519613,0.6825574432633368,0.641307218698311,0.6574971351872961,0.5530641564108212
anchor_v83_cl_q1_s1_w010,0.5978583082837162,0.5998934004409496,0.5998934004409496,0.5999518498070996,0.6010604155421676,0.0016960031063792077,0.02571375153485289,0.019160057534101327,0.5104836876046948,0.5693183150564601,0.6119867616611984,0.6828044356887517,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_s1_w004_q1s1_w008,0.5978580047547414,0.599903927645137,0.599903927645137,0.5999527337654732,0.601032863411271,0.001651562868468034,0.029337093305371265,0.019148501432006016,0.5104612791654943,0.5693183150564601,0.6119867616611984,0.6828373198891288,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_s1_w012_q1s1_w004,0.597866433457375,0.599934017814095,0.599934017814095,0.5999611170930225,0.6009708438643888,0.0015630680270947441,0.03928840295792024,0.019218292397578832,0.5104154093480955,0.5693183150564601,0.6119867616611984,0.6828976174644997,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_s1_w016_q1s1_w002,0.5978751630064721,0.5999535780963543,0.5999535780963543,0.5999686155182772,0.6009363814158045,0.001519018977513624,0.044292194907486815,0.019292265087523987,0.5103919662879176,0.5693183150564601,0.6119867616611984,0.682925045301794,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_cl_family_guarded_w010,0.5978924076785725,0.5999374097000089,0.5999374097000089,0.5999690927054675,0.6009839402259065,0.002642402679273029,0.02571375153485289,0.019353033375034898,0.5104836876046948,0.5693183150564601,0.6119867616611984,0.6828044356887517,0.6438645649080101,0.6586408208969556,0.5528819086670167
anchor_v83_cl_s1_only_w020,0.5978869006307105,0.5999761464537546,0.5999761464537546,0.5999783177796405,0.6008996211414128,0.0014751058491958042,0.049313457907929736,0.019386326657655686,0.510368196901956,0.5693183150564601,0.6119867616611984,0.6829506690973948,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_s1_w008_q1s1_w008,0.5978777826611883,0.5999512949393668,0.5999512949393668,0.5999992732206708,0.6010304981568931,0.0019466471502110605,0.03928840295792024,0.01924572671907714,0.5104612791654943,0.5693183150564601,0.6119867616611984,0.6828976174644997,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_v83_minus_v76_w015,0.5977663481337805,0.6000103418504265,0.6000103418504265,0.6000103418504265,0.5994819960582015,0.002768754032607195,0.019756108745985768,0.02177161869048122,0.5103508405244543,0.5691363963727557,0.6115485714813996,0.6818852790422775,0.6429760354439487,0.6580253052325186,0.5528143649189143
anchor_v83_s1_w016_q1s1_w004,0.5978912704521478,0.5999864441966508,0.5999864441966508,0.6000114522700611,0.6009648689914827,0.001858141891951297,0.049313457907929736,0.019344078068042985,0.5104154093480955,0.5693183150564601,0.6119867616611984,0.6829506690973948,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_to_cl_sleep_prob_w010,0.5977573388619899,0.5986573993321223,0.5986573993321223,0.6000240332693916,0.6047980857453655,0.008415715668136583,0.05418181497730823,0.019176977604718395,0.5104053169258587,0.565750472057243,0.6121706039842165,0.682543707276396,0.6406527112093888,0.6572112137598812,0.5530767150078545
anchor_v83_s1_w012_q1s1_w008,0.5979026196559611,0.6000037213219226,0.6000037213219226,0.6000496083977094,0.6010245232839871,0.0022417210150676133,0.049313457907929736,0.019371512389541296,0.5104612791654943,0.5693183150564601,0.6119867616611984,0.6829506690973948,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_cl_q1_s1_w015,0.5979090556871173,0.5999860444809025,0.5999860444809025,0.6000661547587097,0.601122303861188,0.0025452682649215685,0.038596481864367094,0.019451251621294033,0.5105381016553407,0.5693183150564601,0.6119867616611984,0.6828832246842347,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_cl_family_guarded_w015,0.5979683112224736,0.6000601648125634,0.6000601648125634,0.6000980012989524,0.6010015215999934,0.00396474034265667,0.038596481864367094,0.01980915461806629,0.5105381016553407,0.5693183150564601,0.6119867616611984,0.6828832246842347,0.6438311447246096,0.6586408208969556,0.5528137879925002
anchor_v83_s1_w016_q1s1_w008,0.5979325164639439,0.6000612075176883,0.6000612075176883,0.6001037405978286,0.6010149404392826,0.002536747645892922,0.05940445052204746,0.019525560617879478,0.5104612791654943,0.5693183150564601,0.6119867616611984,0.6829965353327905,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_v83_minus_v76_w020,0.5977659558537664,0.6001075145145844,0.6001075145145844,0.6001075145145844,0.599003954580085,0.0036866951842646697,0.026189795690043094,0.022689559842138697,0.5103452795439625,0.5690732330738124,0.6113967943437997,0.6816404081597557,0.6426573230126675,0.6578187427849596,0.5527465955078191
anchor_v83_cl_s1_only_w030,0.5979711289723938,0.6001293482648954,0.6001293482648954,0.6001293482648954,0.6008689083531423,0.0022125033911720576,0.07464696776895052,0.01980067117668132,0.510368196901956,0.5693183150564601,0.6119867616611984,0.6830520008685713,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_cl_q1_s1_w020,0.597978659892238,0.6000975453225754,0.6000975453225754,0.6001942579158122,0.6011697390481296,0.0033951258716921544,0.05147367463680502,0.019828734910656086,0.5105901125647035,0.5693183150564601,0.6119867616611984,0.6829506690973948,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_cl_family_guarded_w020,0.598068477377244,0.6002071825359874,0.6002071825359874,0.6002446990417116,0.6010006073695227,0.005287553585397492,0.05147367463680502,0.02040568108997787,0.5105901125647035,0.5693183150564601,0.6119867616611984,0.6829506690973948,0.6437956788359444,0.6586408208969556,0.5527442731769763
anchor_v83_v83_minus_v76_w030,0.5977877767697878,0.6003244653189502,0.6003244653189502,0.6003244653189502,0.598036994658409,0.0055150616304022945,0.038819962645901374,0.02451792628827632,0.5103345131409743,0.5689431241765983,0.6110848262643328,0.6811470156768243,0.6420165786250522,0.6574035999205464,0.5526092210492728
anchor_v83_cl_q1_s1_w030,0.5981745001219436,0.600377178825385,0.600377178825385,0.6004919036756436,0.6012212026396208,0.005095867227856627,0.07714330159499844,0.02084322083587748,0.5106864194932925,0.5693183150564601,0.6119867616611984,0.6830520008685713,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_cl_family_guarded_w030,0.5983416613624218,0.6005740696584722,0.6005740696584722,0.6005915146339701,0.6009432601403045,0.00793375971545184,0.07714330159499844,0.0219580739509047,0.5106864194932925,0.5693183150564601,0.6119867616611984,0.6830520008685713,0.6437186305476973,0.6586408208969556,0.5526011083241095
anchor_v83_v85_soft_direction_w010,0.5946911538759325,0.5945759012670817,0.5946911538759325,0.6030994367841063,0.5990898632558879,0.013658868975428944,0.15777898440502025,0.023885916550938507,0.5099625505774662,0.5694888529287221,0.6102687103901396,0.6829156295205503,0.6426146919559214,0.6582585414639104,0.552826794573389
anchor_v83_v85_soft_direction_w015,0.5938818237293313,0.5927332953739902,0.5938818237293313,0.6210251298825016,0.5976580090452304,0.02038865568610991,0.2405465739771559,0.028247327067822677,0.5097581970109302,0.569535398767772,0.6089241776734553,0.6829539268016206,0.6419054655400187,0.6580129503869342,0.5527151265761103
anchor_v83_v85_soft_direction_w020,0.5935561181910431,0.591374314089212,0.5935561181910431,0.6392550397440455,0.5959107613308663,0.027024096017372642,0.32319435902164556,0.03316939387434038,0.5095539069538122,0.5695567976768829,0.6073470887668126,0.6829156620915005,0.6411633352101922,0.6577325016627024,0.5525926942048991
anchor_v83_v85_soft_direction_w030,0.5942791755617953,0.590030819966984,0.5942791755617953,0.6747515267444294,0.5916308770682391,0.039952132703295416,0.4669814039587785,0.04396574351662242,0.5091484645100939,0.5695267379340688,0.6037663725962714,0.6826082028857372,0.6395894587872879,0.6570717735115446,0.5523195397540895
