name,posterior_old_bce,posterior_refit_bce,robust_posterior,selection_score,entropy,drift_v83,max_drift_v83,drift_v76,mean_Q1,mean_Q2,mean_Q3,mean_S1,mean_S2,mean_S3,mean_S4
anchor_v83_v85_soft_direction_w006,0.5956966180253873,0.5964079860137286,0.5964079860137286,0.5966264673646093,0.5999869905784816,0.008220661012524291,0.09273101688600982,0.021071287967541017,0.510125548715509,0.5694331529261221,0.611128826484258,0.6828303205553788,0.6431568384211195,0.6584291744238774,0.5529077154323907
anchor_v83_v85_soft_direction_w004,0.5963205893314423,0.5974452676183796,0.5974452676183796,0.5974452676183796,0.6003486585222797,0.005487381701856466,0.06092792139058456,0.02004664581967301,0.5102067368367977,0.5693990691363765,0.6114757034844225,0.6827696013289644,0.6434190958800545,0.6585056935060115,0.5529452011551023
anchor_v83_v85_soft_direction_w008,0.5951536671760734,0.5954517248658187,0.5954517248658187,0.5982600371568351,0.5995669772603247,0.010944983936863549,0.12510390363770485,0.022352162425867496,0.5100441345377398,0.5694630720170412,0.6107252296987989,0.6828790179523566,0.642888654865686,0.658346768664231,0.5528682261718735
anchor_v83_v85_soft_direction_w002,0.5970260357771209,0.5985640243626542,0.5985640243626542,0.5985640243626542,0.6006510254807825,0.0027466549013901178,0.029943384308239618,0.019330066874660167,0.5102876400834707,0.5693607968552467,0.6117625774486602,0.6826969310809086,0.6436752810762166,0.658576262703106,0.5529806230841452
anchor_v83_to_cl_sleep_prob_w002,0.5977529206385661,0.5994908162647454,0.5994908162647454,0.5997813681168482,0.6017235655020328,0.001683143133627321,0.010836362995461646,0.01867019506904554,0.5103756209067365,0.5686047464566168,0.612023530125802,0.6825986512241586,0.6432707411650777,0.6583548994695407,0.5530264806197208
anchor_v83_cl_s1_only_w002,0.5978149608865346,0.5997800544645556,0.5997800544645556,0.5997816906884245,0.600898092278507,0.00014743275661643944,0.004830477836140767,0.019012319303489934,0.510368196901956,0.5693183150564601,0.6119867616611984,0.6826545022895656,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_v83_minus_v76_w002,0.5978030320677854,0.5997933569295835,0.5997933569295835,0.5997933569295835,0.6007072457527008,0.0003704551242330184,0.002672481661649684,0.019373319782107046,0.5103658263819855,0.5692947151566773,0.6119298377625338,0.6825161004027248,0.6437993019306695,0.658559120781428,0.5529876435748481
anchor_v83_cl_q1_s1_w002,0.597816274214008,0.5997843317527582,0.5997843317527582,0.5997976305662132,0.6009314139630387,0.000338879214133374,0.005132515687950034,0.01898419490975771,0.5103919662879176,0.5693183150564601,0.6119867616611984,0.6826545022895656,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_cl_s1_only_w004,0.597817899387066,0.5997967876589781,0.5997967876589781,0.5997997453304478,0.6009018678430808,0.00029489502230721764,0.009685723776428401,0.019032956888808208,0.510368196901956,0.5693183150564601,0.6119867616611984,0.6826947583460317,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_cl_family_guarded_w002,0.5978213651212048,0.5997914046327953,0.5997914046327953,0.5997998035555436,0.6009174142753057,0.0005281796182996507,0.005132515687950034,0.019000179635344974,0.5103919662879176,0.5693183150564601,0.6119867616611984,0.6826545022895656,0.6439137699183207,0.6586408208969556,0.5529879734257339
anchor_v83_to_cl_sleep_prob_w004,0.5977175591897743,0.5992437571938847,0.5992437571938847,0.5998161768928078,0.6025289022072334,0.0033662862672546394,0.021672725990923403,0.01852952424262681,0.5103830449115171,0.5678911778567733,0.6120602985904057,0.6825849152372181,0.6426162336761555,0.6580689780421258,0.5530390392167542
anchor_v83_cl_s1_only_w006,0.5978221006648262,0.5998147836306302,0.5998147836306302,0.5998187476697223,0.600904743179145,0.0004423822296546236,0.014564886872793004,0.019060028652656213,0.510368196901956,0.5693183150564601,0.6119867616611984,0.6827331616174661,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_v83_minus_v76_w004,0.5977940139080773,0.5998233647475445,0.5998233647475445,0.5998233647475445,0.6005204437045976,0.0007405151950036357,0.00533338616922896,0.019743379852877663,0.5103634728075984,0.5692709135451531,0.6118724489376368,0.6824196082406031,0.6436731631400582,0.658477305900624,0.5529612630897348
anchor_v83_cl_q1_s1_w004,0.5978222692085033,0.5998070854018742,0.5998070854018742,0.5998328798208683,0.6009671156931508,0.0006779310650627104,0.010271233109465205,0.018990708299195507,0.5104154093480955,0.5693183150564601,0.6119867616611984,0.6826947583460317,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_s1_w004_q1s1_w002,0.5978234139922995,0.5998190609188326,0.5998190609188326,0.5998346875475108,0.6009380648636766,0.0006338286871715581,0.014564886872793004,0.01903190425892399,0.5103919662879176,0.5693183150564601,0.6119867616611984,0.6827331616174661,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_cl_family_guarded_w004,0.59783331540345,0.5998220955425021,0.5998220955425021,0.5998378634502418,0.6009384685181381,0.0010565231669618078,0.010271233109465205,0.019037749793865893,0.5104154093480955,0.5693183150564601,0.6119867616611984,0.6826947583460317,0.6439019618805001,0.6586408208969556,0.5529617970893564
anchor_v83_cl_s1_only_w008,0.5978275652069635,0.5998340428666586,0.5998340428666586,0.5998386979393024,0.6009067175607212,0.0005898898024130414,0.019467097536901012,0.01909001427158624,0.510368196901956,0.5693183150564601,0.6119867616611984,0.6827697185285644,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_v83_minus_v76_w006,0.597786227216144,0.59985460403328,0.59985460403328,0.59985460403328,0.6003330164482164,0.0011101795137047942,0.007982591520569016,0.02011304417157882,0.5103611363930177,0.5692469101411353,0.6118145967744281,0.6823229118075008,0.6435468338270858,0.6583953769852896,0.5529347809764074
anchor_v83_cl_s1_only_w010,0.5978342934399621,0.5998545657935488,0.5998545657935488,0.5998595963614005,0.6009077904041725,0.0007374131567667091,0.024391468083893808,0.019124141761583415,0.510368196901956,0.5693183150564601,0.6119867616611984,0.6828044356887517,0.6439252486539999,0.6586408208969556,0.5530139220226873
anchor_v83_to_cl_sleep_prob_w006,0.5977067646234755,0.5990228371953831,0.5990228371953831,0.5998685145754331,0.6033096384390249,0.005049429400881959,0.03250908898638494,0.01856963418310795,0.5103904689162976,0.5671776092569298,0.6120970670550092,0.6825711792502773,0.6419617261872331,0.657783056614711,0.5530515978137875
