split,target,model,seed,params,k,ncols,logloss,base_logloss
chrono_last_30,S3,micro_moe_z2_e2,0,54,20,257,0.5971037238483569,0.5939828505014791
chrono_last_30,S3,micro_moe_z2_e2,1,54,20,257,0.6028728611403253,0.5939828505014791
chrono_last_30,S3,micro_moe_z4_e2,0,104,20,257,0.6086069289804588,0.5939828505014791
chrono_last_30,S3,micro_moe_z4_e2,1,104,20,257,0.6047557138521725,0.5939828505014791
chrono_last_30,S3,micro_moe_z4_e3,0,114,20,257,0.5962393050624272,0.5939828505014791
chrono_last_30,S3,micro_moe_z4_e3,1,114,20,257,0.6096427314596794,0.5939828505014791
chrono_last_30,S4,sk_logistic_sameK,-1,61,60,797,0.6728913092707485,0.6728913092707485
chrono_last_30,S4,torch_linear,0,61,60,797,0.6880913751036518,0.6728913092707485
chrono_last_30,S4,torch_linear,1,61,60,797,0.6886919633774344,0.6728913092707485
chrono_last_30,S4,bottleneck_z2,0,125,60,797,0.7178249174306279,0.6728913092707485
chrono_last_30,S4,bottleneck_z2,1,125,60,797,0.6909939533953359,0.6728913092707485
chrono_last_30,S4,bottleneck_z4,0,249,60,797,0.7087691480787817,0.6728913092707485
chrono_last_30,S4,bottleneck_z4,1,249,60,797,0.6991561808280977,0.6728913092707485
chrono_last_30,S4,bottleneck_z8,0,497,60,797,0.6937203443931201,0.6728913092707485
chrono_last_30,S4,bottleneck_z8,1,497,60,797,0.7026120383888406,0.6728913092707485
chrono_last_30,S4,micro_moe_z2_e2,0,134,60,797,0.7282869501920798,0.6728913092707485
chrono_last_30,S4,micro_moe_z2_e2,1,134,60,797,0.6962584793215045,0.6728913092707485
chrono_last_30,S4,micro_moe_z4_e2,0,264,60,797,0.7367616797433029,0.6728913092707485
chrono_last_30,S4,micro_moe_z4_e2,1,264,60,797,0.6971087546356997,0.6728913092707485
chrono_last_30,S4,micro_moe_z4_e3,0,274,60,797,0.715033070018323,0.6728913092707485
chrono_last_30,S4,micro_moe_z4_e3,1,274,60,797,0.6874051481750102,0.6728913092707485
testpattern_0,Q1,sk_logistic_sameK,-1,51,50,258,0.681183241844914,0.681183241844914
testpattern_0,Q1,torch_linear,0,51,50,258,0.6865824952963394,0.681183241844914
testpattern_0,Q1,torch_linear,1,51,50,258,0.7014085232994132,0.681183241844914
testpattern_0,Q1,bottleneck_z2,0,105,50,258,0.6759307149647752,0.681183241844914
testpattern_0,Q1,bottleneck_z2,1,105,50,258,0.6980403293250939,0.681183241844914
testpattern_0,Q1,bottleneck_z4,0,209,50,258,0.6770954156764131,0.681183241844914
testpattern_0,Q1,bottleneck_z4,1,209,50,258,0.6877268170557254,0.681183241844914
testpattern_0,Q1,bottleneck_z8,0,417,50,258,0.692409514985235,0.681183241844914
testpattern_0,Q1,bottleneck_z8,1,417,50,258,0.6980799875714012,0.681183241844914
testpattern_0,Q1,micro_moe_z2_e2,0,114,50,258,0.6814462321862601,0.681183241844914
testpattern_0,Q1,micro_moe_z2_e2,1,114,50,258,0.7167327418057217,0.681183241844914
testpattern_0,Q1,micro_moe_z4_e2,0,224,50,258,0.6828214905215054,0.681183241844914
testpattern_0,Q1,micro_moe_z4_e2,1,224,50,258,0.7154970286464788,0.681183241844914
testpattern_0,Q1,micro_moe_z4_e3,0,234,50,258,0.6834545417027483,0.681183241844914
testpattern_0,Q1,micro_moe_z4_e3,1,234,50,258,0.7000944584609056,0.681183241844914
testpattern_0,Q2,sk_logistic_sameK,-1,21,20,576,0.7246897451661397,0.7246897451661397
testpattern_0,Q2,torch_linear,0,21,20,576,0.8210455714302367,0.7246897451661397
testpattern_0,Q2,torch_linear,1,21,20,576,0.7355091623471399,0.7246897451661397
testpattern_0,Q2,bottleneck_z2,0,45,20,576,0.7235103289230631,0.7246897451661397
testpattern_0,Q2,bottleneck_z2,1,45,20,576,0.7015569917344835,0.7246897451661397
testpattern_0,Q2,bottleneck_z4,0,89,20,576,0.7302718324427687,0.7246897451661397
testpattern_0,Q2,bottleneck_z4,1,89,20,576,0.7136953162141408,0.7246897451661397
testpattern_0,Q2,bottleneck_z8,0,177,20,576,0.7585649533420329,0.7246897451661397
testpattern_0,Q2,bottleneck_z8,1,177,20,576,0.7053559117896541,0.7246897451661397
testpattern_0,Q2,micro_moe_z2_e2,0,54,20,576,0.7698606003694853,0.7246897451661397
testpattern_0,Q2,micro_moe_z2_e2,1,54,20,576,0.7220458498082926,0.7246897451661397
testpattern_0,Q2,micro_moe_z4_e2,0,104,20,576,0.719195060232835,0.7246897451661397
testpattern_0,Q2,micro_moe_z4_e2,1,104,20,576,0.7189341781878432,0.7246897451661397
testpattern_0,Q2,micro_moe_z4_e3,0,114,20,576,0.7532124610707351,0.7246897451661397
testpattern_0,Q2,micro_moe_z4_e3,1,114,20,576,0.7190866950839994,0.7246897451661397
testpattern_0,Q3,sk_logistic_sameK,-1,11,10,11,0.6687752757884357,0.6687752757884357
testpattern_0,Q3,torch_linear,0,11,10,11,0.7111990726349561,0.6687752757884357
testpattern_0,Q3,torch_linear,1,11,10,11,0.6791007780833764,0.6687752757884357
testpattern_0,Q3,bottleneck_z2,0,25,10,11,0.6972819266509633,0.6687752757884357
testpattern_0,Q3,bottleneck_z2,1,25,10,11,0.6887872330107907,0.6687752757884357
testpattern_0,Q3,bottleneck_z4,0,49,10,11,0.6915673607930211,0.6687752757884357
testpattern_0,Q3,bottleneck_z4,1,49,10,11,0.741489046237061,0.6687752757884357
testpattern_0,Q3,bottleneck_z8,0,97,10,11,0.67589079207347,0.6687752757884357
testpattern_0,Q3,bottleneck_z8,1,97,10,11,0.6925888711005688,0.6687752757884357
testpattern_0,Q3,micro_moe_z2_e2,0,34,10,11,0.6606859981445934,0.6687752757884357
testpattern_0,Q3,micro_moe_z2_e2,1,34,10,11,0.6769505397528539,0.6687752757884357
testpattern_0,Q3,micro_moe_z4_e2,0,64,10,11,0.6870346055641232,0.6687752757884357
testpattern_0,Q3,micro_moe_z4_e2,1,64,10,11,0.6894395466048666,0.6687752757884357
testpattern_0,Q3,micro_moe_z4_e3,0,74,10,11,0.7307687731688466,0.6687752757884357
testpattern_0,Q3,micro_moe_z4_e3,1,74,10,11,0.7021754320813137,0.6687752757884357
testpattern_0,S1,sk_logistic_sameK,-1,21,20,596,0.6246716464166057,0.6246716464166057
testpattern_0,S1,torch_linear,0,21,20,596,0.6967396333341028,0.6246716464166057
testpattern_0,S1,torch_linear,1,21,20,596,0.6606687364668631,0.6246716464166057
testpattern_0,S1,bottleneck_z2,0,45,20,596,0.6005950776106174,0.6246716464166057
testpattern_0,S1,bottleneck_z2,1,45,20,596,0.6864304617549365,0.6246716464166057
testpattern_0,S1,bottleneck_z4,0,89,20,596,0.6946866296258879,0.6246716464166057
testpattern_0,S1,bottleneck_z4,1,89,20,596,0.614563243340833,0.6246716464166057
testpattern_0,S1,bottleneck_z8,0,177,20,596,0.6852714892582759,0.6246716464166057
testpattern_0,S1,bottleneck_z8,1,177,20,596,0.6670870813009437,0.6246716464166057
testpattern_0,S1,micro_moe_z2_e2,0,54,20,596,0.6705960106815393,0.6246716464166057
testpattern_0,S1,micro_moe_z2_e2,1,54,20,596,0.6552030464333249,0.6246716464166057
testpattern_0,S1,micro_moe_z4_e2,0,104,20,596,0.6841654263020951,0.6246716464166057
testpattern_0,S1,micro_moe_z4_e2,1,104,20,596,0.6445132977028106,0.6246716464166057
testpattern_0,S1,micro_moe_z4_e3,0,114,20,596,0.6661535383155374,0.6246716464166057
testpattern_0,S1,micro_moe_z4_e3,1,114,20,596,0.6477154294407096,0.6246716464166057
testpattern_0,S2,sk_logistic_sameK,-1,21,20,596,0.6603081180348588,0.6603081180348588
testpattern_0,S2,torch_linear,0,21,20,596,0.6022466614583059,0.6603081180348588
testpattern_0,S2,torch_linear,1,21,20,596,0.6510201846971154,0.6603081180348588
testpattern_0,S2,bottleneck_z2,0,45,20,596,0.5983158076450052,0.6603081180348588
testpattern_0,S2,bottleneck_z2,1,45,20,596,0.633458973873687,0.6603081180348588
testpattern_0,S2,bottleneck_z4,0,89,20,596,0.6226065072066134,0.6603081180348588
testpattern_0,S2,bottleneck_z4,1,89,20,596,0.6036593473800612,0.6603081180348588
testpattern_0,S2,bottleneck_z8,0,177,20,596,0.6349015026230032,0.6603081180348588
testpattern_0,S2,bottleneck_z8,1,177,20,596,0.6399038658600193,0.6603081180348588
testpattern_0,S2,micro_moe_z2_e2,0,54,20,596,0.6254667699966233,0.6603081180348588
testpattern_0,S2,micro_moe_z2_e2,1,54,20,596,0.6451853065516232,0.6603081180348588
testpattern_0,S2,micro_moe_z4_e2,0,104,20,596,0.6423507009021683,0.6603081180348588
testpattern_0,S2,micro_moe_z4_e2,1,104,20,596,0.6275782726211268,0.6603081180348588
testpattern_0,S2,micro_moe_z4_e3,0,114,20,596,0.6449340066691895,0.6603081180348588
testpattern_0,S2,micro_moe_z4_e3,1,114,20,596,0.6225416928893468,0.6603081180348588
testpattern_0,S3,sk_logistic_sameK,-1,21,20,258,0.5559254628620663,0.5559254628620663
testpattern_0,S3,torch_linear,0,21,20,258,0.5365307729476013,0.5559254628620663
testpattern_0,S3,torch_linear,1,21,20,258,0.5328399925492555,0.5559254628620663
testpattern_0,S3,bottleneck_z2,0,45,20,258,0.5712613373978198,0.5559254628620663
testpattern_0,S3,bottleneck_z2,1,45,20,258,0.5573962416122995,0.5559254628620663
testpattern_0,S3,bottleneck_z4,0,89,20,258,0.5482298754219388,0.5559254628620663
testpattern_0,S3,bottleneck_z4,1,89,20,258,0.5936123007859572,0.5559254628620663
testpattern_0,S3,bottleneck_z8,0,177,20,258,0.540608350931455,0.5559254628620663
testpattern_0,S3,bottleneck_z8,1,177,20,258,0.548139420522786,0.5559254628620663
testpattern_0,S3,micro_moe_z2_e2,0,54,20,258,0.5489741978164193,0.5559254628620663
testpattern_0,S3,micro_moe_z2_e2,1,54,20,258,0.6460563184411877,0.5559254628620663
testpattern_0,S3,micro_moe_z4_e2,0,104,20,258,0.5499416459334571,0.5559254628620663
testpattern_0,S3,micro_moe_z4_e2,1,104,20,258,0.5535956096866298,0.5559254628620663
testpattern_0,S3,micro_moe_z4_e3,0,114,20,258,0.5480404910876204,0.5559254628620663
testpattern_0,S3,micro_moe_z4_e3,1,114,20,258,0.5441427857400758,0.5559254628620663
testpattern_0,S4,sk_logistic_sameK,-1,61,60,789,0.6632095721689025,0.6632095721689025
testpattern_0,S4,torch_linear,0,61,60,789,0.690124937738195,0.6632095721689025
testpattern_0,S4,torch_linear,1,61,60,789,0.6927786288895329,0.6632095721689025
testpattern_0,S4,bottleneck_z2,0,125,60,789,0.7138872730862617,0.6632095721689025
testpattern_0,S4,bottleneck_z2,1,125,60,789,0.6606252279846251,0.6632095721689025
testpattern_0,S4,bottleneck_z4,0,249,60,789,0.683091609406408,0.6632095721689025
testpattern_0,S4,bottleneck_z4,1,249,60,789,0.6642074483166026,0.6632095721689025
testpattern_0,S4,bottleneck_z8,0,497,60,789,0.6850100714037312,0.6632095721689025
testpattern_0,S4,bottleneck_z8,1,497,60,789,0.7145814836123848,0.6632095721689025
testpattern_0,S4,micro_moe_z2_e2,0,134,60,789,0.6796159124016958,0.6632095721689025
testpattern_0,S4,micro_moe_z2_e2,1,134,60,789,0.6713291879232927,0.6632095721689025
testpattern_0,S4,micro_moe_z4_e2,0,264,60,789,0.6988921881786448,0.6632095721689025
testpattern_0,S4,micro_moe_z4_e2,1,264,60,789,0.6739463270263316,0.6632095721689025
testpattern_0,S4,micro_moe_z4_e3,0,274,60,789,0.6813133144487399,0.6632095721689025
testpattern_0,S4,micro_moe_z4_e3,1,274,60,789,0.6985426962752646,0.6632095721689025
testpattern_1,Q1,sk_logistic_sameK,-1,51,50,257,0.6761814671340702,0.6761814671340702
testpattern_1,Q1,torch_linear,0,51,50,257,0.6669151049068538,0.6761814671340702
testpattern_1,Q1,torch_linear,1,51,50,257,0.693324963958075,0.6761814671340702
testpattern_1,Q1,bottleneck_z2,0,105,50,257,0.6856988542884888,0.6761814671340702
testpattern_1,Q1,bottleneck_z2,1,105,50,257,0.6647866381042477,0.6761814671340702
testpattern_1,Q1,bottleneck_z4,0,209,50,257,0.6812177126604313,0.6761814671340702
testpattern_1,Q1,bottleneck_z4,1,209,50,257,0.6769080158295702,0.6761814671340702
testpattern_1,Q1,bottleneck_z8,0,417,50,257,0.6738988942313058,0.6761814671340702
testpattern_1,Q1,bottleneck_z8,1,417,50,257,0.6698024654274369,0.6761814671340702
testpattern_1,Q1,micro_moe_z2_e2,0,114,50,257,0.6838621581414088,0.6761814671340702
testpattern_1,Q1,micro_moe_z2_e2,1,114,50,257,0.6706569665353049,0.6761814671340702
testpattern_1,Q1,micro_moe_z4_e2,0,224,50,257,0.6789420318791485,0.6761814671340702
testpattern_1,Q1,micro_moe_z4_e2,1,224,50,257,0.6705144791303351,0.6761814671340702
testpattern_1,Q1,micro_moe_z4_e3,0,234,50,257,0.6836203625206647,0.6761814671340702
testpattern_1,Q1,micro_moe_z4_e3,1,234,50,257,0.6735911207649894,0.6761814671340702
testpattern_1,Q2,sk_logistic_sameK,-1,21,20,576,0.7232054202584332,0.7232054202584332
testpattern_1,Q2,torch_linear,0,21,20,576,0.7831231608438605,0.7232054202584332
testpattern_1,Q2,torch_linear,1,21,20,576,0.7430116158268576,0.7232054202584332
testpattern_1,Q2,bottleneck_z2,0,45,20,576,0.7283169384646878,0.7232054202584332
testpattern_1,Q2,bottleneck_z2,1,45,20,576,0.7222112531730588,0.7232054202584332
testpattern_1,Q2,bottleneck_z4,0,89,20,576,0.7535647013829623,0.7232054202584332
testpattern_1,Q2,bottleneck_z4,1,89,20,576,0.7217478799102524,0.7232054202584332
testpattern_1,Q2,bottleneck_z8,0,177,20,576,0.7301024494773729,0.7232054202584332
testpattern_1,Q2,bottleneck_z8,1,177,20,576,0.7391842135983095,0.7232054202584332
testpattern_1,Q2,micro_moe_z2_e2,0,54,20,576,0.7186602754586452,0.7232054202584332
testpattern_1,Q2,micro_moe_z2_e2,1,54,20,576,0.7079812258966697,0.7232054202584332
testpattern_1,Q2,micro_moe_z4_e2,0,104,20,576,0.738148992521515,0.7232054202584332
testpattern_1,Q2,micro_moe_z4_e2,1,104,20,576,0.739356620938014,0.7232054202584332
testpattern_1,Q2,micro_moe_z4_e3,0,114,20,576,0.7311850185835127,0.7232054202584332
testpattern_1,Q2,micro_moe_z4_e3,1,114,20,576,0.7306620510934946,0.7232054202584332
testpattern_1,Q3,sk_logistic_sameK,-1,11,10,11,0.6649542938602886,0.6649542938602886
testpattern_1,Q3,torch_linear,0,11,10,11,0.6803140848939061,0.6649542938602886
testpattern_1,Q3,torch_linear,1,11,10,11,0.696244463235304,0.6649542938602886
testpattern_1,Q3,bottleneck_z2,0,25,10,11,0.707740554098571,0.6649542938602886
testpattern_1,Q3,bottleneck_z2,1,25,10,11,0.699558494646959,0.6649542938602886
testpattern_1,Q3,bottleneck_z4,0,49,10,11,0.6671423949610127,0.6649542938602886
testpattern_1,Q3,bottleneck_z4,1,49,10,11,0.7337260788964718,0.6649542938602886
testpattern_1,Q3,bottleneck_z8,0,97,10,11,0.6776746155138678,0.6649542938602886
testpattern_1,Q3,bottleneck_z8,1,97,10,11,0.7377778907838652,0.6649542938602886
testpattern_1,Q3,micro_moe_z2_e2,0,34,10,11,0.6598903687752101,0.6649542938602886
testpattern_1,Q3,micro_moe_z2_e2,1,34,10,11,0.6795667456010063,0.6649542938602886
testpattern_1,Q3,micro_moe_z4_e2,0,64,10,11,0.6881918661958565,0.6649542938602886
testpattern_1,Q3,micro_moe_z4_e2,1,64,10,11,0.676641487057017,0.6649542938602886
testpattern_1,Q3,micro_moe_z4_e3,0,74,10,11,0.7160899726586599,0.6649542938602886
testpattern_1,Q3,micro_moe_z4_e3,1,74,10,11,0.6875948390591203,0.6649542938602886
testpattern_1,S1,sk_logistic_sameK,-1,21,20,595,0.5897524605628727,0.5897524605628727
testpattern_1,S1,torch_linear,0,21,20,595,0.6279050702005623,0.5897524605628727
testpattern_1,S1,torch_linear,1,21,20,595,0.6438668720742373,0.5897524605628727
testpattern_1,S1,bottleneck_z2,0,45,20,595,0.6163033399322002,0.5897524605628727
testpattern_1,S1,bottleneck_z2,1,45,20,595,0.6419113962774152,0.5897524605628727
testpattern_1,S1,bottleneck_z4,0,89,20,595,0.6267721296582065,0.5897524605628727
testpattern_1,S1,bottleneck_z4,1,89,20,595,0.6035463521272922,0.5897524605628727
testpattern_1,S1,bottleneck_z8,0,177,20,595,0.6225980778253728,0.5897524605628727
testpattern_1,S1,bottleneck_z8,1,177,20,595,0.6240318199104247,0.5897524605628727
testpattern_1,S1,micro_moe_z2_e2,0,54,20,595,0.6287549917226293,0.5897524605628727
testpattern_1,S1,micro_moe_z2_e2,1,54,20,595,0.6290912885189865,0.5897524605628727
testpattern_1,S1,micro_moe_z4_e2,0,104,20,595,0.6212045834943929,0.5897524605628727
testpattern_1,S1,micro_moe_z4_e2,1,104,20,595,0.6242693337450423,0.5897524605628727
testpattern_1,S1,micro_moe_z4_e3,0,114,20,595,0.6158159829647163,0.5897524605628727
testpattern_1,S1,micro_moe_z4_e3,1,114,20,595,0.6102364935214791,0.5897524605628727
testpattern_1,S2,sk_logistic_sameK,-1,21,20,595,0.6613911706010049,0.6613911706010049
testpattern_1,S2,torch_linear,0,21,20,595,0.6040824380430109,0.6613911706010049
testpattern_1,S2,torch_linear,1,21,20,595,0.6770162864180774,0.6613911706010049
testpattern_1,S2,bottleneck_z2,0,45,20,595,0.6027987014415425,0.6613911706010049
testpattern_1,S2,bottleneck_z2,1,45,20,595,0.6362496232686304,0.6613911706010049
testpattern_1,S2,bottleneck_z4,0,89,20,595,0.6244144111181957,0.6613911706010049
testpattern_1,S2,bottleneck_z4,1,89,20,595,0.6255010647555944,0.6613911706010049
testpattern_1,S2,bottleneck_z8,0,177,20,595,0.6091793832879668,0.6613911706010049
testpattern_1,S2,bottleneck_z8,1,177,20,595,0.716812344536579,0.6613911706010049
testpattern_1,S2,micro_moe_z2_e2,0,54,20,595,0.6293553792363293,0.6613911706010049
testpattern_1,S2,micro_moe_z2_e2,1,54,20,595,0.644088040178244,0.6613911706010049
testpattern_1,S2,micro_moe_z4_e2,0,104,20,595,0.6518878483573344,0.6613911706010049
testpattern_1,S2,micro_moe_z4_e2,1,104,20,595,0.6574975882592295,0.6613911706010049
testpattern_1,S2,micro_moe_z4_e3,0,114,20,595,0.6470618993037097,0.6613911706010049
testpattern_1,S2,micro_moe_z4_e3,1,114,20,595,0.6670463949179983,0.6613911706010049
testpattern_1,S3,sk_logistic_sameK,-1,21,20,257,0.5683206778952565,0.5683206778952565
testpattern_1,S3,torch_linear,0,21,20,257,0.5415475317938921,0.5683206778952565
testpattern_1,S3,torch_linear,1,21,20,257,0.6702025927821981,0.5683206778952565
testpattern_1,S3,bottleneck_z2,0,45,20,257,0.5542130437872879,0.5683206778952565
testpattern_1,S3,bottleneck_z2,1,45,20,257,0.6540272092374232,0.5683206778952565
testpattern_1,S3,bottleneck_z4,0,89,20,257,0.5902147920718556,0.5683206778952565
testpattern_1,S3,bottleneck_z4,1,89,20,257,0.6280162706323833,0.5683206778952565
testpattern_1,S3,bottleneck_z8,0,177,20,257,0.5767516423216092,0.5683206778952565
testpattern_1,S3,bottleneck_z8,1,177,20,257,0.5535460549636606,0.5683206778952565
testpattern_1,S3,micro_moe_z2_e2,0,54,20,257,0.5986089957726308,0.5683206778952565
testpattern_1,S3,micro_moe_z2_e2,1,54,20,257,0.6586573511208469,0.5683206778952565
testpattern_1,S3,micro_moe_z4_e2,0,104,20,257,0.5968275123881026,0.5683206778952565
testpattern_1,S3,micro_moe_z4_e2,1,104,20,257,0.5692172040249385,0.5683206778952565
testpattern_1,S3,micro_moe_z4_e3,0,114,20,257,0.5996558530495282,0.5683206778952565
testpattern_1,S3,micro_moe_z4_e3,1,114,20,257,0.5922666864403237,0.5683206778952565
testpattern_1,S4,sk_logistic_sameK,-1,61,60,789,0.6575495640515355,0.6575495640515355
testpattern_1,S4,torch_linear,0,61,60,789,0.7168521104442479,0.6575495640515355
testpattern_1,S4,torch_linear,1,61,60,789,0.6628777182536536,0.6575495640515355
testpattern_1,S4,bottleneck_z2,0,125,60,789,0.6620863563555572,0.6575495640515355
testpattern_1,S4,bottleneck_z2,1,125,60,789,0.6560377153606314,0.6575495640515355
testpattern_1,S4,bottleneck_z4,0,249,60,789,0.6611882296575523,0.6575495640515355
testpattern_1,S4,bottleneck_z4,1,249,60,789,0.6502425064396573,0.6575495640515355
testpattern_1,S4,bottleneck_z8,0,497,60,789,0.6633034430622956,0.6575495640515355
testpattern_1,S4,bottleneck_z8,1,497,60,789,0.6764156740242491,0.6575495640515355
testpattern_1,S4,micro_moe_z2_e2,0,134,60,789,0.6680804396222063,0.6575495640515355
testpattern_1,S4,micro_moe_z2_e2,1,134,60,789,0.6544451751851916,0.6575495640515355
testpattern_1,S4,micro_moe_z4_e2,0,264,60,789,0.6672000605293997,0.6575495640515355
testpattern_1,S4,micro_moe_z4_e2,1,264,60,789,0.6604153408470201,0.6575495640515355
testpattern_1,S4,micro_moe_z4_e3,0,274,60,789,0.6464268803103966,0.6575495640515355
testpattern_1,S4,micro_moe_z4_e3,1,274,60,789,0.6532825511176783,0.6575495640515355
testpattern_2,Q1,sk_logistic_sameK,-1,51,50,257,0.7547626491276163,0.7547626491276163
testpattern_2,Q1,torch_linear,0,51,50,257,0.810250893133303,0.7547626491276163
testpattern_2,Q1,torch_linear,1,51,50,257,0.7350520188124621,0.7547626491276163
testpattern_2,Q1,bottleneck_z2,0,105,50,257,0.7038024584422399,0.7547626491276163
testpattern_2,Q1,bottleneck_z2,1,105,50,257,0.7470135571998667,0.7547626491276163
testpattern_2,Q1,bottleneck_z4,0,209,50,257,0.7489697327051463,0.7547626491276163
testpattern_2,Q1,bottleneck_z4,1,209,50,257,0.7612870556687898,0.7547626491276163
testpattern_2,Q1,bottleneck_z8,0,417,50,257,0.7227457113025637,0.7547626491276163
testpattern_2,Q1,bottleneck_z8,1,417,50,257,0.7240867851277828,0.7547626491276163
testpattern_2,Q1,micro_moe_z2_e2,0,114,50,257,0.708866667837296,0.7547626491276163
testpattern_2,Q1,micro_moe_z2_e2,1,114,50,257,0.7048919270967547,0.7547626491276163
testpattern_2,Q1,micro_moe_z4_e2,0,224,50,257,0.6950423443645349,0.7547626491276163
testpattern_2,Q1,micro_moe_z4_e2,1,224,50,257,0.7342333091012209,0.7547626491276163
testpattern_2,Q1,micro_moe_z4_e3,0,234,50,257,0.7343803992138065,0.7547626491276163
testpattern_2,Q1,micro_moe_z4_e3,1,234,50,257,0.7114948469299786,0.7547626491276163
testpattern_2,Q2,sk_logistic_sameK,-1,21,20,576,0.7365379790278233,0.7365379790278233
testpattern_2,Q2,torch_linear,0,21,20,576,0.774884980390278,0.7365379790278233
testpattern_2,Q2,torch_linear,1,21,20,576,0.7865283585709819,0.7365379790278233
testpattern_2,Q2,bottleneck_z2,0,45,20,576,0.7098028220584258,0.7365379790278233
testpattern_2,Q2,bottleneck_z2,1,45,20,576,0.7145614865141223,0.7365379790278233
testpattern_2,Q2,bottleneck_z4,0,89,20,576,0.7398135529982119,0.7365379790278233
testpattern_2,Q2,bottleneck_z4,1,89,20,576,0.7170248078666864,0.7365379790278233
testpattern_2,Q2,bottleneck_z8,0,177,20,576,0.7417207333778801,0.7365379790278233
testpattern_2,Q2,bottleneck_z8,1,177,20,576,0.7524236384276317,0.7365379790278233
testpattern_2,Q2,micro_moe_z2_e2,0,54,20,576,0.7229884341838794,0.7365379790278233
testpattern_2,Q2,micro_moe_z2_e2,1,54,20,576,0.711957456393153,0.7365379790278233
testpattern_2,Q2,micro_moe_z4_e2,0,104,20,576,0.7364338812211721,0.7365379790278233
testpattern_2,Q2,micro_moe_z4_e2,1,104,20,576,0.7225353247967168,0.7365379790278233
testpattern_2,Q2,micro_moe_z4_e3,0,114,20,576,0.7391712862333816,0.7365379790278233
testpattern_2,Q2,micro_moe_z4_e3,1,114,20,576,0.7180068510184956,0.7365379790278233
testpattern_2,Q3,sk_logistic_sameK,-1,11,10,11,0.680387764133756,0.680387764133756
testpattern_2,Q3,torch_linear,0,11,10,11,0.7120958751687438,0.680387764133756
testpattern_2,Q3,torch_linear,1,11,10,11,0.7060105172013369,0.680387764133756
testpattern_2,Q3,bottleneck_z2,0,25,10,11,0.7163149913392762,0.680387764133756
testpattern_2,Q3,bottleneck_z2,1,25,10,11,0.724146151510687,0.680387764133756
testpattern_2,Q3,bottleneck_z4,0,49,10,11,0.691675103019152,0.680387764133756
testpattern_2,Q3,bottleneck_z4,1,49,10,11,0.7311385166185036,0.680387764133756
testpattern_2,Q3,bottleneck_z8,0,97,10,11,0.684293626632471,0.680387764133756
testpattern_2,Q3,bottleneck_z8,1,97,10,11,0.6909512827193421,0.680387764133756
testpattern_2,Q3,micro_moe_z2_e2,0,34,10,11,0.662165283596627,0.680387764133756
testpattern_2,Q3,micro_moe_z2_e2,1,34,10,11,0.6808045767047981,0.680387764133756
testpattern_2,Q3,micro_moe_z4_e2,0,64,10,11,0.690189929052141,0.680387764133756
testpattern_2,Q3,micro_moe_z4_e2,1,64,10,11,0.6902178727941854,0.680387764133756
testpattern_2,Q3,micro_moe_z4_e3,0,74,10,11,0.6975332883886894,0.680387764133756
testpattern_2,Q3,micro_moe_z4_e3,1,74,10,11,0.7004221160731174,0.680387764133756
testpattern_2,S1,sk_logistic_sameK,-1,21,20,595,0.6455888429395789,0.6455888429395789
testpattern_2,S1,torch_linear,0,21,20,595,0.6986374324213634,0.6455888429395789
testpattern_2,S1,torch_linear,1,21,20,595,0.6548721676086143,0.6455888429395789
testpattern_2,S1,bottleneck_z2,0,45,20,595,0.6372184106973018,0.6455888429395789
testpattern_2,S1,bottleneck_z2,1,45,20,595,0.65167280751563,0.6455888429395789
testpattern_2,S1,bottleneck_z4,0,89,20,595,0.6513873115137738,0.6455888429395789
testpattern_2,S1,bottleneck_z4,1,89,20,595,0.6301915366691498,0.6455888429395789
testpattern_2,S1,bottleneck_z8,0,177,20,595,0.6631615153300235,0.6455888429395789
testpattern_2,S1,bottleneck_z8,1,177,20,595,0.6654400850404033,0.6455888429395789
testpattern_2,S1,micro_moe_z2_e2,0,54,20,595,0.6501595661918338,0.6455888429395789
testpattern_2,S1,micro_moe_z2_e2,1,54,20,595,0.6652979775970818,0.6455888429395789
testpattern_2,S1,micro_moe_z4_e2,0,104,20,595,0.6443513045806707,0.6455888429395789
testpattern_2,S1,micro_moe_z4_e2,1,104,20,595,0.6684691451586489,0.6455888429395789
testpattern_2,S1,micro_moe_z4_e3,0,114,20,595,0.6472853112484998,0.6455888429395789
testpattern_2,S1,micro_moe_z4_e3,1,114,20,595,0.6555406828943477,0.6455888429395789
testpattern_2,S2,sk_logistic_sameK,-1,21,20,595,0.6630365998039301,0.6630365998039301
testpattern_2,S2,torch_linear,0,21,20,595,0.7178332095280542,0.6630365998039301
testpattern_2,S2,torch_linear,1,21,20,595,0.712250963289747,0.6630365998039301
testpattern_2,S2,bottleneck_z2,0,45,20,595,0.6628545071231272,0.6630365998039301
testpattern_2,S2,bottleneck_z2,1,45,20,595,0.6666697641334367,0.6630365998039301
testpattern_2,S2,bottleneck_z4,0,89,20,595,0.6686889104229451,0.6630365998039301
testpattern_2,S2,bottleneck_z4,1,89,20,595,0.6410711055696224,0.6630365998039301
testpattern_2,S2,bottleneck_z8,0,177,20,595,0.6898035484676115,0.6630365998039301
testpattern_2,S2,bottleneck_z8,1,177,20,595,0.6796713231685269,0.6630365998039301
testpattern_2,S2,micro_moe_z2_e2,0,54,20,595,0.6640310402698486,0.6630365998039301
