family,fold,model,n_train,n_valid,ll_Q1,ll_Q2,ll_Q3,ll_S1,ll_S2,ll_S3,ll_S4,ll_mean,ll_mean_Q,ll_mean_Q2Q3,ll_mean_S
chrono_tail,chrono_tail_last_20,anchor_subject_prior,359,91,0.6714300681389129,0.6815517023797905,0.7071502980799891,0.5320997646048389,0.6356792955072419,0.6087922743777165,0.6417967737101425,0.6397857395426617,0.6867106895328975,0.6943510002298898,0.6045920270499849
chrono_tail,chrono_tail_last_20,neighbor_k3_canary,359,91,0.9394013763303244,1.2708913934012498,1.1249995899244427,0.776092151393349,0.7724822165914583,0.9801371713773138,0.8984196902625939,0.9660605127543904,1.111764119885339,1.1979454916628463,0.8567828074061787
chrono_tail,chrono_tail_last_20,event_raw_q1q2q3s4,359,91,0.9390299943213702,1.016433930534309,1.0129162201992445,0.5320997646048389,0.6356792955072419,0.6087922743777165,0.7107468191985448,0.7793854712490379,0.9894600483516413,1.0146750753667768,0.6218295384220855
chrono_tail,chrono_tail_last_20,event_capped_q1q2q3s4,359,91,0.670565799783255,0.6792368327115337,0.7184428809856058,0.5320997646048389,0.6356792955072419,0.6087922743777165,0.6184722178681507,0.6376127236911918,0.6894151711601314,0.6988398568485698,0.598760888089487
chrono_tail,chrono_tail_last_25,anchor_subject_prior,339,111,0.683018521875428,0.6667606216495826,0.6810905400204265,0.546791006111851,0.6207001800723062,0.5834536716477198,0.6589370546871907,0.6343930851520722,0.6769565611818124,0.6739255808350045,0.602470478129767
chrono_tail,chrono_tail_last_25,neighbor_k3_canary,339,111,1.334549278233756,0.983262625654999,1.396669393179554,0.9915563703694837,0.9433270995310443,0.7692691761985945,0.9591431284944338,1.0539681530945522,1.2381604323561028,1.1899660094172764,0.915823943648389
chrono_tail,chrono_tail_last_25,event_raw_q1q2q3s4,339,111,1.1248537415951783,0.8569815934706785,1.1048566647424447,0.546791006111851,0.6207001800723062,0.5834536716477198,0.8620957456630202,0.8142475147575998,1.0288973332694338,0.9809191291065615,0.6532601508737244
chrono_tail,chrono_tail_last_25,event_capped_q1q2q3s4,339,111,0.6873690251928944,0.638642590746121,0.7045232842517253,0.546791006111851,0.6207001800723062,0.5834536716477198,0.6634181505348978,0.6349854155082165,0.676844966730247,0.6715829374989231,0.6035907520916938
chrono_tail,chrono_tail_last_30,anchor_subject_prior,316,134,0.6645539082218935,0.6798735829496889,0.6546307320198681,0.5846864858123009,0.6384373691278782,0.5915521955047899,0.664346981815555,0.6397258936359964,0.6663527410638169,0.6672521574847785,0.619755758065131
chrono_tail,chrono_tail_last_30,neighbor_k3_canary,316,134,1.3034516794076778,1.1042070798250228,0.8205104518231775,0.7938926795319543,0.7139050659517472,0.7316478093013227,0.7553816413370407,0.8889994867397062,1.0760564036852927,0.9623587658241002,0.7487067990305162
chrono_tail,chrono_tail_last_30,event_raw_q1q2q3s4,316,134,1.095049643943198,0.9697346605935984,0.7522464676579703,0.5846864858123009,0.6384373691278782,0.5915521955047899,0.8303477386908642,0.7802935087615143,0.9390102573982556,0.8609905641257843,0.6612559472839583
chrono_tail,chrono_tail_last_30,event_capped_q1q2q3s4,316,134,0.672100745229796,0.6844902539653046,0.6412989166242651,0.5846864858123009,0.6384373691278782,0.5915521955047899,0.6535225082862695,0.6380126392215149,0.6659633052731219,0.6628945852947848,0.6170496396828096
hole_v1,hole_v1_seed0,anchor_subject_prior,339,111,0.7021859927890445,0.656735307791138,0.6767210091665251,0.6357741067560847,0.5616291439711747,0.5168453050111541,0.6686228830683052,0.6312162497933466,0.6785474365822358,0.6667281584788316,0.5957178597016797
hole_v1,hole_v1_seed0,neighbor_k3_canary,339,111,0.8898472150360383,0.7428682849630006,0.6841684190338863,0.9274804383451962,0.8080412544494074,0.6317228457816966,0.9736605336633847,0.8082555701818013,0.7722946396776417,0.7135183519984434,0.8352262680599213
hole_v1,hole_v1_seed0,event_raw_q1q2q3s4,339,111,0.8471281121179389,0.721143333637519,0.6727759961862801,0.6357741067560847,0.5616291439711747,0.5168453050111541,0.9816176138635199,0.7052733730776674,0.7470158139805795,0.6969596649118996,0.6739665424004834
hole_v1,hole_v1_seed0,event_capped_q1q2q3s4,339,111,0.6951799585667852,0.6280181726910401,0.6544198173223591,0.6357741067560847,0.5616291439711747,0.5168453050111541,0.6766019093425001,0.6240669162372996,0.6592059828600614,0.6412189950066995,0.5977126162702284
hole_v1,hole_v1_seed1,anchor_subject_prior,339,111,0.6805293577173473,0.6624940967978401,0.6554390693743891,0.5729643161217631,0.558428988540589,0.5148604317800201,0.6421775543120352,0.6124134020919977,0.6661541746298588,0.6589665830861147,0.5721078226886018
hole_v1,hole_v1_seed1,neighbor_k3_canary,339,111,0.9479832461228636,0.76845221406176,0.8092980607643107,0.7577530846080263,0.6243812391253433,0.6085136691997276,0.8324556963840534,0.7641196014665834,0.8419111736496446,0.7888751374130354,0.7057759223292877
hole_v1,hole_v1_seed1,event_raw_q1q2q3s4,339,111,0.9026908353613048,0.6367528683671402,0.6863236802559189,0.5729643161217631,0.558428988540589,0.5148604317800201,0.7642158516436642,0.6623195674386286,0.7419224613281212,0.6615382743115296,0.6026173970215091
