name,source,target,mode,mask,gamma,old_bce,refit_bce,robust,drift,max_drift,dmean
submission_10_v76_posterior_blend_w15|Q1|rank_logit|all|g0.16,outputs/public_lb_pseudolabel_calibration/submission_10_v76_posterior_blend_w15.csv,Q1,rank_logit,all,0.16,0.597729763698828,0.599107978759504,0.599107978759504,0.004466843156898431,0.06758391343929604,0.00018235617031603368
submission_v84_shape_half_v83_plus_v18_l06|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_half_v83_plus_v18_l06.csv,Q1,rank_logit,all,0.16,0.5976539127803343,0.5991115101404952,0.5991115101404952,0.004440798609560021,0.06669094622246297,0.00047416509206466007
submission_v84_shape_q0075_s010_plus_v18_l06|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_q0075_s010_plus_v18_l06.csv,Q1,rank_logit,all,0.16,0.5976539127803343,0.5991115101404952,0.5991115101404952,0.004440798609560021,0.06669094622246297,0.00047416509206466007
submission_v84_shape_q010_s005_plus_v18_l04|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_l04.csv,Q1,rank_logit,all,0.16,0.5976609080240848,0.5991169892671074,0.5991169892671074,0.004441524797848143,0.06669094622246297,0.00047140707586412756
submission_v84_shape_two_thirds_v83_plus_v18_l04|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_l04.csv,Q1,rank_logit,all,0.16,0.5976609080240848,0.5991169892671074,0.5991169892671074,0.004441524797848143,0.06669094622246297,0.00047140707586412756
posterior_old_refit_avg|Q1|rank_logit|all|g0.08,posterior_old_refit_avg,Q1,rank_logit,all,0.08,0.597408870114264,0.5991208056153982,0.5991208056153982,0.0022264100193229385,0.03428385439548831,-0.0001385859175917492
submission_v84_shape_half_v83_plus_v18_p06|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_half_v83_plus_v18_p06.csv,Q1,rank_logit,all,0.16,0.5976626385461111,0.5991240783744979,0.5991240783744979,0.0044342145347559744,0.06669094622246297,0.0004996374478626331
submission_v84_shape_q0075_s010_plus_v18_p06|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_q0075_s010_plus_v18_p06.csv,Q1,rank_logit,all,0.16,0.5976626385461111,0.5991240783744979,0.5991240783744979,0.0044342145347559744,0.06669094622246297,0.0004996374478626331
submission_v84_shape_q010_s005_plus_v18_p04|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_p04.csv,Q1,rank_logit,all,0.16,0.5976677933129597,0.5991272963113099,0.5991272963113099,0.00443431655120511,0.06669094622246297,0.0005024532129740411
submission_v84_shape_two_thirds_v83_plus_v18_p04|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_p04.csv,Q1,rank_logit,all,0.16,0.5976677933129597,0.5991272963113099,0.5991272963113099,0.00443431655120511,0.06669094622246297,0.0005024532129740411
posterior_old_values|Q1|rank_logit|small_gap5|g0.16,posterior_old_values,Q1,rank_logit,small_gap5,0.16,0.5974036147794627,0.5991329927800236,0.5991329927800236,0.0029298468382599756,0.06876507331624881,0.0005342728052383228
submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q1|rank_logit|inside_future|g0.16,cl/outputs/submission_cl_anchor_clue_v85_soft_direction_w006_prob.csv,Q1,rank_logit,inside_future,0.16,0.5974248538416788,0.599142842959835,0.599142842959835,0.0031263841123896517,0.06767178249796135,-0.002087961299171659
posterior_refit_values|Q1|rank_logit|inside_future|g0.12,posterior_refit_values,Q1,rank_logit,inside_future,0.12,0.5974565000620803,0.599143078527751,0.599143078527751,0.002191764033144903,0.051106566774584694,-0.00036621058960217834
posterior_old_refit_avg|Q1|rank_logit|inside_future|g0.12,posterior_old_refit_avg,Q1,rank_logit,inside_future,0.12,0.5974175191965608,0.5991458481694787,0.5991458481694787,0.002231203716692034,0.051522230503005195,-0.0005729803926066701
submission_v84_shape_q010_s005_plus_v18_l06|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_l06.csv,Q1,rank_logit,all,0.12,0.5975322924856277,0.5991477807650865,0.5991477807650865,0.0033137183776741235,0.05029865743766071,0.0003815611160032928
submission_v84_shape_two_thirds_v83_plus_v18_l06|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_l06.csv,Q1,rank_logit,all,0.12,0.5975322924856277,0.5991477807650865,0.5991477807650865,0.0033137183776741235,0.05029865743766071,0.0003815611160032928
submission_C_v76_plus_v18_w100|Q1|rank_logit|all|g0.16,outputs/v83_anchor_candidates/submission_C_v76_plus_v18_w100.csv,Q1,rank_logit,all,0.16,0.597704414867025,0.5991549742475452,0.5991549742475452,0.0044385341487309495,0.06669094622246297,0.0004791302187008295
submission_v84_shape_q010_s005_plus_v18_p06|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_p06.csv,Q1,rank_logit,all,0.12,0.59754097536413,0.5991592289557875,0.5991592289557875,0.003307411035193291,0.049606513533944185,0.00040378207639912844
submission_v84_shape_two_thirds_v83_plus_v18_p06|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_p06.csv,Q1,rank_logit,all,0.12,0.59754097536413,0.5991592289557875,0.5991592289557875,0.003307411035193291,0.049606513533944185,0.00040378207639912844
posterior_refit_values|Q1|rank_logit|small_gap5|g0.12,posterior_refit_values,Q1,rank_logit,small_gap5,0.12,0.5975093056587388,0.5991637804970451,0.5991637804970451,0.0022951906389590392,0.050750377273706015,0.0011774636627435164
submission_04_v77_etri_blend_80_20|Q1|rank_logit|all|g0.16,outputs/public_feedback_bold_candidates/submission_04_v77_etri_blend_80_20.csv,Q1,rank_logit,all,0.16,0.5975845757951416,0.5991672351297025,0.5991672351297025,0.00447815519936063,0.06822072374384258,3.0439914417534908e-05
posterior_old_refit_avg|Q1|rank_logit|small_gap5|g0.12,posterior_old_refit_avg,Q1,rank_logit,small_gap5,0.12,0.5974746375411968,0.5991761475950383,0.5991761475950383,0.0022541495468742572,0.051100869271710425,0.0008941970843161506
submission_v84_shape_q005_s010_plus_v18_l06|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_q005_s010_plus_v18_l06.csv,Q1,rank_logit,all,0.16,0.5977385240292314,0.5991766461987008,0.5991766461987008,0.0044478941028324795,0.06647705880315369,0.0004462530001341225
submission_v84_shape_q005_s010_plus_v18_p06|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_q005_s010_plus_v18_p06.csv,Q1,rank_logit,all,0.16,0.5977446360060783,0.5991874137062295,0.5991874137062295,0.004440964185608105,0.06647705880315369,0.0004863964873100812
posterior_old_values|Q1|rank_logit|all|g0.08,posterior_old_values,Q1,rank_logit,all,0.08,0.597388080908294,0.5991885193160672,0.5991885193160672,0.0022356760784395073,0.03427897352292897,-8.498036926318786e-05
posterior_old_values|Q1|rank_logit|inside_future|g0.12,posterior_old_values,Q1,rank_logit,inside_future,0.12,0.5973950641646378,0.5991943600658675,0.5991943600658675,0.0022549681981832896,0.05151652597810519,-0.000980788422294876
submission_10_v76_posterior_blend_w15|Q1|rank_logit|all|g0.12,outputs/public_lb_pseudolabel_calibration/submission_10_v76_posterior_blend_w15.csv,Q1,rank_logit,all,0.12,0.5976736855213857,0.599195171537925,0.599195171537925,0.003337266330407692,0.05052404226118823,0.00013549168959281488
submission_v84_shape_half_v83_plus_v18_l06|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_half_v83_plus_v18_l06.csv,Q1,rank_logit,all,0.12,0.5976176328592576,0.5991986556004106,0.5991986556004106,0.0033156910213740613,0.04988430094588414,0.0003625072097269699
submission_v84_shape_q0075_s010_plus_v18_l06|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_q0075_s010_plus_v18_l06.csv,Q1,rank_logit,all,0.12,0.5976176328592576,0.5991986556004106,0.5991986556004106,0.0033156910213740613,0.04988430094588414,0.0003625072097269699
submission_v84_shape_q010_s005_plus_v18_l04|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_l04.csv,Q1,rank_logit,all,0.12,0.5976228697053794,0.5992027553586785,0.5992027553586785,0.0033162272420203284,0.04988430094588414,0.0003602743060582281
submission_v84_shape_two_thirds_v83_plus_v18_l04|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_l04.csv,Q1,rank_logit,all,0.12,0.5976228697053794,0.5992027553586785,0.5992027553586785,0.0033162272420203284,0.04988430094588414,0.0003602743060582281
submission_v84_shape_half_v83_plus_v18_p06|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_half_v83_plus_v18_p06.csv,Q1,rank_logit,all,0.12,0.5976244238410384,0.5992083284333608,0.5992083284333608,0.0033103571747627025,0.04988430094588414,0.00038128611857335404
submission_v84_shape_q0075_s010_plus_v18_p06|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_q0075_s010_plus_v18_p06.csv,Q1,rank_logit,all,0.12,0.5976244238410384,0.5992083284333608,0.5992083284333608,0.0033103571747627025,0.04988430094588414,0.00038128611857335404
submission_v84_shape_half_v83_plus_v18_l04|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_half_v83_plus_v18_l04.csv,Q1,rank_logit,all,0.16,0.5977779009303545,0.5992099351379244,0.5992099351379244,0.0044530730226621145,0.06647705880315369,0.00042944170904613
submission_v84_shape_q0075_s010_plus_v18_l04|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_q0075_s010_plus_v18_l04.csv,Q1,rank_logit,all,0.16,0.5977779009303545,0.5992099351379244,0.5992099351379244,0.0044530730226621145,0.06647705880315369,0.00042944170904613
submission_v84_shape_q010_s005_plus_v18_p04|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_p04.csv,Q1,rank_logit,all,0.12,0.5976282870962951,0.5992107390660902,0.5992107390660902,0.0033104361068777986,0.04988430094588414,0.0003833636458940859
submission_v84_shape_two_thirds_v83_plus_v18_p04|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_p04.csv,Q1,rank_logit,all,0.12,0.5976282870962951,0.5992107390660902,0.5992107390660902,0.0033104361068777986,0.04988430094588414,0.0003833636458940859
submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q1|rank_logit|small_gap5|g0.16,cl/outputs/submission_cl_anchor_clue_v85_soft_direction_w006_prob.csv,Q1,rank_logit,small_gap5,0.16,0.597518697432623,0.5992144051296113,0.5992144051296113,0.002908960334995781,0.06736748350422705,-0.0003780837217497446
submission_v84_shape_half_v83_plus_v18_p04|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_half_v83_plus_v18_p04.csv,Q1,rank_logit,all,0.16,0.5977831892917234,0.5992205171198178,0.5992205171198178,0.004446895105245426,0.06647705880315369,0.00047540015369396116
submission_v84_shape_q0075_s010_plus_v18_p04|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_q0075_s010_plus_v18_p04.csv,Q1,rank_logit,all,0.16,0.5977831892917234,0.5992205171198178,0.5992205171198178,0.004446895105245426,0.06647705880315369,0.00047540015369396116
submission_C_v76_plus_v18_w100|Q1|rank_logit|all|g0.12,outputs/v83_anchor_candidates/submission_C_v76_plus_v18_w100.csv,Q1,rank_logit,all,0.12,0.5976556446340967,0.5992313888905192,0.5992313888905192,0.0033135848851195806,0.04988430094588414,0.000365186800888595
submission_09_v76_posterior_blend_w10|Q1|rank_logit|all|g0.16,outputs/public_lb_pseudolabel_calibration/submission_09_v76_posterior_blend_w10.csv,Q1,rank_logit,all,0.16,0.597847228796143,0.5992322045385879,0.5992322045385879,0.00448064187698383,0.06758391343929604,0.00020437133630246684
submission_06_v77_posterior_blend_w15|Q1|rank_logit|all|g0.16,outputs/public_lb_pseudolabel_calibration/submission_06_v77_posterior_blend_w15.csv,Q1,rank_logit,all,0.16,0.5976754329068921,0.5992328020809199,0.5992328020809199,0.004484308288428109,0.06813741075906199,-0.0008708839878217578
submission_04_v77_etri_blend_80_20|Q1|rank_logit|all|g0.12,outputs/public_feedback_bold_candidates/submission_04_v77_etri_blend_80_20.csv,Q1,rank_logit,all,0.12,0.5975642127710703,0.5992390319930234,0.5992390319930234,0.0033539692531908277,0.051259915867344796,4.0623107976145434e-05
posterior_old_values|Q1|rank_logit|small_gap5|g0.12,posterior_old_values,Q1,rank_logit,small_gap5,0.12,0.5974551292369944,0.5992399874584476,0.5992399874584476,0.002196026599218866,0.05151652597810519,0.00039815119666652965
submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q1|rank_logit|inside_future|g0.12,cl/outputs/submission_cl_anchor_clue_v85_soft_direction_w006_prob.csv,Q1,rank_logit,inside_future,0.12,0.5974638899570935,0.5992402065167431,0.5992402065167431,0.002349930097845172,0.05069090937536713,-0.0015782983079994928
submission_v84_shape_q005_s010_plus_v18_l06|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_q005_s010_plus_v18_l06.csv,Q1,rank_logit,all,0.12,0.5976809028601877,0.5992473192083222,0.5992473192083222,0.003320983481547969,0.04969703475845755,0.00033963096801303827
submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q1|rank_logit|all|g0.08,cl/outputs/submission_cl_anchor_clue_v85_soft_direction_w006_prob.csv,Q1,rank_logit,all,0.08,0.5974814692070889,0.5992552908901232,0.5992552908901232,0.0022263610227339753,0.033904842322390105,-0.00038556399295841537
submission_v84_shape_q005_s010_plus_v18_p06|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_q005_s010_plus_v18_p06.csv,Q1,rank_logit,all,0.12,0.5976857335061356,0.5992556415022813,0.5992556415022813,0.003315450958967216,0.04969703475845755,0.0003703475887301133
submission_v84_shape_q005_s010_plus_v18_l04|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_q005_s010_plus_v18_l04.csv,Q1,rank_logit,all,0.16,0.597847376139679,0.5992693408583862,0.5992693408583862,0.004463132257666643,0.06647705880315369,0.00039716097776976156
posterior_refit_values|Q1|logit_blend|all|g0.16,posterior_refit_values,Q1,logit_blend,all,0.16,0.5975503347085115,0.599269518741092,0.599269518741092,0.001315101612701616,0.03463828169802641,-0.004085403998587478
submission_v84_shape_half_v83_plus_v18_l04|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_half_v83_plus_v18_l04.csv,Q1,rank_logit,all,0.12,0.5977103156547566,0.5992721660314665,0.5992721660314665,0.003324946314535634,0.04969703475845755,0.0003262800729779691
submission_v84_shape_q0075_s010_plus_v18_l04|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_q0075_s010_plus_v18_l04.csv,Q1,rank_logit,all,0.12,0.5977103156547566,0.5992721660314665,0.5992721660314665,0.003324946314535634,0.04969703475845755,0.0003262800729779691
submission_v84_shape_q010_s005_plus_v18_l02|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_l02.csv,Q1,rank_logit,all,0.16,0.5978524582289098,0.5992739857743162,0.5992739857743162,0.004464185414014229,0.06647705880315369,0.00039241014880408986
submission_v84_shape_two_thirds_v83_plus_v18_l02|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_l02.csv,Q1,rank_logit,all,0.16,0.5978524582289098,0.5992739857743162,0.5992739857743162,0.004464185414014229,0.06647705880315369,0.00039241014880408986
submission_v84_shape_q005_s010_plus_v18_p04|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_q005_s010_plus_v18_p04.csv,Q1,rank_logit,all,0.16,0.5978468879610612,0.5992743226770882,0.5992743226770882,0.004456274715374434,0.06647705880315369,0.00044197323000305655
submission_v84_shape_q010_s005_plus_v18_p02|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_p02.csv,Q1,rank_logit,all,0.16,0.5978521214453776,0.5992789335113996,0.5992789335113996,0.004456344542723165,0.06647705880315369,0.0004443304343266785
submission_v84_shape_two_thirds_v83_plus_v18_p02|Q1|rank_logit|all|g0.16,outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_p02.csv,Q1,rank_logit,all,0.16,0.5978521214453776,0.5992789335113996,0.5992789335113996,0.004456344542723165,0.06647705880315369,0.0004443304343266785
submission_v84_shape_half_v83_plus_v18_p04|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_half_v83_plus_v18_p04.csv,Q1,rank_logit,all,0.12,0.5977144737485638,0.599280294340667,0.599280294340667,0.003320072933939474,0.04969703475845755,0.0003615860363120893
submission_v84_shape_q0075_s010_plus_v18_p04|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_q0075_s010_plus_v18_p04.csv,Q1,rank_logit,all,0.12,0.5977144737485638,0.599280294340667,0.599280294340667,0.003320072933939474,0.04969703475845755,0.0003615860363120893
submission_09_v76_posterior_blend_w10|Q1|rank_logit|all|g0.12,outputs/public_lb_pseudolabel_calibration/submission_09_v76_posterior_blend_w10.csv,Q1,rank_logit,all,0.12,0.5977614075085431,0.5992879640364092,0.5992879640364092,0.0033477375577646838,0.05052404226118823,0.00015153773045051278
submission_06_v77_posterior_blend_w15|Q1|rank_logit|all|g0.12,outputs/public_lb_pseudolabel_calibration/submission_06_v77_posterior_blend_w15.csv,Q1,rank_logit,all,0.12,0.5976321774769234,0.5992880290784767,0.5992880290784767,0.0033650393374135943,0.05093762033679561,-0.0006382470836553411
submission_03_v77_etri_blend_90_10|Q1|rank_logit|all|g0.16,outputs/public_feedback_bold_candidates/submission_03_v77_etri_blend_90_10.csv,Q1,rank_logit,all,0.16,0.5977239474315985,0.5992910807923326,0.5992910807923326,0.004501013804154618,0.06813741075906199,-0.0005154999182346298
submission_05_v76_to_v77_extrap_1p05_etri10|Q1|rank_logit|all|g0.16,outputs/public_feedback_bold_candidates/submission_05_v76_to_v77_extrap_1p05_etri10.csv,Q1,rank_logit,all,0.16,0.597724309036267,0.5993008947352644,0.5993008947352644,0.004501292741847823,0.06813741075906199,-0.0005562532039489199
submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q1|rank_logit|small_gap5|g0.12,cl/outputs/submission_cl_anchor_clue_v85_soft_direction_w006_prob.csv,Q1,rank_logit,small_gap5,0.12,0.5975415445555131,0.5993011500492865,0.5993011500492865,0.0021851336840112974,0.050591312516103326,-0.00028412005975297916
submission_C_v76_plus_v18_w050|Q1|rank_logit|all|g0.16,outputs/v83_anchor_candidates/submission_C_v76_plus_v18_w050.csv,Q1,rank_logit,all,0.16,0.5978801763716627,0.5993029777799361,0.5993029777799361,0.004463911561519642,0.06703046233591936,0.00041479880325390184
submission_v84_shape_q010_s005_plus_v18_l06|Q1|rank_logit|all|g0.08,outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_l06.csv,Q1,rank_logit,all,0.08,0.5975756681432763,0.5993030932909585,0.5993030932909585,0.0021988523846284457,0.033417078059325034,0.00026041391974784833
submission_v84_shape_two_thirds_v83_plus_v18_l06|Q1|rank_logit|all|g0.08,outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_l06.csv,Q1,rank_logit,all,0.08,0.5975756681432763,0.5993030932909585,0.5993030932909585,0.0021988523846284457,0.033417078059325034,0.00026041391974784833
submission_05_v77_posterior_blend_w10|Q1|rank_logit|all|g0.16,outputs/public_lb_pseudolabel_calibration/submission_05_v77_posterior_blend_w10.csv,Q1,rank_logit,all,0.16,0.597743471608446,0.5993064978981085,0.5993064978981085,0.004489600957964923,0.06813741075906199,-0.0009074166272609041
submission_base_toward_text_base_c0p001_prob_w0p05|Q1|rank_logit|all|g0.16,outputs/hybrid_posterior_w05_text_public_candidates/submission_base_toward_text_base_c0p001_prob_w0p05.csv,Q1,rank_logit,all,0.16,0.5977643731221924,0.5993099189834404,0.5993099189834404,0.004489455919167336,0.06813741075906199,-0.0005108743697291862
submission_v84_shape_q010_s005_plus_v18_p06|Q1|rank_logit|all|g0.08,outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_p06.csv,Q1,rank_logit,all,0.08,0.5975816692554815,0.5993109379446294,0.5993109379446294,0.002194299031598237,0.033103190637047364,0.00027513687469549186
submission_v84_shape_two_thirds_v83_plus_v18_p06|Q1|rank_logit|all|g0.08,outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_p06.csv,Q1,rank_logit,all,0.08,0.5975816692554815,0.5993109379446294,0.5993109379446294,0.002194299031598237,0.033103190637047364,0.00027513687469549186
submission_base_toward_text_base_c0p001_logit_w0p05|Q1|rank_logit|all|g0.16,outputs/hybrid_posterior_w05_text_public_candidates/submission_base_toward_text_base_c0p001_logit_w0p05.csv,Q1,rank_logit,all,0.16,0.597768268968414,0.5993114148033284,0.5993114148033284,0.004492654684993506,0.06813741075906199,-0.0006708813689875193
submission_06_v76_to_v77_extrap_1p10_etri10|Q1|rank_logit|all|g0.16,outputs/public_feedback_bold_candidates/submission_06_v76_to_v77_extrap_1p10_etri10.csv,Q1,rank_logit,all,0.16,0.597726540406616,0.5993141208386202,0.5993141208386202,0.004501673296751348,0.06813741075906199,-0.0005817680986707208
posterior_refit_values|Q1|rank_logit|inside_future|g0.08,posterior_refit_values,Q1,rank_logit,inside_future,0.08,0.597541293117621,0.5993161117227779,0.5993161117227779,0.0014596528409932027,0.03400723836683006,-0.00025192484653113745
submission_v84_shape_q005_s010_plus_v18_l04|Q1|rank_logit|all|g0.12,outputs/v84_public_pivot/submission_v84_shape_q005_s010_plus_v18_l04.csv,Q1,rank_logit,all,0.12,0.5977621216734629,0.5993164199335257,0.5993164199335257,0.003333018389295615,0.04969703475845755,0.00030029070606607533
posterior_old_refit_avg|Q1|rank_logit|inside_future|g0.08,posterior_old_refit_avg,Q1,rank_logit,inside_future,0.08,0.5975140002997329,0.5993166525763881,0.5993166525763881,0.0014860714310192486,0.03428385439548831,-0.0003885557596172706
submission_base_toward_text_base_c0p003_prob_w0p05|Q1|rank_logit|all|g0.16,outputs/hybrid_posterior_w05_text_public_candidates/submission_base_toward_text_base_c0p003_prob_w0p05.csv,Q1,rank_logit,all,0.16,0.5977602896632165,0.599317387582285,0.599317387582285,0.004499093788387539,0.06813741075906199,-0.0006549398479569479
submission_base_toward_env_base_c3e05_prob_w0p05|Q1|rank_logit|all|g0.16,outputs/hybrid_posterior_w05_text_public_candidates/submission_base_toward_env_base_c3e05_prob_w0p05.csv,Q1,rank_logit,all,0.16,0.5977687963217967,0.5993191902219064,0.5993191902219064,0.004452401836271939,0.06758391343929604,-0.000354529631351852
