rank,name,old_bce,refit_bce,robust,drift_v83,max_drift_v83,n_moves,moves,credible_under_0585,mean_Q1,dmean_Q1,mean_Q2,dmean_Q2,mean_Q3,dmean_Q3,mean_S1,dmean_S1,mean_S2,dmean_S2,mean_S3,dmean_S3,mean_S4,dmean_S4
1,beam_001,0.594835128816299,0.5942732131127098,0.594835128816299,0.014823010665631943,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_l06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524311673548858,-0.0005827546678014439
38,beam_038,0.5948356672935018,0.5942688371406013,0.5948356672935018,0.014825001929810754,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p04|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968660102263,-0.0005170560124609924
39,beam_039,0.5948356672935018,0.5942688371406013,0.5948356672935018,0.014825001929810754,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p04|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968660102263,-0.0005170560124609924
40,beam_040,0.5948356672935018,0.5942688371406013,0.5948356672935018,0.014825001929810754,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p04|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968660102263,-0.0005170560124609924
41,beam_041,0.5948356672935018,0.5942688371406013,0.5948356672935018,0.014825001929810754,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l04|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p04|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968660102263,-0.0005170560124609924
42,beam_042,0.5948356672935018,0.5942688371406013,0.5948356672935018,0.014825001929810754,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l04|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p04|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968660102263,-0.0005170560124609924
43,beam_043,0.5948356672935018,0.5942688371406013,0.5948356672935018,0.014825001929810754,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l04|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p04|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968660102263,-0.0005170560124609924
44,beam_044,0.5948356672935018,0.5942688371406013,0.5948356672935018,0.014825001929810754,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l04|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p04|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968660102263,-0.0005170560124609924
45,beam_045,0.5948356672935018,0.5942688371406013,0.5948356672935018,0.014825001929810754,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l02|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p04|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968660102263,-0.0005170560124609924
46,beam_046,0.5948356672935018,0.5942688371406013,0.5948356672935018,0.014825001929810754,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l02|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p04|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968660102263,-0.0005170560124609924
47,beam_047,0.5948356672935018,0.5942688371406013,0.5948356672935018,0.014825001929810754,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l02|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p04|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968660102263,-0.0005170560124609924
48,beam_048,0.5948356672935018,0.5942688371406013,0.5948356672935018,0.014825001929810754,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l02|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p04|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968660102263,-0.0005170560124609924
49,beam_049,0.5948357175114086,0.5942689692964198,0.5948357175114086,0.014824906618176327,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968445002234,-0.0005170775224638824
50,beam_050,0.5948357175114086,0.5942689692964198,0.5948357175114086,0.014824906618176327,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968445002234,-0.0005170775224638824
51,beam_051,0.5948357175114086,0.5942689692964198,0.5948357175114086,0.014824906618176327,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968445002234,-0.0005170775224638824
52,beam_052,0.5948357175114086,0.5942689692964198,0.5948357175114086,0.014824906618176327,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968445002234,-0.0005170775224638824
53,beam_053,0.5948357175114086,0.5942689692964198,0.5948357175114086,0.014824906618176327,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l04|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968445002234,-0.0005170775224638824
54,beam_054,0.5948357175114086,0.5942689692964198,0.5948357175114086,0.014824906618176327,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l04|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968445002234,-0.0005170775224638824
55,beam_055,0.5948357175114086,0.5942689692964198,0.5948357175114086,0.014824906618176327,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l04|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968445002234,-0.0005170775224638824
56,beam_056,0.5948357175114086,0.5942689692964198,0.5948357175114086,0.014824906618176327,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l04|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968445002234,-0.0005170775224638824
57,beam_057,0.5948357175114086,0.5942689692964198,0.5948357175114086,0.014824906618176327,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l02|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968445002234,-0.0005170775224638824
58,beam_058,0.5948357175114086,0.5942689692964198,0.5948357175114086,0.014824906618176327,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l02|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968445002234,-0.0005170775224638824
59,beam_059,0.5948357175114086,0.5942689692964198,0.5948357175114086,0.014824906618176327,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l02|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968445002234,-0.0005170775224638824
60,beam_060,0.5948357175114086,0.5942689692964198,0.5948357175114086,0.014824906618176327,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l02|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.5524968445002234,-0.0005170775224638824
61,beam_061,0.5948357487282809,0.5942688853621677,0.5948357487282809,0.014824928639858024,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p02|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.552497831651184,-0.0005160903715032417
62,beam_062,0.5948357487282809,0.5942688853621677,0.5948357487282809,0.014824928639858024,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p02|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.552497831651184,-0.0005160903715032417
63,beam_063,0.5948357487282809,0.5942688853621677,0.5948357487282809,0.014824928639858024,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p02|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.552497831651184,-0.0005160903715032417
64,beam_064,0.5948357487282809,0.5942688853621677,0.5948357487282809,0.014824928639858024,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p02|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.552497831651184,-0.0005160903715032417
65,beam_065,0.5948357487282809,0.5942688853621677,0.5948357487282809,0.014824928639858024,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l04|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p02|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.552497831651184,-0.0005160903715032417
66,beam_066,0.5948357487282809,0.5942688853621677,0.5948357487282809,0.014824928639858024,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l04|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p02|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.552497831651184,-0.0005160903715032417
67,beam_067,0.5948357487282809,0.5942688853621677,0.5948357487282809,0.014824928639858024,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l04|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p02|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.552497831651184,-0.0005160903715032417
68,beam_068,0.5948357487282809,0.5942688853621677,0.5948357487282809,0.014824928639858024,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l04|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p02|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.552497831651184,-0.0005160903715032417
69,beam_069,0.5948357487282809,0.5942688853621677,0.5948357487282809,0.014824928639858024,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l02|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p02|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.552497831651184,-0.0005160903715032417
70,beam_070,0.5948357487282809,0.5942688853621677,0.5948357487282809,0.014824928639858024,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_l02|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p02|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.552497831651184,-0.0005160903715032417
71,beam_071,0.5948357487282809,0.5942688853621677,0.5948357487282809,0.014824928639858024,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l02|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_p02|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.552497831651184,-0.0005160903715032417
72,beam_072,0.5948357487282809,0.5942688853621677,0.5948357487282809,0.014824928639858024,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q005_s010_plus_v18_l02|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_p02|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6422669781412358,-0.0016582705127641262,0.6586408208969556,0.0,0.552497831651184,-0.0005160903715032417
73,beam_073,0.5948335450321885,0.5942700945758091,0.5948335450321885,0.014849589944664168,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_p06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q0075_s010_plus_v18_l06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6424785532620059,-0.0014466953919940462,0.6586408208969556,0.0,0.5524311673548858,-0.0005827546678014439
74,beam_074,0.5948335450321885,0.5942700945758091,0.5948335450321885,0.014849589944664168,0.06829447343922151,5,posterior_old_values|Q3|rank_logit|all|g0.16 || posterior_refit_values|S1|logit_blend|all|g0.16 || submission_v84_shape_q0075_s010_plus_v18_p06|S2|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_q005_s010_plus_v18_l06|S4|rank_logit|all|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6114157088444955,-0.0005710528167028883,0.6858271922166389,0.0032148050055396116,0.6424785532620059,-0.0014466953919940462,0.6586408208969556,0.0,0.5524311673548858,-0.0005827546678014439
