family,fold,target,candidate,anchor_logloss,mode,coverage,n_moved,logloss,delta_vs_anchor,mean_conf_moved,mean_abs_move
chrono_tail,chrono_tail_last_20,Q1,same_date_peer_w0,0.6714300681389129,blend_all_w025,1.0,91,0.7001261456915614,0.02869607755264847,0.09433203750752499,0.06728100807479011
chrono_tail,chrono_tail_last_20,Q1,same_date_peer_w0,0.6714300681389129,top50_w050,0.5384615384615384,49,0.7652593680815452,0.09382929994263223,0.15905481969946753,0.1993069878688977
chrono_tail,chrono_tail_last_20,Q1,same_date_peer_w0,0.6714300681389129,top30_w060,0.3076923076923077,28,0.7935186480198385,0.12208857988092559,0.1967303355882743,0.2434361404929511
chrono_tail,chrono_tail_last_20,Q1,same_date_peer_w0,0.6714300681389129,top20_w075,0.24175824175824176,22,0.8582544153016489,0.186824347162736,0.20161222250358743,0.36723035610645777
chrono_tail,chrono_tail_last_20,Q1,same_date_peer_w0,0.6714300681389129,top10_w090,0.12087912087912088,11,0.7606576874873349,0.08922761934842194,0.21347176500379847,0.4314081767128132
chrono_tail,chrono_tail_last_20,Q1,near_date_peer_w3,0.6714300681389129,blend_all_w025,1.0,91,0.6793834623097192,0.007953394170806316,0.13524069412695341,0.04850021037016768
chrono_tail,chrono_tail_last_20,Q1,near_date_peer_w3,0.6714300681389129,top50_w050,0.5714285714285714,52,0.6947888826483507,0.023358814509437775,0.20901716644879575,0.14038809914288025
chrono_tail,chrono_tail_last_20,Q1,near_date_peer_w3,0.6714300681389129,top30_w060,0.31868131868131866,29,0.6728564331065094,0.0014263649675965162,0.28007145846153425,0.18432302502008757
chrono_tail,chrono_tail_last_20,Q1,near_date_peer_w3,0.6714300681389129,top20_w075,0.2087912087912088,19,0.663331939288898,-0.00809812885001493,0.33638610582655293,0.26925399093865837
chrono_tail,chrono_tail_last_20,Q1,near_date_peer_w3,0.6714300681389129,top10_w090,0.10989010989010989,10,0.6696348055227445,-0.0017952626161684693,0.44537970231563556,0.41112800803953553
chrono_tail,chrono_tail_last_20,Q1,near_date_peer_w7,0.6714300681389129,blend_all_w025,1.0,91,0.6735534658813819,0.0021233977424689465,0.11309321172896186,0.042806198090023936
chrono_tail,chrono_tail_last_20,Q1,near_date_peer_w7,0.6714300681389129,top50_w050,0.5054945054945055,46,0.6663247027274287,-0.005105365411484208,0.18509049999809493,0.12229827667421266
chrono_tail,chrono_tail_last_20,Q1,near_date_peer_w7,0.6714300681389129,top30_w060,0.3076923076923077,28,0.6621128086525407,-0.009317259486372187,0.237309003874899,0.1577842652571029
chrono_tail,chrono_tail_last_20,Q1,near_date_peer_w7,0.6714300681389129,top20_w075,0.2087912087912088,19,0.6515579624342461,-0.019872105704666798,0.2782016241589618,0.22866035153480288
chrono_tail,chrono_tail_last_20,Q1,near_date_peer_w7,0.6714300681389129,top10_w090,0.14285714285714285,13,0.6510565994539191,-0.02037346868499379,0.30913357052204277,0.2542190930841249
chrono_tail,chrono_tail_last_20,Q1,nn_semantic_app,0.6714300681389129,blend_all_w025,1.0,91,0.6663978663176444,-0.0050322018212685116,0.06295625519513028,0.03736368498976498
chrono_tail,chrono_tail_last_20,Q1,nn_semantic_app,0.6714300681389129,top50_w050,0.5054945054945055,46,0.6474066564185591,-0.024023411720353827,0.10554566058107319,0.09513654114792612
chrono_tail,chrono_tail_last_20,Q1,nn_semantic_app,0.6714300681389129,top30_w060,0.3076923076923077,28,0.6380390860955949,-0.03339098204331803,0.13943631226306072,0.12775783198993615
chrono_tail,chrono_tail_last_20,Q1,nn_semantic_app,0.6714300681389129,top20_w075,0.2087912087912088,19,0.6347245739066568,-0.03670549423225611,0.16683824279012235,0.17772556585277036
chrono_tail,chrono_tail_last_20,Q1,nn_semantic_app,0.6714300681389129,top10_w090,0.10989010989010989,10,0.6500409363501014,-0.021389131788811522,0.22636850045243154,0.2557975810341001
chrono_tail,chrono_tail_last_20,Q1,nn_identity_token,0.6714300681389129,blend_all_w025,1.0,91,0.6566898033528411,-0.014740264786071822,0.1918111953615915,0.034540358313011124
chrono_tail,chrono_tail_last_20,Q1,nn_identity_token,0.6714300681389129,top50_w050,0.5054945054945055,46,0.6551700274192589,-0.016260040719654034,0.303836906673611,0.09373945461243612
chrono_tail,chrono_tail_last_20,Q1,nn_identity_token,0.6714300681389129,top30_w060,0.3076923076923077,28,0.6733291013220039,0.0018990331830909257,0.40939819398391714,0.1259621779762628
chrono_tail,chrono_tail_last_20,Q1,nn_identity_token,0.6714300681389129,top20_w075,0.2087912087912088,19,0.6968870773631618,0.025457009224248872,0.47247388539888474,0.1714315463381201
chrono_tail,chrono_tail_last_20,Q1,nn_identity_token,0.6714300681389129,top10_w090,0.10989010989010989,10,0.7133609925162535,0.041930924377340584,0.5222461461974637,0.19775631908223018
chrono_tail,chrono_tail_last_20,Q1,nn_hour_transition,0.6714300681389129,blend_all_w025,1.0,91,0.6659359843929165,-0.00549408374599647,0.042410687634821614,0.03871687964718256
chrono_tail,chrono_tail_last_20,Q1,nn_hour_transition,0.6714300681389129,top50_w050,0.5054945054945055,46,0.6670134802928774,-0.004416587846035491,0.06775530963273275,0.10237424749818924
chrono_tail,chrono_tail_last_20,Q1,nn_hour_transition,0.6714300681389129,top30_w060,0.3076923076923077,28,0.6609880477711257,-0.010442020367787186,0.0873653552120448,0.14369202795630143
chrono_tail,chrono_tail_last_20,Q1,nn_hour_transition,0.6714300681389129,top20_w075,0.2087912087912088,19,0.674887531419943,0.0034574632810300265,0.10312792649664533,0.16283647995919362
chrono_tail,chrono_tail_last_20,Q1,nn_hour_transition,0.6714300681389129,top10_w090,0.10989010989010989,10,0.6715808710983759,0.00015080295946301447,0.12663129132323864,0.21370688588221007
chrono_tail,chrono_tail_last_20,Q1,nn_rest_boundary,0.6714300681389129,blend_all_w025,1.0,91,0.6546452830466662,-0.01678478509224668,0.03872420832970951,0.03317697349326521
chrono_tail,chrono_tail_last_20,Q1,nn_rest_boundary,0.6714300681389129,top50_w050,0.5054945054945055,46,0.6400943098562369,-0.031335758282675985,0.06267008756140963,0.09004999700207204
chrono_tail,chrono_tail_last_20,Q1,nn_rest_boundary,0.6714300681389129,top30_w060,0.3076923076923077,28,0.6309628279518052,-0.04046724018710768,0.07763405182060842,0.12042206406705273
chrono_tail,chrono_tail_last_20,Q1,nn_rest_boundary,0.6714300681389129,top20_w075,0.2087912087912088,19,0.6238231121916745,-0.047606955947238405,0.08921696189054557,0.15449214211867765
chrono_tail,chrono_tail_last_20,Q1,nn_rest_boundary,0.6714300681389129,top10_w090,0.10989010989010989,10,0.6350461860756141,-0.03638388206329879,0.10540951065689412,0.2164993305881792
chrono_tail,chrono_tail_last_20,Q2,same_date_peer_w0,0.6815517023797905,blend_all_w025,1.0,91,0.6670294504632446,-0.01452225191654588,0.0781199302090667,0.060607849874082444
chrono_tail,chrono_tail_last_20,Q2,same_date_peer_w0,0.6815517023797905,top50_w050,0.5054945054945055,46,0.6871486469125511,0.005596944532760606,0.14318759840135642,0.19560434815767436
chrono_tail,chrono_tail_last_20,Q2,same_date_peer_w0,0.6815517023797905,top30_w060,0.37362637362637363,34,0.7315899263665474,0.05003822398675695,0.1637555300671801,0.26170345463915273
chrono_tail,chrono_tail_last_20,Q2,same_date_peer_w0,0.6815517023797905,top20_w075,0.23076923076923078,21,0.6933131860930568,0.011761483713266352,0.1982491046557899,0.28386444412500395
