scheme,target,family,masks,mean_logloss,mean_improvement_vs_prior,std_improvement
interleaved_rank,Q1,activity_steps,3,0.6779439189806346,0.02003980193808515,0.0039369403651854035
interleaved_rank,Q1,same_subject_temporal_label,3,0.6830774389470514,0.014906281971668323,0.007168922613377567
interleaved_rank,Q1,screen_phone,3,0.6905911492164228,0.007392571702296791,0.011370378483982658
interleaved_rank,Q1,heart_light,3,0.6912499738197608,0.006733747098958909,0.0011762518480919273
interleaved_rank,Q1,global_prior,3,0.6979837209187197,0.0,0.0
interleaved_rank,Q1,ssl,3,0.7189586357142396,-0.020974914795519828,0.012818428589664598
interleaved_rank,Q1,location_context,3,0.7350798106256002,-0.03709608970688061,0.08710816775456016
interleaved_rank,Q1,routine_axes,3,0.7352386271477288,-0.037254906229009066,0.011166805751654104
interleaved_rank,Q2,same_subject_temporal_label,3,0.6856419640757637,0.0007828109736002601,0.007537484406439535
interleaved_rank,Q2,global_prior,3,0.686424775049364,0.0,0.0
interleaved_rank,Q2,heart_light,3,0.6945281474890885,-0.008103372439724513,0.005865496276908733
interleaved_rank,Q2,ssl,3,0.7208662700622832,-0.03444149501291919,0.009110392883248258
interleaved_rank,Q2,routine_axes,3,0.7227418069581777,-0.03631703190881371,0.01880868066683477
interleaved_rank,Q2,screen_phone,3,0.7443846779660593,-0.057959902916695206,0.044333821434865445
interleaved_rank,Q2,activity_steps,3,0.7487479549527677,-0.062323179903403525,0.015321484548058657
interleaved_rank,Q2,location_context,3,0.827764807331172,-0.14134003228180794,0.08512949657540266
interleaved_rank,Q3,same_subject_temporal_label,3,0.6536393200580456,0.01542045469968456,0.010449748185055318
interleaved_rank,Q3,activity_steps,3,0.6612182182578312,0.007841556499898964,0.010729585395878089
interleaved_rank,Q3,global_prior,3,0.6690597747577303,0.0,0.0
interleaved_rank,Q3,ssl,3,0.6873685344787889,-0.018308759721058537,0.013267529221601931
interleaved_rank,Q3,routine_axes,3,0.6882617765643149,-0.019202001806584674,0.022482734743221745
interleaved_rank,Q3,heart_light,3,0.6971789883062826,-0.028119213548552253,0.0038429116610315954
interleaved_rank,Q3,screen_phone,3,0.7312349734025876,-0.0621751986448574,0.02127126903075075
interleaved_rank,Q3,location_context,3,0.7570366886609293,-0.08797691390319902,0.053158858143650414
interleaved_rank,S1,same_subject_temporal_label,3,0.6090747058799137,0.017599680309430932,0.011759114771760672
interleaved_rank,S1,global_prior,3,0.6266743861893448,0.0,0.0
interleaved_rank,S1,activity_steps,3,0.6429287665626572,-0.016254380373312432,0.015045191797552615
interleaved_rank,S1,routine_axes,3,0.6476435836457514,-0.020969197456406685,0.02274458749329694
interleaved_rank,S1,ssl,3,0.6483260379653375,-0.021651651775992747,0.024686768526797853
interleaved_rank,S1,screen_phone,3,0.650324491424842,-0.023650105235497376,0.014203824402637252
interleaved_rank,S1,heart_light,3,0.6981912335292687,-0.07151684733992399,0.012536002443819467
interleaved_rank,S1,location_context,3,0.7660708788433149,-0.13939649265397017,0.07506760230343162
interleaved_rank,S2,same_subject_temporal_label,3,0.5893451855074966,0.05231516459608406,0.014721002075115853
interleaved_rank,S2,activity_steps,3,0.6243824212086492,0.017277928894931332,0.005910532996247785
interleaved_rank,S2,global_prior,3,0.6416603501035806,0.0,0.0
interleaved_rank,S2,screen_phone,3,0.6461744476060579,-0.004514097502477332,0.006405210206058532
interleaved_rank,S2,ssl,3,0.6498391273586629,-0.00817877725508239,0.012981097530419835
interleaved_rank,S2,location_context,3,0.6722734592266407,-0.030613109123060034,0.028961270572380193
interleaved_rank,S2,heart_light,3,0.707900305210932,-0.0662399551073513,0.014943567008812777
interleaved_rank,S2,routine_axes,3,0.7092328566563989,-0.06757250655281839,0.03383150776769217
interleaved_rank,S3,same_subject_temporal_label,3,0.570769353254536,0.06808731271112012,0.006594942391098276
interleaved_rank,S3,location_context,3,0.6080815501098495,0.03077511585580665,0.02183297970652634
interleaved_rank,S3,activity_steps,3,0.628146503288341,0.010710162677315208,0.03348965976474585
interleaved_rank,S3,global_prior,3,0.6388566659656562,0.0,0.0
interleaved_rank,S3,screen_phone,3,0.6432327510742016,-0.004376085108545406,0.009844289838409159
interleaved_rank,S3,ssl,3,0.6532790566886947,-0.014422390723038489,0.005758014080939758
interleaved_rank,S3,routine_axes,3,0.6988190698995848,-0.059962403933928675,0.019834372483060386
interleaved_rank,S3,heart_light,3,0.7000466993708206,-0.061190033405164344,0.008162218126100752
interleaved_rank,S4,same_subject_temporal_label,3,0.653592348369302,0.034585419503516755,0.00520687042692849
interleaved_rank,S4,activity_steps,3,0.6579536366287037,0.030224131244115122,0.006275798803688158
interleaved_rank,S4,screen_phone,3,0.6605834872295523,0.027594280643266522,0.0029307190954886314
interleaved_rank,S4,global_prior,3,0.6881777678728188,0.0,0.0
interleaved_rank,S4,heart_light,3,0.6954211375291734,-0.007243369656354637,0.007613391592377585
interleaved_rank,S4,ssl,3,0.7034392823692944,-0.015261514496475578,0.010260122071856469
interleaved_rank,S4,routine_axes,3,0.7142266650714232,-0.026048897198604443,0.028060016233568987
interleaved_rank,S4,location_context,3,0.7720763834357807,-0.08389861556296192,0.029560688637310352
testpattern,Q1,same_subject_temporal_label,4,0.6666982642193864,0.02802576896844594,0.005652834386316744
testpattern,Q1,screen_phone,4,0.6712430881106883,0.023480945077144016,0.013156755500896358
testpattern,Q1,activity_steps,4,0.6838347971052274,0.010889236082604947,0.011081632397835765
testpattern,Q1,heart_light,4,0.6914159728573792,0.0033080603304531386,0.0018096348442984815
testpattern,Q1,global_prior,4,0.6947240331878324,0.0,0.0
testpattern,Q1,location_context,4,0.7046259199845855,-0.009901886796753134,0.06750488992129093
testpattern,Q1,ssl,4,0.7180057400092615,-0.023281706821429132,0.011795507071014033
testpattern,Q1,routine_axes,4,0.7472194837252933,-0.05249545053746099,0.010377606069450445
testpattern,Q2,same_subject_temporal_label,4,0.6608875223947406,0.023901238536283065,0.01384677039477906
testpattern,Q2,global_prior,4,0.6847887609310236,0.0,0.0
testpattern,Q2,heart_light,4,0.6936053140828432,-0.00881655315181959,0.004256233105035584
testpattern,Q2,ssl,4,0.7056173694561667,-0.02082860852514315,0.01564415761829086
testpattern,Q2,screen_phone,4,0.7068523409279224,-0.022063579996898758,0.007407856160974146
testpattern,Q2,activity_steps,4,0.7081582730254399,-0.02336951209441629,0.010002823930936558
testpattern,Q2,location_context,4,0.7565978510223493,-0.07180909009132569,0.05518536675563451
testpattern,Q2,routine_axes,4,0.7786408735860846,-0.09385211265506099,0.009777732399859077
testpattern,Q3,same_subject_temporal_label,4,0.6538134687359137,0.015370876913546466,0.010958061078468227
testpattern,Q3,global_prior,4,0.6691843456494602,0.0,0.0
testpattern,Q3,ssl,4,0.6696078516424927,-0.00042350599303256353,0.0020663099604743785
testpattern,Q3,heart_light,4,0.695855868220546,-0.026671522571085876,0.011854315606011771
testpattern,Q3,activity_steps,4,0.6989672368375572,-0.029782891188097016,0.04824985866051266
testpattern,Q3,screen_phone,4,0.7084978751107927,-0.03931352946133246,0.009891715772025788
testpattern,Q3,routine_axes,4,0.7199332057712758,-0.05074886012181565,0.018757222953075255
testpattern,Q3,location_context,4,0.746051648633084,-0.07686730298362388,0.023632119719079286
testpattern,S1,same_subject_temporal_label,4,0.5966777403102002,0.026359615544320147,0.006690227371056824
testpattern,S1,global_prior,4,0.6230373558545202,0.0,0.0
testpattern,S1,activity_steps,4,0.6300799081337888,-0.0070425522792685324,0.014930341012247748
testpattern,S1,ssl,4,0.6369249273420133,-0.013887571487493033,0.011631592844999393
testpattern,S1,screen_phone,4,0.6472729128459226,-0.024235556991402313,0.005718524894224346
testpattern,S1,routine_axes,4,0.6586250916825853,-0.03558773582806507,0.039523113246561686
testpattern,S1,location_context,4,0.6811386839201157,-0.058101328065595426,0.025529908623943456
testpattern,S1,heart_light,4,0.6948616258652107,-0.07182427001069039,0.00484955827656978
testpattern,S2,same_subject_temporal_label,4,0.6082595810737315,0.050205576132471036,0.016304244761416436
testpattern,S2,screen_phone,4,0.6476577838204208,0.010807373385781638,0.024138866192555265
testpattern,S2,activity_steps,4,0.6540235890538192,0.004441568152383307,0.03006399151515971
testpattern,S2,ssl,4,0.6574126172292111,0.0010525399769914512,0.02204946616590288
testpattern,S2,global_prior,4,0.6584651572062025,0.0,0.0
testpattern,S2,location_context,4,0.6809415529577285,-0.022476395751525963,0.04692709552209906
testpattern,S2,routine_axes,4,0.6985418212485434,-0.04007666404234084,0.03490625042051527
testpattern,S2,heart_light,4,0.7023249830941789,-0.043859825887976406,0.028874788439050697
testpattern,S3,same_subject_temporal_label,4,0.5829429929900332,0.06610025671780609,0.012445789807758179
testpattern,S3,activity_steps,4,0.6275439143372332,0.021499335370605943,0.017048426928830327
testpattern,S3,location_context,4,0.634636708449388,0.014406541258451255,0.034877494341853256
testpattern,S3,screen_phone,4,0.6373088319303248,0.011734417777514328,0.015444809386594446
testpattern,S3,global_prior,4,0.6490432497078392,0.0,0.0
testpattern,S3,ssl,4,0.6603603899212824,-0.011317140213443239,0.0064878482715161
testpattern,S3,heart_light,4,0.6902073039988363,-0.04116405429099712,0.023132032541928384
testpattern,S3,routine_axes,4,0.7412205577644986,-0.09217730805665941,0.05534840509230134
testpattern,S4,same_subject_temporal_label,4,0.6594958137251886,0.033727478299720004,0.008881807696399324
testpattern,S4,activity_steps,4,0.6595389197762712,0.033684372248637406,0.01328699350432468
testpattern,S4,screen_phone,4,0.6650980531283969,0.028125238896511723,0.009375345381601723
testpattern,S4,global_prior,4,0.6932232920249086,0.0,0.0
testpattern,S4,heart_light,4,0.6939054036451877,-0.0006821116202790356,0.005459107797929215
testpattern,S4,ssl,4,0.6977793917680648,-0.004556099743156128,0.005691422885437157
testpattern,S4,location_context,4,0.7064632725239917,-0.01323998049908301,0.02195247982167001
testpattern,S4,routine_axes,4,0.711672833585407,-0.018449541560498328,0.017787717483180532
