target,tau,alpha,w,logloss,base_logloss,smooth_only_logloss,base_mean,delta
Q1,3,1,0.4,0.6720005777964975,0.7154622589502678,0.6782687958762391,0.7154622589502678,-0.04346168115377036
Q2,3,1,0.4,0.6784139202296977,0.7398886344469607,0.6561768506552256,0.7398886344469607,-0.06147471421726303
Q3,3,1,0.4,0.6569789999742806,0.6812904041726379,0.6535768665432724,0.6812904041726379,-0.02431140419835731
S1,14,10,0.4,0.5961206990681668,0.6230328731286178,0.5961637263663749,0.6230328731286178,-0.02691217406045099
S2,30,1,0.4,0.597948446952433,0.6408188795141209,0.5847160882714535,0.6408188795141208,-0.042870432561687766
S3,30,1,0.4,0.5525322782730856,0.5597305763914338,0.5758322291455227,0.5597305763914339,-0.0071982981183482675
S4,30,1,0.4,0.6637291554017798,0.7067818330465973,0.6477249937097954,0.7067818330465973,-0.04305267764481746
