model,k,C,scaler,fold_id,mean_logloss,logloss_Q1,logloss_Q2,logloss_Q3,logloss_S1,logloss_S2,logloss_S3,logloss_S4
selectk_logistic_feature_only,30,0.1,standard,chrono_last_25,0.6499774611194848,0.7138019811192082,0.6826280813652754,0.7233358523137894,0.5507398751002448,0.615445655455037,0.6101493985254364,0.6537413839574027
selectk_logistic_feature_only,20,0.1,robust,chrono_last_25,0.6510030488542465,0.724892631560735,0.6935224554200908,0.7152033730576085,0.5494246578430848,0.6190884434434341,0.6069357062304349,0.6479540744243381
selectk_logistic_feature_only,80,0.01,robust,chrono_last_25,0.6513113835947459,0.7155030631263772,0.6944016059078896,0.8090495681228699,0.5401946442712096,0.5811439442706902,0.5839393602471366,0.6349474992170486
selectk_logistic_feature_only,20,0.1,robust,chrono_last_20,0.6516850443804134,0.7075637992521177,0.6934213798141843,0.7492979776581941,0.5321113373706873,0.6317152215292682,0.6248826061648841,0.6228029888735583
selectk_logistic_feature_only,80,0.003,robust,chrono_last_20,0.6520200855836709,0.7049656167919937,0.7020899457869519,0.79829218040599,0.5509194006699314,0.5695916145209051,0.6230865723160729,0.6151952685938503
selectk_logistic_feature_only,20,0.01,robust,chrono_last_30,0.6522138048152214,0.680110460343842,0.6754017839952904,0.6904279229186284,0.6085061258704692,0.643673960967574,0.6220494305434764,0.6453269490672688
selectk_logistic_feature_only,20,0.3,robust,chrono_last_25,0.6523259558902936,0.7196424867261377,0.7030537245122913,0.7199724046502298,0.5412902630562783,0.6208623235601044,0.6106380460281771,0.6508224426988373
selectk_logistic_feature_only,30,0.03,robust,chrono_last_20,0.652414610472423,0.7162967760745926,0.7183716227762832,0.7412782775584781,0.5303020665450784,0.6224980431730223,0.614434392859682,0.6237210943198235
selectk_logistic_feature_only,20,0.03,robust,chrono_last_30,0.6527213885191356,0.6841676387727657,0.6831688797119971,0.7022901547974141,0.5942058827387827,0.6434916934585182,0.6062095967857027,0.6555158733687689
selectk_logistic_feature_only,20,0.3,standard,chrono_last_25,0.6529090762881005,0.711159088944887,0.7071800165123524,0.7226132147873295,0.543531727781263,0.6212021221327714,0.6113667407837815,0.653310623074319
selectk_logistic_feature_only,20,0.3,robust,chrono_last_20,0.6529802653639895,0.6994724661123742,0.6966236796504823,0.7570176329285258,0.5237240757752943,0.6358806274123678,0.6317371652384788,0.6264062104304027
selectk_logistic_feature_only,30,0.03,standard,chrono_last_25,0.653309854301864,0.7203499137463083,0.6734208875177208,0.7228806061674543,0.5735301167373233,0.611306940250452,0.616355499078168,0.655325016615621
selectk_logistic_feature_only,50,0.03,robust,chrono_last_20,0.6537364878367926,0.7058493100521458,0.6985636144356566,0.8236032040025314,0.5245910755975504,0.610866576028528,0.6026973447808441,0.6099842899602911
selectk_logistic_feature_only,20,0.003,robust,chrono_last_20,0.6539363666915884,0.6892513290082024,0.6837278580742338,0.698527542831049,0.6297282523313297,0.6345012673938736,0.6375593839597588,0.604258933242672
selectk_logistic_feature_only,20,0.3,standard,chrono_last_20,0.6539869949408322,0.6913040834642359,0.7005242162648018,0.7602059754895957,0.5256937701519309,0.6355043900889036,0.6351585942735688,0.6295179348527888
