analysis,target,feature,auc_raw,auc_absdir,mean_pos,mean_neg,diff_pos_minus_neg,n,pos_rate
coverage_vs_label,Q1,ac_record_n,0.489569546235752,0.510430453764248,1355.6816143497758,1329.2070484581498,26.47456589162607,450,0.4955555555555556
coverage_vs_label,Q1,ac_item_n,0.489569546235752,0.510430453764248,1355.6816143497758,1329.2070484581498,26.47456589162607,450,0.4955555555555556
coverage_vs_label,Q1,ac_active_hours,0.5088698366290669,0.5088698366290669,23.37219730941704,22.911894273127754,0.4603030362892859,450,0.4955555555555556
coverage_vs_label,Q1,ac_night_hours,0.49217715967681397,0.507822840323186,7.713004484304933,7.577092511013216,0.13591197329171667,450,0.4955555555555556
coverage_vs_label,Q1,ac_day_hours,0.5261551529997431,0.5261551529997431,15.659192825112108,15.334801762114537,0.32439106299757015,450,0.4955555555555556
coverage_vs_label,Q1,ac_longest_missing_hours,0.4906856838071156,0.5093143161928844,0.57847533632287,1.039647577092511,-0.46117224076964114,450,0.4955555555555556
coverage_vs_label,Q1,activity_record_n,0.522905513522056,0.522905513522056,1387.2152466367713,1357.4185022026431,29.796744434128186,450,0.4955555555555556
coverage_vs_label,Q1,activity_item_n,0.522905513522056,0.522905513522056,1387.2152466367713,1357.4185022026431,29.796744434128186,450,0.4955555555555556
coverage_vs_label,Q1,activity_active_hours,0.5088698366290669,0.5088698366290669,23.37219730941704,22.911894273127754,0.4603030362892859,450,0.4955555555555556
coverage_vs_label,Q1,activity_night_hours,0.49217715967681397,0.507822840323186,7.713004484304933,7.577092511013216,0.13591197329171667,450,0.4955555555555556
coverage_vs_label,Q1,activity_day_hours,0.5261551529997431,0.5261551529997431,15.659192825112108,15.334801762114537,0.32439106299757015,450,0.4955555555555556
coverage_vs_label,Q1,activity_longest_missing_hours,0.4906856838071156,0.5093143161928844,0.57847533632287,1.039647577092511,-0.46117224076964114,450,0.4955555555555556
coverage_vs_label,Q1,ambience_record_n,0.5135121787400485,0.5135121787400485,688.0493273542601,672.6387665198238,15.410560834436296,450,0.4955555555555556
coverage_vs_label,Q1,ambience_item_n,0.5135121787400485,0.5135121787400485,688.0493273542601,672.6387665198238,15.410560834436296,450,0.4955555555555556
coverage_vs_label,Q1,ambience_active_hours,0.50408921198712,0.50408921198712,23.152466367713004,22.643171806167402,0.5092945615456017,450,0.4955555555555556
coverage_vs_label,Q1,ambience_night_hours,0.499565397759823,0.500434602240177,7.618834080717488,7.502202643171806,0.11663143754568228,450,0.4955555555555556
coverage_vs_label,Q1,ambience_day_hours,0.5199719484008613,0.5199719484008613,15.533632286995516,15.140969162995594,0.3926631239999221,450,0.4955555555555556
coverage_vs_label,Q1,ambience_longest_missing_hours,0.49568360956915114,0.5043163904308489,0.7623318385650224,1.2555066079295154,-0.493174769364493,450,0.4955555555555556
coverage_vs_label,Q1,ble_record_n,0.5382153651646551,0.5382153651646551,31.569506726457398,29.295154185022028,2.27435254143537,450,0.4955555555555556
coverage_vs_label,Q1,ble_item_n,0.5382153651646551,0.5382153651646551,31.569506726457398,29.295154185022028,2.27435254143537,450,0.4955555555555556
coverage_vs_label,Q1,ble_active_hours,0.5323284802749847,0.5323284802749847,12.035874439461884,11.215859030837004,0.8200154086248794,450,0.4955555555555556
coverage_vs_label,Q1,ble_night_hours,0.5064005057189704,0.5064005057189704,2.210762331838565,2.171806167400881,0.038956164437684127,450,0.4955555555555556
coverage_vs_label,Q1,ble_day_hours,0.5400723020090477,0.5400723020090477,9.825112107623319,9.044052863436123,0.7810592441871957,450,0.4955555555555556
coverage_vs_label,Q1,ble_longest_missing_hours,0.5182434167637937,0.5182434167637937,5.959641255605381,6.0176211453744495,-0.05797988976906865,450,0.4955555555555556
coverage_vs_label,Q1,gps_record_n,0.5230536733766619,0.5230536733766619,1169.2331838565021,1112.273127753304,56.96005610319821,450,0.4955555555555556
coverage_vs_label,Q1,gps_item_n,0.5230536733766619,0.5230536733766619,1169.2331838565021,1112.273127753304,56.96005610319821,450,0.4955555555555556
coverage_vs_label,Q1,gps_active_hours,0.5211473499140674,0.5211473499140674,21.7847533632287,20.616740088105725,1.1680132751229735,450,0.4955555555555556
coverage_vs_label,Q1,gps_night_hours,0.5105884909424941,0.5105884909424941,6.99103139013453,6.651982378854625,0.3390490112799043,450,0.4955555555555556
coverage_vs_label,Q1,gps_day_hours,0.5356768929890756,0.5356768929890756,14.79372197309417,13.964757709251101,0.8289642638430692,450,0.4955555555555556
coverage_vs_label,Q1,gps_longest_missing_hours,0.497036802907884,0.502963197092116,0.9461883408071748,1.3568281938325992,-0.4106398530254244,450,0.4955555555555556
coverage_vs_label,Q1,m_light_record_n,0.5189644613895419,0.5189644613895419,139.04484304932734,135.73568281938327,3.3091602299440694,450,0.4955555555555556
coverage_vs_label,Q1,m_light_item_n,0.5189644613895419,0.5189644613895419,139.04484304932734,135.73568281938327,3.3091602299440694,450,0.4955555555555556
coverage_vs_label,Q1,m_light_active_hours,0.5150629185515891,0.5150629185515891,23.3542600896861,22.845814977973568,0.5084451117125326,450,0.4955555555555556
coverage_vs_label,Q1,m_light_night_hours,0.4974714051480611,0.5025285948519389,7.690582959641255,7.506607929515418,0.18397503012583716,450,0.4955555555555556
coverage_vs_label,Q1,m_light_day_hours,0.5280911084332589,0.5280911084332589,15.663677130044842,15.33920704845815,0.32447008158669277,450,0.4955555555555556
coverage_vs_label,Q1,m_light_longest_missing_hours,0.48455186582643567,0.5154481341735644,0.5964125560538116,1.092511013215859,-0.4960984571620475,450,0.4955555555555556
coverage_vs_label,Q1,screen_record_n,0.5163667252721202,0.5163667252721202,1356.3856502242152,1326.0748898678414,30.31076035637375,450,0.4955555555555556
coverage_vs_label,Q1,screen_item_n,0.5163667252721202,0.5163667252721202,1356.3856502242152,1326.0748898678414,30.31076035637375,450,0.4955555555555556
coverage_vs_label,Q1,screen_active_hours,0.5088698366290669,0.5088698366290669,23.37219730941704,22.911894273127754,0.4603030362892859,450,0.4955555555555556
coverage_vs_label,Q1,screen_night_hours,0.49217715967681397,0.507822840323186,7.713004484304933,7.577092511013216,0.13591197329171667,450,0.4955555555555556
coverage_vs_label,Q1,screen_day_hours,0.5261551529997431,0.5261551529997431,15.659192825112108,15.334801762114537,0.32439106299757015,450,0.4955555555555556
coverage_vs_label,Q1,screen_longest_missing_hours,0.4906856838071156,0.5093143161928844,0.57847533632287,1.039647577092511,-0.46117224076964114,450,0.4955555555555556
coverage_vs_label,Q1,usage_record_n,0.5807372434365184,0.5807372434365184,67.18834080717488,60.418502202643175,6.7698386045317065,450,0.4955555555555556
coverage_vs_label,Q1,usage_item_n,0.5807372434365184,0.5807372434365184,67.18834080717488,60.418502202643175,6.7698386045317065,450,0.4955555555555556
