model,fold_id,mean_logloss,logloss_Q1,logloss_Q2,logloss_Q3,logloss_S1,logloss_S2,logloss_S3,logloss_S4
tabpfn_base_v4_subsets,chrono_last_20,0.6225843748317355,0.6543042265033019,0.6656188775820536,0.6545739327955176,0.5328247430825148,0.6444831134261858,0.6281819806393392,0.5781037497932353
tabpfn_base_v4_subsets,chrono_last_25,0.6212482260170268,0.6750085083103566,0.6484313509849212,0.6495100705898827,0.5341586855242035,0.6174476046383689,0.5997560325960721,0.6244253294753818
tabpfn_base_v4_subsets,chrono_last_30,0.6428111780912094,0.6528817255333738,0.6714636657517692,0.6571512779898648,0.5854558405903646,0.6684855429771596,0.601281020935478,0.6629591728604555
tabpfn_external_targetwise_subsets,chrono_last_20,0.6220952001155953,0.6543042265033019,0.6454439760494516,0.6545739327955176,0.5328247430825148,0.6444831134261858,0.6281819806393392,0.5948544283128564
tabpfn_external_targetwise_subsets,chrono_last_25,0.6186017119801497,0.6750085083103566,0.6386882318347973,0.6495100705898827,0.5341586855242035,0.6174476046383689,0.5997560325960721,0.6156428503673667
tabpfn_external_targetwise_subsets,chrono_last_30,0.6363055137354081,0.6528817255333738,0.6515734818465374,0.6571512779898648,0.5854558405903646,0.6684855429771596,0.601281020935478,0.6373097062750787
