mask,scheme,target,normalized,n_cols,logloss,auc,modality
testpattern1,testpattern,S2,False,4,0.6712322963115871,0.4986471861471861,raw_usage
testpattern2,testpattern,S2,False,4,0.645108340203096,0.5396075319241036,raw_usage
tail,testpattern,S2,False,4,0.6742919315817475,0.5139682539682541,raw_usage
deep_interleaved_rank0,interleaved_rank,S2,False,4,0.6513177458938391,0.503913687328115,raw_usage
deep_interleaved_rank1,interleaved_rank,S2,False,4,0.6495540133526321,0.5353472222222222,raw_usage
deep_interleaved_rank2,interleaved_rank,S2,False,4,0.6485741886441241,0.522516835016835,raw_usage
testpattern0,testpattern,S3,False,4,0.6420502518871878,0.5359001782531194,raw_usage
testpattern1,testpattern,S3,False,4,0.6548957634354194,0.5372867363786461,raw_usage
testpattern2,testpattern,S3,False,4,0.6416957348814192,0.508493031358885,raw_usage
tail,testpattern,S3,False,4,0.6476282564385631,0.5412151067323482,raw_usage
deep_interleaved_rank0,interleaved_rank,S3,False,4,0.6379574428538868,0.5396436043575499,raw_usage
deep_interleaved_rank1,interleaved_rank,S3,False,4,0.6362754020684017,0.5686458408484236,raw_usage
deep_interleaved_rank2,interleaved_rank,S3,False,4,0.6458575833372604,0.5326879910213244,raw_usage
testpattern0,testpattern,S4,False,4,0.6799499052250431,0.5844122383252819,raw_usage
testpattern1,testpattern,S4,False,4,0.685304227554686,0.5500161030595814,raw_usage
testpattern2,testpattern,S4,False,4,0.6883149193321053,0.5353959268657686,raw_usage
tail,testpattern,S4,False,4,0.7142735716004647,0.4656108597285068,raw_usage
deep_interleaved_rank0,interleaved_rank,S4,False,4,0.6768735942847838,0.6213312368972747,raw_usage
deep_interleaved_rank1,interleaved_rank,S4,False,4,0.6847010082397164,0.5929567508514877,raw_usage
deep_interleaved_rank2,interleaved_rank,S4,False,4,0.6784902282195748,0.5942028985507247,raw_usage
testpattern0,testpattern,Q1,True,4,0.7054990560905082,0.432512,raw_usage
testpattern1,testpattern,Q1,True,4,0.6949637789952385,0.507399577167019,raw_usage
testpattern2,testpattern,Q1,True,4,0.6951548115658372,0.46027783112476794,raw_usage
tail,testpattern,Q1,True,4,0.6951929095061578,0.5067873303167421,raw_usage
deep_interleaved_rank0,interleaved_rank,Q1,True,4,0.7008310813889724,0.44873271889400923,raw_usage
deep_interleaved_rank1,interleaved_rank,Q1,True,4,0.7079375662317234,0.45061371377160847,raw_usage
deep_interleaved_rank2,interleaved_rank,Q1,True,4,0.7068283459571982,0.43647895444935614,raw_usage
testpattern0,testpattern,Q2,True,4,0.6897162519633298,0.4912178365415776,raw_usage
testpattern1,testpattern,Q2,True,4,0.6983819737330493,0.47573070607553375,raw_usage
testpattern2,testpattern,Q2,True,4,0.6883744543057035,0.4746753246753247,raw_usage
tail,testpattern,Q2,True,4,0.6915799684888696,0.44572926302806043,raw_usage
deep_interleaved_rank0,interleaved_rank,Q2,True,4,0.6952587753366979,0.4799541809851088,raw_usage
deep_interleaved_rank1,interleaved_rank,Q2,True,4,0.7009715616884953,0.4865064446831364,raw_usage
deep_interleaved_rank2,interleaved_rank,Q2,True,4,0.6928137198910148,0.492192172237358,raw_usage
testpattern0,testpattern,Q3,True,4,0.6772270491928492,0.478404420187319,raw_usage
testpattern1,testpattern,Q3,True,4,0.6755287791705654,0.5142019680368484,raw_usage
testpattern2,testpattern,Q3,True,4,0.6733415224939738,0.5493333333333333,raw_usage
tail,testpattern,Q3,True,4,0.6656920016991887,0.5213592233009708,raw_usage
deep_interleaved_rank0,interleaved_rank,Q3,True,4,0.6723175635044725,0.5265275504637207,raw_usage
deep_interleaved_rank1,interleaved_rank,Q3,True,4,0.6779506301256156,0.499105668684645,raw_usage
deep_interleaved_rank2,interleaved_rank,Q3,True,4,0.6717816762080496,0.5371240601503758,raw_usage
testpattern0,testpattern,S1,True,4,0.6285597509292747,0.5434555754323196,raw_usage
testpattern1,testpattern,S1,True,4,0.6323359803753488,0.5099880739415623,raw_usage
testpattern2,testpattern,S1,True,4,0.6283383783379697,0.5370493744910799,raw_usage
tail,testpattern,S1,True,4,0.6333637723193236,0.5362092862092862,raw_usage
deep_interleaved_rank0,interleaved_rank,S1,True,4,0.6305236612073185,0.5574548907882241,raw_usage
deep_interleaved_rank1,interleaved_rank,S1,True,4,0.6315056618978846,0.5094381523428825,raw_usage
deep_interleaved_rank2,interleaved_rank,S1,True,4,0.6307260580289175,0.5489809335963184,raw_usage
testpattern0,testpattern,S2,True,4,0.6561784642853752,0.508318990246701,raw_usage
testpattern1,testpattern,S2,True,4,0.6660123614497426,0.5393668831168831,raw_usage
testpattern2,testpattern,S2,True,4,0.649841767813693,0.5021643460067816,raw_usage
tail,testpattern,S2,True,4,0.6755428847341686,0.5044444444444445,raw_usage
deep_interleaved_rank0,interleaved_rank,S2,True,4,0.6493807550455168,0.5503138001551372,raw_usage
deep_interleaved_rank1,interleaved_rank,S2,True,4,0.6544032872824802,0.5338194444444445,raw_usage
deep_interleaved_rank2,interleaved_rank,S2,True,4,0.6541333531302543,0.5258838383838383,raw_usage
testpattern0,testpattern,S3,True,4,0.6482190390207135,0.5106595365418894,raw_usage
testpattern1,testpattern,S3,True,4,0.6567498187082619,0.5388690148596588,raw_usage
testpattern2,testpattern,S3,True,4,0.645384384961601,0.398664343786295,raw_usage
tail,testpattern,S3,True,4,0.6586330573878552,0.4876847290640394,raw_usage
deep_interleaved_rank0,interleaved_rank,S3,True,4,0.648989089981618,0.5060240963855421,raw_usage
deep_interleaved_rank1,interleaved_rank,S3,True,4,0.6404913548869784,0.5830026693600748,raw_usage
deep_interleaved_rank2,interleaved_rank,S3,True,4,0.6505261094190238,0.511293490460157,raw_usage
testpattern0,testpattern,S4,True,4,0.6881817263544188,0.56,raw_usage
testpattern1,testpattern,S4,True,4,0.6998161005220769,0.419194847020934,raw_usage
testpattern2,testpattern,S4,True,4,0.6858103911613125,0.5201704730301255,raw_usage
tail,testpattern,S4,True,4,0.6994853832325167,0.49457013574660635,raw_usage
deep_interleaved_rank0,interleaved_rank,S4,True,4,0.6871724752040966,0.5160508385744235,raw_usage
deep_interleaved_rank1,interleaved_rank,S4,True,4,0.6922550796653627,0.5250947882526831,raw_usage
deep_interleaved_rank2,interleaved_rank,S4,True,4,0.685176238229769,0.5455486542443064,raw_usage
testpattern0,testpattern,Q1,False,6,0.7048792185347114,0.5329280000000001,raw_gps
testpattern1,testpattern,Q1,False,6,0.7075573727072387,0.5119802677942212,raw_gps
testpattern2,testpattern,Q1,False,6,0.6983964202496856,0.4861404519557006,raw_gps
tail,testpattern,Q1,False,6,0.6966065878899301,0.4991704374057315,raw_gps
deep_interleaved_rank0,interleaved_rank,Q1,False,6,0.6971017371830681,0.5170570916538659,raw_gps
deep_interleaved_rank1,interleaved_rank,Q1,False,6,0.7142231537599266,0.48081742818584916,raw_gps
deep_interleaved_rank2,interleaved_rank,Q1,False,6,0.7069792492866469,0.5009930168492537,raw_gps
testpattern0,testpattern,Q2,False,6,0.7028200036887531,0.5307861818653185,raw_gps
testpattern1,testpattern,Q2,False,6,0.706996430894803,0.5136617405582923,raw_gps
testpattern2,testpattern,Q2,False,6,0.7015700493500702,0.5201298701298701,raw_gps
tail,testpattern,Q2,False,6,0.7085589769763952,0.4763336416897934,raw_gps
deep_interleaved_rank0,interleaved_rank,Q2,False,6,0.7849234681202538,0.4897917930058621,raw_gps
deep_interleaved_rank1,interleaved_rank,Q2,False,6,0.7289200333450314,0.502483888292159,raw_gps
deep_interleaved_rank2,interleaved_rank,Q2,False,6,0.753282343586172,0.48720845238886307,raw_gps
testpattern0,testpattern,Q3,False,6,0.6868966897151747,0.46044740920423155,raw_gps
testpattern1,testpattern,Q3,False,6,0.6837962593669411,0.4974876125340219,raw_gps
testpattern2,testpattern,Q3,False,6,0.6919484517366423,0.45293333333333335,raw_gps
tail,testpattern,Q3,False,6,0.6797738698862944,0.4815533980582525,raw_gps
deep_interleaved_rank0,interleaved_rank,Q3,False,6,0.6835666657254037,0.455639661756683,raw_gps
deep_interleaved_rank1,interleaved_rank,Q3,False,6,0.6834269821879998,0.47688497523390205,raw_gps
deep_interleaved_rank2,interleaved_rank,Q3,False,6,0.7013930095851387,0.4469656283566058,raw_gps
testpattern0,testpattern,S1,False,6,0.6332822001122099,0.5332066189624328,raw_gps
testpattern1,testpattern,S1,False,6,0.6373562340670397,0.4565444245676804,raw_gps
testpattern2,testpattern,S1,False,6,0.6281169510376421,0.5591827670441927,raw_gps
tail,testpattern,S1,False,6,0.6263332912320511,0.5332640332640333,raw_gps
deep_interleaved_rank0,interleaved_rank,S1,False,6,0.6339063740964481,0.4840748045876251,raw_gps
deep_interleaved_rank1,interleaved_rank,S1,False,6,0.6235915436254995,0.5782071211784736,raw_gps
deep_interleaved_rank2,interleaved_rank,S1,False,6,0.6380674708561493,0.4757834757834758,raw_gps
testpattern0,testpattern,S2,False,6,0.6571719245845016,0.5045539300057372,raw_gps
testpattern1,testpattern,S2,False,6,0.6596145885503775,0.5556006493506493,raw_gps
testpattern2,testpattern,S2,False,6,0.6451696932783347,0.5839405526296804,raw_gps
tail,testpattern,S2,False,6,0.6634724787204068,0.523015873015873,raw_gps
deep_interleaved_rank0,interleaved_rank,S2,False,6,0.6456135076520447,0.583915097665891,raw_gps
deep_interleaved_rank1,interleaved_rank,S2,False,6,0.6565899850273995,0.5270138888888889,raw_gps
deep_interleaved_rank2,interleaved_rank,S2,False,6,0.6533619473636179,0.5416666666666666,raw_gps
testpattern0,testpattern,S3,False,6,0.6396995766154935,0.5762923351158645,raw_gps
testpattern1,testpattern,S3,False,6,0.6438526468060713,0.5780476059438635,raw_gps
testpattern2,testpattern,S3,False,6,0.6372370224111987,0.5392711962833914,raw_gps
tail,testpattern,S3,False,6,0.6352901578464003,0.6266009852216748,raw_gps
deep_interleaved_rank0,interleaved_rank,S3,False,6,0.6348524056109864,0.5736959815309141,raw_gps
deep_interleaved_rank1,interleaved_rank,S3,False,6,0.6369958146924893,0.5495995959887454,raw_gps
deep_interleaved_rank2,interleaved_rank,S3,False,6,0.6385816539425451,0.5632716049382716,raw_gps
testpattern0,testpattern,S4,False,6,0.6988810737676309,0.5828341384863124,raw_gps
testpattern1,testpattern,S4,False,6,0.7069636568971602,0.5931400966183575,raw_gps
testpattern2,testpattern,S4,False,6,0.706469131685571,0.5463595549482725,raw_gps
tail,testpattern,S4,False,6,0.7241567403688309,0.5365761689291101,raw_gps
deep_interleaved_rank0,interleaved_rank,S4,False,6,0.7215846624288721,0.5097615303983228,raw_gps
deep_interleaved_rank1,interleaved_rank,S4,False,6,0.7370816423602184,0.5642953537690379,raw_gps
deep_interleaved_rank2,interleaved_rank,S4,False,6,0.7202143837741519,0.5702639751552796,raw_gps
testpattern0,testpattern,Q1,True,6,0.7087175681238479,0.492288,raw_gps
testpattern1,testpattern,Q1,True,6,0.6994605961163186,0.4892369786661541,raw_gps
testpattern2,testpattern,Q1,True,6,0.6870977036712177,0.5291594648229946,raw_gps
tail,testpattern,Q1,True,6,0.7017219332618866,0.45769230769230773,raw_gps
deep_interleaved_rank0,interleaved_rank,Q1,True,6,0.6868575915826212,0.5467549923195085,raw_gps
deep_interleaved_rank1,interleaved_rank,Q1,True,6,0.6942988966626422,0.5060086112717692,raw_gps
deep_interleaved_rank2,interleaved_rank,Q1,True,6,0.70063046520353,0.49919917996027935,raw_gps
testpattern0,testpattern,Q2,True,6,0.6808759411233727,0.5415451422645667,raw_gps
testpattern1,testpattern,Q2,True,6,0.6870451665264427,0.5386206896551724,raw_gps
testpattern2,testpattern,Q2,True,6,0.6840424888818593,0.5414935064935065,raw_gps
tail,testpattern,Q2,True,6,0.6829980684154405,0.5389300030835646,raw_gps
deep_interleaved_rank0,interleaved_rank,Q2,True,6,0.6985784552974588,0.5289400983761202,raw_gps
deep_interleaved_rank1,interleaved_rank,Q2,True,6,0.6947306359971372,0.5045649838882922,raw_gps
deep_interleaved_rank2,interleaved_rank,Q2,True,6,0.6888256396840586,0.5340554189647153,raw_gps
testpattern0,testpattern,Q3,True,6,0.6674446843265303,0.5496597264335287,raw_gps
testpattern1,testpattern,Q3,True,6,0.6692817642680688,0.5522018284597668,raw_gps
testpattern2,testpattern,Q3,True,6,0.6661686678186427,0.5805333333333333,raw_gps
tail,testpattern,Q3,True,6,0.660708828274936,0.5401294498381877,raw_gps
deep_interleaved_rank0,interleaved_rank,Q3,True,6,0.670780183093171,0.5327673213311511,raw_gps
deep_interleaved_rank1,interleaved_rank,Q3,True,6,0.6735890529057851,0.5052283984589983,raw_gps
deep_interleaved_rank2,interleaved_rank,Q3,True,6,0.6640639121345643,0.558874865735768,raw_gps
testpattern0,testpattern,S1,True,6,0.6326882710176953,0.4752906976744186,raw_gps
testpattern1,testpattern,S1,True,6,0.6392020574745232,0.4706320810971974,raw_gps
testpattern2,testpattern,S1,True,6,0.6331094677315113,0.5343104596935376,raw_gps
tail,testpattern,S1,True,6,0.6258006290770344,0.5537075537075538,raw_gps
deep_interleaved_rank0,interleaved_rank,S1,True,6,0.6409893529610979,0.4679304551099423,raw_gps
deep_interleaved_rank1,interleaved_rank,S1,True,6,0.6302516082077144,0.5440817232955807,raw_gps
deep_interleaved_rank2,interleaved_rank,S1,True,6,0.651660293216941,0.5107750748776391,raw_gps
testpattern0,testpattern,S2,True,6,0.6549940910887407,0.5280765920826161,raw_gps
testpattern1,testpattern,S2,True,6,0.6726172858749528,0.4793019480519481,raw_gps
testpattern2,testpattern,S2,True,6,0.6492412444125867,0.5429622682346151,raw_gps
tail,testpattern,S2,True,6,0.6781121594526597,0.42142857142857143,raw_gps
deep_interleaved_rank0,interleaved_rank,S2,True,6,0.6597917016982522,0.5086735773217685,raw_gps
deep_interleaved_rank1,interleaved_rank,S2,True,6,0.6708370052221649,0.5275000000000001,raw_gps
deep_interleaved_rank2,interleaved_rank,S2,True,6,0.6554485531095545,0.5399130190796857,raw_gps
testpattern0,testpattern,S3,True,6,0.6460398254673552,0.5604634581105169,raw_gps
testpattern1,testpattern,S3,True,6,0.665433126876927,0.5125550357732527,raw_gps
testpattern2,testpattern,S3,True,6,0.6466282914510572,0.5136469221835076,raw_gps
tail,testpattern,S3,True,6,0.6506536452131517,0.5377668308702792,raw_gps
deep_interleaved_rank0,interleaved_rank,S3,True,6,0.6433928678732923,0.5689344203159945,raw_gps
deep_interleaved_rank1,interleaved_rank,S3,True,6,0.644937112672354,0.531851958733136,raw_gps
deep_interleaved_rank2,interleaved_rank,S3,True,6,0.6565360287859282,0.4783249158249158,raw_gps
testpattern0,testpattern,S4,True,6,0.6922316741200656,0.5567471819645733,raw_gps
testpattern1,testpattern,S4,True,6,0.6919761313857193,0.557133655394525,raw_gps
testpattern2,testpattern,S4,True,6,0.6942323026041445,0.5278807990109962,raw_gps
tail,testpattern,S4,True,6,0.6958213113543423,0.5287330316742082,raw_gps
deep_interleaved_rank0,interleaved_rank,S4,True,6,0.7268524477995988,0.45184748427672955,raw_gps
deep_interleaved_rank1,interleaved_rank,S4,True,6,0.7225218211063313,0.5349913244650086,raw_gps
deep_interleaved_rank2,interleaved_rank,S4,True,6,0.705725726208116,0.5353907867494824,raw_gps
testpattern0,testpattern,Q1,False,2,0.7126444361412871,0.4787840000000001,raw_amb
testpattern1,testpattern,Q1,False,2,0.6979920117210437,0.4870907809597027,raw_amb
testpattern2,testpattern,Q1,False,2,0.6919642412157108,0.5054413929966072,raw_amb
tail,testpattern,Q1,False,2,0.7043435266463471,0.483107088989442,raw_amb
deep_interleaved_rank0,interleaved_rank,Q1,False,2,0.694337837696817,0.5363223246287763,raw_amb
deep_interleaved_rank1,interleaved_rank,Q1,False,2,0.7085053414916879,0.4701497333076281,raw_amb
deep_interleaved_rank2,interleaved_rank,Q1,False,2,0.7060852672139042,0.46979306810173616,raw_amb
testpattern0,testpattern,Q2,False,2,0.695923515489466,0.49082895845485774,raw_amb
testpattern1,testpattern,Q2,False,2,0.6860692224398075,0.5613136288998358,raw_amb
testpattern2,testpattern,Q2,False,2,0.7117887434059329,0.5196103896103897,raw_amb
tail,testpattern,Q2,False,2,0.7009643063901029,0.49406413814369415,raw_amb
deep_interleaved_rank0,interleaved_rank,Q2,False,2,0.7206087973320913,0.4801226332457382,raw_amb
deep_interleaved_rank1,interleaved_rank,Q2,False,2,0.6979095873612684,0.4801288936627282,raw_amb
deep_interleaved_rank2,interleaved_rank,Q2,False,2,0.6892105017312331,0.5241876536646952,raw_amb
testpattern0,testpattern,Q3,False,2,0.6780676839385315,0.44050266154571793,raw_amb
testpattern1,testpattern,Q3,False,2,0.6752192680227974,0.5378951776118361,raw_amb
testpattern2,testpattern,Q3,False,2,0.6770662883895538,0.4927666666666667,raw_amb
tail,testpattern,Q3,False,2,0.6664144588915164,0.5540453074433657,raw_amb
deep_interleaved_rank0,interleaved_rank,Q3,False,2,0.6723534288623553,0.5344721767594108,raw_amb
deep_interleaved_rank1,interleaved_rank,Q3,False,2,0.674956825036988,0.5333654375343972,raw_amb
deep_interleaved_rank2,interleaved_rank,Q3,False,2,0.6726114334312446,0.510640440386681,raw_amb
testpattern0,testpattern,S1,False,2,0.6270981882222042,0.5496794871794871,raw_amb
testpattern1,testpattern,S1,False,2,0.6294530982551775,0.5391323792486583,raw_amb
testpattern2,testpattern,S1,False,2,0.6318882238438607,0.5701014138722335,raw_amb
tail,testpattern,S1,False,2,0.6360046908858832,0.507103257103257,raw_amb
deep_interleaved_rank0,interleaved_rank,S1,False,2,0.6350222339993781,0.553765797355541,raw_amb
deep_interleaved_rank1,interleaved_rank,S1,False,2,0.6283516106986177,0.5307572729291584,raw_amb
deep_interleaved_rank2,interleaved_rank,S1,False,2,0.6311027820647623,0.542771568412594,raw_amb
testpattern0,testpattern,S2,False,2,0.6464751949862175,0.5197576018359151,raw_amb
testpattern1,testpattern,S2,False,2,0.6711434454020219,0.5115665584415584,raw_amb
testpattern2,testpattern,S2,False,2,0.6475891033607941,0.5215352427674771,raw_amb
tail,testpattern,S2,False,2,0.6672298576554643,0.5393650793650794,raw_amb
deep_interleaved_rank0,interleaved_rank,S2,False,2,0.653230041555961,0.5048656653268457,raw_amb
deep_interleaved_rank1,interleaved_rank,S2,False,2,0.6530040872251546,0.5345833333333334,raw_amb
deep_interleaved_rank2,interleaved_rank,S2,False,2,0.6522600980962647,0.49112654320987653,raw_amb
testpattern0,testpattern,S3,False,2,0.6435873535283624,0.5571122994652407,raw_amb
testpattern1,testpattern,S3,False,2,0.6586045836588464,0.5427559163456246,raw_amb
testpattern2,testpattern,S3,False,2,0.6416721299140974,0.5697952961672473,raw_amb
tail,testpattern,S3,False,2,0.6484467867371655,0.5091954022988505,raw_amb
deep_interleaved_rank0,interleaved_rank,S3,False,2,0.6410111450352348,0.5247817617776495,raw_amb
deep_interleaved_rank1,interleaved_rank,S3,False,2,0.6409551044678217,0.5602409638554217,raw_amb
deep_interleaved_rank2,interleaved_rank,S3,False,2,0.6484939687210752,0.533354377104377,raw_amb
testpattern0,testpattern,S4,False,2,0.691604838343268,0.45652173913043487,raw_amb
testpattern1,testpattern,S4,False,2,0.6909429674625283,0.4588083735909823,raw_amb
testpattern2,testpattern,S4,False,2,0.686290378221759,0.4756002342377513,raw_amb
tail,testpattern,S4,False,2,0.6976311972863594,0.42134238310708905,raw_amb
deep_interleaved_rank0,interleaved_rank,S4,False,2,0.6868851357334507,0.5189661949685535,raw_amb
deep_interleaved_rank1,interleaved_rank,S4,False,2,0.6950749212780415,0.4554655870445344,raw_amb
deep_interleaved_rank2,interleaved_rank,S4,False,2,0.688484744067475,0.4620859213250518,raw_amb
testpattern0,testpattern,Q1,True,2,0.7016453299942172,0.543424,raw_amb
testpattern1,testpattern,Q1,True,2,0.696152430732689,0.5700557370747645,raw_amb
testpattern2,testpattern,Q1,True,2,0.6860224853915444,0.5648806094360156,raw_amb
tail,testpattern,Q1,True,2,0.7120051545253071,0.4858220211161388,raw_amb
deep_interleaved_rank0,interleaved_rank,Q1,True,2,0.689885948424248,0.5730606758832565,raw_amb
deep_interleaved_rank1,interleaved_rank,Q1,True,2,0.702545948509443,0.5631707473812736,raw_amb
deep_interleaved_rank2,interleaved_rank,Q1,True,2,0.7039140135231859,0.5343071305016337,raw_amb
testpattern0,testpattern,Q2,True,2,0.6913757062275881,0.5029813986648518,raw_amb
testpattern1,testpattern,Q2,True,2,0.6858181967349263,0.5321510673234812,raw_amb
testpattern2,testpattern,Q2,True,2,0.696934001415205,0.5043831168831169,raw_amb
tail,testpattern,Q2,True,2,0.6950490526876829,0.5054733271662041,raw_amb
deep_interleaved_rank0,interleaved_rank,Q2,True,2,0.7040939141272884,0.5087932080048514,raw_amb
deep_interleaved_rank1,interleaved_rank,Q2,True,2,0.6929258060035991,0.5064111170784102,raw_amb
deep_interleaved_rank2,interleaved_rank,Q2,True,2,0.6874068638270069,0.5115622300485082,raw_amb
testpattern0,testpattern,Q3,True,2,0.6760932705378807,0.5114884441749208,raw_amb
testpattern1,testpattern,Q3,True,2,0.6759878940573777,0.49801102658943397,raw_amb
testpattern2,testpattern,Q3,True,2,0.6747803862570545,0.49073333333333324,raw_amb
tail,testpattern,Q3,True,2,0.6669898101615694,0.48373786407766994,raw_amb
deep_interleaved_rank0,interleaved_rank,Q3,True,2,0.6728533094353593,0.48827059465357336,raw_amb
deep_interleaved_rank1,interleaved_rank,Q3,True,2,0.6755526814845848,0.5092872867363786,raw_amb
deep_interleaved_rank2,interleaved_rank,Q3,True,2,0.673099501902169,0.5121509129967776,raw_amb
testpattern0,testpattern,S1,True,2,0.6283796842418761,0.500484496124031,raw_amb
testpattern1,testpattern,S1,True,2,0.6306254275293316,0.4812537268932617,raw_amb
testpattern2,testpattern,S1,True,2,0.6297535855112061,0.5024058035383818,raw_amb
tail,testpattern,S1,True,2,0.6347421611643936,0.4299203049203049,raw_amb
deep_interleaved_rank0,interleaved_rank,S1,True,2,0.6342542256913974,0.49663963766527874,raw_amb
deep_interleaved_rank1,interleaved_rank,S1,True,2,0.6295732456439396,0.5109186468280406,raw_amb
deep_interleaved_rank2,interleaved_rank,S1,True,2,0.632659439371711,0.472715318869165,raw_amb
testpattern0,testpattern,S2,True,2,0.6483271301246035,0.5254589787722317,raw_amb
testpattern1,testpattern,S2,True,2,0.6731683655018967,0.41680194805194803,raw_amb
testpattern2,testpattern,S2,True,2,0.6486598887993701,0.42273284755789625,raw_amb
tail,testpattern,S2,True,2,0.6681225440627967,0.5311111111111111,raw_amb
deep_interleaved_rank0,interleaved_rank,S2,True,2,0.654053757641199,0.42881320076158236,raw_amb
deep_interleaved_rank1,interleaved_rank,S2,True,2,0.6552576773444418,0.4617013888888889,raw_amb
deep_interleaved_rank2,interleaved_rank,S2,True,2,0.6535206683137694,0.40288299663299665,raw_amb
testpattern0,testpattern,S3,True,2,0.647906362171627,0.5474866310160428,raw_amb
testpattern1,testpattern,S3,True,2,0.6574670567453335,0.5819001100715465,raw_amb
testpattern2,testpattern,S3,True,2,0.6439226498398081,0.5645325203252033,raw_amb
tail,testpattern,S3,True,2,0.6606886280474801,0.5417898193760263,raw_amb
deep_interleaved_rank0,interleaved_rank,S3,True,2,0.6432002109002595,0.5736599090974677,raw_amb
deep_interleaved_rank1,interleaved_rank,S3,True,2,0.6432121113555561,0.577195007575211,raw_amb
deep_interleaved_rank2,interleaved_rank,S3,True,2,0.6527691456937846,0.5624999999999999,raw_amb
testpattern0,testpattern,S4,True,2,0.689585216576435,0.553365539452496,raw_amb
testpattern1,testpattern,S4,True,2,0.6895742639925179,0.5268921095008051,raw_amb
testpattern2,testpattern,S4,True,2,0.6849390135483491,0.565749235474006,raw_amb
tail,testpattern,S4,True,2,0.6940204719358728,0.5498491704374058,raw_amb
deep_interleaved_rank0,interleaved_rank,S4,True,2,0.6878147103812496,0.41702699161425577,raw_amb
deep_interleaved_rank1,interleaved_rank,S4,True,2,0.693108982561067,0.5474583895636527,raw_amb
deep_interleaved_rank2,interleaved_rank,S4,True,2,0.6866639673559889,0.5569681677018634,raw_amb
