model,fold_id,mean_logloss,logloss_Q1,logloss_Q2,logloss_Q3,logloss_S1,logloss_S2,logloss_S3,logloss_S4
base_v4_replicate,chrono_last_20,0.5901522016975517,0.6129752871032171,0.6233742706141666,0.6470283360386839,0.522202929170233,0.5629569974221492,0.5936649302481091,0.5688626612863028
base_v4_replicate,chrono_last_25,0.5983883091097163,0.6473999950166149,0.6330229917461263,0.6404634265417825,0.5277147151872911,0.5654303625714235,0.5706214651543202,0.6040652075504551
base_v4_replicate,chrono_last_30,0.6163878863303326,0.6408307661587569,0.6459869806319742,0.6542094534822095,0.5690326922497169,0.5802639653118844,0.5705287605183947,0.6538625859593923
ext_context_only_k5_C0.001,chrono_last_20,0.6901050866113535,0.6841857166950538,0.7108061343161516,0.673645043655774,0.6875720930911425,0.6908242977846031,0.6916949349461067,0.6920073857906431
ext_context_only_k5_C0.001,chrono_last_25,0.6888610857539744,0.6846233849828879,0.7024989910883156,0.6689996122015193,0.6894628772657054,0.6913438703424486,0.693186007819052,0.6919128565778915
ext_context_only_k5_C0.001,chrono_last_30,0.691124007218071,0.689990666833766,0.6995438023934801,0.6810289688833175,0.6860197966140276,0.6958087830005526,0.6910103825330758,0.694465650268278
ext_context_only_k5_C0.003,chrono_last_20,0.6889640079011522,0.6775415601429815,0.7305404987221252,0.6672481226059558,0.6778820493742906,0.6874506103350299,0.6911190695641067,0.6909661445635754
ext_context_only_k5_C0.003,chrono_last_25,0.6864481977030168,0.6790445815197476,0.7144966245016349,0.6537915218529684,0.6834001612357105,0.688143997255874,0.6955034535000625,0.6907570440551192
ext_context_only_k5_C0.003,chrono_last_30,0.6899546786758926,0.686845126014437,0.7095607857384711,0.669393693350982,0.6759356084104503,0.6987248636482559,0.6912761266775879,0.6979465468910627
ext_context_only_k5_C0.01,chrono_last_20,0.6889835799290908,0.6735776244173208,0.755396103273235,0.6783814161278674,0.6572355467181632,0.6817397125386315,0.6875421858478861,0.6890124705805313
ext_context_only_k5_C0.01,chrono_last_25,0.6854034385468425,0.6770143706210731,0.732618843744113,0.6507610563455386,0.6710033972521798,0.68120505574991,0.6963072108852367,0.6889141352298465
ext_context_only_k5_C0.01,chrono_last_30,0.6897940571515109,0.6838091296160511,0.7291841619744062,0.6602244243418448,0.6593359876061602,0.7013158378969021,0.6903600220300667,0.7043288365951441
ext_context_only_k5_C0.03,chrono_last_20,0.6888831580070512,0.6739596343982865,0.7698326873108144,0.6937599960136814,0.6378754415987179,0.6770611124553363,0.6828654551880737,0.6868277790844485
ext_context_only_k5_C0.03,chrono_last_25,0.6851755954854281,0.6782778156794609,0.7475700338647441,0.6560446569502216,0.6597434816282093,0.6742086956524938,0.693535366387073,0.6868491182357928
ext_context_only_k5_C0.03,chrono_last_30,0.6914429183253625,0.6829238244581267,0.7502432377869379,0.6608599339163485,0.6480171023919786,0.7022392137713394,0.687163290504821,0.7086538254479854
ext_context_only_k5_C0.1,chrono_last_20,0.688608158969818,0.6780747021391369,0.7744247060665932,0.701494732931569,0.6260304806209598,0.6725536247538544,0.6817507826021079,0.6859280836745044
ext_context_only_k5_C0.1,chrono_last_25,0.6847197040731942,0.6800050182542495,0.7574058134406617,0.6579255849206737,0.6527127732831152,0.6679962690805359,0.691827150088944,0.6851653194441801
ext_context_only_k5_C0.1,chrono_last_30,0.6941832418009749,0.6832958193178907,0.767764969453117,0.6663518581521132,0.6444254545695671,0.7015265493567554,0.6856367673026551,0.7102812744547256
ext_context_only_k5_C0.3,chrono_last_20,0.6890879301458328,0.6857242160487181,0.7745633859470973,0.7031462480431168,0.6215511379571068,0.6681722144938627,0.6840135819008982,0.6864447266300299
ext_context_only_k5_C0.3,chrono_last_25,0.683832670330703,0.681042189722454,0.7608135150715426,0.6566603227052004,0.6488347765357919,0.6632503605296614,0.6919904997808536,0.6842370279694188
ext_context_only_k5_C0.3,chrono_last_30,0.6957678202548152,0.6843728158041212,0.7765475811317138,0.670462284076863,0.6440281189403091,0.6988072023502402,0.6859224914241502,0.7102342480563083
ext_context_only_k10_C0.001,chrono_last_20,0.69248868022125,0.6808786707071904,0.7327742970581123,0.6694475567919805,0.685081539093976,0.6920759580886979,0.6940383575101187,0.6931243822986746
ext_context_only_k10_C0.001,chrono_last_25,0.6926889051569353,0.6702231747285565,0.7347065191569451,0.6667275598744221,0.6859922101958489,0.6945123382361038,0.7049300820784539,0.6917304518282157
ext_context_only_k10_C0.001,chrono_last_30,0.69550109714675,0.6873912738080081,0.717257258210277,0.6815889397154179,0.6829713741601243,0.7018611160151433,0.7019693259611348,0.6954683921571436
ext_context_only_k10_C0.003,chrono_last_20,0.6919305323641662,0.6740944183389884,0.744868881718044,0.6662776264223839,0.6717756410411533,0.6905120555917706,0.7020582639710633,0.6939268394657606
ext_context_only_k10_C0.003,chrono_last_25,0.6920528803479188,0.6674098372096089,0.7469759468970625,0.6512464119480519,0.6744151519511408,0.693719254900838,0.7198649031346434,0.6907386563940864
ext_context_only_k10_C0.003,chrono_last_30,0.6962727601658151,0.6849652312929495,0.7250028051420098,0.6696529045783352,0.6710628239276086,0.7081325702452619,0.715016010978092,0.7000769749964488
ext_context_only_k10_C0.01,chrono_last_20,0.6927414741036085,0.6702460370219805,0.754525630423803,0.6772749931623695,0.6465437516573915,0.6884938693110512,0.71669508715133,0.6954109499973335
ext_context_only_k10_C0.01,chrono_last_25,0.6905807994202471,0.6664040839303128,0.7629340235967889,0.6450533213280939,0.6552045690658436,0.6878057604896252,0.7274686047424989,0.6891952327885658
ext_context_only_k10_C0.01,chrono_last_30,0.6962078948260693,0.6854195559311205,0.7409862992968113,0.6575633031452962,0.654216600444713,0.7075393809951962,0.7219919651529315,0.705738158816415
ext_context_only_k10_C0.03,chrono_last_20,0.6933775905379227,0.668713729062401,0.7523365606228422,0.685617438627233,0.6267342833035684,0.6860548068559484,0.7367015744116981,0.6974847408817683
ext_context_only_k10_C0.03,chrono_last_25,0.6876070602045615,0.6672162266658916,0.7693145807359115,0.6452020353007863,0.6440451354089697,0.6784479893098536,0.7207025518026778,0.6883209022078408
ext_context_only_k10_C0.03,chrono_last_30,0.6953372364856522,0.6873930630248023,0.759846927759883,0.6545127231764926,0.6428709500047833,0.7003911813878078,0.7139759500644942,0.7083698599813024
ext_context_only_k10_C0.1,chrono_last_20,0.6956317543862046,0.668859216033652,0.7542574686868202,0.6876563705517227,0.6174263962849071,0.680581954342311,0.7600703828506029,0.7005704919534164
ext_context_only_k10_C0.1,chrono_last_25,0.6858482785738522,0.6708640189985002,0.7669675053139946,0.6462002814519145,0.6420645747006246,0.6691674267367103,0.7167076315065566,0.6889665113086655
ext_context_only_k10_C0.1,chrono_last_30,0.6960934377722199,0.6892276466702001,0.7748443817420771,0.6576852127103661,0.6375058246456922,0.6953528060684095,0.7079835512819992,0.7100546412867955
ext_context_only_k10_C0.3,chrono_last_20,0.7030340966809863,0.6717664270241863,0.7818335699141147,0.6893796071058744,0.6163262338748233,0.6747572324526054,0.7845978938732076,0.702577712522093
ext_context_only_k10_C0.3,chrono_last_25,0.6868608232280404,0.6786006497931101,0.7667224185935145,0.6475785896913445,0.6473550175182036,0.6681304242218404,0.710126516621522,0.6895121461567476
ext_context_only_k10_C0.3,chrono_last_30,0.6971411967305825,0.6910392249410469,0.7847982197267955,0.6628120964185215,0.6359011703155895,0.6937488642409422,0.700147613350827,0.711541188120355
ext_context_only_k20_C0.001,chrono_last_20,0.6911984089062038,0.6673853314465383,0.736234530389164,0.6665621327227194,0.6790295848344069,0.6925099246149955,0.7002541175094124,0.6964132408261899
ext_context_only_k20_C0.001,chrono_last_25,0.6940713093817893,0.6804419226556779,0.7393321545481162,0.6654102439829083,0.683224168093128,0.6914890066221776,0.7047038659462364,0.69389780382428
ext_context_only_k20_C0.001,chrono_last_30,0.6943623517339145,0.6752394003182274,0.7227394924549536,0.673967039887559,0.6770082863937491,0.7039831850339066,0.702014436054161,0.7055846219948444
ext_context_only_k20_C0.003,chrono_last_20,0.6920395454671547,0.6665215409254832,0.7449243321319919,0.6601301083139323,0.6651091117764382,0.6939391885518419,0.7140695260058358,0.6995830105645608
ext_context_only_k20_C0.003,chrono_last_25,0.6953355866079678,0.6832946604615036,0.7522837418175462,0.651279018137967,0.6722449697551554,0.6884736029291265,0.7250829174097704,0.6946901957447051
ext_context_only_k20_C0.003,chrono_last_30,0.6954514158566563,0.6756194315793839,0.7336818750244691,0.6650518757397691,0.6602195520249557,0.7007581468277575,0.7113211921605173,0.7215078376397418
ext_context_only_k20_C0.01,chrono_last_20,0.6952367983889608,0.6682516496687532,0.7440593906061177,0.6663937069085749,0.6507131698861218,0.7006401292308225,0.7351218093104467,0.7014777331118894
ext_context_only_k20_C0.01,chrono_last_25,0.6997105019615962,0.6910816170397854,0.7656789418165293,0.6447599300495832,0.6612798242066396,0.6855483593415268,0.7559673043131647,0.6936575369639446
ext_context_only_k20_C0.01,chrono_last_30,0.6964164324075863,0.6776320562601775,0.7494103071734542,0.6630612701429834,0.6433274083023323,0.6908651724615411,0.716550179631972,0.734068632880644
ext_context_only_k20_C0.03,chrono_last_20,0.7010986081100888,0.6724017940846428,0.7385273898559933,0.6757699119584379,0.6437689693023343,0.7133749050546476,0.7607776504896286,0.7030696360249375
ext_context_only_k20_C0.03,chrono_last_25,0.7076061422199968,0.7068735930493876,0.7707823758760652,0.6463098890860314,0.6582585821342806,0.689087463586472,0.7901530325097481,0.6917780592979937
ext_context_only_k20_C0.03,chrono_last_30,0.6989715490505153,0.6807341167968369,0.7606818997249722,0.6663979936814461,0.6409045627775738,0.6846048617627418,0.7215175156755431,0.7379598929344925
ext_context_only_k20_C0.1,chrono_last_20,0.7139968933763088,0.6791480380056034,0.7493903601968087,0.6873592450446804,0.6427815383895858,0.7439808791027978,0.7880052324025141,0.7073129604921716
ext_context_only_k20_C0.1,chrono_last_25,0.7206714924748644,0.7281965784773902,0.7797926047021883,0.6514284632576764,0.6685690360734876,0.7155101467957293,0.8101708895698498,0.6910327284477285
ext_context_only_k20_C0.1,chrono_last_30,0.7069308114611539,0.6822663717579723,0.7723955237780016,0.669289566927479,0.6569810743174891,0.6937894067101855,0.7293826272842568,0.7444111094526927
ext_context_only_k20_C0.3,chrono_last_20,0.7335355389548758,0.6861910305503219,0.7996218379350551,0.6988662834066997,0.6461026528941703,0.7908565978486591,0.800127419029174,0.7129829510200499
ext_context_only_k20_C0.3,chrono_last_25,0.7407184161674569,0.7432502649199546,0.814277138343919,0.6544284366300406,0.6994136300981425,0.7641426022330712,0.8172856345163958,0.6922312064306748
ext_context_only_k20_C0.3,chrono_last_30,0.7194585715958637,0.6815174205659635,0.7973356835007258,0.6708731094074956,0.6875382474170492,0.7205750825367144,0.7217588611397586,0.7566115966033385
ext_context_only_k50_C0.001,chrono_last_20,0.692347647265387,0.6773416499781112,0.7372734514848931,0.6762126615964914,0.6573202204875573,0.7009667314411617,0.7005440922057053,0.6967747236637891
ext_context_only_k50_C0.001,chrono_last_25,0.6988273507511022,0.6900947745675114,0.7443764010050484,0.6806990700742428,0.6735185130320737,0.6877665605944838,0.7228718098121903,0.6924643261721649
ext_context_only_k50_C0.001,chrono_last_30,0.698077980310833,0.6887747828134844,0.7150127148340336,0.6784396954968974,0.6719156312981378,0.6977635487828222,0.731505955206467,0.7031335337439892
ext_context_only_k50_C0.003,chrono_last_20,0.6935562271104839,0.6849531248207872,0.7437452239497178,0.671386502681309,0.648687754847629,0.7126378841545947,0.6956367103115243,0.6978463890078255
ext_context_only_k50_C0.003,chrono_last_25,0.6998923101962626,0.7025711973829165,0.7533730995174622,0.6757348193126673,0.6679355398315714,0.6828421635100567,0.7263943767880787,0.6903949750310854
ext_context_only_k50_C0.003,chrono_last_30,0.6997491737198646,0.7006057809870383,0.719079793557149,0.6736512431470519,0.657955468538027,0.6880193408537781,0.7425017973109971,0.7164307916450097
ext_context_only_k50_C0.01,chrono_last_20,0.6982161235848489,0.7034691995317511,0.7418070862418927,0.6784388653053832,0.6402302822476621,0.7333234108638742,0.6977765831126266,0.6924674377907521
ext_context_only_k50_C0.01,chrono_last_25,0.7002878456140961,0.7233520213775757,0.754751345031754,0.6764326373691864,0.6650173453324684,0.6859573781698869,0.7120122360866263,0.6844919559311751
