file,target,keys_ok,no_na,mean_abs_vs_sleep,mean,min,max
submission_cl_clue_s1_only_sleep_family_prob.csv,Q1,True,True,0.0,0.5107393971409818,0.0688514712811027,0.8878306755180367
submission_cl_clue_s1_only_sleep_family_prob.csv,Q2,True,True,0.0,0.5336398850642885,0.1075187903780263,0.7875546051457241
submission_cl_clue_s1_only_sleep_family_prob.csv,Q3,True,True,0.0,0.6138251848913806,0.3260619723450368,0.8151515150060195
submission_cl_clue_s1_only_sleep_family_prob.csv,S1,True,True,0.05276600746997302,0.6872235232145341,0.24709999085255838,0.9214039028122315
submission_cl_clue_s1_only_sleep_family_prob.csv,S2,True,True,0.0,0.6111998742078879,0.2718190760751816,0.9280217882691812
submission_cl_clue_s1_only_sleep_family_prob.csv,S3,True,True,0.0,0.6443447495262123,0.2358524961556766,0.9673206322781912
submission_cl_clue_s1_only_sleep_family_prob.csv,S4,True,True,0.0,0.5536418518743581,0.0941541702948234,0.9261426115609876
submission_cl_clue_q1_s1_sleep_boundary_prob.csv,Q1,True,True,0.0672785330623771,0.5090358132678953,0.11054957354192126,0.8461339825953309
submission_cl_clue_q1_s1_sleep_boundary_prob.csv,Q2,True,True,0.0,0.5336398850642885,0.1075187903780263,0.7875546051457241
submission_cl_clue_q1_s1_sleep_boundary_prob.csv,Q3,True,True,0.0,0.6138251848913806,0.3260619723450368,0.8151515150060195
submission_cl_clue_q1_s1_sleep_boundary_prob.csv,S1,True,True,0.05276600746997302,0.6872235232145341,0.24709999085255838,0.9214039028122315
submission_cl_clue_q1_s1_sleep_boundary_prob.csv,S2,True,True,0.0,0.6111998742078879,0.2718190760751816,0.9280217882691812
submission_cl_clue_q1_s1_sleep_boundary_prob.csv,S3,True,True,0.0,0.6443447495262123,0.2358524961556766,0.9673206322781912
submission_cl_clue_q1_s1_sleep_boundary_prob.csv,S4,True,True,0.0,0.5536418518743581,0.0941541702948234,0.9261426115609876
submission_cl_clue_q1_q3_s1_s2_s4_family_prob.csv,Q1,True,True,0.0672785330623771,0.5090358132678953,0.11054957354192126,0.8461339825953309
submission_cl_clue_q1_q3_s1_s2_s4_family_prob.csv,Q2,True,True,0.0,0.5336398850642885,0.1075187903780263,0.7875546051457241
submission_cl_clue_q1_q3_s1_s2_s4_family_prob.csv,Q3,True,True,0.0,0.6138251848913806,0.3260619723450368,0.8151515150060195
submission_cl_clue_q1_q3_s1_s2_s4_family_prob.csv,S1,True,True,0.05276600746997302,0.6872235232145341,0.24709999085255838,0.9214039028122315
submission_cl_clue_q1_q3_s1_s2_s4_family_prob.csv,S2,True,True,0.03477101559589108,0.6252031969949172,0.2355500476670343,0.9302383262888134
submission_cl_clue_q1_q3_s1_s2_s4_family_prob.csv,S3,True,True,0.0,0.6443447495262123,0.2358524961556766,0.9673206322781912
submission_cl_clue_q1_q3_s1_s2_s4_family_prob.csv,S4,True,True,0.03489386984348614,0.5552692099362294,0.10777366977143635,0.9214529984703758
