event,feature,auc_abs,mean_event,mean_stable,delta_event_minus_stable,n_event
Q2_down,g4_morning_06_10_screen_use_sum_h_rz_mean__prev_delta,0.6098488888888889,0.1384669976602351,-0.036185155685709174,0.17465215334594428,75
Q2_down,g4_morning_06_10_wlight_max_h_rz_mean__prev_delta,0.6087466666666668,0.20853829139489288,-0.06387690839741536,0.2724151997923082,75
Q2_down,g4_h09_mlight_max_h_rz,0.5964977777777777,0.36926173126289796,0.14323294447102125,0.2260287867918767,75
Q2_down,g4_rest_block_score_mean,0.5964088888888889,0.727258437941467,0.6983736675279528,0.028884770413514227,75
Q2_down,g4_morning_06_10_wlight_max_h_rz_mean,0.5955911111111111,0.03566623873652201,-0.10381481510640853,0.13948105384293052,75
Q2_down,g4_rest_block_score_min,0.5944177777777778,0.6896146047719173,0.6571779911033441,0.0324366136685732,75
Q2_down,g4_h08_mlight_max_h_rz,0.5925688888888889,0.3626068203020978,0.05316560866946867,0.3094412116326291,75
Q2_down,g4_morning_06_10_mlight_max_h_rz_mean,0.5918933333333334,-0.03060869001997076,-0.2233969836200639,0.19278829360009314,75
Q2_down,g4_rest_fragmentation__subj_z,0.5902400000000001,0.198134084955348,-0.09006625310933604,0.28820033806468404,75
Q2_down,g4_late_21_02_screen_use_sum_h_rz_maxabs,0.5883377777777777,1.0982164521261573,0.9876895344465028,0.1105269176796545,75
Q2_down,g4_rest_block_score_min__prev_delta,0.5876088888888888,0.031312521637380325,-0.008245934384438844,0.03955845602181917,75
Q2_down,g4_h08_wlight_max_h_rz,0.5860622222222222,0.4468003150790331,0.14331324320404337,0.30348707187498974,75
Q2_down,g4_h14_screen_use_sum_h_rz,0.5846577777777778,0.011018487812151019,0.22057833557887746,-0.20955984776672645,75
Q2_down,g4_evening_18_23_screen_use_sum_h_rz_mean__prev_delta,0.58432,-0.09671066927635019,0.01864226533929324,-0.11535293461564343,75
Q2_down,g4_sleep_00_06_screen_use_sum_h_rz_maxabs,0.5827733333333334,1.066779974870265,0.9591922587540357,0.10758771611622941,75
Q2_down,g4_rest_boundary_confidence,0.5819377777777778,0.9397644719606291,0.8912101307453727,0.04855434121525637,75
Q2_down,g4_rest_block_score_mean__prev_delta,0.5813688888888889,0.025394056539496012,-0.006417590929881143,0.031811647469377154,75
Q2_down,g4_rest_fragmentation,0.5803377777777777,3.52,3.0453333333333332,0.4746666666666668,75
Q2_down,g4_morning_06_10_mlight_max_h_rz_mean__prev_delta,0.5800888888888889,0.15363373703253203,-0.02456884878574173,0.17820258581827375,75
Q2_down,g4_evening_18_23_screen_use_sum_h_rz_maxabs,0.5793244444444444,1.0652170155729415,0.9642329112129521,0.10098410435998939,75
Q2_down,g4_h10_mlight_max_h_rz,0.5784,0.4024287585227364,0.21486950910219033,0.18755924942054608,75
Q2_down,g4_h20_wlight_max_h_rz,0.5782577777777779,-0.25528351569206004,-0.13174992141769507,-0.12353359427436497,75
Q2_down,g4_pre_rest_active_h__prev_delta,0.5756088888888888,0.37333333333333335,-0.07945205479452055,0.4527853881278539,75
Q2_down,g4_late_21_02_screen_use_sum_h_rz_mean__prev_delta,0.5744355555555556,-0.10163103666935026,0.008188914373021933,-0.1098199510423722,75
Q2_down,g4_rest_block_start_rel_h__prev_abs_delta,0.5731022222222222,3.08,2.5013698630136987,0.5786301369863014,75
Q2_down,g4_h03_screen_use_sum_h_rz,0.57152,-0.8610051157872258,-0.7085586000091786,-0.15244651577804724,75
Q2_down,g4_evening_18_23_screen_use_sum_h_rz_mean,0.5712711111111111,-0.0023628878148044203,0.08685950831985774,-0.08922239613466217,75
Q2_down,g4_rest_screen_interrupt_h__prev_delta,0.5696888888888889,-0.44,0.1178082191780822,-0.5578082191780822,75
Q2_down,g4_late_21_02_screen_use_sum_h_rz_mean,0.5692266666666667,-0.2935855239089084,-0.180560303425572,-0.11302522048333641,75
Q2_down,g4_rest_block_score_min__subj_z,0.56784,0.20118621900400138,0.010051463970334915,0.19113475503366648,75
Q2_down,g4_day_10_18_wlight_max_h_rz_mean__prev_delta,0.5666844444444445,0.07179117808440226,-0.026882674532479348,0.09867385261688161,75
Q2_down,g4_h02_screen_use_sum_h_rz,0.5659022222222222,-0.6990447389137473,-0.5701486670708793,-0.128896071842868,75
Q2_down,g4_rest_light_interrupt_h__prev_delta,0.5648355555555555,-0.38666666666666666,0.12602739726027398,-0.5126940639269406,75
Q2_down,g4_day_10_18_mlight_max_h_rz_mean__prev_delta,0.5636622222222222,0.10671170749742558,-0.017659285443227844,0.12437099294065342,75
Q2_down,g4_rest_fragmentation__prev_delta,0.5633777777777776,0.41333333333333333,-0.10136986301369863,0.514703196347032,75
Q2_down,g4_late_21_02_mlight_max_h_rz_mean__prev_delta,0.5632711111111111,-0.09301843673033006,0.00037572891234167403,-0.09339416564267174,75
Q2_down,g4_h21_mlight_max_h_rz,0.5629688888888889,-0.2959166153658671,-0.15798124165777858,-0.13793537370808853,75
Q2_down,g4_rest_boundary_contrast,0.5629511111111112,0.21250603401916202,0.19283646321742004,0.019669570801741976,75
Q2_down,g4_late_21_02_mlight_max_h_rz_maxabs__prev_delta,0.5590044444444445,0.22316657722381383,-0.015410508359165413,0.23857708558297924,75
Q2_down,g4_morning_06_10_screen_use_sum_h_rz_mean,0.5590044444444444,-0.06344681161688998,-0.11482677007411417,0.05137995845722419,75
Q2_down,g4_h12_mlight_max_h_rz,0.5589866666666667,0.6027915741053309,0.4102691613523654,0.1925224127529655,75
Q2_down,g4_h09_wlight_max_h_rz,0.558791111111111,0.19563820948994817,0.05689936192671049,0.13873884756323768,75
Q2_down,g4_sleep_00_06_screen_use_sum_h_rz_mean,0.5580799999999999,-0.6925423266232869,-0.5991261604737513,-0.09341616614953552,75
Q2_down,g4_rest_boundary_confidence__prev_delta,0.5580088888888889,0.04219817901151274,-0.009770624138972377,0.05196880315048512,75
Q2_down,g4_rest_block_score_mean__subj_z,0.5576533333333333,0.21998178254387174,-0.010771507084127132,0.23075328962799888,75
Q2_down,g4_h11_screen_use_sum_h_rz,0.5574044444444445,0.08691894651857507,0.20511246407642222,-0.11819351755784716,75
