candidate,fold_family,gamma,base_logloss,new_logloss,delta,mean_abs_move_base,target
s1_rank_g005,chrono_tail,0.005,0.5348216885501097,0.5343606705741911,-0.0004610179759185762,0.0008400810403045692,
s1_rank_g005,chrono_tail,,0.5348216885501097,0.5343606705741911,-0.0004610179759185762,0.0008400810403045692,S1
s1_rank_g005,hole_v1,0.005,0.5776643422739894,0.5770238375515694,-0.0006405047224200544,0.0007903349012121589,
s1_rank_g005,hole_v1,,0.5776643422739894,0.5770238375515694,-0.0006405047224200544,0.0007903349012121589,S1
s1_rank_g005,mirror_v1,0.005,0.5654395838492892,0.5650312316668755,-0.00040835218241364046,0.0007873607941403406,
s1_rank_g005,mirror_v1,,0.5654395838492892,0.5650312316668755,-0.00040835218241364046,0.0007873607941403406,S1
s1_rank_g010,chrono_tail,0.01,0.5348216885501097,0.5339045268230816,-0.0009171617270280485,0.001679756214081204,
s1_rank_g010,chrono_tail,,0.5348216885501097,0.5339045268230816,-0.0009171617270280485,0.001679756214081204,S1
s1_rank_g010,hole_v1,0.01,0.5776643422739894,0.5763879446490485,-0.001276397624940917,0.0015800290453698465,
s1_rank_g010,hole_v1,,0.5776643422739894,0.5763879446490485,-0.001276397624940917,0.0015800290453698465,S1
s1_rank_g010,mirror_v1,0.01,0.5654395838492892,0.5646274596059407,-0.0008121242433484221,0.001574147846979867,
s1_rank_g010,mirror_v1,,0.5654395838492892,0.5646274596059407,-0.0008121242433484221,0.001574147846979867,S1
s1_rank_g030,chrono_tail,0.03,0.5348216885501097,0.5321286345814699,-0.002693053968639836,0.005034245107033276,
s1_rank_g030,chrono_tail,,0.5348216885501097,0.5321286345814699,-0.002693053968639836,0.005034245107033276,S1
s1_rank_g030,hole_v1,0.03,0.5776643422739894,0.5738903956723971,-0.0037739466015923595,0.004732266099461298,
s1_rank_g030,hole_v1,,0.5776643422739894,0.5738903956723971,-0.0037739466015923595,0.004732266099461298,S1
s1_rank_g030,mirror_v1,0.03,0.5654395838492892,0.5630580862297166,-0.0023814976195725146,0.004715436675751871,
s1_rank_g030,mirror_v1,,0.5654395838492892,0.5630580862297166,-0.0023814976195725146,0.004715436675751871,S1
s1_rank_g050,chrono_tail,0.05,0.5348216885501097,0.5304304854647857,-0.004391203085324036,0.008381629375559656,
s1_rank_g050,chrono_tail,,0.5348216885501097,0.5304304854647857,-0.004391203085324036,0.008381629375559656,S1
s1_rank_g050,hole_v1,0.05,0.5776643422739894,0.5714662479477491,-0.0061980943262403,0.007873726100961539,
s1_rank_g050,hole_v1,,0.5776643422739894,0.5714662479477491,-0.0061980943262403,0.007873726100961539,S1
s1_rank_g050,mirror_v1,0.05,0.5654395838492892,0.5615616441949929,-0.0038779396542962807,0.007847060544363316,
s1_rank_g050,mirror_v1,,0.5654395838492892,0.5615616441949929,-0.0038779396542962807,0.007847060544363316,S1
s1_rank_g100_stress,chrono_tail,0.1,0.5348216885501097,0.5265238248815283,-0.008297863668581429,0.01671583892101733,
s1_rank_g100_stress,chrono_tail,,0.5348216885501097,0.5265238248815283,-0.008297863668581429,0.01671583892101733,S1
s1_rank_g100_stress,hole_v1,0.1,0.5776643422739894,0.5657248616428812,-0.011939480631108279,0.015677530568496967,
s1_rank_g100_stress,hole_v1,,0.5776643422739894,0.5657248616428812,-0.011939480631108279,0.015677530568496967,S1
s1_rank_g100_stress,mirror_v1,0.1,0.5654395838492892,0.5581376697397619,-0.007301914109527297,0.01563134667222828,
s1_rank_g100_stress,mirror_v1,,0.5654395838492892,0.5581376697397619,-0.007301914109527297,0.01563134667222828,S1
q1_rank_g005,chrono_tail,0.005,0.6704673467629233,0.6700533735707526,-0.0004139731921707357,0.0010361977341687362,
q1_rank_g005,chrono_tail,,0.6704673467629233,0.6700533735707526,-0.0004139731921707357,0.0010361977341687362,Q1
q1_rank_g005,hole_v1,0.005,0.6862519687787517,0.6856944057946659,-0.0005575629840858243,0.0010285080197707972,
q1_rank_g005,hole_v1,,0.6862519687787517,0.6856944057946659,-0.0005575629840858243,0.0010285080197707972,Q1
q1_rank_g005,mirror_v1,0.005,0.6859529921787803,0.6855791543022257,-0.00037383787655453915,0.0010200061678051842,
q1_rank_g005,mirror_v1,,0.6859529921787803,0.6855791543022257,-0.00037383787655453915,0.0010200061678051842,Q1
q1_rank_g030,chrono_tail,0.03,0.6704673467629233,0.668073190364009,-0.002394156398914271,0.006210458300052608,
q1_rank_g030,chrono_tail,,0.6704673467629233,0.668073190364009,-0.002394156398914271,0.006210458300052608,Q1
q1_rank_g030,hole_v1,0.03,0.6862519687787517,0.682995554793116,-0.0032564139856356977,0.006165139550758012,
q1_rank_g030,hole_v1,,0.6862519687787517,0.682995554793116,-0.0032564139856356977,0.006165139550758012,Q1
q1_rank_g030,mirror_v1,0.03,0.6859529921787803,0.6837979215502437,-0.002155070628536593,0.0061099873923082726,
q1_rank_g030,mirror_v1,,0.6859529921787803,0.6837979215502437,-0.002155070628536593,0.0061099873923082726,Q1
q1s1_rank_g005,chrono_tail,0.005,0.6026445176565165,0.6022070220724718,-0.00043749558404471145,0.0009381393872366526,
q1s1_rank_g005,chrono_tail,,0.6704673467629233,0.6700533735707526,-0.0004139731921707357,0.0010361977341687362,Q1
q1s1_rank_g005,chrono_tail,,0.5348216885501097,0.5343606705741911,-0.0004610179759185762,0.0008400810403045692,S1
q1s1_rank_g005,hole_v1,0.005,0.6319581555263706,0.6313591216731176,-0.0005990338532529949,0.0009094214604914781,
q1s1_rank_g005,hole_v1,,0.6862519687787517,0.6856944057946659,-0.0005575629840858243,0.0010285080197707972,Q1
q1s1_rank_g005,hole_v1,,0.5776643422739894,0.5770238375515694,-0.0006405047224200544,0.0007903349012121589,S1
q1s1_rank_g005,mirror_v1,0.005,0.6256962880140347,0.6253051929845506,-0.0003910950294840898,0.0009036834809727624,
q1s1_rank_g005,mirror_v1,,0.6859529921787803,0.6855791543022257,-0.00037383787655453915,0.0010200061678051842,Q1
q1s1_rank_g005,mirror_v1,,0.5654395838492892,0.5650312316668755,-0.00040835218241364046,0.0007873607941403406,S1
q1s1_rank_g010,chrono_tail,0.01,0.6026445176565165,0.6017749550714698,-0.0008695625850466682,0.0018758629924480186,
q1s1_rank_g010,chrono_tail,,0.6704673467629233,0.669645383319858,-0.0008219634430652878,0.002071969770814833,Q1
q1s1_rank_g010,chrono_tail,,0.5348216885501097,0.5339045268230816,-0.0009171617270280485,0.001679756214081204,S1
q1s1_rank_g010,hole_v1,0.01,0.6319581555263706,0.6307653610734063,-0.0011927944529642742,0.0018183367598288039,
q1s1_rank_g010,hole_v1,,0.6862519687787517,0.6851427774977642,-0.0011091912809875204,0.0020566444742877612,Q1
q1s1_rank_g010,hole_v1,,0.5776643422739894,0.5763879446490485,-0.001276397624940917,0.0015800290453698465,S1
q1s1_rank_g010,mirror_v1,0.01,0.6256962880140347,0.6249193230008336,-0.0007769650132010142,0.0018067556945785806,
q1s1_rank_g010,mirror_v1,,0.6859529921787803,0.6852111863957266,-0.0007418057830536062,0.002039363542177294,Q1
q1s1_rank_g010,mirror_v1,,0.5654395838492892,0.5646274596059407,-0.0008121242433484221,0.001574147846979867,S1
q1s1_rank_g030,chrono_tail,0.03,0.6026445176565165,0.6001009124727394,-0.0025436051837770535,0.005622351703542942,
q1s1_rank_g030,chrono_tail,,0.6704673467629233,0.668073190364009,-0.002394156398914271,0.006210458300052608,Q1
q1s1_rank_g030,chrono_tail,,0.5348216885501097,0.5321286345814699,-0.002693053968639836,0.005034245107033276,S1
q1s1_rank_g030,hole_v1,0.03,0.6319581555263706,0.6284429752327565,-0.003515180293614084,0.005448702825109656,
q1s1_rank_g030,hole_v1,,0.6862519687787517,0.682995554793116,-0.0032564139856356977,0.006165139550758012,Q1
q1s1_rank_g030,hole_v1,,0.5776643422739894,0.5738903956723971,-0.0037739466015923595,0.004732266099461298,S1
q1s1_rank_g030,mirror_v1,0.03,0.6256962880140347,0.6234280038899802,-0.0022682841240544427,0.005412712034030072,
q1s1_rank_g030,mirror_v1,,0.6859529921787803,0.6837979215502437,-0.002155070628536593,0.0061099873923082726,Q1
q1s1_rank_g030,mirror_v1,,0.5654395838492892,0.5630580862297166,-0.0023814976195725146,0.004715436675751871,S1
q1s1_rank_g050,chrono_tail,0.05,0.6026445176565165,0.598513475127262,-0.004131042529254447,0.009361199534314144,
q1s1_rank_g050,chrono_tail,,0.6704673467629233,0.6665964647897383,-0.0038708819731849697,0.010340769693068632,Q1
q1s1_rank_g050,chrono_tail,,0.5348216885501097,0.5304304854647857,-0.004391203085324036,0.008381629375559656,S1
q1s1_rank_g050,hole_v1,0.05,0.6319581555263706,0.6262046477970864,-0.00575350772928418,0.009070039676295417,
q1s1_rank_g050,hole_v1,,0.6862519687787517,0.6809430476464238,-0.005308921132327948,0.010266353251629294,Q1
q1s1_rank_g050,hole_v1,,0.5776643422739894,0.5714662479477491,-0.0061980943262403,0.007873726100961539,S1
q1s1_rank_g050,mirror_v1,0.05,0.6256962880140347,0.6220199178102411,-0.003676370203793522,0.009008013401226308,
q1s1_rank_g050,mirror_v1,,0.6859529921787803,0.6824781914254894,-0.0034748007532908742,0.010168966258089301,Q1
q1s1_rank_g050,mirror_v1,,0.5654395838492892,0.5615616441949929,-0.0038779396542962807,0.007847060544363316,S1
sleep_family_rank_g005,chrono_tail,0.005,0.6309788068283206,0.6305652621979735,-0.0004135446303471513,0.0009324277961238959,
sleep_family_rank_g005,chrono_tail,,0.6704673467629233,0.6700533735707526,-0.0004139731921707357,0.0010361977341687362,Q1
sleep_family_rank_g005,chrono_tail,,0.5348216885501097,0.5343606705741911,-0.0004610179759185762,0.0008400810403045692,S1
sleep_family_rank_g005,chrono_tail,,0.6634450939128866,0.6630015342115355,-0.0004435597013511261,0.0008440916505930947,S2
sleep_family_rank_g005,chrono_tail,,0.655181098087363,0.6548454704354149,-0.00033562765194816713,0.0010093407594291832,S4
sleep_family_rank_g005,hole_v1,0.005,0.6201760034712545,0.6197766471847203,-0.00039935628653420263,0.0009090863578756443,
sleep_family_rank_g005,hole_v1,,0.6862519687787517,0.6856944057946659,-0.0005575629840858243,0.0010285080197707972,Q1
sleep_family_rank_g005,hole_v1,,0.5776643422739894,0.5770238375515694,-0.0006405047224200544,0.0007903349012121589,S1
sleep_family_rank_g005,hole_v1,,0.5699144633386339,0.5697398849176155,-0.00017457842101842314,0.0008196995128956604,S2
sleep_family_rank_g005,hole_v1,,0.6468732394936426,0.6466484604750306,-0.00022477901861206462,0.0009978029976239608,S4
sleep_family_rank_g005,mirror_v1,0.005,0.6221397880118915,0.6217729428473712,-0.0003668451645203463,0.0009112683265161387,
sleep_family_rank_g005,mirror_v1,,0.6859529921787803,0.6855791543022257,-0.00037383787655453915,0.0010200061678051842,Q1
sleep_family_rank_g005,mirror_v1,,0.5654395838492892,0.5650312316668755,-0.00040835218241364046,0.0007873607941403406,S1
sleep_family_rank_g005,mirror_v1,,0.5939371630135425,0.593709446800253,-0.00022771621328954161,0.0008214516906013485,S2
sleep_family_rank_g005,mirror_v1,,0.643229413005954,0.6427719386201307,-0.000457474385823331,0.0010162546535176812,S4
sleep_family_rank_g030,chrono_tail,0.03,0.6309788068283206,0.6285786664922746,-0.002400140336046075,0.005586520659314781,
sleep_family_rank_g030,chrono_tail,,0.6704673467629233,0.668073190364009,-0.002394156398914271,0.006210458300052608,Q1
sleep_family_rank_g030,chrono_tail,,0.5348216885501097,0.5321286345814699,-0.002693053968639836,0.005034245107033276,S1
