group,target,feature,selected_count
identity_token,S1,tok__wifi_bssid:08:5d:dd:73:32:68,9
identity_token,S1,tok__wifi_bssid:42:23:aa:e3:b6:43,9
identity_token,S1,tok__wifi_bssid:0a:5d:dd:73:32:68,9
identity_token,S1,tok__wifi_bssid:22:23:aa:e3:b6:43,9
identity_token,S1,tok__wifi_bssid:00:23:aa:e3:b6:43,9
identity_token,S1,tok__wifi_bssid:42:23:aa:d4:b5:02,9
identity_token,S1,tok__wifi_bssid:12:23:aa:d4:b5:02,9
identity_token,S1,tok__wifi_bssid:3a:5d:dd:de:5f:fb,9
identity_token,S1,tok__wifi_bssid:08:5d:dd:de:5f:fb,9
identity_token,S1,tok__wifi_bssid:0a:5d:dd:de:5f:fb,9
hour_transition,S1,h4__g4_h19_mlight_max_h_rz,9
hour_transition,S1,h4__g4_day_10_18_mlight_max_h_rz_maxabs,9
hour_transition,S1,h4__g4_h20_mlight_max_h_rz,9
hour_transition,S1,h4__g4_late_21_02_mlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,S1,h4__g4_h03_wlight_max_h_rz,9
hour_transition,S1,h4__g4_h04_wlight_max_h_rz,9
hour_transition,S1,h4__g4_h02_wlight_max_h_rz,9
hour_transition,S1,h4__g4_h01_wlight_max_h_rz,9
hour_transition,S1,h4__g4_h07_wlight_max_h_rz,9
hour_transition,S1,h4__g4_late_21_02_wlight_max_h_rz_maxabs,9
hour_transition,S1,h4__g4_h01_screen_use_sum_h_rz,9
hour_transition,S1,h4__g4_h00_wlight_max_h_rz,9
hour_transition,S1,h4__g4_sleep_00_06_wlight_max_h_rz_mean,9
hour_transition,S1,h4__g4_h02_screen_use_sum_h_rz,9
hour_transition,S1,h4__g4_h18_wlight_max_h_rz,9
hour_transition,S1,h4__g4_morning_06_10_mlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,S1,h4__g4_evening_18_23_wlight_max_h_rz_maxabs,9
hour_transition,S1,h4__g4_late_21_02_wlight_max_h_rz_mean,9
hour_transition,S1,h4__g4_evening_18_23_screen_use_sum_h_rz_mean__prev_delta,9
hour_transition,S1,h4__g4_evening_18_23_mlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,S1,h4__g4_sleep_00_06_mlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,S1,h4__g4_sleep_00_06_mlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,S1,h4__g4_day_10_18_screen_use_sum_h_rz_mean__prev_delta,9
hour_transition,S1,h4__g4_morning_06_10_wlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,S1,h4__g4_sleep_00_06_screen_use_sum_h_rz_mean,9
hour_transition,S1,h4__g4_late_21_02_wlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,S1,h4__g4_h05_obs,9
hour_transition,S1,h4__g4_h01_obs,9
hour_transition,S1,h4__g4_h06_obs,9
hour_transition,S1,h4__g4_h11_obs,9
rest_boundary,S1,r4__g4_rest_block_start_rel_h,9
rest_boundary,S1,r4__g4_rest_block_len_h,9
rest_boundary,S1,r4__g4_rest_block_score_mean,9
rest_boundary,S1,r4__g4_rest_boundary_confidence,9
rest_boundary,S1,r4__g4_rest_high_run_len_h,9
rest_boundary,S1,r4__g4_rest_high_run_start_rel_h,9
rest_boundary,S1,r4__g4_rest_activity_interrupt_h,9
rest_boundary,S1,r4__g4_post_rest_active_h,9
rest_boundary,S1,r4__g4_pre_rest_screen_sum,9
rest_boundary,S1,r4__g4_post_rest_screen_sum,9
rest_boundary,S1,r4__g4_crossnight_observed_h,9
rest_boundary,S1,r4__g4_crossnight_screen_on_h,9
rest_boundary,S1,r4__g4_crossnight_dark_h,9
rest_boundary,S1,r4__g4_rest_event_long_confident,9
rest_boundary,S1,r4__g4_rest_block_start_rel_h__subj_z,9
rest_boundary,S1,r4__g4_rest_block_start_rel_h__prev_abs_delta,9
rest_boundary,S1,r4__g4_rest_block_len_h__subj_z,9
rest_boundary,S1,r4__g4_rest_block_len_h__prev_delta,9
rest_boundary,S1,r4__g4_rest_block_len_h__prev_abs_delta,9
rest_boundary,S1,r4__g4_rest_block_score_mean__prev_abs_delta,9
rest_boundary,S1,r4__g4_rest_fragmentation__subj_z,9
rest_boundary,S1,r4__g4_rest_high_run_len_h__subj_z,9
rest_boundary,S1,r4__g4_rest_high_run_len_h__prev_delta,9
rest_boundary,S1,r4__g4_rest_high_run_len_h__prev_abs_delta,9
rest_boundary,S1,r4__g4_rest_high_run_start_rel_h__subj_z,9
rest_boundary,S1,r4__g4_rest_high_run_start_rel_h__prev_delta,9
rest_boundary,S1,r4__g4_rest_high_run_start_rel_h__prev_abs_delta,9
rest_boundary,S1,r4__g4_rest_screen_interrupt_h__prev_abs_delta,9
rest_boundary,S1,r4__g4_rest_activity_interrupt_h__subj_z,9
rest_boundary,S1,r4__g4_rest_activity_interrupt_h__prev_abs_delta,9
semantic_app,S2,sem__topapp_all_캐시워크_time,9
semantic_app,S2,sem__topapp_all_threads_time,9
semantic_app,S2,sem__topapp_evening_캐시워크_time,9
semantic_app,S2,sem__topapp_all_x_time,9
semantic_app,S2,sem__topapp_21_03_threads_time,9
semantic_app,S2,sem__topapp_all_youtube_music_time,9
semantic_app,S2,sem__topapp_all_전화_time,9
semantic_app,S2,sem__topapp_21_03_캐시워크_time,9
semantic_app,S2,sem__topapp_all_세종버스_스마트_time,9
semantic_app,S2,sem__topapp_evening_x_time,9
semantic_app,S2,sem__topapp_21_03_통화_time,9
semantic_app,S2,sem__topapp_all_카카오맵_time,9
semantic_app,S2,sem__topapp_all_신한_슈퍼sol_time,9
semantic_app,S2,sem__topapp_all_m_stock_time,9
semantic_app,S2,sem__topapp_evening_withings_time,9
semantic_app,S2,sem__topapp_all_펫봄_time,9
semantic_app,S2,sem__topapp_all_lg_thinq_time,9
semantic_app,S2,sem__topapp_all_계산기_time,9
semantic_app,S2,sem__topapp_21_03_x_time,9
semantic_app,S2,sem__topapp_all_시프티_time,9
semantic_app,S2,sem__topapp_evening_신한_슈퍼sol_time,9
semantic_app,S2,sem__topapp_evening_intentresolver_time,9
semantic_app,S2,sem__topapp_21_03_신한_슈퍼sol_time,9
semantic_app,S2,sem__topapp_evening_m_stock_time,9
semantic_app,S2,sem__topapp_all_instagram_time,8
semantic_app,S2,sem__topapp_all_통화_time,8
semantic_app,S2,sem__topapp_00_06_시스템_ui_time,8
semantic_app,S2,sem__topapp_all_네이버_카페_time,8
semantic_app,S2,sem__topapp_evening_youtube_music_time,8
semantic_app,S2,sem__topapp_evening_네이버_카페_time,8
identity_token,S2,tok__wifi_bssid:08:5d:dd:d8:9e:53,9
identity_token,S2,tok__wifi_bssid:3a:5d:dd:d8:9e:53,9
identity_token,S2,tok__wifi_bssid:08:5d:dd:d8:9e:52,9
identity_token,S2,tok__wifi_bssid:42:23:aa:e3:b6:42,9
identity_token,S2,tok__wifi_bssid:08:5d:dd:d1:35:67,9
identity_token,S2,tok__wifi_bssid:3a:5d:dd:d1:35:67,9
identity_token,S2,tok__wifi_bssid:3a:5d:dd:d8:9e:52,9
identity_token,S2,tok__wifi_bssid:00:23:aa:e3:b6:42,9
identity_token,S2,tok__wifi_bssid:0a:5d:dd:d8:9e:53,9
identity_token,S2,tok__wifi_bssid:08:5d:dd:d1:35:66,9
identity_token,S2,tok__wifi_bssid:3a:5d:dd:70:c5:30,9
identity_token,S2,tok__wifi_bssid:08:5d:dd:70:c5:30,9
identity_token,S2,tok__wifi_bssid:12:23:aa:e3:b6:42,9
identity_token,S2,tok__wifi_bssid:42:23:aa:dc:6f:96,9
identity_token,S2,tok__wifi_bssid:0a:5d:dd:d1:35:67,9
identity_token,S2,tok__wifi_bssid:00:23:aa:dc:6f:96,9
identity_token,S2,tok__wifi_bssid:3a:5d:dd:d1:35:66,9
identity_token,S2,tok__wifi_bssid:12:23:aa:dc:6f:96,9
identity_token,S2,tok__wifi_bssid:0a:5d:dd:70:c5:30,9
identity_token,S2,tok__wifi_bssid:3a:5d:dd:73:32:68,9
identity_token,S2,tok__wifi_bssid:08:5d:dd:73:32:68,9
identity_token,S2,tok__wifi_bssid:e8:54:84:35:87:37,9
identity_token,S2,tok__wifi_bssid:42:23:aa:e3:b6:43,9
identity_token,S2,tok__wifi_bssid:e8:54:84:35:87:35,9
identity_token,S2,tok__wifi_bssid:0a:5d:dd:73:32:68,9
identity_token,S2,tok__usage_app_name:캐시워크,9
identity_token,S2,tok__wifi_bssid:22:23:aa:e3:b6:43,9
identity_token,S2,tok__wifi_bssid:00:23:aa:e3:b6:43,9
identity_token,S2,tok__wifi_bssid:3a:5d:dd:de:5f:fb,9
identity_token,S2,tok__wifi_bssid:08:5d:dd:de:5f:fb,9
hour_transition,S2,h4__g4_hourly_max_abs_deviation,9
hour_transition,S2,h4__g4_evening_18_23_activity_mean_h_rz_maxabs__prev_abs_delta,9
hour_transition,S2,h4__g4_morning_06_10_activity_mean_h_rz_maxabs,9
hour_transition,S2,h4__g4_day_10_18_activity_mean_h_rz_maxabs__prev_abs_delta,9
hour_transition,S2,h4__g4_h05_activity_mean_h_rz,9
hour_transition,S2,h4__g4_h00_mlight_max_h_rz,9
hour_transition,S2,h4__g4_h06_mlight_max_h_rz,9
hour_transition,S2,h4__g4_day_10_18_mlight_max_h_rz_maxabs,9
hour_transition,S2,h4__g4_h03_wlight_max_h_rz,9
hour_transition,S2,h4__g4_h04_wlight_max_h_rz,9
hour_transition,S2,h4__g4_h02_wlight_max_h_rz,9
hour_transition,S2,h4__g4_sleep_00_06_wlight_max_h_rz_maxabs,9
hour_transition,S2,h4__g4_h01_wlight_max_h_rz,9
hour_transition,S2,h4__g4_morning_06_10_wlight_max_h_rz_maxabs,9
hour_transition,S2,h4__g4_late_21_02_wlight_max_h_rz_maxabs,9
hour_transition,S2,h4__g4_h12_wlight_max_h_rz,9
hour_transition,S2,h4__g4_h00_wlight_max_h_rz,9
hour_transition,S2,h4__g4_sleep_00_06_wlight_max_h_rz_mean,9
hour_transition,S2,h4__g4_h06_screen_use_sum_h_rz,9
hour_transition,S2,h4__g4_h16_wlight_max_h_rz,9
hour_transition,S2,h4__g4_sleep_00_06_mlight_max_h_rz_mean__prev_delta,9
hour_transition,S2,h4__g4_h13_wlight_max_h_rz,9
hour_transition,S2,h4__g4_day_10_18_mlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,S2,h4__g4_day_10_18_wlight_max_h_rz_mean,9
hour_transition,S2,h4__g4_day_10_18_wlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,S2,h4__g4_morning_06_10_screen_use_sum_h_rz_mean,9
hour_transition,S2,h4__g4_day_10_18_wlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,S2,h4__g4_h05_obs,9
hour_transition,S2,h4__g4_h01_obs,9
hour_transition,S2,h4__g4_h06_obs,9
rest_boundary,S2,r4__g4_rest_block_end_rel_h,9
rest_boundary,S2,r4__g4_rest_block_len_h,9
rest_boundary,S2,r4__g4_rest_high_run_len_h,9
rest_boundary,S2,r4__g4_rest_high_run_end_rel_h,9
rest_boundary,S2,r4__g4_rest_activity_interrupt_h,9
rest_boundary,S2,r4__g4_pre_rest_screen_sum,9
rest_boundary,S2,r4__g4_post_rest_screen_sum,9
rest_boundary,S2,r4__g4_crossnight_observed_h,9
rest_boundary,S2,r4__g4_crossnight_screen_on_h,9
rest_boundary,S2,r4__g4_crossnight_dark_h,9
rest_boundary,S2,r4__g4_rest_event_long_confident,9
rest_boundary,S2,r4__g4_rest_block_start_rel_h__subj_z,9
rest_boundary,S2,r4__g4_rest_block_end_rel_h__prev_delta,9
rest_boundary,S2,r4__g4_rest_block_len_h__subj_z,9
rest_boundary,S2,r4__g4_rest_block_len_h__prev_delta,9
rest_boundary,S2,r4__g4_rest_block_score_mean__subj_z,9
rest_boundary,S2,r4__g4_rest_fragmentation__subj_z,9
rest_boundary,S2,r4__g4_rest_fragmentation__prev_delta,9
rest_boundary,S2,r4__g4_rest_high_run_len_h__prev_delta,9
rest_boundary,S2,r4__g4_rest_high_run_len_h__prev_abs_delta,9
rest_boundary,S2,r4__g4_rest_high_run_start_rel_h__prev_abs_delta,9
rest_boundary,S2,r4__g4_rest_high_run_end_rel_h__prev_delta,9
rest_boundary,S2,r4__g4_rest_high_run_end_rel_h__prev_abs_delta,9
rest_boundary,S2,r4__g4_rest_screen_interrupt_h__subj_z,9
rest_boundary,S2,r4__g4_rest_activity_interrupt_h__prev_delta,9
rest_boundary,S2,r4__g4_rest_light_interrupt_h__prev_delta,9
rest_boundary,S2,r4__g4_post_rest_active_h__subj_z,9
rest_boundary,S2,r4__g4_post_rest_active_h__prev_delta,9
rest_boundary,S2,r4__g4_pre_rest_screen_sum__subj_z,9
rest_boundary,S2,r4__g4_pre_rest_screen_sum__prev_delta,9
semantic_app,S3,sem__topapp_all_성경일독q_time,9
semantic_app,S3,sem__topapp_all_캐시워크_time,9
semantic_app,S3,sem__topapp_evening_성경일독q_time,9
semantic_app,S3,sem__topapp_all_토스_time,9
semantic_app,S3,sem__topapp_all_통화_time,9
semantic_app,S3,sem__topapp_evening_캐시워크_time,9
semantic_app,S3,sem__topapp_all_chrome_time,9
semantic_app,S3,sem__topapp_all_전화_time,9
semantic_app,S3,sem__topapp_21_03_성경일독q_time,9
semantic_app,S3,sem__topapp_21_03_캐시워크_time,9
semantic_app,S3,sem__topapp_all_gs_shop_time,9
semantic_app,S3,sem__topapp_all_네이버_카페_time,9
semantic_app,S3,sem__topapp_evening_youtube_music_time,9
semantic_app,S3,sem__topapp_evening_토스_time,9
semantic_app,S3,sem__topapp_all_세종버스_스마트_time,9
semantic_app,S3,sem__topapp_evening_x_time,9
semantic_app,S3,sem__topapp_all_포스티_time,9
semantic_app,S3,sem__topapp_21_03_통화_time,9
semantic_app,S3,sem__topapp_all_melon_time,9
semantic_app,S3,sem__topapp_all_신한_슈퍼sol_time,9
semantic_app,S3,sem__topapp_all_펫봄_time,9
semantic_app,S3,sem__topapp_21_03_youtube_music_time,9
semantic_app,S3,sem__topapp_all_lg_thinq_time,9
semantic_app,S3,sem__topapp_all_시프티_time,9
semantic_app,S3,sem__topapp_all_anyauth_time,9
semantic_app,S3,sem__topapp_all_kb_pay_time,9
semantic_app,S3,sem__topapp_evening_펫봄_time,9
semantic_app,S3,sem__topapp_evening_intentresolver_time,9
semantic_app,S3,sem__topapp_21_03_신한_슈퍼sol_time,9
semantic_app,S3,sem__topapp_all_youtube_music_time,8
identity_token,S3,tok__wifi_bssid:08:5d:dd:d8:9e:53,9
identity_token,S3,tok__wifi_bssid:3a:5d:dd:d8:9e:53,9
identity_token,S3,tok__wifi_bssid:08:5d:dd:d8:9e:52,9
identity_token,S3,tok__wifi_bssid:42:23:aa:e3:b6:42,9
identity_token,S3,tok__wifi_bssid:08:5d:dd:d1:35:67,9
identity_token,S3,tok__wifi_bssid:3a:5d:dd:d1:35:67,9
identity_token,S3,tok__wifi_bssid:3a:5d:dd:d8:9e:52,9
identity_token,S3,tok__wifi_bssid:00:23:aa:e3:b6:42,9
identity_token,S3,tok__wifi_bssid:0a:5d:dd:d8:9e:53,9
identity_token,S3,tok__wifi_bssid:08:5d:dd:d1:35:66,9
identity_token,S3,tok__wifi_bssid:3a:5d:dd:70:c5:30,9
identity_token,S3,tok__wifi_bssid:08:5d:dd:70:c5:30,9
identity_token,S3,tok__wifi_bssid:12:23:aa:e3:b6:42,9
identity_token,S3,tok__wifi_bssid:42:23:aa:dc:6f:96,9
identity_token,S3,tok__wifi_bssid:0a:5d:dd:d1:35:67,9
identity_token,S3,tok__wifi_bssid:00:23:aa:dc:6f:96,9
identity_token,S3,tok__wifi_bssid:3a:5d:dd:d1:35:66,9
identity_token,S3,tok__wifi_bssid:12:23:aa:dc:6f:96,9
identity_token,S3,tok__wifi_bssid:0a:5d:dd:70:c5:30,9
identity_token,S3,tok__wifi_bssid:3a:5d:dd:73:32:68,9
identity_token,S3,tok__wifi_bssid:08:5d:dd:73:32:68,9
identity_token,S3,tok__wifi_bssid:e8:54:84:35:87:37,9
identity_token,S3,tok__wifi_bssid:42:23:aa:e3:b6:43,9
identity_token,S3,tok__wifi_bssid:e8:54:84:35:87:35,9
identity_token,S3,tok__wifi_bssid:0a:5d:dd:73:32:68,9
identity_token,S3,tok__wifi_bssid:22:23:aa:e3:b6:43,9
identity_token,S3,tok__wifi_bssid:00:23:aa:e3:b6:43,9
identity_token,S3,tok__wifi_bssid:42:23:aa:d4:b5:02,9
identity_token,S3,tok__wifi_bssid:12:23:aa:d4:b5:02,9
identity_token,S3,tok__wifi_bssid:3a:5d:dd:de:5f:fb,9
hour_transition,S3,h4__g4_hourly_max_abs_deviation,9
hour_transition,S3,h4__g4_h06_mlight_max_h_rz,9
hour_transition,S3,h4__g4_h03_wlight_max_h_rz,9
hour_transition,S3,h4__g4_h04_wlight_max_h_rz,9
hour_transition,S3,h4__g4_h02_wlight_max_h_rz,9
hour_transition,S3,h4__g4_h05_wlight_max_h_rz,9
hour_transition,S3,h4__g4_sleep_00_06_wlight_max_h_rz_maxabs,9
hour_transition,S3,h4__g4_h01_wlight_max_h_rz,9
hour_transition,S3,h4__g4_morning_06_10_wlight_max_h_rz_maxabs,9
hour_transition,S3,h4__g4_late_21_02_wlight_max_h_rz_maxabs,9
hour_transition,S3,h4__g4_h12_wlight_max_h_rz,9
hour_transition,S3,h4__g4_day_10_18_wlight_max_h_rz_maxabs,9
hour_transition,S3,h4__g4_h11_wlight_max_h_rz,9
hour_transition,S3,h4__g4_day_10_18_mlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,S3,h4__g4_h09_screen_use_sum_h_rz,9
hour_transition,S3,h4__g4_morning_06_10_mlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,S3,h4__g4_h19_screen_use_sum_h_rz,9
hour_transition,S3,h4__g4_h09_wlight_max_h_rz,9
hour_transition,S3,h4__g4_h00_wlight_max_h_rz,9
hour_transition,S3,h4__g4_sleep_00_06_wlight_max_h_rz_mean,9
hour_transition,S3,h4__g4_h17_wlight_max_h_rz,9
hour_transition,S3,h4__g4_evening_18_23_wlight_max_h_rz_maxabs,9
hour_transition,S3,h4__g4_h16_wlight_max_h_rz,9
hour_transition,S3,h4__g4_h23_wlight_max_h_rz,9
hour_transition,S3,h4__g4_h20_wlight_max_h_rz,9
hour_transition,S3,h4__g4_morning_06_10_wlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,S3,h4__g4_h21_wlight_max_h_rz,9
hour_transition,S3,h4__g4_h13_wlight_max_h_rz,9
hour_transition,S3,h4__g4_h14_wlight_max_h_rz,9
hour_transition,S3,h4__g4_h22_wlight_max_h_rz,9
rest_boundary,S3,r4__g4_rest_block_len_h,9
rest_boundary,S3,r4__g4_rest_block_score_mean,9
rest_boundary,S3,r4__g4_rest_block_score_min,9
rest_boundary,S3,r4__g4_rest_boundary_contrast,9
rest_boundary,S3,r4__g4_rest_boundary_confidence,9
rest_boundary,S3,r4__g4_rest_activity_interrupt_h,9
rest_boundary,S3,r4__g4_post_rest_active_h,9
rest_boundary,S3,r4__g4_post_rest_screen_sum,9
rest_boundary,S3,r4__g4_crossnight_dark_h,9
rest_boundary,S3,r4__g4_rest_block_start_rel_h__prev_delta,9
rest_boundary,S3,r4__g4_rest_block_start_rel_h__prev_abs_delta,9
rest_boundary,S3,r4__g4_rest_block_end_rel_h__prev_abs_delta,9
rest_boundary,S3,r4__g4_rest_block_score_mean__subj_z,9
rest_boundary,S3,r4__g4_rest_boundary_confidence__subj_z,9
rest_boundary,S3,r4__g4_rest_fragmentation__subj_z,9
rest_boundary,S3,r4__g4_rest_fragmentation__prev_delta,9
rest_boundary,S3,r4__g4_rest_high_run_len_h__subj_z,9
rest_boundary,S3,r4__g4_rest_high_run_len_h__prev_delta,9
rest_boundary,S3,r4__g4_rest_high_run_len_h__prev_abs_delta,9
rest_boundary,S3,r4__g4_rest_high_run_start_rel_h__prev_abs_delta,9
rest_boundary,S3,r4__g4_rest_high_run_end_rel_h__subj_z,9
rest_boundary,S3,r4__g4_rest_high_run_end_rel_h__prev_abs_delta,9
rest_boundary,S3,r4__g4_rest_screen_interrupt_h__subj_z,9
rest_boundary,S3,r4__g4_rest_screen_interrupt_h__prev_delta,9
rest_boundary,S3,r4__g4_rest_activity_interrupt_h__subj_z,9
rest_boundary,S3,r4__g4_rest_activity_interrupt_h__prev_abs_delta,9
rest_boundary,S3,r4__g4_rest_light_interrupt_h__subj_z,9
rest_boundary,S3,r4__g4_rest_light_interrupt_h__prev_delta,9
rest_boundary,S3,r4__g4_pre_rest_active_h__prev_delta,9
rest_boundary,S3,r4__g4_post_rest_active_h__prev_abs_delta,9
semantic_app,S4,sem__topapp_all_instagram_time,9
semantic_app,S4,sem__topapp_evening_threads_time,9
semantic_app,S4,sem__topapp_all_youtube_music_time,9
semantic_app,S4,sem__topapp_00_06_withings_time,9
semantic_app,S4,sem__topapp_21_03_통화_time,9
semantic_app,S4,sem__topapp_all_카카오_t_time,9
semantic_app,S4,sem__topapp_all_lg_thinq_time,9
semantic_app,S4,sem__topapp_all_계산기_time,9
semantic_app,S4,sem__topapp_00_06_당근_time,9
semantic_app,S4,sem__topapp_all_시프티_time,9
semantic_app,S4,sem__topapp_all_anyauth_time,9
semantic_app,S4,sem__topapp_evening_권한_관리자_time,9
semantic_app,S4,sem__topapp_evening_tmap_time,9
semantic_app,S4,sem__topapp_00_06_카트라이더_러쉬플러스_time,9
semantic_app,S4,sem__topapp_all_카카오페이_time,9
semantic_app,S4,sem__topapp_21_03_권한_관리자_time,9
semantic_app,S4,sem__topapp_21_03_tmap_time,9
semantic_app,S4,sem__topapp_21_03_퀸잇_time,9
semantic_app,S4,sem__topapp_evening_시프티_time,9
semantic_app,S4,sem__topapp_21_03_신한_슈퍼sol_time,9
semantic_app,S4,sem__topapp_21_03_m_stock_time,9
semantic_app,S4,sem__topapp_evening_m_stock_time,9
semantic_app,S4,sem__topapp_evening_youtube_music_time,8
semantic_app,S4,sem__topapp_21_03_youtube_music_time,8
semantic_app,S4,sem__topapp_all_편한가계부_time,8
semantic_app,S4,sem__topapp_all_타임스프레드_time,7
semantic_app,S4,sem__topapp_evening_캐시워크_time,7
semantic_app,S4,sem__topapp_00_06_one_ui_홈_time,7
semantic_app,S4,sem__topapp_all_퀸잇_time,7
semantic_app,S4,sem__topapp_all_카카오맵_time,7
identity_token,S4,tok__wifi_bssid:0c:96:cd:86:47:1a,9
identity_token,S4,tok__wifi_bssid:0c:96:cd:86:47:1b,9
identity_token,S4,tok__wifi_bssid:00:23:aa:e3:b6:43,9
identity_token,S4,tok__wifi_bssid:0c:96:cd:ca:a9:1c,9
identity_token,S4,tok__wifi_bssid:0c:96:cd:98:57:8b,9
identity_token,S4,tok__wifi_bssid:86:25:19:c8:6c:3c,9
identity_token,S4,tok__wifi_bssid:40:ca:63:79:e8:18,9
identity_token,S4,tok__wifi_bssid:0c:96:cd:ca:a9:1b,9
identity_token,S4,tok__wifi_bssid:9e:7b:ef:5a:2f:35,9
identity_token,S4,tok__wifi_bssid:da:e3:5e:6c:a4:80,9
identity_token,S4,tok__wifi_bssid:12:96:cd:98:57:8b,9
identity_token,S4,tok__wifi_bssid:b6:8a:0a:cf:62:41,9
identity_token,S4,tok__wifi_bssid:22:23:aa:dc:6f:97,9
identity_token,S4,tok__wifi_bssid:b4:a9:4f:26:8e:5c,9
identity_token,S4,tok__wifi_bssid:c6:a9:4f:c2:55:61,9
identity_token,S4,tok__ble_address:F4:5D:8A:0C:D1:AF,9
identity_token,S4,tok__ble_address:B8:BC:5B:DF:27:17,9
identity_token,S4,tok__ble_address:D2:EE:3C:C1:9D:C6,9
identity_token,S4,tok__ble_address:EF:26:A5:FE:C9:4F,9
identity_token,S4,tok__usage_app_name:YouTube Music,9
identity_token,S4,tok__wifi_bssid:70:5d:cc:11:99:ac,9
identity_token,S4,tok__ble_device_class:7936,8
identity_token,S4,tok__wifi_bssid:3a:5d:dd:73:32:68,8
identity_token,S4,tok__wifi_bssid:98:25:4a:80:6f:62,8
identity_token,S4,tok__wifi_bssid:98:25:4a:80:6f:61,8
identity_token,S4,tok__wifi_bssid:98:25:4a:80:73:12,8
identity_token,S4,tok__wifi_bssid:98:25:4a:80:73:13,8
identity_token,S4,tok__wifi_bssid:16:7f:67:bd:b4:bc,8
identity_token,S4,tok__wifi_bssid:00:07:89:52:af:5d,8
identity_token,S4,tok__wifi_bssid:60:29:d5:4a:47:d4,8
hour_transition,S4,h4__g4_hourly_max_abs_deviation,9
hour_transition,S4,h4__g4_evening_18_23_activity_mean_h_rz_maxabs,9
hour_transition,S4,h4__g4_day_10_18_activity_mean_h_rz_maxabs,9
hour_transition,S4,h4__g4_morning_06_10_activity_mean_h_rz_maxabs,9
hour_transition,S4,h4__g4_day_10_18_activity_mean_h_rz_maxabs__prev_abs_delta,9
hour_transition,S4,h4__g4_morning_06_10_activity_mean_h_rz_maxabs__prev_abs_delta,9
hour_transition,S4,h4__g4_late_21_02_activity_mean_h_rz_maxabs,9
hour_transition,S4,h4__g4_h08_activity_mean_h_rz,9
hour_transition,S4,h4__g4_sleep_00_06_activity_mean_h_rz_maxabs,9
hour_transition,S4,h4__g4_morning_06_10_activity_mean_h_rz_mean__prev_abs_delta,9
hour_transition,S4,h4__g4_h13_activity_mean_h_rz,9
hour_transition,S4,h4__g4_evening_18_23_activity_mean_h_rz_mean__prev_abs_delta,9
hour_transition,S4,h4__g4_morning_06_10_activity_mean_h_rz_mean,9
hour_transition,S4,h4__g4_day_10_18_activity_mean_h_rz_mean__prev_abs_delta,9
hour_transition,S4,h4__g4_day_10_18_activity_mean_h_rz_mean,9
hour_transition,S4,h4__g4_h00_mlight_max_h_rz,9
hour_transition,S4,h4__g4_h16_screen_use_sum_h_rz,9
hour_transition,S4,h4__g4_morning_06_10_wlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,S4,h4__g4_day_10_18_mlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,S4,h4__g4_day_10_18_wlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,S4,h4__g4_hourly_mean_abs_deviation,9
hour_transition,S4,h4__g4_evening_18_23_mlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,S4,h4__g4_evening_18_23_wlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,S4,h4__g4_late_21_02_wlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,S4,h4__g4_h05_obs,9
hour_transition,S4,h4__g4_h09_obs,9
hour_transition,S4,h4__g4_evening_18_23_activity_mean_h_rz_maxabs__prev_abs_delta,8
hour_transition,S4,h4__g4_late_21_02_activity_mean_h_rz_maxabs__prev_abs_delta,8
hour_transition,S4,h4__g4_h18_activity_mean_h_rz,8
hour_transition,S4,h4__g4_h07_activity_mean_h_rz,8
rest_boundary,S4,r4__g4_rest_fragmentation,9
rest_boundary,S4,r4__g4_rest_high_run_end_rel_h,9
rest_boundary,S4,r4__g4_rest_activity_interrupt_h,9
rest_boundary,S4,r4__g4_rest_light_interrupt_h,9
rest_boundary,S4,r4__g4_post_rest_active_h,9
rest_boundary,S4,r4__g4_pre_rest_screen_sum,9
rest_boundary,S4,r4__g4_post_rest_screen_sum,9
rest_boundary,S4,r4__g4_crossnight_observed_h,9
rest_boundary,S4,r4__g4_crossnight_active_h,9
rest_boundary,S4,r4__g4_crossnight_screen_on_h,9
rest_boundary,S4,r4__g4_crossnight_dark_h,9
rest_boundary,S4,r4__g4_rest_block_start_rel_h__prev_delta,9
rest_boundary,S4,r4__g4_rest_block_start_rel_h__prev_abs_delta,9
rest_boundary,S4,r4__g4_rest_block_end_rel_h__prev_delta,9
