subject_id,target,nn_acc,subject_majority_acc,lift
id01,Q1,0.7317073170731707,0.5609756097560976,0.1707317073170731
id01,Q2,0.5365853658536586,0.5609756097560976,-0.024390243902439046
id01,Q3,0.5609756097560976,0.5853658536585366,-0.024390243902438935
id01,S1,0.4146341463414634,0.6341463414634146,-0.21951219512195125
id01,S2,0.5853658536585366,0.5853658536585366,0.0
id01,S3,0.8292682926829268,0.8536585365853658,-0.024390243902439046
id01,S4,0.43902439024390244,0.5121951219512195,-0.07317073170731708
id02,Q1,0.5,0.5416666666666666,-0.04166666666666663
id02,Q2,0.6666666666666666,0.6666666666666666,0.0
id02,Q3,0.5833333333333334,0.7291666666666666,-0.14583333333333326
id02,S1,0.8958333333333334,0.875,0.02083333333333337
id02,S2,0.9166666666666666,0.9166666666666666,0.0
id02,S3,0.8958333333333334,0.8958333333333334,0.0
id02,S4,0.7083333333333334,0.75,-0.04166666666666663
id03,Q1,0.7878787878787878,0.8484848484848485,-0.06060606060606066
id03,Q2,0.7272727272727273,0.8181818181818182,-0.09090909090909094
id03,Q3,0.5151515151515151,0.7272727272727273,-0.21212121212121215
id03,S1,0.8181818181818182,0.8181818181818182,0.0
id03,S2,0.5151515151515151,0.5151515151515151,0.0
id03,S3,0.36363636363636365,0.5151515151515151,-0.1515151515151515
id03,S4,0.7575757575757576,0.8484848484848485,-0.09090909090909094
id04,Q1,0.43859649122807015,0.5614035087719298,-0.12280701754385964
id04,Q2,0.45614035087719296,0.5087719298245614,-0.052631578947368474
id04,Q3,0.7368421052631579,0.7719298245614035,-0.03508771929824561
id04,S1,0.6140350877192983,0.7543859649122807,-0.14035087719298245
id04,S2,0.5263157894736842,0.7017543859649122,-0.17543859649122806
id04,S3,0.45614035087719296,0.543859649122807,-0.08771929824561409
id04,S4,0.5789473684210527,0.5087719298245614,0.07017543859649122
id05,Q1,0.6363636363636364,0.6136363636363636,0.022727272727272707
id05,Q2,0.4090909090909091,0.5681818181818181,-0.159090909090909
id05,Q3,0.6818181818181818,0.6818181818181818,0.0
id05,S1,0.5227272727272727,0.5227272727272727,0.0
id05,S2,0.75,0.75,0.0
id05,S3,0.8409090909090909,0.8636363636363636,-0.022727272727272707
id05,S4,0.38636363636363635,0.5909090909090908,-0.20454545454545447
id06,Q1,0.8333333333333334,0.8541666666666666,-0.02083333333333326
id06,Q2,0.6041666666666666,0.6041666666666667,-1.1102230246251565e-16
id06,Q3,0.5416666666666666,0.5,0.04166666666666663
id06,S1,0.9166666666666666,0.9375,-0.02083333333333337
id06,S2,0.9166666666666666,0.9166666666666666,0.0
id06,S3,0.9583333333333334,0.9583333333333334,0.0
id06,S4,0.8333333333333334,0.8541666666666666,-0.02083333333333326
id07,Q1,0.5306122448979592,0.5102040816326531,0.020408163265306145
id07,Q2,0.32653061224489793,0.5102040816326531,-0.18367346938775514
id07,Q3,0.4897959183673469,0.5102040816326531,-0.020408163265306145
id07,S1,0.7755102040816326,0.7959183673469388,-0.020408163265306145
id07,S2,0.6326530612244898,0.7142857142857143,-0.08163265306122447
id07,S3,0.7346938775510204,0.7959183673469388,-0.061224489795918324
id07,S4,0.6326530612244898,0.5306122448979591,0.10204081632653073
id08,Q1,0.5714285714285714,0.5892857142857143,-0.017857142857142905
id08,Q2,0.7321428571428571,0.7857142857142857,-0.0535714285714286
id08,Q3,0.5357142857142857,0.5535714285714286,-0.017857142857142905
id08,S1,0.5,0.5535714285714286,-0.0535714285714286
id08,S2,0.625,0.6071428571428571,0.017857142857142905
id08,S3,0.5714285714285714,0.6607142857142857,-0.0892857142857143
id08,S4,0.6428571428571429,0.6071428571428571,0.03571428571428581
id09,Q1,0.4878048780487805,0.5121951219512195,-0.024390243902439046
id09,Q2,0.5853658536585366,0.5609756097560976,0.024390243902438935
id09,Q3,0.4878048780487805,0.5609756097560976,-0.07317073170731714
id09,S1,0.6829268292682927,0.5609756097560976,0.12195121951219512
id09,S2,0.7317073170731707,0.7804878048780488,-0.04878048780487809
id09,S3,0.5609756097560976,0.7073170731707317,-0.14634146341463405
id09,S4,0.5609756097560976,0.5853658536585366,-0.024390243902438935
id10,Q1,0.6363636363636364,0.5151515151515151,0.12121212121212122
id10,Q2,0.42424242424242425,0.5454545454545454,-0.12121212121212116
id10,Q3,0.42424242424242425,0.6363636363636364,-0.2121212121212121
id10,S1,0.3939393939393939,0.5151515151515151,-0.12121212121212122
id10,S2,0.48484848484848486,0.6363636363636364,-0.1515151515151515
id10,S3,0.5454545454545454,0.5151515151515151,0.030303030303030276
id10,S4,0.5151515151515151,0.6666666666666666,-0.1515151515151515
