target,H_y_bits,H_y_given_state_bits,MI_state_y_bits,explained_entropy_share
Q1,0.99994300388978,0.5539595024285876,0.44598350146119237,0.4460089222348832
Q2,0.9887998960380002,0.9700558559723298,0.01874404006567043,0.018956353192163045
Q3,0.9709505944546686,0.9493773420785592,0.02157325237610941,0.022218692175811437
S1,0.901948483021582,0.6710553147894697,0.23089316823211237,0.2559937430778821
S2,0.933071822502139,0.01954633017989705,0.913525492322242,0.979051633852278
S3,0.9226762997922611,0.7760391752710323,0.1466371245212288,0.1589258600814217
S4,0.9895875212220556,0.8090210822597388,0.18056643896231683,0.18246636612730605
