split,target,method,logloss,std,auc,global_loss,subject_loss,delta_vs_global,delta_vs_subject
random_gap,Q1,both_exp_tau30,0.6483295853693979,0.020389351061950632,0.6516757107761403,0.6951592688172479,0.6579883285588467,-0.04682968344784999,-0.009658743189448815
random_gap,Q1,both_exp_tau7,0.6407007594010018,0.024026315038308193,0.6778236812008277,0.6951592688172479,0.6579883285588467,-0.05445850941624608,-0.017287569157844906
random_gap,Q1,both_exp_tau7_alpha5,0.648858348964409,0.010952691263085195,0.6749034629780103,0.6951592688172479,0.6579883285588467,-0.04630091985283891,-0.009129979594437732
random_gap,Q1,global,0.6951592688172479,0.0026335088238833146,0.5,0.6951592688172479,0.6579883285588467,0.0,0.037170940258401175
random_gap,Q1,linear_interp,1.0009275566673637,0.08726227112172238,0.681730667542303,0.6951592688172479,0.6579883285588467,0.3057682878501158,0.34293922810851696
random_gap,Q1,local3_mean,0.8608746835768853,0.09116785610012916,0.6603956081787388,0.6951592688172479,0.6579883285588467,0.16571541475963747,0.20288635501803864
random_gap,Q1,nearest,1.3828629057823287,0.174213262656978,0.6506253242862199,0.6951592688172479,0.6579883285588467,0.6877036369650809,0.724874577223482
random_gap,Q1,next1,1.4911337730462988,0.12060022898351033,0.6152494956897292,0.6951592688172479,0.6579883285588467,0.7959745042290509,0.8331454444874521
random_gap,Q1,past_exp_tau30,0.6945321371310466,0.052987836068554645,0.6345478709176123,0.6951592688172479,0.6579883285588467,-0.000627131686201321,0.036543808572199854
random_gap,Q1,past_exp_tau7,0.7632482992011078,0.08345730003276124,0.6373371857633926,0.6951592688172479,0.6579883285588467,0.06808903038385994,0.10525997064226111
random_gap,Q1,prev1,1.5626558426186765,0.16745656794891225,0.6042538402304471,0.6951592688172479,0.6579883285588467,0.8674965738014286,0.9046675140598298
random_gap,Q1,prevnext_mean,0.9738388982619721,0.0973055307953019,0.6598286652748931,0.6951592688172479,0.6579883285588467,0.27867962944472424,0.3158505697031254
random_gap,Q1,subject_mean,0.6579883285588467,0.02337326407846296,0.6245533825380881,0.6951592688172479,0.6579883285588467,-0.037170940258401175,0.0
random_gap,Q2,both_exp_tau30,0.6525666612986135,0.025922224705936303,0.6538795872938069,0.6827227540231783,0.6796683584343232,-0.030156092724564765,-0.027101697135709646
random_gap,Q2,both_exp_tau7,0.6427893504149503,0.04332956548017675,0.6799389267619266,0.6827227540231783,0.6796683584343232,-0.039933403608227946,-0.03687900801937283
random_gap,Q2,both_exp_tau7_alpha5,0.6320349205538452,0.017055842544733572,0.6851684424706899,0.6827227540231783,0.6796683584343232,-0.05068783346933303,-0.047633437880477913
random_gap,Q2,global,0.6827227540231783,0.005872076880709327,0.5,0.6827227540231783,0.6796683584343232,0.0,0.003054395588855119
random_gap,Q2,linear_interp,0.9900784948452728,0.09143728766697667,0.6735930077405795,0.6827227540231783,0.6796683584343232,0.3073557408220945,0.3104101364109496
random_gap,Q2,local3_mean,0.8131872171664253,0.10789424267302751,0.677799335595561,0.6827227540231783,0.6796683584343232,0.130464463143247,0.13351885873210212
random_gap,Q2,nearest,1.4587115540653988,0.14025450863740008,0.6257956509824696,0.6827227540231783,0.6796683584343232,0.7759888000422205,0.7790431956310756
random_gap,Q2,next1,1.3936209247223055,0.15814907979572795,0.6315544485396319,0.6827227540231783,0.6796683584343232,0.7108981706991272,0.7139525662879823
random_gap,Q2,past_exp_tau30,0.7183141020650748,0.05654056403001615,0.6102601444432455,0.6827227540231783,0.6796683584343232,0.035591348041896564,0.03864574363075168
random_gap,Q2,past_exp_tau7,0.7440522732235589,0.07377375757773039,0.638283753412694,0.6827227540231783,0.6796683584343232,0.061329519200380656,0.06438391478923577
random_gap,Q2,prev1,1.5157233102093273,0.20895632463226435,0.6117598439901168,0.6827227540231783,0.6796683584343232,0.833000556186149,0.8360549517750041
random_gap,Q2,prevnext_mean,0.9054959786786392,0.10207683489919023,0.6734374741728789,0.6827227540231783,0.6796683584343232,0.2227732246554609,0.22582762024431602
random_gap,Q2,subject_mean,0.6796683584343232,0.02653642135657938,0.5920095762673213,0.6827227540231783,0.6796683584343232,-0.003054395588855119,0.0
random_gap,Q3,both_exp_tau30,0.6462973106251569,0.018833879531908907,0.6474756008858957,0.6732904971597814,0.6612814701732262,-0.026993186534624458,-0.014984159548069309
random_gap,Q3,both_exp_tau7,0.6458668654487875,0.030485417684837608,0.6594011312615659,0.6732904971597814,0.6612814701732262,-0.027423631710993934,-0.015414604724438785
random_gap,Q3,both_exp_tau7_alpha5,0.6343695221776078,0.012826201197893647,0.6620461263514626,0.6732904971597814,0.6612814701732262,-0.03892097498217362,-0.026911947995618468
random_gap,Q3,global,0.6732904971597814,0.010572161958198236,0.5,0.6732904971597814,0.6612814701732262,0.0,0.012009026986555149
random_gap,Q3,linear_interp,0.8866978449359633,0.13231935066890432,0.6995996564090731,0.6732904971597814,0.6612814701732262,0.21340734777618187,0.22541637476273702
random_gap,Q3,local3_mean,0.8014348686492281,0.11098958759465107,0.6684480024439542,0.6732904971597814,0.6612814701732262,0.12814437148944668,0.14015339847600183
random_gap,Q3,nearest,1.3357844344342162,0.16686173407799784,0.6439004989450433,0.6732904971597814,0.6612814701732262,0.6624939372744348,0.67450296426099
random_gap,Q3,next1,1.395184542898317,0.15061348493562604,0.6210910919983682,0.6732904971597814,0.6612814701732262,0.7218940457385356,0.7339030727250907
random_gap,Q3,past_exp_tau30,0.692698443877252,0.058452888869319486,0.6211559155565757,0.6732904971597814,0.6612814701732262,0.019407946717470592,0.03141697370402574
random_gap,Q3,past_exp_tau7,0.7222773439040941,0.08770074813317966,0.638406938460725,0.6732904971597814,0.6612814701732262,0.04898684674431275,0.0609958737308679
random_gap,Q3,prev1,1.385488856319271,0.12939551511685732,0.6328239336391527,0.6732904971597814,0.6612814701732262,0.7121983591594897,0.7242073861460449
random_gap,Q3,prevnext_mean,0.8269387164727263,0.1072571718842906,0.6879242824439582,0.6732904971597814,0.6612814701732262,0.15364821931294492,0.16565724629950007
random_gap,Q3,subject_mean,0.6612814701732262,0.019451276391919483,0.6072727244510908,0.6732904971597814,0.6612814701732262,-0.012009026986555149,0.0
random_gap,S1,both_exp_tau30,0.5684767220170319,0.039178404424728114,0.7187101009993704,0.62867808488573,0.567483340673511,-0.06020136286869804,0.0009933813435208938
random_gap,S1,both_exp_tau7,0.6032041290451287,0.04614901930309495,0.6911333966629267,0.62867808488573,0.567483340673511,-0.025473955840601303,0.03572078837161763
