source,source_short,target,mode,mask,gamma,old_bce,refit_bce,robust,delta_robust_vs_v83,drift,max_drift,dmean
posterior_refit_values,posterior_refit_values,S1,rank_logit,all,0.16,0.5978172128762113,0.5976121205675005,0.5978172128762113,-0.0019473706235166865,0.0037815983641454106,0.0682963218231254,-7.014892779322324e-06
posterior_refit_values,posterior_refit_values,Q3,rank_logit,small_gap5,0.16,0.5973074317983371,0.597974714214181,0.597974714214181,-0.001789869285546919,0.002562363938029106,0.062024213060714484,-0.003094183992252697
posterior_refit_values,posterior_refit_values,Q3,logit_blend,small_gap5,0.16,0.597210084596169,0.5979759933128928,0.5979759933128928,-0.0017885901868351928,0.00219527753965324,0.10707627922223362,0.003000432674012954
posterior_old_values,posterior_old_values,Q3,rank_logit,all,0.12,0.5966232612418791,0.598027809429799,0.598027809429799,-0.0017367740699288925,0.0031645464949286405,0.051193373430314326,-0.0003376015905421914
posterior_old_refit_avg,posterior_old_refit_avg,Q3,rank_logit,small_gap5,0.16,0.5971434527818891,0.5980438222385842,0.5980438222385842,-0.0017207612611437328,0.0026032659644834367,0.062024213060714484,-0.0033214076660268432
posterior_refit_values,posterior_refit_values,S1,rank_logit,all,0.12,0.5977511971943347,0.598085202683834,0.598085202683834,-0.001679380815893916,0.0028392525530862643,0.05128872243668009,0.00011557269196404985
cl/outputs/submission_cl_anchor_clue_v85_soft_direction_w006_prob.csv,submission_cl_anchor_clue_v85_soft_direction_w006_prob,Q3,rank_logit,all,0.12,0.5968148617939122,0.5980959163685081,0.5980959163685081,-0.0016686671312198254,0.0031761929211881618,0.05160904541654637,-0.0009587486663480416
posterior_old_refit_avg,posterior_old_refit_avg,S1,rank_logit,all,0.12,0.5976683803230457,0.5981173023875958,0.5981173023875958,-0.0016472811121321929,0.0028287949168924625,0.05095416958318866,0.0005976506805068782
posterior_refit_values,posterior_refit_values,S2,rank_logit,all,0.16,0.5975106201440583,0.5981396974275532,0.5981396974275532,-0.0016248860721747027,0.003676640949552913,0.06722299302734891,0.0015611191685650505
posterior_refit_values,posterior_refit_values,Q3,rank_logit,all,0.08,0.5972170732560623,0.598168894044798,0.598168894044798,-0.0015956894549299383,0.002095640078095035,0.030889645981875713,-0.0005604437823525377
posterior_refit_values,posterior_refit_values,Q3,logit_blend,all,0.08,0.5971455214975909,0.5981715418199863,0.5981715418199863,-0.0015930416797416136,0.0018348602234067545,0.057684769676690784,0.004125961695231939
posterior_old_refit_avg,posterior_old_refit_avg,Q3,rank_logit,all,0.08,0.5970808988985905,0.5981979878745561,0.5981979878745561,-0.0015665956251718072,0.002114559682560792,0.033530121774979715,-0.00041596207776783967
posterior_refit_values,posterior_refit_values,Q3,rank_logit,inside_future,0.16,0.5976046126564868,0.5982221073362685,0.5982221073362685,-0.001542476163459483,0.002361213349566911,0.062024213060714484,-0.006179671661075803
posterior_refit_values,posterior_refit_values,Q2,rank_logit,all,0.16,0.5974459458360156,0.5982312271872537,0.5982312271872537,-0.001533356312474199,0.00441789258436794,0.06832849883188635,0.0005752260820707233
posterior_old_refit_avg,posterior_old_refit_avg,Q3,logit_blend,all,0.12,0.5970037194322672,0.5982328728494702,0.5982328728494702,-0.0015317106502577005,0.0018215274647603685,0.0503848996478784,0.0049778992973406044
posterior_old_refit_avg,posterior_old_refit_avg,S2,rank_logit,all,0.16,0.5973766340893357,0.5982390823153806,0.5982390823153806,-0.0015255011843473554,0.0036920324174863715,0.06722299302734891,0.0003733567994804732
posterior_refit_values,posterior_refit_values,S1,rank_logit,small_gap5,0.16,0.5978329798560951,0.5982896689615359,0.5982896689615359,-0.0014749145381920403,0.0024838105381220885,0.0682963218231254,-0.0010385992649619702
posterior_refit_values,posterior_refit_values,S4,rank_logit,all,0.16,0.5972285758686809,0.5982919879311764,0.5982919879311764,-0.0014725955685515046,0.004291451359307007,0.06827474434580444,-0.00033464403421701316
posterior_refit_values,posterior_refit_values,S1,logit_blend,all,0.16,0.5977173107930799,0.5982962085087815,0.5982962085087815,-0.0014683749909464305,0.0022557193230698133,0.05487623382598217,0.0032148050055396116
posterior_old_refit_avg,posterior_old_refit_avg,Q2,rank_logit,all,0.16,0.597295551190489,0.5982968540123162,0.5982968540123162,-0.0014677294874116953,0.004399994771819448,0.06817158306079651,0.0008225104447906473
posterior_old_refit_avg,posterior_old_refit_avg,S1,rank_logit,small_gap5,0.16,0.5977593935758757,0.5983239238688871,0.5983239238688871,-0.0014406596308408348,0.00244575830326736,0.06769849545315626,-0.0005220923366421326
posterior_refit_values,posterior_refit_values,Q3,logit_blend,inside_future,0.16,0.5975336691741294,0.5983397842176085,0.5983397842176085,-0.001424799282119471,0.0018384679277216507,0.07499262676156526,-0.0001060596291885263
posterior_old_refit_avg,posterior_old_refit_avg,Q3,rank_logit,inside_future,0.16,0.5974839066690183,0.598345834500983,0.598345834500983,-0.0014187489987449453,0.0022878058718988573,0.062024213060714484,-0.006736959638239504
posterior_old_refit_avg,posterior_old_refit_avg,S4,rank_logit,all,0.16,0.5970794339532279,0.5983464965083036,0.5983464965083036,-0.0014180869914243166,0.004314986735923072,0.06859037594486961,-0.0005125650801498516
posterior_refit_values,posterior_refit_values,Q3,rank_logit,small_gap5,0.12,0.5973900410164263,0.5983783275493415,0.5983783275493415,-0.0013862559503864391,0.0019319502634655658,0.04644125449745662,-0.0022801280615346586
posterior_refit_values,posterior_refit_values,Q3,logit_blend,small_gap5,0.12,0.597319222857019,0.5983814791155941,0.5983814791155941,-0.0013831043841338042,0.0016622306383533843,0.0834362456767983,0.0023200958315049425
cl/outputs/submission_cl_anchor_clue_v85_soft_direction_w006_prob.csv,submission_cl_anchor_clue_v85_soft_direction_w006_prob,Q3,rank_logit,small_gap5,0.16,0.5971130793566894,0.5984121504628425,0.5984121504628425,-0.0013524330368854809,0.002648905713694556,0.06391893616002592,-0.0015440550460350533
posterior_old_refit_avg,posterior_old_refit_avg,Q3,rank_logit,small_gap5,0.12,0.5972668658184531,0.5984299676320067,0.5984299676320067,-0.0013346158677212117,0.00196127946606532,0.04644125449745662,-0.0024499154219771446
posterior_refit_values,posterior_refit_values,S1,rank_logit,inside_future,0.16,0.5977895025402458,0.5984322483151652,0.5984322483151652,-0.0013323351845627718,0.002354404732522052,0.0682963218231254,0.0011069104026553145
posterior_old_refit_avg,posterior_old_refit_avg,S1,rank_logit,inside_future,0.16,0.5977297148206714,0.5984449118217439,0.5984449118217439,-0.00131967167798408,0.0023853234714300655,0.06769849545315626,0.0013355944123643049
posterior_refit_values,posterior_refit_values,S2,rank_logit,all,0.12,0.5975238426923029,0.5984834753759564,0.5984834753759564,-0.0012811081237715793,0.002765109021913938,0.0504084433169969,0.001253133227635761
posterior_old_values,posterior_old_values,Q3,rank_logit,small_gap5,0.16,0.5970018465695655,0.5985239332186418,0.5985239332186418,-0.0012406502810861086,0.0026592073153719835,0.06583891061199099,-0.0032321466437259527
posterior_refit_values,posterior_refit_values,Q2,rank_logit,all,0.12,0.5974614259974332,0.5985382117318943,0.5985382117318943,-0.0012263717678336894,0.003311515979373308,0.051329223134705226,0.00049979385421417
posterior_old_refit_avg,posterior_old_refit_avg,S2,rank_logit,all,0.12,0.597423222260524,0.59855788315109,0.59855788315109,-0.0012067003486379013,0.0027771275524875435,0.0504084433169969,0.0003625230629427101
posterior_old_values,posterior_old_values,Q3,rank_logit,all,0.08,0.5969713608005531,0.5985581592205428,0.5985581592205428,-0.0012064242791851587,0.0021146509114056914,0.03408395811080023,-0.0001641949222297434
posterior_refit_values,posterior_refit_values,Q3,rank_logit,inside_future,0.12,0.5976177821188137,0.5985687278496822,0.5985687278496822,-0.0011958556500457629,0.0017767239486355909,0.04644125449745662,-0.004606800436149361
posterior_old_values,posterior_old_values,Q3,logit_blend,all,0.16,0.5968998075301071,0.5985754519421681,0.5985754519421681,-0.0011891315575598416,0.0017606027458120645,0.06526090252962069,0.006057461066259151
posterior_refit_values,posterior_refit_values,S4,rank_logit,all,0.12,0.5973011777725447,0.5985865615404485,0.5985865615404485,-0.0011780219592794072,0.0032159177440801434,0.05116999169885933,-0.00019857733653139142
posterior_old_refit_avg,posterior_old_refit_avg,Q2,rank_logit,all,0.12,0.5973492351625095,0.5985880369999123,0.5985880369999123,-0.0011765464998156894,0.00329547144953795,0.051329223134705226,0.000693775208168601
posterior_refit_values,posterior_refit_values,S1,rank_logit,all,0.08,0.5977284613904241,0.5986015646781335,0.5986015646781335,-0.0011630188215944193,0.0018944877283010027,0.03421026082646589,0.00015756052544857457
cl/outputs/submission_cl_anchor_clue_v85_soft_direction_w006_prob.csv,submission_cl_anchor_clue_v85_soft_direction_w006_prob,Q3,rank_logit,all,0.08,0.5970987116031571,0.5986031809475976,0.5986031809475976,-0.001161402552130375,0.0021245623507242226,0.03436088884885713,-0.0005826031362886619
outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_l06.csv,submission_v84_shape_two_thirds_v83_plus_v18_l06,S4,rank_logit,all,0.16,0.5971874879693975,0.5986109552086052,0.5986109552086052,-0.0011536282911227547,0.004361532155406572,0.06581849820038033,0.0003283164152898532
posterior_refit_values,posterior_refit_values,S1,rank_logit,small_gap5,0.12,0.5977843347324964,0.5986146762826093,0.5986146762826093,-0.0011499072171186064,0.0018641286575073847,0.05128872243668009,-0.0007076770833597257
posterior_old_refit_avg,posterior_old_refit_avg,S1,rank_logit,all,0.08,0.5976735561976428,0.5986232705353858,0.5986232705353858,-0.0011413129643421671,0.0018864891889147982,0.03407050772352582,0.0004822927461597404
posterior_old_refit_avg,posterior_old_refit_avg,Q3,logit_blend,small_gap5,0.16,0.597272487828293,0.5986249434093871,0.5986249434093871,-0.0011396400903408432,0.0014160520288250484,0.06582247548322617,0.0026465573026749345
posterior_old_refit_avg,posterior_old_refit_avg,S4,rank_logit,all,0.12,0.5971885662847696,0.5986266879221086,0.5986266879221086,-0.0011378955776193411,0.003232460856919697,0.05134466562529705,-0.00033949122375931395
outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_p06.csv,submission_v84_shape_two_thirds_v83_plus_v18_p06,S4,rank_logit,all,0.16,0.5972100501385594,0.5986323698303084,0.5986323698303084,-0.0011322136694195128,0.004366255492380763,0.06419149404880087,0.0004887452031679951
posterior_refit_values,posterior_refit_values,S1,logit_blend,all,0.12,0.5977147172504864,0.5986367152582949,0.5986367152582949,-0.001127868241433072,0.0016953345562007792,0.04179429444395477,0.002465482391540763
posterior_old_refit_avg,posterior_old_refit_avg,S1,rank_logit,small_gap5,0.12,0.5977302322425078,0.5986414546832985,0.5986414546832985,-0.0011231288164293973,0.0018344878263978775,0.05095416958318866,-0.0003174365170107718
posterior_old_values,posterior_old_values,S4,rank_logit,all,0.16,0.5969871296783024,0.5986437274213359,0.5986437274213359,-0.001120856078392074,0.004347112410157023,0.0680361166849931,-0.0008052437064269835
posterior_refit_values,posterior_refit_values,Q1,rank_logit,all,0.16,0.597284202823637,0.5986533011249474,0.5986533011249474,-0.0011112823747805312,0.004462874069278064,0.06821661288247649,-0.0003709571198431405
posterior_refit_values,posterior_refit_values,S3,rank_logit,all,0.16,0.5974552094111011,0.598664003984249,0.598664003984249,-0.0011005795154789277,0.0035762082599744864,0.06440294583912037,0.00039565724420098647
posterior_old_refit_avg,posterior_old_refit_avg,Q3,rank_logit,inside_future,0.12,0.5975301128816398,0.5986643834766456,0.5986643834766456,-0.0011002000230823095,0.001719518202048641,0.04644125449745662,-0.005025962922126648
posterior_refit_values,posterior_refit_values,Q3,logit_blend,inside_future,0.12,0.5975738230990282,0.5986662341026697,0.5986662341026697,-0.001098349397058218,0.0013874539141524726,0.056776530918213663,-4.3016956589481126e-05
outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_l06.csv,submission_v84_shape_q010_s005_plus_v18_l06,S4,rank_logit,all,0.16,0.5973201982548288,0.5986730291562048,0.5986730291562048,-0.001091554343523149,0.00434543594587402,0.06816253260593946,0.0006242912882928886
outputs/v84_public_pivot/submission_v84_shape_half_v83_plus_v18_l06.csv,submission_v84_shape_half_v83_plus_v18_l06,S4,rank_logit,all,0.16,0.5973201982548288,0.5986730291562048,0.5986730291562048,-0.001091554343523149,0.00434543594587402,0.06816253260593946,0.0006242912882928886
outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_l04.csv,submission_v84_shape_two_thirds_v83_plus_v18_l04,S4,rank_logit,all,0.16,0.5973250270388736,0.5986765641141077,0.5986765641141077,-0.001088019385620198,0.0043451134571941535,0.06816253260593946,0.0006337464854413444
posterior_refit_values,posterior_refit_values,S2,logit_blend,all,0.16,0.5974968424105556,0.5986772569157575,0.5986772569157575,-0.0010873265839704827,0.0018795255307737456,0.06535469094028434,0.006491129938104079
posterior_old_refit_avg,posterior_old_refit_avg,Q1,rank_logit,all,0.16,0.5972101434053166,0.5986827155234555,0.5986827155234555,-0.0010818679762724104,0.004463358927005422,0.06877050980862054,-0.0002752120616471565
cl/outputs/submission_cl_anchor_clue_v85_soft_direction_w006_prob.csv,submission_cl_anchor_clue_v85_soft_direction_w006_prob,Q3,rank_logit,small_gap5,0.12,0.5972437596156318,0.5987058876662791,0.5987058876662791,-0.0010586958334488639,0.0019960190515514575,0.04810001134064612,-0.0011138828999623929
outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_p06.csv,submission_v84_shape_q010_s005_plus_v18_p06,S4,rank_logit,all,0.16,0.5973519164784982,0.5987106802532796,0.5987106802532796,-0.0010539032464483844,0.004334867781602566,0.06706959005060004,0.0007899292620976439
outputs/v84_public_pivot/submission_v84_shape_half_v83_plus_v18_p06.csv,submission_v84_shape_half_v83_plus_v18_p06,S4,rank_logit,all,0.16,0.5973519164784982,0.5987106802532796,0.5987106802532796,-0.0010539032464483844,0.004334867781602566,0.06706959005060004,0.0007899292620976439
outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_p04.csv,submission_v84_shape_two_thirds_v83_plus_v18_p04,S4,rank_logit,all,0.16,0.5973551005415375,0.5987131391076946,0.5987131391076946,-0.0010514443920333072,0.004334889127314975,0.06706959005060004,0.0007925539792896785
cl/outputs/submission_cl_anchor_clue_v85_soft_direction_w006_prob.csv,submission_cl_anchor_clue_v85_soft_direction_w006_prob,S4,rank_logit,all,0.16,0.5972881157026335,0.5987166293135007,0.5987166293135007,-0.0010479541862272734,0.004302108277443194,0.06882824788751157,-0.0007707431598793502
posterior_old_refit_avg,posterior_old_refit_avg,Q3,logit_blend,all,0.08,0.5972537947353239,0.5987236633081692,0.5987236633081692,-0.0010409201915587696,0.0012193387268673627,0.034257182824855015,0.0033534865905512357
posterior_refit_values,posterior_refit_values,S1,rank_logit,inside_future,0.12,0.5977552877360727,0.5987251717882947,0.5987251717882947,-0.0010394117114332913,0.0017681143780574721,0.05128872243668009,0.0008972867055251355
cl/outputs/submission_cl_anchor_clue_v85_soft_direction_w006_prob.csv,submission_cl_anchor_clue_v85_soft_direction_w006_prob,Q2,rank_logit,all,0.16,0.5973930451589886,0.5987284954991469,0.5987284954991469,-0.0010360880005810813,0.004421363666819272,0.06763332975550268,0.00026631273226340735
posterior_old_refit_avg,posterior_old_refit_avg,S3,rank_logit,all,0.16,0.597299150897488,0.5987334757582541,0.5987334757582541,-0.0010311077414738579,0.003646137956653204,0.06705791999131205,-0.0002700464438517569
posterior_old_refit_avg,posterior_old_refit_avg,S1,rank_logit,inside_future,0.12,0.5977097702679018,0.5987339927397385,0.5987339927397385,-0.0010305907599894581,0.0017900094916186375,0.05095416958318866,0.0010748291268007915
posterior_refit_values,posterior_refit_values,S2,rank_logit,small_gap5,0.16,0.5976298863349782,0.5987365690517683,0.5987365690517683,-0.0010280144479596354,0.0023263051967446964,0.06722299302734891,0.0018222263948617368
posterior_refit_values,posterior_refit_values,Q3,rank_logit,all,0.05,0.5974182359846927,0.598744861059201,0.598744861059201,-0.001019722440526949,0.0013136584194370364,0.019264574715585625,-0.00032396896770769956
outputs/v83_anchor_candidates/submission_C_v76_plus_v18_w100.csv,submission_C_v76_plus_v18_w100,S4,rank_logit,all,0.16,0.5974034202433753,0.5987466732366782,0.5987466732366782,-0.0010179102630497594,0.004331442761090646,0.06706959005060004,0.0008686624569292922
posterior_refit_values,posterior_refit_values,Q3,logit_blend,all,0.05,0.5973742210292896,0.5987472208123352,0.5987472208123352,-0.00101736268739272,0.0011533844011269922,0.03699847799722422,0.002615281426929461
posterior_refit_values,posterior_refit_values,S1,logit_blend,small_gap5,0.16,0.5977582177934714,0.5987502938159401,0.5987502938159401,-0.0010142896837878057,0.0014937364425863565,0.05487623382598217,0.0013421621460584232
cl/outputs/submission_cl_anchor_clue_v85_soft_direction_w006_prob.csv,submission_cl_anchor_clue_v85_soft_direction_w006_prob,Q3,rank_logit,inside_future,0.16,0.5974181081251945,0.5987613544891561,0.5987613544891561,-0.0010032290105718156,0.002186866542387082,0.06379387206568377,-0.0038709173246354034
posterior_old_refit_avg,posterior_old_refit_avg,Q3,rank_logit,all,0.05,0.5973328192873393,0.5987627369788664,0.5987627369788664,-0.001001846520861549,0.0013249298337521447,0.02092509040529228,-0.00023407817644183204
posterior_old_values,posterior_old_values,Q2,rank_logit,all,0.16,0.5971652278011539,0.5987746337685024,0.5987746337685024,-0.00098994973122557,0.004376593039950881,0.06817158306079651,0.001003109229044008
posterior_old_refit_avg,posterior_old_refit_avg,S2,rank_logit,small_gap5,0.16,0.597553424414673,0.5987798097130607,0.5987798097130607,-0.0009847737866672812,0.002335005052445247,0.06722299302734891,0.0014682640591012763
posterior_refit_values,posterior_refit_values,S4,rank_logit,small_gap5,0.16,0.5973981061460917,0.5987824153180206,0.5987824153180206,-0.0009821681817073769,0.0027997504538962376,0.0680361166849931,0.0009421224818857432
posterior_refit_values,posterior_refit_values,Q2,rank_logit,small_gap5,0.16,0.5975681777676926,0.598787874752033,0.598787874752033,-0.0009767087476949543,0.0028827166915401346,0.06739784513818187,7.828135235565803e-05
posterior_old_values,posterior_old_values,Q3,rank_logit,small_gap5,0.12,0.5971595251585154,0.5987889148663552,0.5987889148663552,-0.0009756686333727282,0.0019999773753394175,0.049287105949866294,-0.0023699384786132205
posterior_old_values,posterior_old_values,S1,rank_logit,all,0.16,0.597487388713316,0.59879175364228,0.59879175364228,-0.0009728298574479544,0.0037690756539650637,0.0682247917192087,0.0021444293124485148
posterior_refit_values,posterior_refit_values,Q3,rank_logit,small_gap5,0.08,0.5975016276507406,0.598810918300727,0.598810918300727,-0.0009536651990009748,0.0012945282431616727,0.030889645981875713,-0.0014922219500200784
posterior_refit_values,posterior_refit_values,Q3,logit_blend,small_gap5,0.08,0.5974555672894705,0.5988141710898971,0.5988141710898971,-0.0009504124098308475,0.0011185336016276133,0.057684769676690784,0.0015932671642727714
posterior_old_refit_avg,posterior_old_refit_avg,S4,rank_logit,small_gap5,0.16,0.5972869194933254,0.5988185794744513,0.5988185794744513,-0.0009460040252766699,0.002855440868668757,0.06859037594486961,0.0009760312006682481
posterior_old_values,posterior_old_values,Q1,rank_logit,all,0.16,0.5971699349102442,0.5988195128416612,0.5988195128416612,-0.0009450706580667045,0.004476942509171968,0.06876507331624881,-0.00017105625378266431
outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_l04.csv,submission_v84_shape_q010_s005_plus_v18_l04,S4,rank_logit,all,0.16,0.5975033403961021,0.5988206913615959,0.5988206913615959,-0.0009438921381320631,0.004324979191257983,0.06761613314086773,0.0009255547367128525
outputs/v84_public_pivot/submission_v84_shape_half_v83_plus_v18_l04.csv,submission_v84_shape_half_v83_plus_v18_l04,S4,rank_logit,all,0.16,0.5975033403961021,0.5988206913615959,0.5988206913615959,-0.0009438921381320631,0.004324979191257983,0.06761613314086773,0.0009255547367128525
outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_l06.csv,submission_v84_shape_two_thirds_v83_plus_v18_l06,S4,rank_logit,all,0.12,0.5972686442091526,0.5988240693595905,0.5988240693595905,-0.0009405141401374051,0.003257117185051271,0.04902085937694828,0.00026447243070193416
posterior_old_refit_avg,posterior_old_refit_avg,Q2,rank_logit,small_gap5,0.16,0.5974687424223262,0.5988287785170848,0.5988287785170848,-0.0009358049826431181,0.002862994119443811,0.06739784513818187,0.0005083799419807189
posterior_refit_values,posterior_refit_values,S2,rank_logit,inside_future,0.16,0.5977550412678682,0.5988352804929497,0.5988352804929497,-0.0009293030067782926,0.002176505716524627,0.06465244584446295,0.003375810132439261
outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_p06.csv,submission_v84_shape_two_thirds_v83_plus_v18_p06,S4,rank_logit,all,0.12,0.5972855722075424,0.5988401366973864,0.5988401366973864,-0.0009244468023414942,0.003259735658785537,0.04781411545829545,0.00038385273069763137
cl/outputs/submission_goal_breakthrough_combo_twofactor_bcg_lag_g030_prob.csv,submission_goal_breakthrough_combo_twofactor_bcg_lag_g030_prob,Q3,rank_logit,all,0.16,0.5977588509091419,0.5988407542282322,0.5988407542282322,-0.0009238292714957019,0.004159180796956508,0.06348907955367905,-0.0014260370714410664
posterior_old_refit_avg,posterior_old_refit_avg,Q3,rank_logit,small_gap5,0.08,0.5974194202740358,0.598845254444448,0.598845254444448,-0.000919329055279916,0.0013131672376339551,0.030918798637863898,-0.0016050332341457363
posterior_old_values,posterior_old_values,S4,rank_logit,all,0.12,0.5971180777124292,0.5988483507407366,0.5988483507407366,-0.000916232758991331,0.003256784662859567,0.05092941672069784,-0.0005784044507668451
posterior_refit_values,posterior_refit_values,Q1,rank_logit,all,0.12,0.5973393752615991,0.598854023708614,0.598854023708614,-0.0009105597911139851,0.0033430829154450998,0.051106566774584694,-0.0002806277144806746
outputs/v84_public_pivot/submission_v84_shape_q010_s005_plus_v18_p04.csv,submission_v84_shape_q010_s005_plus_v18_p04,S4,rank_logit,all,0.16,0.597527989513331,0.5988549087205218,0.5988549087205218,-0.0009096747792061155,0.0043185584524378885,0.06706959005060004,0.0010377649258171973
outputs/v84_public_pivot/submission_v84_shape_half_v83_plus_v18_p04.csv,submission_v84_shape_half_v83_plus_v18_p04,S4,rank_logit,all,0.16,0.597527989513331,0.5988549087205218,0.5988549087205218,-0.0009096747792061155,0.0043185584524378885,0.06706959005060004,0.0010377649258171973
posterior_old_values,posterior_old_values,Q3,logit_blend,all,0.12,0.597111279240286,0.598855837270364,0.598855837270364,-0.0009087462293639881,0.001324080534409592,0.04934537513615711,0.004572293096899549
posterior_refit_values,posterior_refit_values,S1,logit_blend,inside_future,0.16,0.5977406433259114,0.598856602805817,0.598856602805817,-0.0009079806939109591,0.0014116213937485102,0.05487623382598217,0.0026037835146029975
outputs/public_lb_pseudolabel_calibration/submission_10_v76_posterior_blend_w15.csv,submission_10_v76_posterior_blend_w15,S4,rank_logit,all,0.16,0.5975844666938251,0.5988622075163307,0.5988622075163307,-0.0009023759833972633,0.004301993553521772,0.06706959005060004,0.0008976338235067161
outputs/v84_public_pivot/submission_v84_shape_two_thirds_v83_plus_v18_l06.csv,submission_v84_shape_two_thirds_v83_plus_v18_l06,S3,rank_logit,all,0.16,0.5973941278841471,0.5988624977653028,0.5988624977653028,-0.0009020857344251842,0.0036553621978078405,0.06875893849580361,0.0031380323136456223
outputs/v84_public_pivot/submission_v84_shape_q0075_s010_plus_v18_p04.csv,submission_v84_shape_q0075_s010_plus_v18_p04,S4,rank_logit,all,0.16,0.597050932533565,0.5988630904466209,0.5988630904466209,-0.0009014930531070497,0.004376822418666415,0.06836074642522816,-0.0007200596603657017
outputs/v84_public_pivot/submission_v84_shape_q005_s010_plus_v18_p04.csv,submission_v84_shape_q005_s010_plus_v18_p04,S4,rank_logit,all,0.16,0.597050932533565,0.5988630904466209,0.5988630904466209,-0.0009014930531070497,0.004376822418666415,0.06836074642522816,-0.0007200596603657017
outputs/v84_public_pivot/submission_v84_shape_q0075_s010_plus_v18_p02.csv,submission_v84_shape_q0075_s010_plus_v18_p02,S4,rank_logit,all,0.16,0.5970510330583791,0.5988631466871512,0.5988631466871512,-0.0009014368125767058,0.004376739336507218,0.06836074642522816,-0.0007187875260684651
outputs/v84_public_pivot/submission_v84_shape_q005_s010_plus_v18_p02.csv,submission_v84_shape_q005_s010_plus_v18_p02,S4,rank_logit,all,0.16,0.5970510330583791,0.5988631466871512,0.5988631466871512,-0.0009014368125767058,0.004376739336507218,0.06836074642522816,-0.0007187875260684651
outputs/v84_public_pivot/submission_v84_shape_q0075_s010_plus_v18_p06.csv,submission_v84_shape_q0075_s010_plus_v18_p06,S4,rank_logit,all,0.16,0.5970509955841469,0.5988632627477516,0.5988632627477516,-0.0009013207519763533,0.004376678720886782,0.06836074642522816,-0.0007200092279100456
outputs/v84_public_pivot/submission_v84_shape_q005_s010_plus_v18_p06.csv,submission_v84_shape_q005_s010_plus_v18_p06,S4,rank_logit,all,0.16,0.5970509955841469,0.5988632627477516,0.5988632627477516,-0.0009013207519763533,0.004376678720886782,0.06836074642522816,-0.0007200092279100456
cl/outputs/submission_goal_breakthrough_axis2_twofactor_qs_g050_prob.csv,submission_goal_breakthrough_axis2_twofactor_qs_g050_prob,Q3,rank_logit,all,0.16,0.5977788590517895,0.5988661057030172,0.5988661057030172,-0.000898477796710706,0.004208905534155708,0.0688959483827189,-0.0012814105403191611
