k,loss,mean_logloss,bic
0,2092.0151826088586,0.6641318040028122,4240.416469340455
1,1185.9445062746956,0.37649031945228434,9734.303179432578
2,1312.6431111991433,0.41671209879337884,13668.907472723065
3,1553.1937902532486,0.49307739373119003,17831.21591427287
