target,base_mean,cand_mean,delta,delta_std,wins,max_worse,pass
Q1,0.6337353494261964,0.6337353494261964,0.0,0.0,0,0.0,False
Q2,0.6341280809974223,0.6341280809974223,0.0,0.0,0,0.0,False
Q3,0.6472337386875586,0.6472337386875586,0.0,0.0,0,0.0,False
S1,0.5396501122024137,0.5396501122024137,0.0,0.0,0,0.0,False
S2,0.5695504417684857,0.5695504417684857,0.0,0.0,0,0.0,False
S3,0.5782717186402747,0.5782717186402747,0.0,0.0,0,0.0,False
S4,0.6089301515987168,0.6086165714844601,-0.0003135801142565657,0.0010747901852112408,2,0.0011897793757419395,True
