target,modality,offset_day,hour,auc_absdir,mean_pos,mean_neg,diff_pos_minus_neg,n
Q1,ac,-1,0,0.5317778191753603,57.38251366120219,56.73863636363637,0.6438772975658225,359
Q2,ac,-1,0,0.5069285532672261,56.772946859903385,57.4671052631579,-0.6941584032545123,359
Q3,ac,-1,0,0.5052158273381295,57.554545454545455,56.29496402877698,1.2595814257684737,359
S1,ac,-1,0,0.5098093754635811,57.11904761904762,56.94392523364486,0.1751223854027586,359
S2,ac,-1,0,0.51025253615368,57.04471544715447,57.11504424778761,-0.07032880063313485,359
S3,ac,-1,0,0.5159657875980043,57.372950819672134,56.417391304347824,0.9555595153243104,359
S4,ac,-1,0,0.5065630561912027,57.23671497584541,56.83552631578947,0.40118866005593645,359
Q1,ac,-1,1,0.5311291213851539,57.87431693989071,57.162921348314605,0.7113955915761068,361
Q2,ac,-1,1,0.5163214555527575,57.516746411483254,57.5328947368421,-0.01614832535884858,361
Q3,ac,-1,1,0.5041370394311571,58.06334841628959,56.67142857142857,1.3919198448610217,361
S1,ac,-1,1,0.5235546818115625,57.742063492063494,57.018348623853214,0.7237148682102799,361
S2,ac,-1,1,0.5566268911144258,58.072874493927124,56.333333333333336,1.739541160593788,361
S3,ac,-1,1,0.5174349049964813,57.714285714285715,57.12068965517241,0.5935960591133025,361
S4,ac,-1,1,0.5540629713423831,58.43269230769231,56.287581699346404,2.1451106083459024,361
Q1,ac,-1,2,0.5084880312652663,57.64673913043478,56.69662921348315,0.9501099169516323,362
Q2,ac,-1,2,0.5034774436090226,57.476190476190474,56.76973684210526,0.7064536340852143,362
Q3,ac,-1,2,0.5142325342575655,58.00452488687783,55.88652482269504,2.1180000641827945,362
S1,ac,-1,2,0.5151394277840228,57.648221343873516,56.091743119266056,1.55647822460746,362
S2,ac,-1,2,0.5099391624221844,57.685483870967744,56.078947368421055,1.606536502546689,362
S3,ac,-1,2,0.5077971684889263,57.2520325203252,57.025862068965516,0.2261704513596854,362
S4,ac,-1,2,0.5006567220189511,57.49282296650718,56.751633986928105,0.7411889795790714,362
Q1,ac,-1,3,0.5161354704003929,57.22826086956522,57.11864406779661,0.10961680176860966,361
Q2,ac,-1,3,0.5209239987385683,57.56666666666667,56.629139072847686,0.9375275938189844,361
Q3,ac,-1,3,0.5292392005157962,58.122727272727275,55.695035460992905,2.4276918117343698,361
S1,ac,-1,3,0.5075391597130727,57.39920948616601,56.648148148148145,0.7510613380178626,361
S2,ac,-1,3,0.5041551246537397,57.477732793522264,56.51754385964912,0.9601889338731411,361
S3,ac,-1,3,0.521710063335679,57.13469387755102,57.258620689655174,-0.1239268121041519,361
S4,ac,-1,3,0.5022153092006033,57.52884615384615,56.69281045751634,0.8360356963298159,361
Q1,ac,-1,4,0.5045188080117244,57.19565217391305,56.60112359550562,0.5945285784074272,362
Q2,ac,-1,4,0.5094454887218045,56.98571428571429,56.78947368421053,0.1962406015037601,362
Q3,ac,-1,4,0.5374987965726388,57.81447963800905,55.47517730496454,2.3393023330445075,362
S1,ac,-1,4,0.5396344780070348,57.280632411067195,56.027522935779814,1.2531094752873813,362
S2,ac,-1,4,0.5317628749292587,57.21774193548387,56.219298245614034,0.9984436898698377,362
S3,ac,-1,4,0.5326604990187832,57.41869918699187,55.810344827586206,1.6083543594056664,362
S4,ac,-1,4,0.506145041748757,56.92344497607655,56.87581699346405,0.04762798261250367,362
Q1,ac,-1,5,0.5030704986489805,56.79891304347826,56.84180790960452,-0.04289486612626092,361
Q2,ac,-1,5,0.5080899017879628,56.61244019138756,57.10526315789474,-0.49282296650717683,361
Q3,ac,-1,5,0.5082417582417582,57.497737556561084,55.75,1.7477375565610842,361
S1,ac,-1,5,0.5129605358963156,56.861111111111114,56.72477064220183,0.13634046890928175,361
S2,ac,-1,5,0.5056822217487038,56.878542510121456,56.69298245614035,0.18556005398110642,361
S3,ac,-1,5,0.5216861081654296,56.71951219512195,57.03478260869565,-0.31527041357369967,361
S4,ac,-1,5,0.5342351684263449,57.52884615384615,55.8562091503268,1.6726370035193554,361
Q1,ac,-1,6,0.5209100957995578,56.32608695652174,56.847457627118644,-0.5213706705969017,361
Q2,ac,-1,6,0.5042652984134978,56.49760765550239,56.69736842105263,-0.1997607655502378,361
Q3,ac,-1,6,0.5192954104718811,57.23076923076923,55.55714285714286,1.6736263736263766,361
S1,ac,-1,6,0.5115589049075288,56.41269841269841,56.972477064220186,-0.5597786515217749,361
S2,ac,-1,6,0.5209887065842745,56.554655870445345,56.64035087719298,-0.08569500674763475,361
S3,ac,-1,6,0.5022446094026157,56.82113821138211,56.06956521739131,0.7515729939908056,361
S4,ac,-1,6,0.524729763700352,57.48076923076923,55.35947712418301,2.1212921065862247,361
Q1,ac,-1,7,0.5039251207729468,56.41847826086956,55.78888888888889,0.6295893719806713,364
Q2,ac,-1,7,0.5150123685837972,55.89523809523809,56.396103896103895,-0.5008658008658031,364
Q3,ac,-1,7,0.5335934526075371,56.788288288288285,55.04225352112676,1.7460347671615253,364
S1,ac,-1,7,0.5133142448103077,56.11417322834646,56.09090909090909,0.023264137437365662,364
S2,ac,-1,7,0.504327725250278,56.36290322580645,55.560344827586206,0.802558398220242,364
S3,ac,-1,7,0.5092390740164019,56.29554655870445,55.70940170940171,0.586144849302741,364
S4,ac,-1,7,0.5284920512424757,57.143540669856456,54.70967741935484,2.4338632505016164,364
Q1,ac,-1,8,0.5043172417957311,56.54644808743169,56.1767955801105,0.3696525073211916,364
Q2,ac,-1,8,0.513952770489273,56.42583732057416,56.27741935483871,0.1484179657354474,364
Q3,ac,-1,8,0.5261525804512229,57.09954751131222,55.22377622377623,1.87577128753599,364
S1,ac,-1,8,0.5094719225154007,56.533596837944664,55.972972972972975,0.5606238649716886,364
S2,ac,-1,8,0.52228170189099,56.516129032258064,56.03448275862069,0.48164627363737367,364
S3,ac,-1,8,0.5141931927793855,56.7520325203252,55.55084745762712,1.2011850626980802,364
S4,ac,-1,8,0.5133045223028245,57.21052631578947,55.21935483870968,1.9911714770797957,364
Q1,ac,-1,9,0.5013810513810513,56.648648648648646,56.895604395604394,-0.24695574695574862,367
