model,splitter,subset,k,C,mean_logloss,logloss_Q1,logloss_Q2,logloss_Q3,logloss_S1,logloss_S2,logloss_S3,logloss_S4
split_diagnostic_logistic,subject_group_holdout,noflat,20,0.001,0.6734826605934776,0.6997220584994088,0.7075801823901595,0.7015234595889704,0.6540964896214309,0.6322589840999462,0.6569344668544529,0.6622629830999747
split_diagnostic_logistic,subject_group_holdout,noflat,50,0.001,0.6750993271991191,0.7164527024604288,0.7178089171510992,0.6978016955840268,0.6112433600062861,0.6506810642571396,0.6644212727624955,0.6672862781723584
split_diagnostic_logistic,subject_group_holdout,semantic,200,0.001,0.6759342814659729,0.6931471805599628,0.6926769147694903,0.6925140069407628,0.6944475078413538,0.6486147647816242,0.6333164558212522,0.6768231395473645
split_diagnostic_logistic,subject_group_holdout,semantic,100,0.001,0.6768734750276005,0.6931471805599452,0.6942627987951806,0.7009590423307784,0.6931320033110101,0.6501453023031554,0.6324809509039981,0.6739870469891349
split_diagnostic_logistic,subject_group_holdout,semantic,100,0.003,0.6782701004108022,0.6931471805599452,0.6965511721188007,0.7066032955614003,0.6931320033110101,0.6501627090514479,0.6317061954589489,0.6765881468140621
split_diagnostic_logistic,subject_group_holdout,semantic,100,0.01,0.6800471454957696,0.6931471805599452,0.7003838948457453,0.7124294593532801,0.6931320033110101,0.6502585693336893,0.6313810393498256,0.6795978717168916
split_diagnostic_logistic,subject_group_holdout,semantic,100,0.03,0.68187074671368,0.6931471805599452,0.7046793125135478,0.719001507718746,0.6931320033110101,0.6498945315855781,0.6316288371496755,0.6816118541572573
split_diagnostic_logistic,subject_group_holdout,noflat,20,0.003,0.682184057659037,0.7025618024890038,0.7129405994694011,0.7122725493293354,0.644436001568087,0.6375887033650334,0.6878986681031718,0.6775900792892269
split_diagnostic_logistic,subject_group_holdout,semantic,100,0.1,0.6839099690202077,0.6931471805599452,0.7092984267635248,0.7277560118059591,0.6931320033110101,0.6489930815211271,0.6322387843599561,0.682804294819932
split_diagnostic_logistic,subject_group_holdout,noflat,50,0.003,0.6891357686485012,0.7433885195813638,0.7308724680913478,0.7085806560127503,0.6082569974909124,0.6559250552153745,0.6893991539297117,0.6875275302180477
split_diagnostic_logistic,subject_group_holdout,noflat,20,0.01,0.6928895405734901,0.7107580352806097,0.7150104556309391,0.7307165914408369,0.6346218310932411,0.6432869987321412,0.7140414092677365,0.7017914625689257
split_diagnostic_logistic,random_kfold,noflat,200,0.1,0.6977355814685542,0.7154966107034275,0.7310373168316178,0.7786643697702379,0.6723824268247127,0.65733597508782,0.6078787230856968,0.7213536479763659
split_diagnostic_logistic,subject_group_holdout,noflat,100,0.001,0.701323378790778,0.7191522318225083,0.742564086045931,0.7026422888264866,0.6311946472371213,0.75034083742853,0.6899853895098336,0.6733841706650349
split_diagnostic_logistic,subject_group_holdout,noflat,20,0.03,0.7030307586650902,0.714283044090735,0.7194667105287559,0.7473746567276904,0.6362162089452178,0.6525809034572396,0.7259929455658121,0.7253008413401809
split_diagnostic_logistic,subject_group_holdout,noflat,50,0.01,0.7044980936125839,0.7677451747458091,0.7466739628983445,0.7357382231860982,0.6146030462486094,0.6483197530047378,0.7066100952469043,0.7117963999575851
split_diagnostic_logistic,subject_group_holdout,semantic,200,0.003,0.7086624069589692,0.6931471805599628,0.6930645296375355,0.6925140069407629,0.6944475078413544,0.6483487234810386,0.6341001682787073,0.9050147319734231
split_diagnostic_logistic,subject_group_holdout,semantic,200,0.01,0.709841952475833,0.6931471805599628,0.6934773133497822,0.6925140069407629,0.6944475078413543,0.6486600726330176,0.637075591093773,0.9095719949121792
split_diagnostic_logistic,subject_group_holdout,semantic,200,0.03,0.711442988223997,0.6931471805599628,0.6938727832542307,0.6925140069407629,0.6944475078413541,0.6495197156015746,0.6421372770059326,0.9144624463641617
split_diagnostic_logistic,subject_group_holdout,noflat,20,0.1,0.7116361992089164,0.7124781612897303,0.7288543660538404,0.7607746289619339,0.6479971991205835,0.6590824883986397,0.7253749230110689,0.7468916276266183
split_diagnostic_logistic,subject_group_holdout,noflat,50,0.03,0.7190454436843395,0.7866252524341519,0.7639759451701098,0.7717675089597631,0.6314019530156612,0.6384424250499595,0.7087864210218124,0.7323186001389187
split_diagnostic_logistic,subject_group_holdout,noflat,100,0.003,0.7217416298321936,0.7458938888641603,0.7575922510297002,0.7276093125103879,0.6359038217848585,0.7454222814983014,0.7444680853606908,0.695301767777256
split_diagnostic_logistic,subject_group_holdout,noflat,200,0.001,0.7247258877331356,0.7230950701363537,0.7378944625427513,0.7422828915053228,0.689407246033668,0.7693251336867426,0.7422797758994122,0.6687966343276992
split_diagnostic_logistic,subject_group_holdout,semantic,20,0.001,0.7272308672088685,0.686899731559137,0.6955961061989737,0.6921440917203832,0.7825385991149041,0.6855510430853375,0.8583434238730655,0.6895430749102783
split_diagnostic_logistic,subject_group_holdout,semantic,20,0.003,0.7276387702203243,0.685607328896427,0.6960407290964647,0.6962461832443777,0.7833612903691642,0.697103984374408,0.8448184801742938,0.690293395387134
split_diagnostic_logistic,subject_group_holdout,noflat,50,0.1,0.7330107426220286,0.8006465006773219,0.7862197996019099,0.8072690861563514,0.65585379298753,0.6330071365469008,0.6941915626422938,0.753887319741892
split_diagnostic_logistic,subject_group_holdout,noflat,100,0.01,0.736729744427487,0.784377994498582,0.773531317398154,0.7754661619696027,0.6553301765734285,0.6639115437309446,0.7845497176501259,0.7199412991715715
split_diagnostic_logistic,subject_group_holdout,semantic,20,0.01,0.7372304638111367,0.684930612045965,0.6962473571169038,0.7020074019912697,0.8262477998509252,0.7275335370906306,0.8322567214343444,0.6913898171479179
split_diagnostic_logistic,subject_group_holdout,noflat,200,0.003,0.7428919921470328,0.7461477019798983,0.7605430425952774,0.77161103019732,0.700313712802908,0.7613034162707633,0.7702150418863042,0.6901099992967579
split_diagnostic_logistic,subject_group_holdout,semantic,200,0.1,0.7436076435867499,0.6931471805599628,0.9057184189495088,0.6925140069407629,0.6944475078413541,0.6503504486582081,0.6496844845763222,0.9193914575811313
split_diagnostic_logistic,subject_group_holdout,semantic,20,0.03,0.7465968691576214,0.6850867750531503,0.7008821315782172,0.7020914413200832,0.8357150128493755,0.7594848238434019,0.8485922718343287,0.6943256276247919
split_diagnostic_logistic,subject_group_holdout,semantic,50,0.001,0.7517011521066912,0.6678843109160942,0.6971804295921384,0.7727068274198118,0.6967005690568991,0.7385110859318585,0.7935162613016158,0.8954085805284207
split_diagnostic_logistic,subject_group_holdout,semantic,50,0.003,0.7531757285785201,0.6662240483109488,0.7012208268428914,0.7708017652420845,0.6936398941849453,0.7559668788057586,0.7891866092416436,0.8951900774213675
split_diagnostic_logistic,subject_group_holdout,semantic,50,0.01,0.7548318386517381,0.6641283944651901,0.706180141857417,0.7728315676463413,0.6866870081471277,0.7711881458772973,0.7883501621440054,0.8944574504247873
split_diagnostic_logistic,subject_group_holdout,semantic,20,0.1,0.7597638368306752,0.6856396220555185,0.7134746218822732,0.7012218134270262,0.8493464808609099,0.7827473599662202,0.8855140964721453,0.7004028631506329
split_diagnostic_logistic,subject_group_holdout,noflat,100,0.03,0.7623081692029776,0.8245592216161237,0.7929666713976047,0.8293338303487277,0.6822741884043457,0.6826274564513277,0.7794255440540023,0.7449702721487119
split_diagnostic_logistic,subject_group_holdout,noflat,200,0.01,0.7648769109868925,0.7897746121207424,0.7910505030228407,0.8142421268856292,0.731468861103694,0.7152836563271211,0.7921396343704037,0.720178983077816
split_diagnostic_logistic,subject_group_holdout,semantic,50,0.03,0.7681381273468194,0.6629558002494811,0.7104346773508643,0.780926528793658,0.6809032632427321,0.8532586390864209,0.7947590035858016,0.8937289791187775
split_diagnostic_logistic,subject_group_holdout,semantic,50,0.1,0.7700231947441408,0.6626333247699938,0.7154977080816476,0.7912659335143862,0.6773257904105223,0.844919515002351,0.8052029071709729,0.8933171842591119
split_diagnostic_logistic,subject_group_holdout,noflat,100,0.1,0.787868800047857,0.872159905999626,0.8247671158431095,0.8772710517014441,0.7112270047057476,0.7017948172506762,0.7402178129773704,0.7876438918570249
split_diagnostic_logistic,subject_group_holdout,noflat,200,0.03,0.8057334086468819,0.8551599620061655,0.8248271357334673,0.8531419416996512,0.77516671682491,0.7675828412706126,0.805651614862086,0.7586036481312803
split_diagnostic_logistic,subject_group_holdout,noflat,200,0.1,0.8541436027906603,0.9532275969917473,0.8703394956592003,0.8803565734809048,0.8202961012501497,0.8109835396890241,0.8124260000090853,0.8313759124545099
