model,fold_id,mean_logloss,logloss_Q1,logloss_Q2,logloss_Q3,logloss_S1,logloss_S2,logloss_S3,logloss_S4
base_v4_replicate,chrono_last_20,0.5901522016975517,0.6129752871032171,0.6233742706141666,0.6470283360386839,0.522202929170233,0.5629569974221492,0.5936649302481091,0.5688626612863028
base_v4_replicate,chrono_last_25,0.5983883091097163,0.6473999950166149,0.6330229917461263,0.6404634265417825,0.5277147151872911,0.5654303625714235,0.5706214651543202,0.6040652075504551
base_v4_replicate,chrono_last_30,0.6163878863303326,0.6408307661587569,0.6459869806319742,0.6542094534822095,0.5690326922497169,0.5802639653118844,0.5705287605183947,0.6538625859593923
psw_all_only_k5_C0.001,chrono_last_20,0.6848009250701069,0.6722315350731285,0.6869900945054317,0.6875763090471136,0.697547070155981,0.6825118969079489,0.6841780879433584,0.6825714818577863
psw_all_only_k5_C0.001,chrono_last_25,0.683305483189737,0.6677220209885647,0.6824289663892146,0.6922832329600257,0.695456045150346,0.681910199989669,0.6797967941259898,0.6835411227243495
psw_all_only_k5_C0.001,chrono_last_30,0.6845133765313981,0.6614925246025259,0.6858880083617287,0.6956178129296102,0.69811689187504,0.6842856853880347,0.6790392998182526,0.6871534127445944
psw_all_only_k5_C0.003,chrono_last_20,0.6786220708950692,0.666364248027157,0.6797224330372624,0.6799819034564243,0.6945089947612817,0.6743160276331898,0.6766445341056262,0.6788163552445432
psw_all_only_k5_C0.003,chrono_last_25,0.6749292811546843,0.657761456852551,0.6728190151293121,0.685778788519684,0.6905574905766637,0.6713133799344521,0.666504389076734,0.6797704479933936
psw_all_only_k5_C0.003,chrono_last_30,0.6753477828435598,0.647780006737703,0.6775588138331597,0.6879390686330602,0.6860442889452146,0.6753078590619438,0.6651155971866451,0.6876888455071912
psw_all_only_k5_C0.01,chrono_last_20,0.6671769205061506,0.6604099759313345,0.6704604082281924,0.6689040960600952,0.6639239935028503,0.661744616783012,0.6705955194347003,0.67419983360287
psw_all_only_k5_C0.01,chrono_last_25,0.6593599196177349,0.6484111323600341,0.6579119007564949,0.6705393702613637,0.661886970894941,0.6531899501873991,0.6503660689446965,0.6732140439192145
psw_all_only_k5_C0.01,chrono_last_30,0.6608506806633014,0.6347224982518269,0.6672530324543693,0.6697691678750983,0.6567243491708121,0.6617640953474996,0.6490383189669086,0.6866833025765956
psw_all_only_k5_C0.03,chrono_last_20,0.6607412314108653,0.655686395603948,0.6653466840146142,0.6642823905775589,0.6409651932386579,0.6544727700568983,0.6742779958061089,0.6701571905782705
psw_all_only_k5_C0.03,chrono_last_25,0.6477558455712443,0.6403586477954477,0.6447915988275904,0.6590157282697255,0.6403190565584513,0.6395958036335719,0.6437493930254182,0.6664606908885056
psw_all_only_k5_C0.03,chrono_last_30,0.6512486371654924,0.6243450263164658,0.6613130668809345,0.6527523508100146,0.6350267526950633,0.6559994020770692,0.6452380691673153,0.6840657922115838
psw_all_only_k5_C0.1,chrono_last_20,0.661114981234539,0.6542450730047935,0.6636172901304843,0.6686594116833767,0.6350549771428061,0.6536066058232094,0.6844895502326489,0.6681319606244541
psw_all_only_k5_C0.1,chrono_last_25,0.6436648868313701,0.634827361430408,0.6367802228146516,0.6575453647614022,0.6334891212221136,0.6336991614355337,0.645904497654853,0.6634084785006288
psw_all_only_k5_C0.1,chrono_last_30,0.6492875816076749,0.6177766950908637,0.6580670282734473,0.6431205179974304,0.6309391747247698,0.6590622575814088,0.6536177214422413,0.682429676143562
psw_all_only_k5_C0.3,chrono_last_20,0.6647634927624898,0.6550213938504121,0.6637758305464544,0.6764190308221202,0.6434660182665058,0.6554446568855408,0.6909872785623158,0.6682302404040794
psw_all_only_k5_C0.3,chrono_last_25,0.6451357422414628,0.6332427776596093,0.6340899094470576,0.662124350918996,0.6407061273759153,0.6329904556949759,0.6489164632254977,0.6638801113681874
psw_all_only_k5_C0.3,chrono_last_30,0.6514931434389598,0.6161516641588494,0.6555623634955813,0.6416908275874331,0.6387682973480722,0.6640216060550829,0.6613981458731701,0.6828590995545298
psw_all_only_k10_C0.001,chrono_last_20,0.6849829704717033,0.6591226137310144,0.6826253475734723,0.6963918424553481,0.7041854299326874,0.6815675405832318,0.6903641943446434,0.6806238246815256
psw_all_only_k10_C0.001,chrono_last_25,0.6849255258699994,0.6693678831412,0.6811317492961052,0.6966102352146605,0.7023714311240928,0.6789764148491401,0.6850439696062235,0.6809769978585741
psw_all_only_k10_C0.001,chrono_last_30,0.6824992308728869,0.6553089397622445,0.6845178165756575,0.6957290442997857,0.6925924728669514,0.6803357395928465,0.6805077205733205,0.688502882439402
psw_all_only_k10_C0.003,chrono_last_20,0.6769714005129612,0.6514360009848287,0.6721809275703476,0.6948966439265822,0.6896807537063234,0.6723527462386805,0.6835907768945115,0.6746619542694549
psw_all_only_k10_C0.003,chrono_last_25,0.6755871380998412,0.6628428423806615,0.6720181359564729,0.6925554253528347,0.6891824383286518,0.6646398376598097,0.6731093204327186,0.6747619665877388
psw_all_only_k10_C0.003,chrono_last_30,0.6718169268872568,0.6347720717695499,0.6800949941196255,0.6870690861656124,0.6794693302499263,0.6663785274148125,0.6648544275668394,0.6900800509244318
psw_all_only_k10_C0.01,chrono_last_20,0.6656251870565842,0.6473609266851119,0.6603643249484827,0.6898225665461822,0.6532921765699513,0.6598905498731955,0.68077441513085,0.6678713496423161
psw_all_only_k10_C0.01,chrono_last_25,0.6612454067095678,0.6580450479682376,0.6633313271046514,0.6846808057160322,0.6527268120602362,0.642098228858877,0.6604499409848004,0.6673856842741402
psw_all_only_k10_C0.01,chrono_last_30,0.6549641368834368,0.6177260564456197,0.6738451918755727,0.667141534805579,0.6442335446862556,0.6442391123021207,0.6473944018647885,0.6901691162041224
psw_all_only_k10_C0.03,chrono_last_20,0.6609863139784212,0.6482284174012298,0.6525918776410905,0.6904435178783229,0.6245367826152253,0.6559270293433583,0.6919457069685254,0.6632308660011957
psw_all_only_k10_C0.03,chrono_last_25,0.6530735799227523,0.6541556397074781,0.6604862677598685,0.682103792627459,0.623178718404387,0.6282997734644719,0.6603170079338148,0.662973859561787
psw_all_only_k10_C0.03,chrono_last_30,0.6439038495842986,0.6116646273415878,0.670129912451624,0.6486247424069049,0.6160508259660469,0.6297247823693888,0.6436080412885472,0.6875240152659903
psw_all_only_k10_C0.1,chrono_last_20,0.6639718065383592,0.6532347930780626,0.6457623511540392,0.7003212161125788,0.6151056318090136,0.6588411491817707,0.713253515410281,0.6612839890227694
psw_all_only_k10_C0.1,chrono_last_25,0.6528074559301013,0.6524911911593628,0.6593182254275278,0.6843822752181102,0.6138964415256136,0.6251089893437415,0.6724720756798362,0.6619829931565168
psw_all_only_k10_C0.1,chrono_last_30,0.6412234271257302,0.6108239846375187,0.6678767527667185,0.6381120994885773,0.6063130209603376,0.626895320740209,0.6531546028175619,0.6853882084691878
psw_all_only_k10_C0.3,chrono_last_20,0.6682376872051571,0.6525554814939978,0.64093488920368,0.7102786354872909,0.6240303087544176,0.661314894413176,0.7269896517349222,0.6615599493486151
psw_all_only_k10_C0.3,chrono_last_25,0.6558609567321568,0.6527745778388732,0.6563916526666361,0.6869535453618661,0.6233201139723027,0.626084252688985,0.6825590652592868,0.6629434893371473
psw_all_only_k10_C0.3,chrono_last_30,0.6434652725339375,0.6109652377760564,0.6654244132131905,0.6357351000255844,0.6146898620965122,0.6299629876600764,0.6621975509333764,0.6852817560327661
psw_all_only_k20_C0.001,chrono_last_20,0.6864976157163662,0.6715011752274819,0.6515473411195594,0.6986227841576463,0.7143601476152166,0.6921733691857713,0.6943910211880701,0.6828874715208192
psw_all_only_k20_C0.001,chrono_last_25,0.690570927853302,0.6853473606747319,0.655498161713675,0.6958311070508758,0.7116136572855819,0.6853519686834337,0.6825025457205235,0.7178516938442917
psw_all_only_k20_C0.001,chrono_last_30,0.6858273347596968,0.6650964193163966,0.6660624630912473,0.6918975468417831,0.698267391174056,0.6818114399369741,0.6807246960890958,0.7169313868683251
psw_all_only_k20_C0.003,chrono_last_20,0.6786362666722405,0.6490292633283141,0.654453450826375,0.6940440597502503,0.6981059245891754,0.6847931502480327,0.6944581288863927,0.6755698890771438
psw_all_only_k20_C0.003,chrono_last_25,0.678515438344969,0.663841712124531,0.6590964723929515,0.6859385287407967,0.6938366986810907,0.6754441316324069,0.6720989106346841,0.6993516142083213
psw_all_only_k20_C0.003,chrono_last_30,0.6726474811270712,0.6422768764734536,0.6692677471621431,0.674929955195789,0.6818651788880247,0.6708540652706503,0.6650883765348912,0.7042501683645468
psw_all_only_k20_C0.01,chrono_last_20,0.6681693409778501,0.6295253930959418,0.6595147664367075,0.6895556537972222,0.6539156123902944,0.6763041248839673,0.7033075955401502,0.6650622407006673
psw_all_only_k20_C0.01,chrono_last_25,0.6621968500396466,0.6482410980001142,0.6653290998297868,0.6684843831675438,0.6514203936841232,0.6598082420409576,0.6650910665990033,0.6770036669559971
psw_all_only_k20_C0.01,chrono_last_30,0.6549973113602278,0.6239886016533598,0.6740536684620138,0.647807163240421,0.6424472024609887,0.655383329660385,0.6505766914677433,0.6907245225766818
psw_all_only_k20_C0.03,chrono_last_20,0.6659670967910334,0.624232262888454,0.663183683190159,0.6981194118484886,0.6169431457562189,0.6801767571761356,0.725121882726608,0.6539925339511697
psw_all_only_k20_C0.03,chrono_last_25,0.6541342929654593,0.6491773214201355,0.6691079567657217,0.6589380125452408,0.61621605075766,0.6533922859997101,0.6730356440479217,0.6590727792218266
psw_all_only_k20_C0.03,chrono_last_30,0.6459786271908242,0.6198672623193433,0.6809986023000668,0.6311453953349864,0.6099473098112078,0.6466688166558786,0.6527149609384586,0.6805080429758275
psw_all_only_k20_C0.1,chrono_last_20,0.6710625222644734,0.6266696358448098,0.6626701535594681,0.7208574955278373,0.5992202849513376,0.69027940276396,0.7533629385798148,0.6443777446240861
psw_all_only_k20_C0.1,chrono_last_25,0.6549659238495956,0.6615243328279492,0.6662549985224757,0.6623459993754706,0.5987495746114707,0.6543116568489804,0.6932941963016094,0.6482807084592129
psw_all_only_k20_C0.1,chrono_last_30,0.6475584449384458,0.6253446025098207,0.6885725001011956,0.6313108614001518,0.5936717879562744,0.646594729855743,0.671564061680507,0.675850571065428
psw_all_only_k20_C0.3,chrono_last_20,0.6761273131597,0.6267907089601228,0.6601079161853172,0.7405911956168627,0.6009702095763897,0.6943808244494218,0.7676241614313014,0.6424261758984838
psw_all_only_k20_C0.3,chrono_last_25,0.6583005901234851,0.6693424240487793,0.6600883053785356,0.6702409782536775,0.5963171354329152,0.656548770829092,0.709210239688514,0.6463562772328822
psw_all_only_k20_C0.3,chrono_last_30,0.6526506113431699,0.628357327366638,0.6922356876791084,0.6389345147779814,0.592114150451747,0.649732478996952,0.6888025596975701,0.678377560432192
psw_all_only_k50_C0.001,chrono_last_20,0.7032015315822063,0.6628320104127282,0.6961380332859071,0.743251026856933,0.6984015096314987,0.7053614163687657,0.7107163107243186,0.705710413795293
psw_all_only_k50_C0.001,chrono_last_25,0.6929264849361435,0.6762893400830974,0.6833775984707823,0.7238364511002119,0.6992610344670732,0.6885663941386363,0.6728220431214736,0.70633253317173
psw_all_only_k50_C0.001,chrono_last_30,0.6995578334612594,0.6825804194803318,0.6996056470775003,0.7325495925312324,0.7133657757528417,0.6910481021900758,0.6594536730205509,0.7183016241762831
psw_all_only_k50_C0.003,chrono_last_20,0.6972788874919452,0.6467436856886966,0.7073906127444147,0.7453060818020879,0.6730894011955214,0.7016992144571415,0.7260515232068718,0.6806716933488827
psw_all_only_k50_C0.003,chrono_last_25,0.682998299063749,0.6628590172632419,0.6873183455642846,0.7143596174015704,0.6771188415433085,0.6799699599824128,0.6758041049844191,0.6835582067070048
psw_all_only_k50_C0.003,chrono_last_30,0.6898268758938313,0.6749728270355271,0.7051065661629407,0.7245647943203626,0.7052869112339841,0.675385820967122,0.6455558568103686,0.6979153547265139
psw_all_only_k50_C0.01,chrono_last_20,0.691434394347965,0.6374101445367429,0.7275066964352189,0.7473512287995613,0.632447814460832,0.6915475284311429,0.7481010882416622,0.6556762595305946
psw_all_only_k50_C0.01,chrono_last_25,0.674170219281511,0.6596201242587617,0.6978563270947051,0.7040531410715066,0.6462405379768482,0.6656645075032265,0.6860686140839087,0.6596882829816192
