feature_family,feature_file,fold_family,fold,target,n_valid,n_features_used,anchor_logloss,best_logloss,delta_vs_anchor,best_mode,best_weight,best_temp,mean_abs_move,selected_features
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_20,Q1,91,81,0.6714300681389129,0.664202574005215,-0.007227494133697943,prob,0.35,1.0,0.060720842048098696,g4_sleep_00_06_mlight_max_h_rz_mean__prev_abs_delta|g4_late_21_02_mlight_max_h_rz_maxabs__prev_abs_delta|g4_morning_06_10_mlight_max_h_rz_maxabs__prev_abs_delta|g4_sleep_00_06_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h14_wlight_max_h_rz|g4_h08_wlight_max_h_rz|g4_h20_mlight_max_h_rz|g4_h18_activity_mean_h_rz|g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_abs_delta|g4_sleep_00_06_mlight_max_h_rz_maxabs|g4_h07_wlight_max_h_rz|g4_evening_18_23_activity_mean_h_rz_maxabs__prev_abs_delta|g4_sleep_00_06_screen_use_sum_h_rz_maxabs__prev_abs_delta|g4_h08_activity_mean_h_rz|g4_day_10_18_screen_use_sum_h_rz_maxabs__prev_delta|g4_h21_screen_use_sum_h_rz|g4_h14_mlight_max_h_rz|g4_evening_18_23_wlight_max_h_rz_maxabs|g4_day_10_18_mlight_max_h_rz_maxabs|g4_day_10_18_mlight_max_h_rz_mean__prev_delta
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_20,Q2,91,81,0.6815517023797905,0.6793546141667456,-0.0021970882130448732,logit,0.1,1.16,0.01672998621642544,g4_hourly_mean_abs_deviation|g4_day_10_18_activity_mean_h_rz_maxabs|g4_evening_18_23_activity_mean_h_rz_mean__prev_abs_delta|g4_hourly_max_abs_deviation|g4_evening_18_23_activity_mean_h_rz_maxabs|g4_evening_18_23_activity_mean_h_rz_maxabs__prev_abs_delta|g4_h08_screen_use_sum_h_rz|g4_h08_mlight_max_h_rz|g4_hourly_mean_abs_deviation__prev_abs_delta|g4_day_10_18_activity_mean_h_rz_mean|g4_h20_wlight_max_h_rz|g4_morning_06_10_mlight_max_h_rz_mean|g4_h11_activity_mean_h_rz|g4_h22_mlight_max_h_rz|g4_h13_activity_mean_h_rz|g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_delta|g4_h18_activity_mean_h_rz|g4_h13_screen_use_sum_h_rz|g4_morning_06_10_activity_mean_h_rz_mean__prev_abs_delta|g4_late_21_02_activity_mean_h_rz_mean__prev_abs_delta
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_20,Q3,91,81,0.7071502980799891,0.6924993359286723,-0.014650962151316782,logit,0.35,1.16,0.05730562582969794,g4_day_10_18_mlight_max_h_rz_maxabs|g4_evening_18_23_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h12_mlight_max_h_rz|g4_late_21_02_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h21_mlight_max_h_rz|g4_h05_mlight_max_h_rz|g4_late_21_02_mlight_max_h_rz_mean__prev_abs_delta|g4_morning_06_10_mlight_max_h_rz_mean__prev_abs_delta|g4_day_10_18_mlight_max_h_rz_mean|g4_h21_activity_mean_h_rz|g4_h18_wlight_max_h_rz|g4_sleep_00_06_mlight_max_h_rz_mean__prev_abs_delta|g4_h20_activity_mean_h_rz|g4_h04_mlight_max_h_rz|g4_h21_screen_use_sum_h_rz|g4_h15_mlight_max_h_rz|g4_h17_wlight_max_h_rz|g4_sleep_00_06_mlight_max_h_rz_maxabs|g4_late_21_02_screen_use_sum_h_rz_mean__prev_delta|g4_late_21_02_mlight_max_h_rz_maxabs
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_20,S1,91,81,0.5320997646048389,0.5222695132765465,-0.009830251328292405,prob,0.35,1.0,0.05126142047823125,g4_late_21_02_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h04_wlight_max_h_rz|g4_h01_wlight_max_h_rz|g4_late_21_02_wlight_max_h_rz_maxabs|g4_sleep_00_06_wlight_max_h_rz_mean|g4_late_21_02_wlight_max_h_rz_mean|g4_h03_wlight_max_h_rz|g4_h02_wlight_max_h_rz|g4_h07_wlight_max_h_rz|g4_h00_wlight_max_h_rz|g4_morning_06_10_wlight_max_h_rz_maxabs__prev_abs_delta|g4_sleep_00_06_wlight_max_h_rz_maxabs|g4_h05_wlight_max_h_rz|g4_evening_18_23_wlight_max_h_rz_maxabs|g4_sleep_00_06_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h13_wlight_max_h_rz|g4_h01_screen_use_sum_h_rz|g4_day_10_18_wlight_max_h_rz_maxabs__prev_abs_delta|g4_h23_wlight_max_h_rz|g4_h02_screen_use_sum_h_rz
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_20,S2,91,81,0.6356792955072419,0.6305229616812505,-0.005156333825991344,logit,0.1,1.16,0.019162634385015642,g4_h04_wlight_max_h_rz|g4_h02_wlight_max_h_rz|g4_h03_wlight_max_h_rz|g4_day_10_18_wlight_max_h_rz_maxabs__prev_abs_delta|g4_sleep_00_06_wlight_max_h_rz_maxabs|g4_sleep_00_06_wlight_max_h_rz_mean|g4_h01_wlight_max_h_rz|g4_late_21_02_wlight_max_h_rz_maxabs|g4_morning_06_10_wlight_max_h_rz_maxabs|g4_morning_06_10_wlight_max_h_rz_mean__prev_abs_delta|g4_h00_wlight_max_h_rz|g4_day_10_18_wlight_max_h_rz_mean__prev_abs_delta|g4_h06_screen_use_sum_h_rz|g4_h05_wlight_max_h_rz|g4_morning_06_10_mlight_max_h_rz_maxabs|g4_day_10_18_wlight_max_h_rz_mean|g4_h13_wlight_max_h_rz|g4_h12_wlight_max_h_rz|g4_morning_06_10_screen_use_sum_h_rz_mean|g4_late_21_02_wlight_max_h_rz_mean
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_20,S3,91,81,0.6087922743777165,0.6077298872808614,-0.001062387096855133,logit,0.05,1.16,0.021194254332145307,g4_evening_18_23_wlight_max_h_rz_maxabs|g4_sleep_00_06_wlight_max_h_rz_maxabs|g4_late_21_02_wlight_max_h_rz_maxabs|g4_h04_wlight_max_h_rz|g4_late_21_02_wlight_max_h_rz_mean|g4_h03_wlight_max_h_rz|g4_h02_wlight_max_h_rz|g4_morning_06_10_wlight_max_h_rz_maxabs__prev_abs_delta|g4_sleep_00_06_wlight_max_h_rz_mean|g4_day_10_18_wlight_max_h_rz_maxabs__prev_abs_delta|g4_h14_wlight_max_h_rz|g4_h01_wlight_max_h_rz|g4_day_10_18_wlight_max_h_rz_maxabs|g4_day_10_18_wlight_max_h_rz_mean|g4_morning_06_10_wlight_max_h_rz_maxabs|g4_evening_18_23_wlight_max_h_rz_mean__prev_abs_delta|g4_morning_06_10_wlight_max_h_rz_mean__prev_abs_delta|g4_h23_wlight_max_h_rz|g4_h05_wlight_max_h_rz|g4_h13_wlight_max_h_rz
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_20,S4,91,81,0.6417967737101425,0.6321538283084228,-0.009642945401719727,logit,0.35,1.0,0.061547805781592684,g4_hourly_max_abs_deviation|g4_sleep_00_06_activity_mean_h_rz_maxabs|g4_h00_mlight_max_h_rz|g4_morning_06_10_activity_mean_h_rz_maxabs|g4_hourly_mean_abs_deviation|g4_evening_18_23_activity_mean_h_rz_mean__prev_abs_delta|g4_day_10_18_activity_mean_h_rz_maxabs__prev_abs_delta|g4_late_21_02_activity_mean_h_rz_maxabs|g4_h14_screen_use_sum_h_rz|g4_h23_mlight_max_h_rz|g4_evening_18_23_activity_mean_h_rz_maxabs|g4_late_21_02_screen_use_sum_h_rz_maxabs__prev_abs_delta|g4_morning_06_10_activity_mean_h_rz_mean|g4_late_21_02_mlight_max_h_rz_mean|g4_day_10_18_activity_mean_h_rz_maxabs|g4_day_10_18_activity_mean_h_rz_mean__prev_abs_delta|g4_evening_18_23_activity_mean_h_rz_maxabs__prev_abs_delta|g4_sleep_00_06_screen_use_sum_h_rz_mean|g4_day_10_18_mlight_max_h_rz_mean__prev_abs_delta|g4_morning_06_10_activity_mean_h_rz_maxabs__prev_abs_delta
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_25,Q1,111,81,0.683018521875428,0.6676623576531119,-0.015356164222316115,prob,0.35,1.0,0.06376759425867748,g4_sleep_00_06_mlight_max_h_rz_mean__prev_abs_delta|g4_late_21_02_mlight_max_h_rz_maxabs__prev_abs_delta|g4_morning_06_10_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h14_wlight_max_h_rz|g4_sleep_00_06_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h08_wlight_max_h_rz|g4_h18_activity_mean_h_rz|g4_h20_mlight_max_h_rz|g4_evening_18_23_activity_mean_h_rz_maxabs__prev_abs_delta|g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_abs_delta|g4_h15_mlight_max_h_rz|g4_day_10_18_mlight_max_h_rz_maxabs__prev_abs_delta|g4_sleep_00_06_mlight_max_h_rz_maxabs|g4_h07_wlight_max_h_rz|g4_day_10_18_mlight_max_h_rz_maxabs|g4_h08_activity_mean_h_rz|g4_sleep_00_06_screen_use_sum_h_rz_maxabs__prev_abs_delta|g4_evening_18_23_activity_mean_h_rz_mean|g4_day_10_18_screen_use_sum_h_rz_maxabs__prev_delta|g4_hourly_max_abs_deviation__prev_abs_delta
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_25,Q2,111,81,0.6667606216495826,0.6662589018556636,-0.0005017197939189977,prob,0.1,1.0,0.01707880234105604,g4_hourly_mean_abs_deviation|g4_evening_18_23_activity_mean_h_rz_mean__prev_abs_delta|g4_day_10_18_activity_mean_h_rz_maxabs|g4_evening_18_23_activity_mean_h_rz_maxabs|g4_hourly_max_abs_deviation|g4_evening_18_23_activity_mean_h_rz_maxabs__prev_abs_delta|g4_hourly_mean_abs_deviation__prev_abs_delta|g4_h20_wlight_max_h_rz|g4_h08_mlight_max_h_rz|g4_h08_screen_use_sum_h_rz|g4_day_10_18_activity_mean_h_rz_mean|g4_h11_activity_mean_h_rz|g4_h22_mlight_max_h_rz|g4_morning_06_10_mlight_max_h_rz_mean|g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_delta|g4_h18_activity_mean_h_rz|g4_late_21_02_activity_mean_h_rz_mean__prev_abs_delta|g4_morning_06_10_activity_mean_h_rz_mean__prev_abs_delta|g4_h13_activity_mean_h_rz|g4_late_21_02_wlight_max_h_rz_maxabs__prev_delta
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_25,Q3,111,81,0.6810905400204265,0.6715151456291255,-0.009575394391300951,logit,0.35,1.16,0.057149564561022874,g4_day_10_18_mlight_max_h_rz_maxabs|g4_h12_mlight_max_h_rz|g4_evening_18_23_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h21_mlight_max_h_rz|g4_morning_06_10_mlight_max_h_rz_mean__prev_abs_delta|g4_h18_wlight_max_h_rz|g4_h21_activity_mean_h_rz|g4_late_21_02_mlight_max_h_rz_mean__prev_abs_delta|g4_day_10_18_mlight_max_h_rz_mean|g4_late_21_02_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h05_mlight_max_h_rz|g4_h20_activity_mean_h_rz|g4_h17_wlight_max_h_rz|g4_late_21_02_mlight_max_h_rz_mean__prev_delta|g4_h15_mlight_max_h_rz|g4_late_21_02_screen_use_sum_h_rz_mean__prev_delta|g4_h21_screen_use_sum_h_rz|g4_evening_18_23_wlight_max_h_rz_maxabs__prev_abs_delta|g4_sleep_00_06_mlight_max_h_rz_mean__prev_abs_delta|g4_sleep_00_06_wlight_max_h_rz_mean__prev_abs_delta
