feature_family,feature_file,fold_family,fold,target,n_valid,n_features_used,anchor_logloss,best_logloss,delta_vs_anchor,best_mode,best_weight,best_temp,mean_abs_move,selected_features
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_25,S1,111,81,0.546791006111851,0.5463009604588176,-0.0004900456530334552,logit,0.05,1.0,0.00992919882369973,g4_late_21_02_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h04_wlight_max_h_rz|g4_h01_wlight_max_h_rz|g4_late_21_02_wlight_max_h_rz_mean|g4_sleep_00_06_wlight_max_h_rz_mean|g4_h03_wlight_max_h_rz|g4_late_21_02_wlight_max_h_rz_maxabs|g4_h02_wlight_max_h_rz|g4_h00_wlight_max_h_rz|g4_h07_wlight_max_h_rz|g4_sleep_00_06_wlight_max_h_rz_maxabs|g4_morning_06_10_wlight_max_h_rz_maxabs__prev_abs_delta|g4_evening_18_23_wlight_max_h_rz_maxabs|g4_h05_wlight_max_h_rz|g4_late_21_02_wlight_max_h_rz_mean__prev_abs_delta|g4_sleep_00_06_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h23_wlight_max_h_rz|g4_h01_screen_use_sum_h_rz|g4_h02_screen_use_sum_h_rz|g4_day_10_18_wlight_max_h_rz_maxabs__prev_abs_delta
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_25,S2,111,81,0.6207001800723062,0.6188262373209739,-0.001873942751332347,logit,0.05,1.16,0.01972548688354705,g4_h04_wlight_max_h_rz|g4_h03_wlight_max_h_rz|g4_day_10_18_wlight_max_h_rz_maxabs__prev_abs_delta|g4_h02_wlight_max_h_rz|g4_sleep_00_06_wlight_max_h_rz_maxabs|g4_sleep_00_06_wlight_max_h_rz_mean|g4_h01_wlight_max_h_rz|g4_h00_wlight_max_h_rz|g4_h06_screen_use_sum_h_rz|g4_late_21_02_wlight_max_h_rz_maxabs|g4_morning_06_10_wlight_max_h_rz_maxabs|g4_morning_06_10_wlight_max_h_rz_mean__prev_abs_delta|g4_morning_06_10_mlight_max_h_rz_maxabs|g4_day_10_18_wlight_max_h_rz_mean__prev_abs_delta|g4_h05_wlight_max_h_rz|g4_late_21_02_wlight_max_h_rz_mean|g4_day_10_18_wlight_max_h_rz_mean|g4_h15_mlight_max_h_rz|g4_day_10_18_activity_mean_h_rz_maxabs__prev_abs_delta|g4_h06_mlight_max_h_rz
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_25,S3,111,81,0.5834536716477198,0.5838397160570075,0.00038604440928768913,prob,0.05,1.0,0.008736323573962517,g4_evening_18_23_wlight_max_h_rz_maxabs|g4_sleep_00_06_wlight_max_h_rz_maxabs|g4_late_21_02_wlight_max_h_rz_maxabs|g4_h04_wlight_max_h_rz|g4_late_21_02_wlight_max_h_rz_mean|g4_h03_wlight_max_h_rz|g4_h02_wlight_max_h_rz|g4_sleep_00_06_wlight_max_h_rz_mean|g4_morning_06_10_wlight_max_h_rz_maxabs__prev_abs_delta|g4_h14_wlight_max_h_rz|g4_day_10_18_wlight_max_h_rz_maxabs__prev_abs_delta|g4_h01_wlight_max_h_rz|g4_day_10_18_wlight_max_h_rz_mean|g4_day_10_18_wlight_max_h_rz_maxabs|g4_evening_18_23_wlight_max_h_rz_mean__prev_abs_delta|g4_morning_06_10_wlight_max_h_rz_maxabs|g4_h23_wlight_max_h_rz|g4_morning_06_10_wlight_max_h_rz_mean__prev_abs_delta|g4_h00_wlight_max_h_rz|g4_h13_wlight_max_h_rz
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_25,S4,111,81,0.6589370546871907,0.6516309924801253,-0.007306062207065311,prob,0.35,1.0,0.05836764008500098,g4_hourly_max_abs_deviation|g4_evening_18_23_activity_mean_h_rz_mean__prev_abs_delta|g4_hourly_mean_abs_deviation|g4_sleep_00_06_activity_mean_h_rz_maxabs|g4_day_10_18_activity_mean_h_rz_maxabs__prev_abs_delta|g4_morning_06_10_activity_mean_h_rz_maxabs|g4_day_10_18_activity_mean_h_rz_mean__prev_abs_delta|g4_h00_mlight_max_h_rz|g4_late_21_02_activity_mean_h_rz_maxabs|g4_day_10_18_activity_mean_h_rz_maxabs|g4_late_21_02_screen_use_sum_h_rz_maxabs__prev_abs_delta|g4_h23_mlight_max_h_rz|g4_evening_18_23_activity_mean_h_rz_maxabs|g4_h14_screen_use_sum_h_rz|g4_evening_18_23_activity_mean_h_rz_maxabs__prev_abs_delta|g4_day_10_18_wlight_max_h_rz_mean__prev_abs_delta|g4_day_10_18_screen_use_sum_h_rz_mean__prev_abs_delta|g4_morning_06_10_activity_mean_h_rz_maxabs__prev_abs_delta|g4_late_21_02_wlight_max_h_rz_maxabs__prev_abs_delta|g4_evening_18_23_wlight_max_h_rz_maxabs__prev_delta
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_30,Q1,134,81,0.6645539082218935,0.6630466778775356,-0.001507230344357957,logit,0.1,1.0,0.02237355509118434,g4_morning_06_10_mlight_max_h_rz_maxabs__prev_abs_delta|g4_sleep_00_06_mlight_max_h_rz_mean__prev_abs_delta|g4_late_21_02_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h18_activity_mean_h_rz|g4_h08_wlight_max_h_rz|g4_sleep_00_06_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h20_mlight_max_h_rz|g4_h14_wlight_max_h_rz|g4_h08_activity_mean_h_rz|g4_h07_wlight_max_h_rz|g4_evening_18_23_activity_mean_h_rz_maxabs__prev_abs_delta|g4_day_10_18_screen_use_sum_h_rz_maxabs__prev_delta|g4_hourly_max_abs_deviation__prev_abs_delta|g4_morning_06_10_screen_use_sum_h_rz_maxabs|g4_h15_mlight_max_h_rz|g4_sleep_00_06_screen_use_sum_h_rz_maxabs__prev_abs_delta|g4_evening_18_23_activity_mean_h_rz_mean|g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_abs_delta|g4_morning_06_10_wlight_max_h_rz_mean|g4_evening_18_23_activity_mean_h_rz_maxabs
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_30,Q2,134,81,0.6798735829496889,0.6783338091227799,-0.0015397738269090633,logit,0.05,1.16,0.012588103128716856,g4_hourly_mean_abs_deviation|g4_evening_18_23_activity_mean_h_rz_mean__prev_abs_delta|g4_day_10_18_activity_mean_h_rz_maxabs|g4_evening_18_23_activity_mean_h_rz_maxabs|g4_hourly_max_abs_deviation|g4_evening_18_23_activity_mean_h_rz_maxabs__prev_abs_delta|g4_hourly_mean_abs_deviation__prev_abs_delta|g4_h08_screen_use_sum_h_rz|g4_h08_mlight_max_h_rz|g4_h18_activity_mean_h_rz|g4_late_21_02_activity_mean_h_rz_mean__prev_abs_delta|g4_day_10_18_activity_mean_h_rz_mean|g4_day_10_18_mlight_max_h_rz_mean|g4_late_21_02_activity_mean_h_rz_maxabs|g4_h22_mlight_max_h_rz|g4_morning_06_10_mlight_max_h_rz_mean|g4_morning_06_10_activity_mean_h_rz_mean__prev_abs_delta|g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_delta|g4_day_10_18_activity_mean_h_rz_maxabs__prev_abs_delta|g4_h11_activity_mean_h_rz
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_30,Q3,134,81,0.6546307320198681,0.6415202026406487,-0.013110529379219416,logit,0.35,1.0,0.07732235244178343,g4_day_10_18_mlight_max_h_rz_maxabs|g4_h12_mlight_max_h_rz|g4_h21_mlight_max_h_rz|g4_evening_18_23_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h21_activity_mean_h_rz|g4_h18_wlight_max_h_rz|g4_h20_activity_mean_h_rz|g4_day_10_18_mlight_max_h_rz_mean|g4_h21_screen_use_sum_h_rz|g4_late_21_02_mlight_max_h_rz_mean__prev_delta|g4_late_21_02_screen_use_sum_h_rz_mean__prev_delta|g4_h15_mlight_max_h_rz|g4_late_21_02_mlight_max_h_rz_mean__prev_abs_delta|g4_morning_06_10_mlight_max_h_rz_mean__prev_abs_delta|g4_late_21_02_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h17_wlight_max_h_rz|g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_delta|g4_sleep_00_06_wlight_max_h_rz_mean__prev_abs_delta|g4_evening_18_23_wlight_max_h_rz_maxabs__prev_abs_delta|g4_h11_activity_mean_h_rz
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_30,S1,134,81,0.5846864858123009,0.5843008365636642,-0.00038564924863671024,prob,0.05,1.0,0.007998294318805386,g4_h01_wlight_max_h_rz|g4_h04_wlight_max_h_rz|g4_late_21_02_wlight_max_h_rz_mean|g4_sleep_00_06_wlight_max_h_rz_mean|g4_late_21_02_wlight_max_h_rz_maxabs|g4_h03_wlight_max_h_rz|g4_h02_wlight_max_h_rz|g4_late_21_02_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h00_wlight_max_h_rz|g4_sleep_00_06_wlight_max_h_rz_maxabs|g4_evening_18_23_wlight_max_h_rz_maxabs|g4_h05_wlight_max_h_rz|g4_morning_06_10_wlight_max_h_rz_maxabs__prev_abs_delta|g4_h23_wlight_max_h_rz|g4_morning_06_10_wlight_max_h_rz_maxabs|g4_morning_06_10_wlight_max_h_rz_mean__prev_abs_delta|g4_late_21_02_wlight_max_h_rz_mean__prev_abs_delta|g4_day_10_18_wlight_max_h_rz_maxabs__prev_abs_delta|g4_h07_wlight_max_h_rz|g4_sleep_00_06_mlight_max_h_rz_maxabs__prev_abs_delta
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_30,S2,134,81,0.6384373691278782,0.6341624415944989,-0.004274927533379325,logit,0.05,1.16,0.019803939161059412,g4_h04_wlight_max_h_rz|g4_h03_wlight_max_h_rz|g4_sleep_00_06_wlight_max_h_rz_maxabs|g4_sleep_00_06_wlight_max_h_rz_mean|g4_h02_wlight_max_h_rz|g4_h01_wlight_max_h_rz|g4_day_10_18_wlight_max_h_rz_maxabs__prev_abs_delta|g4_morning_06_10_wlight_max_h_rz_maxabs|g4_late_21_02_wlight_max_h_rz_maxabs|g4_h05_wlight_max_h_rz|g4_morning_06_10_wlight_max_h_rz_mean__prev_abs_delta|g4_h00_wlight_max_h_rz|g4_day_10_18_wlight_max_h_rz_mean__prev_abs_delta|g4_morning_06_10_mlight_max_h_rz_maxabs|g4_late_21_02_wlight_max_h_rz_mean|g4_day_10_18_wlight_max_h_rz_mean|g4_h13_wlight_max_h_rz|g4_day_10_18_wlight_max_h_rz_maxabs|g4_h06_mlight_max_h_rz|g4_h15_screen_use_sum_h_rz
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_30,S3,134,81,0.5915521955047899,0.5911208884109401,-0.0004313070938497532,logit,0.05,1.08,0.010844642267795704,g4_evening_18_23_wlight_max_h_rz_maxabs|g4_sleep_00_06_wlight_max_h_rz_maxabs|g4_late_21_02_wlight_max_h_rz_maxabs|g4_h04_wlight_max_h_rz|g4_h03_wlight_max_h_rz|g4_late_21_02_wlight_max_h_rz_mean|g4_h02_wlight_max_h_rz|g4_sleep_00_06_wlight_max_h_rz_mean|g4_day_10_18_wlight_max_h_rz_maxabs__prev_abs_delta|g4_morning_06_10_wlight_max_h_rz_maxabs__prev_abs_delta|g4_h01_wlight_max_h_rz|g4_h14_wlight_max_h_rz|g4_day_10_18_wlight_max_h_rz_maxabs|g4_morning_06_10_wlight_max_h_rz_maxabs|g4_morning_06_10_wlight_max_h_rz_mean__prev_abs_delta|g4_day_10_18_wlight_max_h_rz_mean|g4_evening_18_23_wlight_max_h_rz_mean__prev_abs_delta|g4_h05_wlight_max_h_rz|g4_h13_wlight_max_h_rz|g4_h23_wlight_max_h_rz
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,chrono_tail,chrono_tail_last_30,S4,134,81,0.664346981815555,0.6635528175410945,-0.0007941642744604405,logit,0.05,1.16,0.015542354879089462,g4_evening_18_23_activity_mean_h_rz_mean__prev_abs_delta|g4_hourly_max_abs_deviation|g4_hourly_mean_abs_deviation|g4_sleep_00_06_activity_mean_h_rz_maxabs|g4_day_10_18_wlight_max_h_rz_mean__prev_abs_delta|g4_h23_mlight_max_h_rz|g4_morning_06_10_activity_mean_h_rz_maxabs|g4_day_10_18_activity_mean_h_rz_maxabs__prev_abs_delta|g4_late_21_02_activity_mean_h_rz_maxabs|g4_late_21_02_screen_use_sum_h_rz_maxabs__prev_abs_delta|g4_h00_mlight_max_h_rz|g4_day_10_18_activity_mean_h_rz_mean__prev_abs_delta|g4_day_10_18_activity_mean_h_rz_maxabs|g4_h14_screen_use_sum_h_rz|g4_evening_18_23_activity_mean_h_rz_maxabs|g4_day_10_18_screen_use_sum_h_rz_mean__prev_delta|g4_evening_18_23_activity_mean_h_rz_maxabs__prev_abs_delta|g4_day_10_18_mlight_max_h_rz_mean__prev_abs_delta|g4_evening_18_23_wlight_max_h_rz_mean__prev_abs_delta|g4_day_10_18_screen_use_sum_h_rz_mean__prev_abs_delta
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,hole_v1,hole_v1_seed0,Q1,111,81,0.7021859927890445,0.6959064898646549,-0.006279502924389613,logit,0.1,1.16,0.018848669666052868,g4_late_21_02_mlight_max_h_rz_maxabs__prev_abs_delta|g4_morning_06_10_mlight_max_h_rz_maxabs__prev_abs_delta|g4_h07_wlight_max_h_rz|g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_delta|g4_day_10_18_activity_mean_h_rz_mean__prev_delta|g4_h10_activity_mean_h_rz|g4_day_10_18_mlight_max_h_rz_mean__prev_delta|g4_h21_screen_use_sum_h_rz|g4_morning_06_10_screen_use_sum_h_rz_maxabs|g4_late_21_02_screen_use_sum_h_rz_mean|g4_sleep_00_06_mlight_max_h_rz_mean__prev_abs_delta|g4_day_10_18_screen_use_sum_h_rz_maxabs__prev_delta|g4_h23_mlight_max_h_rz|g4_day_10_18_mlight_max_h_rz_maxabs|g4_sleep_00_06_screen_use_sum_h_rz_mean|g4_h08_wlight_max_h_rz|g4_sleep_00_06_screen_use_sum_h_rz_maxabs__prev_abs_delta|g4_h14_wlight_max_h_rz|g4_h20_mlight_max_h_rz|g4_evening_18_23_screen_use_sum_h_rz_mean
goal4_hour_transition_features_v1,goal4_hour_transition_features_v1.parquet,hole_v1,hole_v1_seed0,Q2,111,81,0.656735307791138,0.6600148834640063,0.0032795756728682957,prob,0.05,1.0,0.010160656206700109,g4_h14_screen_use_sum_h_rz|g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_abs_delta|g4_h08_mlight_max_h_rz|g4_day_10_18_screen_use_sum_h_rz_mean|g4_h07_screen_use_sum_h_rz|g4_day_10_18_activity_mean_h_rz_maxabs|g4_h13_screen_use_sum_h_rz|g4_morning_06_10_screen_use_sum_h_rz_mean__prev_delta|g4_morning_06_10_wlight_max_h_rz_maxabs__prev_abs_delta|g4_evening_18_23_screen_use_sum_h_rz_mean__prev_delta|g4_morning_06_10_screen_use_sum_h_rz_mean|g4_evening_18_23_activity_mean_h_rz_maxabs__prev_abs_delta|g4_h22_mlight_max_h_rz|g4_late_21_02_screen_use_sum_h_rz_mean__prev_delta|g4_late_21_02_mlight_max_h_rz_mean__prev_delta|g4_hourly_mean_abs_deviation|g4_morning_06_10_mlight_max_h_rz_mean|g4_h06_screen_use_sum_h_rz|g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_delta|g4_late_21_02_wlight_max_h_rz_maxabs__prev_delta
