target,subset,k,C,avg_logloss,avg_auc,avg_acc,n_cols,chrono_last_20,chrono_last_25,chrono_last_30
Q1,semantic_plus_dino_k4,50,0.03,0.6337253709032882,0.6724026731754624,0.6015346985496239,271,0.6129752871032171,0.6473999950166149,0.6408008305900325
Q1,semantic_only,50,0.03,0.6337353494261964,0.6724026731754624,0.6015346985496239,260,0.6129752871032171,0.6473999950166149,0.6408307661587569
Q1,semantic_plus_dino_k4,50,0.01,0.6350714546294166,0.6744357672944935,0.6172175948295351,271,0.6149638242376942,0.6470267502994659,0.6432237893510896
Q1,semantic_only,50,0.01,0.6350743588371145,0.6744357672944935,0.6172175948295351,260,0.6149638242376942,0.6470267502994659,0.6432325019741834
Q1,semantic_only,50,0.003,0.6362845136103457,0.6611690483963851,0.5654358639433267,260,0.6241431141014764,0.6421010757599684,0.6426093509695923
Q1,semantic_plus_dino_k4,50,0.003,0.6362852341435058,0.6613187602011609,0.5654358639433267,271,0.6241431141014764,0.6421010757599684,0.6426115125690727
Q1,semantic_only,50,0.001,0.6380403839727357,0.6510252416725553,0.5386351580381431,260,0.6307522073002406,0.6413856261225224,0.641983318495444
Q1,semantic_plus_dino_k4,50,0.001,0.6380425268483629,0.6510252416725553,0.5386351580381431,271,0.6307522073002406,0.6413856261225224,0.6419897471223257
Q1,semantic_only,50,0.0005,0.6390010423397773,0.6498595319596943,0.5454378439453066,260,0.632651028456994,0.642151048392953,0.6422010501693847
Q1,semantic_plus_dino_k4,50,0.0005,0.6390030475609364,0.6499343878620821,0.5454378439453066,271,0.632651028456994,0.642151048392953,0.6422070658328624
Q1,semantic_only,80,0.001,0.6400544834299778,0.6626530031942809,0.581970358089761,260,0.6229320481846871,0.6503729369454988,0.6468584651597475
Q1,semantic_only,80,0.0005,0.6401629769775726,0.6536377573611332,0.5539942107106287,260,0.6270699416398966,0.6489695314453062,0.644449457847515
Q1,semantic_only,80,0.003,0.640210181944182,0.668178771261208,0.597137813555724,260,0.6147590134686424,0.6543464845712567,0.6515250477926469
Q1,semantic_plus_dino_k4,200,0.0005,0.6402266776524047,0.6637454874444079,0.6006483767677797,271,0.6295344211347101,0.6540118911956029,0.6371337206269012
Q1,semantic_plus_dino_k4,80,0.0005,0.6405529070772283,0.6511894233574197,0.5564817728996834,271,0.6274650897278531,0.6492258138070348,0.6449678176967969
Q1,semantic_plus_dino_k4,80,0.001,0.6405956121237201,0.6612640057148557,0.5728167892346997,271,0.6235972939085578,0.6508348876697654,0.6473546547928374
