split,seed,use_future,tau,alpha,mean,logloss_Q1,logloss_Q2,logloss_Q3,logloss_S1,logloss_S2,logloss_S3,logloss_S4
interleaved,0,False,14,10,0.6329833039473604,0.6657491134572978,0.6621422482983031,0.6546615639454059,0.5797311164491743,0.6064366968218696,0.6175222094727121,0.6446401791867603
interleaved,0,False,30,1,0.6226684709534555,0.6509772723390925,0.694650596743213,0.6808888567900516,0.5522473026014074,0.5685672356665183,0.57978423022485,0.631563802309055
interleaved,0,False,30,5,0.6180246568602961,0.6535105534065786,0.6730104879468476,0.6596754403998694,0.5568616503580448,0.5744970640010464,0.5814234834528552,0.6271939184568306
interleaved,0,False,30,10,0.6250309329312945,0.6601707320852301,0.6687329680870819,0.6583661965769204,0.566368089726497,0.5882542801366362,0.5978758755462452,0.6354483883604504
interleaved,1,True,3,1,0.6148717604722572,0.6833394196242077,0.5886451508654739,0.6337601792133322,0.6262624343835571,0.586533364986694,0.5720053909524593,0.6135563832800758
interleaved,1,True,3,5,0.6239524949221821,0.6797898741814967,0.6283657674845045,0.6334029957698897,0.5967153275261571,0.5916157456448808,0.6001450979726174,0.637632655875728
interleaved,1,True,3,10,0.6362889606407892,0.6866846418170475,0.649244804734381,0.6422679422902509,0.5983077769283827,0.6047565108065465,0.6193654053796227,0.6533956425292938
interleaved,1,True,7,1,0.6102369409733385,0.6775346918656346,0.608398378993935,0.6466860237668913,0.6151122359919609,0.5642162387576914,0.5491468027169364,0.6105642147203192
interleaved,1,True,7,5,0.6123601952297051,0.6733629519874096,0.6255688112456371,0.6354517863153454,0.5865056860313942,0.5704785322685297,0.5714137157080612,0.6237398830515585
interleaved,1,True,7,10,0.6235292586677768,0.6795291405065164,0.6413888118556663,0.6395644958245336,0.5875573279019798,0.5850638871625354,0.5929094212370113,0.6386917261861952
interleaved,1,True,14,1,0.6055107303100336,0.6668768231054832,0.6252752202364922,0.6611870635915554,0.5984871022943002,0.5410086277423352,0.5360690762058687,0.6096711989941994
interleaved,1,True,14,5,0.6073978723350063,0.667761245494752,0.6331141734759096,0.6460208405502891,0.5793186077200941,0.5533339524603821,0.5529610671707726,0.6192752194728445
interleaved,1,True,14,10,0.616034853139911,0.6733922581137329,0.6429621485897801,0.6445529195375967,0.5794548521896877,0.56828813029647,0.5723951401402294,0.6311985231118808
interleaved,1,True,30,1,0.605606107445417,0.6587656229696326,0.6423919247092901,0.6748901971417741,0.582678580401984,0.5330239645055618,0.5331156250824343,0.614376837307243
interleaved,1,True,30,5,0.6068362099337149,0.6623587796020762,0.6448029800908358,0.6608316888802971,0.5730680711307573,0.5430965566742233,0.5427771020146313,0.6209182911431829
interleaved,1,True,30,10,0.6123925605774254,0.6674729338023017,0.6494377079582656,0.6550372222554831,0.5729975779414388,0.5554867373730894,0.5571462670703242,0.6291694776410754
interleaved,1,False,3,1,0.6438264714962906,0.7467717231123424,0.6387318479818607,0.6326643908610077,0.671648585661836,0.5776248502352191,0.5881728763792815,0.6511710262424862
interleaved,1,False,3,5,0.641386987512598,0.7052323967877875,0.6548549984203071,0.6385553479200887,0.615277333609469,0.6004572403215392,0.6153708898171237,0.6599607057118709
interleaved,1,False,3,10,0.6486703744107959,0.7025670397290462,0.6672447335151974,0.6473811907134421,0.6104041648539408,0.6131814716943099,0.6311438946622008,0.6687701257074339
interleaved,1,False,7,1,0.6469964129985805,0.7550160692729714,0.6658149630919697,0.6571606213217663,0.6620687254055795,0.5641404406431618,0.5785324948652631,0.6462415763893511
interleaved,1,False,7,5,0.6339858260083249,0.7080887553512277,0.6559306503397009,0.6404951316066365,0.611284170254285,0.5801456342534158,0.5933535299312239,0.6486029103217846
interleaved,1,False,7,10,0.6407368093897198,0.7025443121485411,0.6637952183691005,0.6450650544320473,0.6059927483461481,0.5966464273119437,0.6122705361625467,0.658843368957711
interleaved,1,False,14,1,0.6419766621524942,0.7423798480860244,0.6757349056809002,0.680481287021911,0.6407595711227982,0.5538356990560782,0.5654967401485879,0.6351485839511591
interleaved,1,False,14,5,0.6299967740435711,0.7070243206294182,0.6633948793731127,0.6522199196564726,0.6046742386819037,0.5655190323711989,0.5774620616440842,0.6396829659488075
interleaved,1,False,14,10,0.6350652324623349,0.700835949965361,0.6662421791932039,0.6499546608879259,0.6000950373421629,0.5820813675626224,0.5961661102787728,0.6500813220062959
interleaved,1,False,30,1,0.640246201043316,0.7234841579680336,0.6851739823607748,0.7008633167166085,0.6255165931367185,0.5584652807164894,0.5587992315487307,0.6294208448558573
interleaved,1,False,30,5,0.6292090032269658,0.7010085031996456,0.6740056073104412,0.6685969374377697,0.5991579159433215,0.5593814921660617,0.567460629395962,0.6348519371355591
interleaved,1,False,30,10,0.6316065465104802,0.6959037586887347,0.6726096758934812,0.6598435222610198,0.5946793306256584,0.5714259707728364,0.5829853818769362,0.643798185454695
interleaved,2,True,3,1,0.6084613600904271,0.6461645425904226,0.6114820171176342,0.6128479170085324,0.6087495688179537,0.571893766586721,0.5464687426502032,0.6616229658615224
interleaved,2,True,3,5,0.6193129463477954,0.6595592518105498,0.6325299386859445,0.6245466538382928,0.5948157241068911,0.5930138407609993,0.57243255717601,0.6582926580558802
interleaved,2,True,3,10,0.6316017419169829,0.6708569709258336,0.648485542693306,0.6362836911919737,0.6007007469185773,0.6087289462965177,0.5899244206755394,0.6662318747171321
interleaved,2,True,7,1,0.6050677108986221,0.6551675817958499,0.6180912222560868,0.6231697702881209,0.5919682145373812,0.5728418702934499,0.5366882211039785,0.6375470960154873
interleaved,2,True,7,5,0.6091699641789476,0.6579736844762776,0.6271271175900922,0.6230549517588492,0.5861509822532033,0.5791890425239733,0.5505171126892073,0.6401768579610305
interleaved,2,True,7,10,0.620198852372767,0.6661111871432344,0.6399966493650705,0.6312041046826578,0.5919421755021702,0.5932370703404658,0.5685331277435858,0.6503676518321838
interleaved,2,True,14,1,0.6031812186757789,0.6672112281466652,0.6280230710262943,0.6284999856215447,0.5781178717127131,0.5684098601746025,0.5305898345009692,0.6214166795476632
interleaved,2,True,14,5,0.6048345098956825,0.664430792964487,0.6320922890959287,0.62537814189515,0.5774190176458535,0.5709143535034719,0.5358804523198449,0.6277265218450415
interleaved,2,True,14,10,0.6131678182211898,0.6679718635353025,0.6402509198532891,0.6299710308708798,0.58301621042692,0.5818250000141766,0.5512173485798212,0.6379223542679392
interleaved,2,True,30,1,0.6050259448965346,0.6787322317524006,0.6395865454224191,0.6312445257503361,0.5719801009968886,0.569984405338189,0.5270389921672607,0.616614812848248
interleaved,2,True,30,5,0.6044779531657886,0.6728163328109249,0.6410800195592768,0.6294876827651081,0.571796924162858,0.5687348108782861,0.5251315547855697,0.6222983471984961
interleaved,2,True,30,10,0.6094624034099911,0.6723109167677455,0.6450699453485417,0.6314945651293189,0.5756568350212035,0.5751533382962075,0.5360333512876057,0.6305178720193146
interleaved,2,False,3,1,0.6328781442565942,0.6904444618656451,0.6427467081280663,0.6445429221338754,0.6311204189247767,0.6111841236973635,0.563451470471936,0.6466569045744963
interleaved,2,False,3,5,0.6348721528673329,0.6801804472077393,0.6530407366923414,0.6401188937523639,0.60735716718126,0.6157532816739307,0.5905249231554776,0.6571296204082178
interleaved,2,False,3,10,0.6429430275946117,0.6845341520958547,0.6633267750054491,0.6472499797267081,0.6097321383685176,0.6244717851132857,0.6038077490980804,0.6674786137543872
interleaved,2,False,7,1,0.6311168875969327,0.687874296138242,0.6681357652868982,0.6608914460088595,0.6262365676251928,0.592462727518877,0.5492854192534572,0.6329319913470034
interleaved,2,False,7,5,0.6249713615776585,0.674182590715981,0.6522881325729036,0.6399597708583824,0.6026856614295872,0.5953826464669572,0.5726869058094685,0.6376138231903294
interleaved,2,False,7,10,0.6337938281614869,0.6787217693197934,0.6591351428799767,0.6440494027100871,0.6048725925957352,0.6086070284069269,0.5893755210101203,0.6517953402077687
interleaved,2,False,14,1,0.6242674434557302,0.6874932155903776,0.6856987871923809,0.6609918367916557,0.6039913972398079,0.575555969337085,0.5309154948230151,0.6252254032157886
interleaved,2,False,14,5,0.6178469306913363,0.6713334647162464,0.6591565351592896,0.6415785023362387,0.591766143770024,0.5791704085671041,0.5539287530431743,0.6279947072472761
interleaved,2,False,14,10,0.625818498255106,0.6743266506330138,0.6605624862414328,0.6426326437044393,0.5955604486123043,0.5937175380688773,0.5728619250387165,0.6410677954869586
interleaved,2,False,30,1,0.6254828736668605,0.6976343972957103,0.7032689021157545,0.6642771207328543,0.5937401869781024,0.5731918944570602,0.5216830454828901,0.6245845686056517
interleaved,2,False,30,5,0.6153962621093123,0.6737359942282292,0.6685410542979767,0.6459092775685148,0.583305770935965,0.5725906000897772,0.5367783030566387,0.6269128345880836
interleaved,2,False,30,10,0.6202992053040879,0.67262837108149,0.6647177954458984,0.6437193854699156,0.5862676574913499,0.5838176122544052,0.5543234574955221,0.6366201578900341
interleaved,3,True,3,1,0.6097472560951986,0.6488458079865747,0.6087983849034432,0.6494999519287596,0.5691216552037028,0.5966073762072706,0.5602280021974635,0.6351296142391762
interleaved,3,True,3,5,0.6235922698700411,0.6630030389148128,0.6286980703517188,0.6450237866305131,0.5786224419549763,0.6186311199284922,0.5778304424790119,0.6533369888307629
interleaved,3,True,3,10,0.6370901392329689,0.6743724245015988,0.6456034562536377,0.6537417644010106,0.5895109486804235,0.6353662651871121,0.5947946037497077,0.6662415118572915
interleaved,3,True,7,1,0.6053608157144658,0.6384809253474896,0.6244539244649143,0.6664891403775592,0.55666164257419,0.5810102509320316,0.545175901368054,0.6252539249370214
interleaved,3,True,7,5,0.6127334488983627,0.654257470035355,0.6270053247225008,0.6466315455117928,0.5671737963076243,0.5989640182586364,0.5563408193413232,0.6387611681113061
interleaved,3,True,7,10,0.6250664387643818,0.6656907943261126,0.6387374761301688,0.6505336657489978,0.5781764908739977,0.6163847546199414,0.5738378182045138,0.6521040714469408
interleaved,3,True,14,1,0.6011678748493653,0.6377147657095745,0.6333634713558131,0.6694687949780195,0.5459278288860961,0.5753851111060232,0.5293713871388981,0.6169437647711324
interleaved,3,True,14,5,0.6069395371429293,0.6502432405477941,0.6342382489098785,0.6527761328123662,0.5565942053405971,0.5880309293373127,0.5372937269226926,0.6294002761298637
interleaved,3,True,14,10,0.6171109928193579,0.6602788878904611,0.6409435622682041,0.6524794403203542,0.5672535210746233,0.6031382221862005,0.5539563495200387,0.6417269664756241
interleaved,3,True,30,1,0.5998573609743258,0.6454638914041014,0.6457279681858931,0.6614136172315837,0.5389438478746881,0.5794109850088137,0.5139713449116071,0.6140698722035939
interleaved,3,True,30,5,0.6042112048629573,0.6514725877488695,0.6455091389555233,0.6554876088962567,0.5471836583489907,0.585404296580732,0.5204439431634333,0.6239772003468956
interleaved,3,True,30,10,0.6116091374187841,0.6580593637567429,0.6481250894653328,0.654619552914224,0.5562053984506885,0.5956638226342342,0.5344208126718856,0.63416992203838
interleaved,3,False,3,1,0.6328957026045625,0.7026931074241153,0.6360613361129,0.6412874077403552,0.5840501606157332,0.6237689491890223,0.5874457365034671,0.6549632206463447
interleaved,3,False,3,5,0.6401805532780036,0.6843526070530038,0.6491291675392548,0.6530719639932868,0.5881631318472698,0.6392465017412695,0.6000928086401353,0.6672076921318051
interleaved,3,False,3,10,0.6493857935250249,0.6882670452218973,0.6605328935934741,0.66131953708199,0.5970314125100127,0.6505044932848935,0.611601939256487,0.6764432337264202
interleaved,3,False,7,1,0.6311304779479812,0.7033174809220817,0.6458352169124444,0.6519794459431887,0.5801430848444089,0.6097043467159471,0.5760931464270144,0.6508406238707829
interleaved,3,False,7,5,0.6317263389951355,0.6836709650319946,0.646142022946613,0.6509055244633315,0.5791022820039491,0.6212112501269376,0.5837009123958314,0.6573514159972912
interleaved,3,False,7,10,0.6411080095175559,0.6859744330001268,0.6552173360283521,0.6574474623847328,0.5884054269435778,0.635597668777605,0.5976070436387323,0.667506695849764
interleaved,3,False,14,1,0.6259601233627203,0.6961467879563435,0.6523685559740449,0.6647754702037415,0.5671219085020911,0.602131292543381,0.551298381728778,0.6478784666306621
interleaved,3,False,14,5,0.6254728748974829,0.6810371214013967,0.6502576679008931,0.6567837490571582,0.5682646100479118,0.6079699866897323,0.5631341600907305,0.6508628290945575
interleaved,3,False,14,10,0.6339643717891291,0.6825831556766317,0.6555924552862432,0.659055535219217,0.5779757328322827,0.6223613733263671,0.5799423847879617,0.6602399653952012
interleaved,3,False,30,1,0.6255344840952276,0.6947151713871275,0.6666941440466487,0.6726267160196968,0.5597366952144834,0.6058954171135866,0.5320875906360042,0.6469856542490454
interleaved,3,False,30,5,0.6218119914467815,0.6807484385903132,0.6601482864650398,0.665244732161084,0.5572618480313192,0.602873352321448,0.540897001100404,0.6455102814578616
interleaved,3,False,30,10,0.6276398852805481,0.6798595641734687,0.6606161473406772,0.6640141112888928,0.565448544803546,0.6129189413858982,0.5577948158561313,0.652827072115223
interleaved,4,True,3,1,0.6377252026425028,0.6324944337905833,0.6225262700289503,0.6559777980588647,0.6493021750562343,0.6018165246430562,0.6091128965773474,0.6928463203424838
interleaved,4,True,3,5,0.6369264363795514,0.6524829862352379,0.6342597901255511,0.6497775462217762,0.6077224389943133,0.6147601958274064,0.6262733683243159,0.673208728928259
interleaved,4,True,3,10,0.6471809512157906,0.666328308864306,0.6491463742718573,0.6577862615229481,0.6075387941526136,0.6276615474884552,0.6436116212951345,0.6781937509152204
interleaved,4,True,7,1,0.6334106221435131,0.6354398051285202,0.6396606721882865,0.6607769656309402,0.659669545793282,0.5716705797029237,0.5951548084506315,0.6715019781100074
interleaved,4,True,7,5,0.6264950169284483,0.644781452622704,0.6344378942198607,0.64925213984175,0.6076611364758389,0.5894955402131885,0.6016260868177432,0.6582108683080528
interleaved,4,True,7,10,0.6352049748955346,0.6569216465531407,0.6437031946280405,0.6533581466073731,0.6026853973024966,0.6058041690319419,0.6198022590110515,0.6641600111346979
interleaved,4,True,14,1,0.6274979341811221,0.6433804343725309,0.6480259347445474,0.6586600780669818,0.6520628042502012,0.5557169568987496,0.5807027093721673,0.6539366215626771
interleaved,4,True,14,5,0.6213860779317807,0.6454235249638722,0.6421587558513897,0.651091743249585,0.6079849043569563,0.5714295360463663,0.5843859136962413,0.6472281673580543
interleaved,4,True,14,10,0.6275435930945598,0.6536297491920405,0.646233347546691,0.6525599123057573,0.5995610107459488,0.5876214172256552,0.6002184544971373,0.6529812601486883
interleaved,4,True,30,1,0.6233061773779575,0.6493761659894779,0.6574355346814871,0.6617714250895856,0.6295218356543156,0.5562065952581043,0.5653135137248338,0.643518171247898
interleaved,4,True,30,5,0.6201572163499849,0.6491671445483759,0.6526561455677781,0.6564447830047999,0.6045592108805597,0.5656817125330046,0.5703487304012542,0.6422427875141221
interleaved,4,True,30,10,0.6236972883062697,0.6535579106442593,0.6529938609120755,0.6557727262407514,0.5963977410621939,0.5775415509544918,0.5828073788462836,0.6468098494838327
interleaved,4,False,3,1,0.6468211193145065,0.656462174721081,0.6635813577091713,0.6516122798165953,0.6147841077067853,0.6272994836733543,0.5979869478557465,0.7160214837188115
interleaved,4,False,3,5,0.6484607194320117,0.6697952285891503,0.6577169538958263,0.6547841701033281,0.6024049111982024,0.6306815363146606,0.6364702386223308,0.6873719973005824
interleaved,4,False,3,10,0.6565074004658633,0.6786904807958026,0.6654643938076436,0.6629381189595691,0.6069870089150232,0.6394712499475382,0.6535335418799354,0.688467008955531
interleaved,4,False,7,1,0.6477043744707347,0.6568856816258036,0.6929714440524413,0.6590514433896687,0.6321004964590418,0.6029870804914111,0.5830769945362101,0.706857480740567
interleaved,4,False,7,5,0.639743697208438,0.6620117423226842,0.6625724563957573,0.6528694635864027,0.5998203749158851,0.6103487700199566,0.6128871805935794,0.6776958926248013
interleaved,4,False,7,10,0.647861538957957,0.6712484061984183,0.6649945574862461,0.6590889821205089,0.6021018263621896,0.6234081714453379,0.6342265306956789,0.6799622983973185
interleaved,4,False,14,1,0.6399147237487283,0.662663092384834,0.7034594144635505,0.6575882693212348,0.6359305112419417,0.5770422897616266,0.5666399789352708,0.676079510132639
interleaved,4,False,14,5,0.6333750089409208,0.6608494182727138,0.6723657521180946,0.6524111272052641,0.6006993821079286,0.5904105525663871,0.5921015701549336,0.664787260161124
interleaved,4,False,14,10,0.6406030020399288,0.6676458167914011,0.669636457270027,0.6568589336319217,0.5993103731829076,0.6064342209317947,0.6149053499937231,0.6694298624777271
interleaved,4,False,30,1,0.6361492120987788,0.6685448759435318,0.7121383410647095,0.6657124928769848,0.623727649569857,0.5755218502489428,0.5553812705329201,0.6520180044545055
interleaved,4,False,30,5,0.630250485576492,0.6624821439262951,0.6827465558081213,0.6578569118252457,0.6004673120383078,0.5815142468398892,0.5734225950823247,0.6532636335152604
interleaved,4,False,30,10,0.6354367740955439,0.6662057984959493,0.6761696027313814,0.6588247244575512,0.5975697035456582,0.5948964811207151,0.5944587048225597,0.6599324034949926
interleaved,5,True,3,1,0.630740428847365,0.6804869680586285,0.6074908084415928,0.6220095848880666,0.6201840486153837,0.6025428334751883,0.6096134078664369,0.6728553505862578
interleaved,5,True,3,5,0.6306216120895826,0.6713372106877561,0.6329539322834297,0.6334336488403783,0.591711269434446,0.6089385703251071,0.6124344906339576,0.6635421624220034
interleaved,5,True,3,10,0.6405747914673857,0.6779034426065108,0.6497004795567459,0.6436066115605341,0.5951118782325041,0.6209017404029342,0.6244191343044918,0.6723802536079798
interleaved,5,True,7,1,0.6224175480328303,0.6731519149653826,0.6101922934197164,0.611594501671498,0.6178016918981276,0.600080003442911,0.5794374438793239,0.6646649869528527
interleaved,5,True,7,5,0.61960302321549,0.6656319476747323,0.6250060672611182,0.6230844010935789,0.5884898370967641,0.5951349836604012,0.5847322036887086,0.6551417220331273
interleaved,5,True,7,10,0.6286846026410424,0.6708142854347849,0.6395564302858306,0.6337541156961816,0.5888846074850865,0.6055434372693033,0.5999243285782474,0.6623150137378627
interleaved,5,True,14,1,0.6208732294238934,0.6759516428080847,0.6187508375977192,0.6122518576819128,0.599882529472664,0.6026215198130312,0.572391127138694,0.6642630914551476
interleaved,5,True,14,5,0.6163814109731457,0.6671158839689363,0.6275029492854594,0.6206397969896292,0.5815440367554777,0.5914404413705608,0.5696686302243638,0.6567581382175922
interleaved,5,True,14,10,0.6224131103269129,0.6691309422850391,0.637745782657515,0.6292354113407551,0.5810475503840744,0.5971546854356601,0.5823097020499095,0.6602676981354381
interleaved,5,True,30,1,0.6250918781782338,0.6821351886438559,0.6337822627628641,0.6202159272499949,0.5876977384219921,0.6089773880344326,0.5726581632938198,0.6701764788406768
interleaved,5,True,30,5,0.6187879819685129,0.6719014804620599,0.6372926859004729,0.6242754520925757,0.5768784315283242,0.5948237282908997,0.5627386412456231,0.6636054542596349
interleaved,5,True,30,10,0.620927861257789,0.6705657471121138,0.642644228903329,0.6294742417133977,0.5752664641091502,0.5949534855821733,0.5699176672592023,0.6636731941251567
interleaved,5,False,3,1,0.6424841170543161,0.6806062668918959,0.6430627739163929,0.66205594903691,0.6237722402909504,0.6181544548289843,0.5917695546401857,0.677967579774894
interleaved,5,False,3,5,0.6407936073438067,0.6748629514863849,0.6519759818169171,0.6502126478006659,0.5997551390292457,0.6212898939406023,0.6140723432841245,0.6733862940487062
interleaved,5,False,3,10,0.6487446868084056,0.6818923625057213,0.6630181345096249,0.6545923760976639,0.6020210705402654,0.630566395558849,0.6285078149326003,0.680614653514114
interleaved,5,False,7,1,0.6455174666362501,0.702167249367101,0.6577714907188282,0.6579927711746706,0.6374819903770597,0.6104393914515128,0.5619420192922253,0.6908273540723527
interleaved,5,False,7,5,0.6321794359040911,0.6727363109818132,0.647471898559332,0.6450283146612783,0.5996886176729908,0.6063472270627819,0.5854807164893241,0.6685029659011171
interleaved,5,False,7,10,0.6400949918246512,0.676974340188077,0.6566768200001701,0.649440592516257,0.5994050774804539,0.6176455339625491,0.606226990397215,0.6742955882278362
interleaved,5,False,14,1,0.6462880319581172,0.7056949882410333,0.6659325645483546,0.6498932675129455,0.6292723857537922,0.6085772589694268,0.5525325440667241,0.7121132146145445
interleaved,5,False,14,5,0.6295873928031057,0.6748166638631324,0.6503620615917699,0.6399404329043983,0.5961945876820082,0.5993135404671449,0.566657871303554,0.6798265918097324
interleaved,5,False,14,10,0.6351058520740613,0.675405336176795,0.6557725309336064,0.6444782393231412,0.5946894217226745,0.6089850908703635,0.5879625256908902,0.6784478198009587
interleaved,5,False,30,1,0.6488953768144257,0.7005238177637007,0.6740259617219478,0.6455888973897977,0.620884235575939,0.620103384161762,0.5521823335277458,0.7289590075600867
interleaved,5,False,30,5,0.6312863966630381,0.6747919006212572,0.6560799671704524,0.6373550920548641,0.5932694699444875,0.6028711919104494,0.5552782712610292,0.6993588836787278
interleaved,5,False,30,10,0.6333719425075763,0.6737636084988198,0.657706200348814,0.6408442761860345,0.5904522411906902,0.606944258995998,0.5726565957814788,0.6912364165511992
interleaved,6,True,3,1,0.6144559102728876,0.6339520574665396,0.5931826212491317,0.6432531720081406,0.622649887723337,0.5747764712911387,0.5937719037934623,0.6396052583784627
interleaved,6,True,3,5,0.626066158381657,0.6528886173300511,0.622761986472889,0.6325625593329488,0.612657290371802,0.6067427798625428,0.6037397664416795,0.6511101088596859
interleaved,6,True,3,10,0.6399408474113008,0.6665615461406563,0.6433932649914894,0.6398418172604402,0.620680292755639,0.6249528629889364,0.6204889783982295,0.6636671693437148
interleaved,6,True,7,1,0.6170247075624136,0.6454822970358843,0.6093161679032466,0.6496330679931502,0.6283954911573609,0.5664689268812049,0.5879561204981154,0.6319208814679325
interleaved,6,True,7,5,0.6174990702450671,0.6509518199305101,0.6163904827884894,0.6349383924321672,0.6078274651795128,0.5879077275230342,0.58617557454439,0.6383020293173666
interleaved,6,True,7,10,0.6287774603873049,0.6609201654266642,0.6324000470566989,0.6375455754853387,0.6125868176867101,0.606275219549465,0.6013415512214817,0.6503728462847755
interleaved,6,True,14,1,0.6192689833259747,0.6568548385747349,0.6246827133744771,0.6465556019596848,0.6289902850379451,0.5673022381488029,0.5807420257354926,0.6297551804506862
interleaved,6,True,14,5,0.6158957773379168,0.6557673881535885,0.622580513133771,0.6375146863821071,0.6077855491945126,0.5785260739428841,0.5757110064350598,0.6333852241234945
interleaved,6,True,14,10,0.6233098706497474,0.6611735952077398,0.6322056213016823,0.6377957893821885,0.6081790840717066,0.5935440686598555,0.5874435946002621,0.6428273413247965
interleaved,6,True,30,1,0.6222395906865271,0.6665443039216901,0.6353783654186905,0.6477223305015668,0.6274935116135011,0.5731379849933008,0.5742978707460056,0.6311027676109353
interleaved,6,True,30,5,0.6182287099571606,0.6625398800397572,0.6347951222530684,0.6420490204732132,0.6111367518682504,0.5768665442155093,0.5675068084477498,0.6327068424025757
interleaved,6,True,30,10,0.6216619562606808,0.6639247041652657,0.6392502374184711,0.6407597023534927,0.6077304622653512,0.5863379360121324,0.5746668966014401,0.6389637550086122
interleaved,6,False,3,1,0.6386127545908433,0.6611794322812894,0.6323741012419004,0.681081689398929,0.618267845697934,0.6176090432870378,0.6072168720716524,0.6525602981571605
interleaved,6,False,3,5,0.6433745649508937,0.6703082754450399,0.6483849601561456,0.6512654705587256,0.6180908026326956,0.6306498233739368,0.621466175734755,0.6634564467549583
interleaved,6,False,3,10,0.6526629311819802,0.6787792323172375,0.6613725421457157,0.6527005658494153,0.6262678608183742,0.6415518372514195,0.6347109293839904,0.673257550507709
interleaved,6,False,7,1,0.6413550631583538,0.6780817683825703,0.6408835171968549,0.6879922286105187,0.6231850014357527,0.6136114769071825,0.6023734351950166,0.643358014380581
interleaved,6,False,7,5,0.6340455615223829,0.670210908525913,0.6363457634247711,0.6503457721465377,0.6110150618198876,0.6178380767052297,0.6031354811550511,0.64942786687929
interleaved,6,False,7,10,0.6434098422624935,0.6760177818823768,0.6495755070833125,0.6494564020941165,0.61859361144747,0.6301232590972616,0.6185344509014701,0.6615678833314473
interleaved,6,False,14,1,0.6405727134757144,0.6908652398995826,0.6491646633401971,0.6779473136503589,0.62536743192716,0.6067418372643507,0.5945656808527513,0.6393568273955998
interleaved,6,False,14,5,0.6289191291965371,0.6755758615886887,0.6349677032873412,0.6467824988009149,0.6084217419763064,0.6071531345553725,0.5889841716000551,0.640548792567082
